state,district,today,Total doses til date,avgdaily,slots,paid slot,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio,fully,people,avg people,sites
Arunachal Pradesh,West Siang,186,19939,157,0,0,136,116,21652,5.59,18,322,22123,19464,880,10558,31033,97,5
Arunachal Pradesh,Papum Pare,181,13235,115,1,0,152,161,20300,5.11,17,333,20182,13348,661,7465,26070,146,5
Arunachal Pradesh,Longding,18,7778,53,2,0,26,62,10871,36.36,16,44,11787,6862,582,2466,16183,72,4
Arunachal Pradesh,Upper Subansiri,144,15224,141,62,0,147,146,9779,3.09,9,291,13075,11924,912,5168,19835,176,6
Arunachal Pradesh,East Siang,152,26753,167,34,0,223,176,36917,12.0,45,375,33049,30611,926,13418,50252,138,12
Assam,Dibrugarh,5246,252349,2774,0,0,7294,3281,247730,2.39,300,12540,263001,237015,901,93648,406431,4234,75
Assam,Sivasagar,3916,147001,2160,0,0,6014,3314,130301,1.51,150,9930,147863,129401,875,48205,229097,4569,44
Assam,Tinsukia,435,175035,1539,0,0,319,2246,169243,2.12,16,754,182282,161942,888,48026,296252,2877,7
Assam,Baksa,31,90673,779,0,0,108,1557,83513,0.72,1,139,95962,78187,815,29984,144202,1965,1
Assam,Barpeta,432,269285,464,0,0,1654,1284,162748,4.03,84,2086,226763,205214,905,119558,312475,1678,19
Assam,Darrang,893,123971,945,0,0,723,1075,101537,2.72,44,1616,121874,103605,850,38243,187265,1459,10
Assam,Kamrup Metropolitan,8024,476821,5439,88,88,6322,5075,614385,3.03,434,14346,612150,478867,782,201216,889990,6428,107
Assam,Kamrup Rural,6591,304977,3462,140,119,9120,5156,181999,2.6,409,15711,259261,227645,878,93813,393163,6557,102
Assam,Karbi-Anglong,864,69839,665,5,0,960,1066,68622,6.36,116,1824,77757,60692,781,28703,109758,1307,25
Assam,Nalbari,904,107606,926,0,0,71,733,78448,2.56,25,975,100728,85303,847,31819,154235,1078,9
Assam,Golaghat,6443,176327,3180,0,0,9737,6181,199490,0.19,30,16180,202684,173077,854,50836,324981,8330,52
Assam,Jorhat,6689,196739,2975,0,0,9662,4237,171240,1.89,309,16351,196156,171769,876,67454,300525,5916,84
Assam,Morigaon,3536,135874,1502,20,0,6488,2794,123320,2.55,256,10024,133104,126066,947,34665,224529,3760,55
Assam,Nagaon,5662,272169,2976,0,0,8451,4450,250253,1.75,247,14113,269617,252733,937,86992,435430,6058,52
Assam,Bongaigaon,0,110168,811,0,0,0,1065,102245,0.0,0,0,110391,101995,924,40005,172408,1441,0
Assam,Chirang,27,58526,519,0,0,52,1108,66898,1.27,1,79,72635,52776,727,23418,102006,1357,1
Assam,Dhubri,1434,148930,1355,0,0,2135,1561,126420,3.39,121,3569,149866,125444,837,55340,220010,2039,26
Assam,Goalpara,880,104899,1010,0,0,933,1367,115746,2.59,47,1813,116066,104500,900,35363,185282,1829,11
Assam,Kokrajhar,541,90266,873,0,0,399,937,95558,3.19,30,940,106262,79539,749,32612,153212,1223,6
Assam,Dhemaji,782,115979,1296,76,0,453,1663,119286,3.64,45,1235,120548,114675,951,37778,197487,2093,10
Assam,Lakhimpur,6691,171501,3252,15,0,9709,5198,169364,0.67,110,16400,179834,160990,895,50549,290316,7179,69
Assam,Sonitpur,2957,246090,2112,0,0,7991,5386,268288,2.76,302,10948,264946,249366,941,102205,412173,7263,75
Assam,Udalguri,40,82605,788,0,0,160,448,78389,0.0,0,200,86670,74297,857,28610,132384,533,2
Assam,Cachar,2444,224453,1772,8,8,1734,1229,230469,3.16,132,4178,246428,208450,846,71510,383412,1599,26
Assam,Dima Hasao,636,39882,287,37,0,447,413,49892,8.03,87,1083,52548,37199,708,16774,73000,507,15
Assam,Hailakandi,1550,96820,784,0,0,2313,1469,94390,1.48,57,3863,104390,86799,831,31053,160157,1990,20
Assam,Karimganj,1615,121697,818,0,0,2713,1490,118941,3.28,142,4328,135363,105246,778,41195,199443,1970,31
Bihar,Madhepura,0,193226,1385,0,0,0,1882,135896,0.0,0,0,174830,154223,882,45688,283434,2602,0
Bihar,Saharsa,0,215918,1986,0,0,19,2618,159831,5.26,1,19,194680,180977,930,52505,323244,3500,1
Bihar,Supaul,540,236401,1843,0,0,123,2085,172560,7.09,47,663,216187,192694,891,50011,358950,2837,35
Bihar,Purnia,851,405598,2577,0,0,1439,4168,339201,1.75,40,2290,387430,357189,922,105688,639111,4995,25
Bihar,Araria,318,267991,2481,910,0,315,3245,198892,2.69,17,633,241401,225365,934,70922,395961,4531,5
Bihar,Katihar,2,251264,2322,0,0,8,3633,262488,0.0,0,10,267669,246006,919,63168,450584,5159,1
Bihar,Kishanganj,24,143202,1219,0,0,46,1939,141177,0.0,0,70,153609,130730,851,37000,247379,2672,2
Bihar,Aurangabad,280,223054,1912,0,0,445,3230,222029,6.21,45,725,246588,198368,804,49766,395317,4494,10
Bihar,Arwal,108,83089,1256,0,0,222,2056,80129,0.0,0,330,85771,77411,903,22440,140778,2987,2
Bihar,Gaya,2230,456970,3500,0,0,4757,6674,452657,3.19,223,6987,493164,416293,844,162820,746807,8811,70
Bihar,Kaimur,154,159852,1221,0,0,89,2187,124953,2.88,7,243,158721,126027,794,34552,250253,2937,2
Bihar,Rohtas,82,295710,1943,164,0,223,3240,247078,4.92,15,305,308327,234374,760,72540,470248,4235,7
Bihar,Bhagalpur,118,412941,3378,0,0,444,5855,412230,3.2,18,562,441390,383646,869,122567,702604,7358,14
Bihar,Banka,307,228328,1197,273,0,998,2295,196180,1.15,15,1305,220985,203439,921,55036,369472,2994,6
Bihar,Lakhisarai,0,88791,631,0,0,0,893,80880,0.0,0,0,89377,80268,898,21857,147814,1271,0
Bihar,Munger,0,169773,1385,0,0,0,2329,159495,0.0,0,0,179233,149959,837,46968,282300,3237,0
Bihar,Muzaffarpur,657,476318,4196,0,0,1099,5975,475556,2.51,44,1756,520041,431683,830,141234,810640,8093,15
Bihar,Sheohar,0,104353,506,0,0,0,568,57350,0.0,0,0,81540,80136,983,27774,133929,784,0
Bihar,Sitamarhi,0,319953,2817,0,0,0,3289,224545,0.0,0,0,283735,260700,919,79372,465126,4956,0
Bihar,Vaishali,131,370877,2579,1,0,183,4272,265385,11.46,36,314,343888,292240,850,95022,541240,5691,5
Bihar,Nalanda,102,415803,3380,0,0,127,4203,321565,4.8,11,229,385346,351890,913,120044,617324,5747,6
Bihar,Jehanabad,73,126102,1154,0,0,71,1488,109814,11.11,16,144,124911,110947,888,38292,197624,2019,4
Bihar,Nawada,197,221813,1619,304,0,656,2708,170124,0.82,7,853,211217,180653,855,61132,330805,3627,3
Bihar,Sheikhpura,0,76328,451,0,0,0,692,60738,0.0,0,0,71986,65065,904,20941,116125,960,0
Bihar,Darbhanga,173,477504,3257,0,0,432,4994,358539,5.79,35,605,433679,402236,927,130810,705233,6620,7
Bihar,Madhubani,22,467590,3189,0,0,49,4675,354768,12.68,9,71,418565,403665,964,107316,715042,6631,1
Bihar,Samastipur,64,422466,2829,254,0,446,4654,343129,1.96,10,510,401467,363993,907,120773,644822,6057,5
Bihar,Patna,7908,1178919,9951,527,0,17425,21747,1277258,1.33,337,25333,1387894,1067775,769,580825,1875352,22206,143
Bihar,Begusarai,0,324653,1647,0,0,0,3267,266833,0.0,0,0,317727,273675,861,76921,514565,4157,0
Bihar,Bhojpur,65,262413,2011,0,0,63,3226,222348,1.56,2,128,276839,207822,751,68652,416109,4369,2
Bihar,Buxar,1,196640,1090,0,0,8,2328,153599,11.11,1,9,199548,150637,755,50358,299881,2719,1
Bihar,Khagaria,72,148915,1404,0,0,50,1812,121106,6.56,8,122,140191,129794,926,37478,232543,2636,3
Bihar,Saran,457,498521,3223,0,0,1469,5630,393200,3.32,64,1926,489326,402209,822,153488,738233,6260,19
Bihar,Siwan,216,458617,2325,0,0,826,5108,345547,1.73,18,1042,456977,347027,759,132227,671937,6074,3
Bihar,Gopalganj,0,248247,1511,0,0,0,2748,215370,0.0,0,0,277753,185811,669,55109,408508,3539,0
Bihar,East Champaran,309,504318,3823,0,0,771,6654,472268,1.85,20,1080,556309,419934,755,112051,864535,8639,122
Bihar,West Champaran,146,320656,2963,0,0,208,4590,340917,4.52,16,354,382657,278774,729,64660,596913,6648,6
Bihar,Jamui,115,176118,975,0,0,206,1828,150715,2.8,9,321,177536,149238,841,41768,285065,2331,4
Chandigarh,Chandigarh,4359,375420,4067,179,56,6291,5511,355971,2.25,240,10650,411111,320167,779,161939,569452,5387,74
Chhattisgarh,Raipur,2518,649222,7722,384,343,6707,15944,572319,3.63,335,9225,637117,584300,917,280239,941302,18285,214
Chhattisgarh,Balod,181,264144,1960,796,0,692,2510,116732,3.09,27,873,177990,202830,1140,83312,297564,2902,6
Chhattisgarh,Baloda bazar,45,258492,1242,1189,0,77,1886,117732,22.95,28,122,183994,192206,1045,65547,310677,2119,13
Chhattisgarh,Balrampur,201,155881,213,7768,0,262,277,61984,14.47,67,463,113613,104228,917,32960,184905,267,71
Chhattisgarh,Bastar,304,185298,570,532,0,442,794,115256,11.26,84,746,152651,147877,969,55985,244569,829,28
Chhattisgarh,Bemetara,0,131005,539,0,0,0,786,56810,0.0,0,0,92750,95035,1025,32483,155332,959,0
Chhattisgarh,Bijapur,11,49131,149,280,0,30,349,49905,21.95,9,41,59474,39546,665,24804,74232,370,29
Chhattisgarh,Bilaspur,170,460370,3404,41,41,145,4125,191134,1.59,5,315,326118,325292,997,147343,504161,4483,5
Chhattisgarh,Dantewada,88,79231,173,25,0,42,428,53071,0.0,0,130,68149,64128,941,29938,102364,439,5
Chhattisgarh,Dhamtari,136,253556,1424,446,0,209,1962,100121,7.25,25,345,165880,187743,1132,77079,276598,2168,9
Chhattisgarh,Durg,28,530369,4444,0,0,32,3394,190715,0.0,0,60,363692,357307,982,196299,524785,3826,2
Chhattisgarh,Gariaband,166,129086,608,2203,0,281,869,51898,0.67,3,447,86232,94737,1099,31450,149534,956,24
Chhattisgarh,Janjgir-Champa,35,365293,2779,0,0,32,2941,131164,19.4,13,67,245481,250941,1022,102829,393628,3325,2
Chhattisgarh,Jashpur,0,205667,438,21431,0,0,717,81434,0.0,0,0,134104,152958,1141,52412,234689,784,79
Chhattisgarh,Kanker,48,187255,617,52210,0,82,1050,95962,7.69,10,130,144891,138307,955,61638,221579,1165,136
Chhattisgarh,Kondagaon,181,128265,310,6800,0,395,635,56968,21.53,124,576,90727,94482,1041,27699,157534,655,40
Chhattisgarh,Korba,141,357984,1587,617,0,357,1846,121454,6.43,32,498,237291,242095,1020,95458,383980,1795,33
Chhattisgarh,Koriya,415,141824,525,8498,0,598,550,60848,9.58,97,1013,102792,99865,972,38406,164266,646,30
Chhattisgarh,Mahasamund,403,377469,1979,2319,0,964,3526,136846,0.95,13,1367,245057,269200,1099,116775,397540,4022,43
Chhattisgarh,Mungeli,166,163382,650,28,0,243,839,44664,5.13,21,409,101016,107017,1059,36515,171531,894,9
Chhattisgarh,Narayanpur,27,22255,33,160,0,113,108,20548,0.0,0,140,24852,17948,722,10714,32089,111,6
Chhattisgarh,Raigarh,593,595135,2858,219,1,2422,4978,358539,15.75,475,3015,481683,471877,980,201889,751785,5461,358
Chhattisgarh,Rajnandgaon,2106,434880,2792,736,0,3413,4088,299922,4.91,271,5519,356231,378502,1063,124565,610237,4720,86
Chhattisgarh,Sukma,25,67047,98,120,0,86,291,64770,8.11,9,111,76208,55591,729,30416,101401,298,8
Chhattisgarh,Surajpur,247,197384,366,4109,0,260,456,59231,16.37,83,507,128965,127611,990,39589,217026,464,82
Chhattisgarh,Surguja,876,289743,1016,9544,0,1190,1392,99507,8.42,174,2066,190606,198590,1042,82894,306356,1337,115
Chhattisgarh,Kawardha,298,176730,702,2206,0,345,890,96680,4.2,27,643,137191,136179,993,47539,225871,1035,6
Chhattisgarh,Gaurela Pendra Marwahi ,19,82744,351,0,0,71,560,30527,0.0,0,90,54361,58892,1083,16382,96889,597,1
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,563,86783,556,0,0,2310,2125,245167,8.6,247,2873,233010,98883,424,32936,299014,2412,60
Dadra and Nagar Haveli and Daman and Diu,Daman,335,66601,276,0,0,627,542,151037,1.87,18,962,143212,74363,519,26959,190679,534,4
Dadra and Nagar Haveli and Daman and Diu,Diu,106,22524,147,0,0,51,73,25091,1.91,3,157,23796,23809,1001,10673,36942,38,3
Delhi,New Delhi,2798,451524,1301,0,0,2338,2117,345252,4.75,244,5136,472386,324281,686,243934,552842,1605,67
Delhi,Central Delhi,3069,500980,1969,2260,2207,1314,1952,493011,4.49,197,4383,598630,395166,660,239762,754229,2123,88
Delhi,West Delhi,1875,607223,2776,55,18,2011,2823,395977,1.65,64,3886,556311,446642,803,266214,736986,3166,85
Delhi,North West Delhi,1491,601694,2722,831,831,1537,2571,497850,1.72,52,3028,605754,493556,815,280554,818990,2849,29
Delhi,South East Delhi,1793,435472,2416,910,910,2274,3326,495919,5.24,213,4067,554122,377085,681,228678,702713,3410,58
Delhi,East Delhi,3059,363317,2161,5,5,1286,1655,340893,3.57,155,4345,390337,313701,804,153544,550666,1728,54
Delhi,North Delhi,1146,351947,1070,122,0,333,944,386650,5.48,81,1479,429417,308988,720,159119,579478,989,39
Delhi,North East Delhi,665,283721,968,0,0,353,917,324046,4.13,42,1018,352140,255436,725,128948,478819,946,21
Delhi,Shahdara,257,330146,1314,107,107,513,1787,301062,3.9,30,770,354950,276104,778,142265,488943,2059,10
Delhi,South Delhi,2296,463487,2236,1048,1048,2677,2836,608354,3.36,167,4973,634631,436996,689,251773,820068,2987,53
Delhi,South West Delhi,1330,559242,3384,895,833,1770,3810,465930,1.94,60,3100,572521,452443,790,240642,784530,4166,30
Goa,North Goa,2733,301381,2896,368,192,2276,2344,292075,2.62,131,5009,323194,270212,836,117204,476252,2863,32
Goa,South Goa,3948,347332,3535,7,0,2311,2249,303079,1.93,121,6259,341070,309276,907,121561,528850,2740,29
Gujarat,Gandhinagar,2381,349004,2606,0,0,3695,4158,241350,1.71,104,6076,317703,272577,858,124811,465543,5687,41
Gujarat,Ahmedabad,2764,524051,2372,13,13,5193,4471,301501,2.43,193,7957,468834,356598,761,131066,694486,5913,63
Gujarat,Vadodara,3746,496042,3887,6,5,5315,5617,332832,2.86,259,9061,455348,373400,820,162185,666689,7605,83
Gujarat,Kheda,3024,574550,2331,1,0,4776,3731,318603,2.82,220,7800,485385,407662,840,206903,686250,4704,70
Gujarat,Surendranagar,3051,363050,2534,11,0,5691,4830,286866,3.07,268,8742,343553,306238,891,114599,535317,6484,72
Gujarat,Aravalli,1723,380451,1833,9,0,2434,2362,154166,2.96,123,4157,274471,260047,947,147711,386906,3045,34
Gujarat,Banaskantha,2087,917696,2643,0,0,3506,6677,303993,1.68,94,5596,672438,549013,816,311756,909933,7267,51
Gujarat,Mehsana,4655,697612,3927,0,0,3635,3200,407823,3.74,310,8290,574018,531285,926,278983,826452,3777,81
Gujarat,Patan,2639,348465,2316,147,0,3600,3048,230465,4.82,301,6239,299932,278921,930,137231,441699,3526,101
Gujarat,Sabarkantha,2391,461148,1919,0,0,3167,2778,228934,1.84,102,5558,362473,327488,903,163527,526555,3176,50
Gujarat,Dang,216,44665,152,0,0,307,298,28699,8.99,47,523,39163,34198,873,14711,58653,327,10
Gujarat,Navsari,3163,457865,2506,0,0,3818,2792,242621,2.28,159,6981,350244,350173,1000,188100,512386,3026,72
Gujarat,Surat,3596,395204,3328,0,0,7449,6392,346763,2.67,295,11045,406457,335430,825,151894,590073,8075,82
Gujarat,Tapi,1739,247377,1389,0,0,2590,2014,135978,2.31,100,4330,200415,182906,913,80863,302492,2335,43
Gujarat,Valsad,3897,467544,3030,278,0,5361,4529,315570,2.94,272,9258,438147,344851,787,207877,575237,5087,78
Gujarat,Devbhumi Dwaraka,2622,221428,1997,13,0,2581,2709,177182,3.59,187,5203,217066,181486,836,104767,293843,3009,50
Gujarat,Jamnagar,2912,284074,2251,0,0,3492,2824,184246,3.22,206,6404,256625,211641,825,105330,362990,3689,46
Gujarat,Kutch,3241,473118,3348,4,0,6277,5909,439202,3.91,372,9518,514226,397963,774,203146,709174,6710,94
Gujarat,Morbi,1867,228993,1836,376,376,3123,3085,161823,3.61,180,4990,208063,182700,878,82694,308122,4158,45
Gujarat,Porbandar,1253,230166,1244,2,0,2001,1417,123860,3.26,106,3254,183030,170950,934,104842,249184,1262,23
Gujarat,Rajkot,3610,482822,3770,0,0,5245,5532,313342,4.01,355,8855,417610,378437,906,181521,614643,7399,79
Gujarat,Amreli,5356,426045,3388,0,0,8584,4858,183502,1.51,210,13940,310489,298980,963,165833,443714,6382,50
Gujarat,Bhavnagar,4289,403460,3066,526,0,7121,5243,271986,2.28,260,11410,359998,315360,876,148012,527434,6138,55
Gujarat,Botad,1939,134279,1251,0,0,4520,2987,128241,1.87,121,6459,137138,125350,914,47342,215178,3962,43
Gujarat,Gir Somnath,2457,292877,1868,13,0,4757,3644,198381,3.55,256,7214,266683,224409,841,97032,394226,4550,49
Gujarat,Junagadh,2759,375934,2493,0,0,4080,3418,173089,3.52,241,6839,281171,267777,952,154050,394973,4367,52
Gujarat,Anand,3155,649690,2565,0,0,4178,3258,307781,2.55,187,7333,500728,456613,912,232511,724960,4253,65
Gujarat,Bharuch,2791,455793,2344,19,0,4338,3677,379857,3.1,221,7129,476227,359288,754,174312,661338,4354,64
Gujarat,Chhotaudepur,1614,294592,1901,274,0,3658,4196,159281,2.62,138,5272,244596,209200,855,107786,346087,5653,58
Gujarat,Dahod,5884,597834,5353,266,0,4755,4043,212138,1.61,171,10639,412231,397614,965,273955,536017,4337,90
Gujarat,Mahisagar,1795,381810,1884,7,0,1174,1405,152185,2.05,61,2969,277953,255950,921,142324,391671,1479,30
Gujarat,Narmada,1115,202482,1173,103,0,1495,1754,106671,3.07,80,2610,162529,146577,902,72162,236991,2279,24
Gujarat,Panchmahal,2308,462488,1924,7,0,3617,3943,233078,1.6,95,5925,372621,322833,866,171730,523836,4782,46
Haryana,Kurukshetra,998,221227,1167,0,0,1044,1162,130991,1.86,38,2042,185092,167087,903,68537,283681,1185,15
Haryana,Panchkula,1091,204123,1251,40,40,1055,1483,166917,3.45,74,2146,197670,173296,877,92004,279036,1532,22
Haryana,Gurgaon,1697,724368,4170,1174,1174,6839,7818,991413,2.74,234,8536,1039909,675540,650,368671,1347110,5882,60
Haryana,Jhajjar,432,217582,1053,187,0,1413,1846,169276,6.23,115,1845,213413,173379,812,73690,313168,1720,27
Haryana,Kaithal,271,177022,930,0,0,576,1401,146081,5.08,43,847,167927,155141,924,51728,271375,1699,11
Haryana,Hisar,203,262110,1340,0,0,364,1428,210835,7.58,43,567,255881,216995,848,74937,398008,1611,204
Haryana,Rohtak,699,223063,1077,5,0,939,1556,172807,6.23,102,1638,214994,180806,841,77583,318287,1735,20
Haryana,Ambala,749,421700,1819,0,0,696,2103,329812,5.19,75,1445,396275,355067,896,198572,552940,2216,15
Haryana,Sirsa,412,280611,1234,0,0,473,1762,160913,6.21,55,885,231609,209836,906,84421,357103,2052,17
Haryana,Panipat,536,206475,1274,0,0,750,1395,164917,3.42,44,1286,211183,160127,758,70055,301337,1503,14
Haryana,Fatehabad,125,169350,924,0,0,392,1414,141273,8.32,43,517,162571,148017,910,51560,259063,1403,9
Haryana,Yamunanagar,226,273571,1455,0,0,609,1635,178369,1.8,15,835,241913,209944,868,86041,365899,1933,4
Haryana,Sonipat,460,351070,1660,0,0,1025,2611,263970,7.07,105,1485,337583,277357,822,133171,481869,2550,22
Haryana,Faridabad,1652,565960,3205,907,907,4113,5747,527859,2.17,125,5765,636470,457114,718,217843,875976,5658,27
Haryana,Bhiwani,144,231339,1234,1,1,337,1826,168054,12.03,58,482,210493,188829,897,68150,331243,1954,12
Haryana,Charkhi Dadri,497,171174,916,0,0,784,1295,141708,3.04,39,1281,159129,153696,966,55528,257354,1461,12
Haryana,Rewari,1002,235982,1481,0,0,1230,1117,159467,2.6,58,2232,223129,172254,772,84969,310480,1057,16
Haryana,Karnal,151,348220,1422,0,0,307,1805,241269,11.35,52,458,312520,276879,886,127244,462245,1935,25
Haryana,Jind,253,192982,1018,0,0,470,1434,130939,2.35,17,723,169581,154279,910,49096,274825,1656,3
Haryana,Nuh,212,58302,303,0,0,1049,836,80895,4.68,59,1261,88544,50617,572,15397,123800,925,16
Haryana,Mahendragarh,86,223636,1144,0,0,365,1474,149531,4.21,19,451,197239,175860,892,68064,305103,1404,9
Haryana,Palwal,567,199202,771,0,0,1556,1593,155275,2.21,47,2123,198077,156317,789,54647,299830,1633,28
Himachal Pradesh,Shimla,3858,374486,2977,0,0,5808,2962,216908,1.9,184,9666,304814,286468,940,146317,445077,3194,56
Himachal Pradesh,Solan,2502,232590,1997,264,180,5002,2290,192658,2.88,216,7504,249076,176120,707,81591,343657,2526,54
Himachal Pradesh,Lahaul Spiti,59,16351,56,0,0,330,201,12896,2.83,11,389,15420,13821,896,7935,21312,214,3
Himachal Pradesh,Kullu,2394,179656,1494,0,0,3847,1766,109882,3.19,199,6241,143878,145626,1012,69254,220284,1896,48
Himachal Pradesh,Sirmaur,1795,157166,1124,33,0,3632,2148,112503,3.0,163,5427,143461,126173,879,55023,214646,2402,44
Himachal Pradesh,Kangra,7742,671702,5718,1,0,10692,5489,358688,1.66,306,18434,483169,546991,1132,229352,801038,6151,107
Himachal Pradesh,Chamba,1287,181850,878,43,0,2219,1199,101061,3.54,124,3506,138647,144207,1040,57742,225169,1229,40
Himachal Pradesh,Mandi,4643,477309,3460,0,0,7454,4464,242517,2.42,293,12097,329885,389794,1182,181344,538482,4791,73
Himachal Pradesh,Kinnaur,399,46624,192,0,0,69,45,44744,4.7,22,468,51234,40119,783,20702,70666,51,3
Himachal Pradesh,Hamirpur,1971,285446,1804,0,0,3315,1745,107173,2.72,144,5286,176901,215625,1219,114067,278552,1849,32
Himachal Pradesh,Una,2019,270298,1621,0,0,3677,2414,132055,1.83,104,5696,195840,206401,1054,101431,300922,2591,32
Himachal Pradesh,Bilaspur,1508,212605,1178,0,0,2598,1422,104088,2.53,104,4106,149640,167005,1116,78787,237906,1515,39
Jammu & Kashmir,Srinagar,2247,301952,2614,21387,326,1316,1091,214107,5.25,187,3563,342096,173876,508,90837,425222,2402,45
Jammu & Kashmir,Kulgam,1087,161421,943,448,0,655,632,51606,15.96,278,1742,126607,86385,682,35021,178006,693,99
Jammu & Kashmir,Shopian,725,92706,778,1058,0,358,349,33384,9.88,107,1083,76175,49902,655,28153,97937,349,74
Jammu & Kashmir,Bandipore,638,120743,574,5592,0,369,331,37761,12.21,123,1007,98074,60414,616,27707,130797,351,59
Jammu & Kashmir,Anantnag,2834,290523,1659,17647,0,1107,587,91891,7.84,309,3941,226346,155998,689,64897,317517,632,95
