state,district,today,Total doses til date,avgdaily,slots,paid slot,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio,fully,people,avg people,sites
Andaman & Nicobar,North and Middle Andaman,144,57091,159,165,0,1211,1015,33832,4.06,55,1355,47519,43392,913,28160,62763,1031,10
Andaman & Nicobar,South Andaman,446,112051,670,0,0,799,1037,64727,8.43,105,1245,95187,81568,857,54830,121948,1086,21
Andaman & Nicobar,Nicobar,9,16377,75,0,0,20,118,12818,37.93,11,29,15732,13461,856,7875,21320,151,3
Andhra Pradesh,Krishna,3308,1377397,10775,3995,3977,1167,7100,603128,11.28,505,4475,927571,1052648,1135,491768,1488757,12607,189
Andhra Pradesh,Guntur,6176,1402782,15588,1028,1028,5596,10923,594140,3.81,448,11772,933804,1062879,1138,481362,1515560,17470,150
Andhra Pradesh,"YSR District, Kadapa (Cuddapah)",14791,1022175,9823,36,0,7488,4673,308327,2.61,581,22279,598581,731703,1222,358322,972180,6102,139
Andhra Pradesh,Kurnool,18486,1051164,14809,768,733,7738,7064,418999,2.13,558,26232,628959,841027,1337,393431,1076732,10594,137
Andhra Pradesh,Visakhapatnam,3438,1245898,10168,5276,5276,3465,12711,813571,5.75,397,6903,1005144,1054066,1049,482185,1577284,14949,113
Andhra Pradesh,Anantapur,11038,1219889,14018,54,54,1535,8000,398211,3.48,437,12573,731498,885881,1211,467414,1150686,12417,126
Andhra Pradesh,Chittoor,62961,1294435,20835,1621,1620,18135,11600,539925,0.86,704,81626,837387,996721,1190,545955,1288405,11444,154
Andhra Pradesh,East Godavari,7884,1518217,25351,3704,555,2953,9067,662610,5.38,583,10837,975009,1205561,1236,494860,1685967,26528,184
Andhra Pradesh,Prakasam,16362,1099772,15371,500,500,7177,7724,406339,1.83,431,23539,690140,815777,1182,417366,1088745,6767,112
Andhra Pradesh,Sri Potti Sriramulu Nellore,3867,1106152,12806,899,899,3043,7364,383567,2.75,190,6910,692234,797181,1152,476439,1013280,10262,97
Andhra Pradesh,Srikakulam,1553,927447,6902,189,189,1365,3313,270856,12.41,362,2918,519799,678392,1305,288046,910257,5666,102
Andhra Pradesh,Vizianagaram,2972,678158,3387,384,63,3981,3638,283826,4.42,307,6953,426407,535448,1256,195124,766860,4785,89
Andhra Pradesh,West Godavari,18168,1298173,12167,50,50,1856,12121,489455,3.46,693,20027,768161,1019240,1327,371501,1416127,14553,267
Arunachal Pradesh,Itanagar Capital Complex,131,36254,186,1642,0,561,606,79457,4.05,28,692,66234,49465,747,24392,91319,334,8
Arunachal Pradesh,Lower Siang,99,8175,91,0,0,78,31,9602,1.69,3,177,9562,8214,859,3877,13900,30,2
Arunachal Pradesh,Pakke Kessang,30,5453,44,0,0,50,54,4199,25.0,20,80,5092,4556,895,2665,6987,56,3
Arunachal Pradesh,Changlang,248,35133,282,998,0,321,488,51518,7.21,41,569,49218,37423,760,14464,72187,533,11
Arunachal Pradesh,Kurung Kumey,24,4986,23,0,0,17,61,5660,21.95,9,41,5111,5432,1063,2639,8007,70,2
Arunachal Pradesh,Anjaw,17,5079,38,0,0,23,45,7654,25.0,10,40,6977,5755,825,2162,10571,45,2
Arunachal Pradesh,East Kameng,41,13065,87,0,0,5,34,11318,30.43,14,46,12859,11521,896,4878,19505,33,3
Arunachal Pradesh,Kamle,1,3015,24,0,0,2,28,3743,233.33,7,3,3903,2855,731,1152,5606,32,1
Arunachal Pradesh,Dibang Valley,3,1589,9,0,0,40,29,3320,16.28,7,43,3057,1852,606,1105,3804,35,1
Arunachal Pradesh,Tirap,40,12312,66,107,0,62,62,20543,7.84,8,102,19015,13834,728,4774,28081,66,4
