state,district,slots,today,Total doses til date,avgdaily,slots 18-44,paid slot,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio,fully
Andaman & Nicobar,North and Middle Andaman,2,21,28800,7,0,0,922,366,8370,2.86,27,943,19595,17576,897,3308
Andaman & Nicobar,South Andaman,726,305,56276,74,123,0,2861,1103,27630,2.02,64,3166,45447,38455,846,10558
Andaman & Nicobar,Nicobar,0,0,7737,9,84,0,834,452,4709,1.92,16,834,6628,5817,878,1919
Andhra Pradesh,Krishna,159,5534,838058,14528,139,138,16733,10796,281744,5.09,1136,22304,526791,593114,1126,277718
Andhra Pradesh,Guntur,532,15031,795454,14654,511,511,7054,7702,244254,1.88,415,22085,502513,537311,1069,256801
Andhra Pradesh,"YSR District, Kadapa (Cuddapah)",702,11024,603993,8247,0,0,10391,8078,139953,2.17,464,21416,330093,413809,1254,197363
Andhra Pradesh,Kurnool,53,485,571632,5840,47,47,811,5866,169286,5.71,74,1296,318899,422023,1323,184063
Andhra Pradesh,Visakhapatnam,2717,11252,754558,12170,930,930,14169,12552,408681,2.38,606,25424,577433,586096,1015,250580
Andhra Pradesh,Anantapur,0,14741,661885,8595,0,0,14543,8719,164346,1.68,493,29287,379866,446023,1174,215390
Andhra Pradesh,Chittoor,1049,14267,740729,10025,77,77,11774,8745,218614,2.49,649,26041,431822,527560,1222,258934
Andhra Pradesh,East Godavari,2805,13798,848429,14222,2000,0,16034,12472,301933,2.94,878,29832,523941,626461,1196,266249
Andhra Pradesh,Prakasam,2887,12753,635675,11621,598,38,10229,6984,161200,1.73,397,22983,360451,436377,1211,208770
Andhra Pradesh,Sri Potti Sriramulu Nellore,0,7960,590505,7398,0,0,6404,6339,162169,1.16,166,14364,349063,403627,1156,217755
Andhra Pradesh,Srikakulam,22,6680,564546,8927,1,0,9193,5657,139351,3.57,567,15873,301044,402844,1338,146524
Andhra Pradesh,Vizianagaram,174,8373,440897,7009,0,0,6367,6051,146456,1.97,290,14740,255427,331901,1299,116838
Andhra Pradesh,West Godavari,6678,18192,786231,17382,0,0,12015,11878,211589,1.53,463,30207,425911,571985,1343,220664
Arunachal Pradesh,Itanagar Capital Complex,59,94,19684,55,65,0,944,1003,49805,3.08,32,1038,39264,30223,770,7778
Arunachal Pradesh,Lower Siang,0,23,4140,12,0,0,353,198,4345,1.06,4,376,4477,4010,896,1107
Arunachal Pradesh,Pakke Kessang,40,0,3169,11,50,0,10,31,1918,0.0,0,10,2660,2424,911,1452
