state,district,slots,today,Total doses til date,avgdaily,slots 18-44,paid slot,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio,fully,people,avg people,sites
Bihar,Saharsa,0,0,177250,4523,0,0,0,3321,102695,0.0,0,0,146579,133292,909,33414,246531,3070,69
Bihar,Supaul,47,371,189742,4076,1,0,747,5367,114881,3.76,42,1118,164121,140442,856,26490,278133,5659,18
Bihar,Purnia,0,908,334852,8912,0,0,911,12713,236727,3.35,61,1819,299622,271814,907,65635,505944,12249,15
Bihar,Araria,25262,1981,199648,6754,13964,0,2116,6941,122441,0.81,33,4097,172336,149685,869,36011,286078,8551,44
Bihar,Katihar,0,485,186571,5535,0,0,1256,5643,160761,1.09,19,1741,183699,163587,891,40853,306479,5342,10
Bihar,Kishanganj,2935,325,113076,3374,3688,0,830,3352,87672,9.09,105,1155,111144,89575,806,28112,172636,2710,39
Bihar,Aurangabad,0,1113,169624,4828,0,0,2624,5804,127994,2.76,103,3737,170045,127490,750,32691,264927,5961,25
Bihar,Arwal,140,858,53715,2101,84,0,1548,1703,37296,3.08,74,2406,50157,40834,814,13837,77174,1827,21
Bihar,Gaya,0,3189,358128,15670,1955,0,7001,15701,287314,2.36,240,10190,360232,285101,791,119572,525870,14290,76
Bihar,Kaimur,11,663,131469,3364,0,0,1832,3049,78195,2.61,65,2495,117137,92485,790,23756,185908,3019,13
Bihar,Rohtas,98,1163,245405,7083,3,0,1720,6236,164601,2.32,67,2883,234563,175390,748,49114,360892,6303,32
Bihar,Bhagalpur,0,3034,317424,11505,0,0,6834,14251,259363,1.24,122,9868,311918,264786,849,75455,501332,14977,88
Bihar,Banka,1322,271,191187,7323,891,0,873,8119,127472,1.4,16,1144,167299,151304,904,43712,274947,9197,12
Bihar,Lakhisarai,276,419,67127,2052,54,0,744,2229,49162,4.04,47,1163,63506,52765,831,14266,102023,2243,17
Bihar,Munger,225,686,122312,4079,0,0,1288,3275,85597,2.84,56,1974,117731,90124,766,30266,177643,3030,60
Bihar,Muzaffarpur,251,3167,351999,10961,365,0,7869,14711,318511,2.21,244,11036,371693,298727,804,78099,592411,14515,105
Bihar,Sheohar,1555,453,82826,2491,1615,0,624,1446,35576,3.99,43,1077,62615,55765,891,16671,101731,1555,21
Bihar,Sitamarhi,0,89,246113,6906,0,0,70,5620,141367,0.63,1,159,208464,178974,859,46422,341058,5895,3
Bihar,Vaishali,2177,813,311806,10310,121,0,1426,7081,166032,4.51,101,2239,256100,221658,866,68914,408924,7547,41
Bihar,Nalanda,232,1023,320693,11097,657,0,1298,10403,203595,3.4,79,2321,277723,246470,887,74535,449753,10852,43
Bihar,Jehanabad,22,93,93134,2597,405,0,296,2642,69266,7.97,31,389,88980,73373,825,21532,140868,2163,12
Bihar,Nawada,14364,121,186448,6128,8821,0,519,5340,109982,4.69,30,640,159295,137089,861,45300,251130,4997,209
Bihar,Sheikhpura,0,0,59545,2006,0,0,0,1469,33998,0.0,0,0,49840,43692,877,14360,79183,1423,0
Bihar,Darbhanga,0,779,400562,12553,0,0,1754,11168,243335,1.46,37,2533,337605,306194,907,91693,552204,10623,18
Bihar,Madhubani,27,3192,392672,14274,0,0,6171,12645,247022,1.04,97,9363,329491,310098,941,80205,559489,15462,61
Bihar,Samastipur,144,716,349742,11428,561,0,1894,8341,218193,2.3,60,2610,302401,265446,878,88527,479408,7123,37
Bihar,Patna,21173,8137,903505,48646,18177,359,17430,36458,764665,1.85,473,25567,965641,702248,727,354581,1313589,34449,236
Bihar,Begusarai,23,798,269558,7067,0,0,2292,5806,167638,1.62,50,3090,237798,199342,838,52921,384275,5313,13
Bihar,Bhojpur,179,21,211461,6777,98,0,58,5720,145092,1.27,1,79,205667,150821,733,47024,309529,5780,5
Bihar,Buxar,690,907,163035,5036,630,0,2393,4529,98195,2.73,90,3300,148919,112279,754,34653,226577,4614,33
Bihar,Khagaria,204,579,120321,3302,0,0,1187,3126,81998,3.62,64,1766,106514,95782,899,24568,177751,2918,18
Bihar,Saran,91,785,409818,12242,0,0,1408,10913,259314,4.42,97,2193,366268,302728,827,97509,571623,9224,81
Bihar,Siwan,266,365,392958,12017,77,0,1616,7329,190405,0.96,19,1981,323199,260051,805,96084,487279,5621,9
Bihar,Gopalganj,1,202,216120,6030,2,0,770,6430,144583,1.85,18,972,215047,145618,677,42755,317948,6352,4
Bihar,East Champaran,446,1381,406012,11213,404,0,3516,16442,319510,2.51,123,4897,414359,310933,750,67766,657756,17974,149
Bihar,West Champaran,0,892,232596,6215,9,0,2040,9380,204635,4.37,128,2932,260132,177006,680,38104,399127,10151,43
Bihar,Jamui,0,357,146372,4089,0,0,763,4200,93580,3.57,40,1120,132570,107334,810,29455,210497,4082,23
Chandigarh,Chandigarh,17,2474,275306,9740,143,44,6813,8255,223556,2.29,213,9287,283606,215192,759,81558,417304,6344,71
Chhattisgarh,Raipur,879,10668,457191,18300,1049,89,27070,22254,221474,2.44,922,37738,363986,314637,864,159392,519273,17783,270
Chhattisgarh,Balod,37179,4349,214641,6667,31224,0,8481,6413,54558,1.56,200,12830,125894,143274,1138,48514,220685,6149,171
Chhattisgarh,Baloda bazar,19165,2428,214867,4318,18952,0,6601,5589,49214,3.22,291,9029,127744,136326,1067,37536,226545,4544,200
Chhattisgarh,Balrampur,26306,739,143719,2354,24778,0,2992,2981,33060,10.69,399,3731,89718,87042,970,23363,153416,1997,187
Chhattisgarh,Bastar,379,672,163159,3514,1511,0,1553,3949,50402,11.01,245,2225,105221,108327,1030,40239,173322,1715,75
Chhattisgarh,Bemetara,5799,2449,111228,2675,5842,0,4696,3287,29283,0.49,35,7145,69210,71279,1030,21307,119204,2918,159
Chhattisgarh,Bijapur,1040,128,44549,1184,502,0,654,2398,34103,8.7,68,782,48413,30227,624,20453,58199,660,80
Chhattisgarh,Bilaspur,6418,6130,389503,10597,6481,214,11215,10367,103283,2.57,445,17345,245445,247269,1007,92909,399877,7691,265
Chhattisgarh,Dantewada,789,277,73638,2424,1367,0,2786,2455,30900,3.49,107,3063,53674,50842,947,25833,78705,1189,80
Chhattisgarh,Dhamtari,5966,1661,219371,7199,6195,0,4041,5572,49468,2.42,138,5702,125887,142912,1135,53962,214877,5062,120
Chhattisgarh,Durg,1594,5351,452355,16332,1037,0,6332,10037,106941,5.11,597,11683,285467,273775,959,133186,426110,7343,206
Chhattisgarh,Gariaband,7615,843,111986,1824,8478,0,2233,2479,24153,0.78,24,3076,63975,72153,1128,18465,117674,1666,129
Chhattisgarh,Janjgir-Champa,548,3581,316293,7675,6115,0,6691,6298,59033,3.39,348,10272,183629,191671,1044,64077,311249,4820,189
Chhattisgarh,Jashpur,10653,1260,188325,4502,9318,0,4369,3789,41380,2.86,161,5629,105303,124368,1181,41142,188563,2413,313
Chhattisgarh,Kanker,10587,2324,168280,4754,33799,0,6158,6003,63295,2.69,228,8482,118383,113174,956,47927,183648,3911,173
Chhattisgarh,Kondagaon,3290,197,122346,2154,23047,0,2140,2786,29621,17.24,403,2337,71132,80813,1136,22563,129404,1716,168
Chhattisgarh,Korba,8150,2928,320382,7238,12070,0,7567,7271,69601,5.19,545,10495,190527,199414,1047,63178,326805,5484,211
Chhattisgarh,Koriya,11381,1239,124402,2709,13689,0,3279,3311,33927,2.92,132,4518,78695,79624,1012,26037,132292,2300,62
Chhattisgarh,Mahasamund,9772,4433,321103,11435,7196,0,7657,7522,63143,3.72,450,12090,182229,201973,1108,79986,304260,7530,290
Chhattisgarh,Mungeli,666,1498,142650,2587,778,0,2592,2136,21035,2.69,110,4090,78743,84931,1079,21243,142442,1688,90
Chhattisgarh,Narayanpur,200,114,18586,390,318,0,89,951,13743,3.45,7,203,19265,13062,678,8335,23994,151,9
Chhattisgarh,Raigarh,8278,20012,489790,19705,7282,400,92291,27029,215344,1.49,1677,112303,353772,351299,993,130953,574181,28026,443
Chhattisgarh,Rajnandgaon,9983,5488,330383,7295,9148,0,17955,16278,134608,2.5,586,23444,221484,243473,1099,56821,408170,15456,271
Chhattisgarh,Sukma,919,117,61046,1622,1190,0,1084,2813,41026,2.41,29,1201,61034,41023,672,25916,76156,732,24
Chhattisgarh,Surajpur,5617,1345,184600,3142,6059,0,5049,3609,38250,6.35,406,6394,110224,112592,1021,29864,192986,2485,135
Chhattisgarh,Surguja,11692,1016,256641,6033,14025,0,5251,5979,58553,6.11,383,6267,152472,162674,1067,53226,261968,4408,179
Chhattisgarh,Kawardha,10298,1679,147940,3588,11120,0,6188,4171,41739,1.94,153,7867,93634,96019,1025,31731,157948,3226,43
Chhattisgarh,Gaurela Pendra Marwahi ,1000,443,73135,1152,1800,0,1300,1255,12848,7.29,127,1743,40755,45213,1109,10174,75809,954,38
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,49,1796,50947,1834,0,0,5482,4075,124623,3.33,242,7278,122714,52829,431,14944,160626,3774,61
Dadra and Nagar Haveli and Daman and Diu,Daman,0,1488,44332,1702,0,0,5626,4230,113285,0.37,26,7114,102771,54807,533,10767,146850,4394,5
Dadra and Nagar Haveli and Daman and Diu,Diu,0,289,18675,886,0,0,533,398,21469,2.19,18,822,19480,20656,1060,6199,33945,399,8
Delhi,New Delhi,293,3193,394866,20179,186,186,10039,13143,237965,2.25,298,13232,380833,251915,661,186017,446814,6749,99
Delhi,Central Delhi,354,4110,419942,19027,1489,1472,19230,16850,348781,2.01,470,23340,459586,309014,672,177910,590813,10462,170
Delhi,West Delhi,32,5642,529077,23688,265,57,14451,14632,267241,2.08,417,20093,443927,352177,793,201610,594708,9518,133
Delhi,North West Delhi,633,4893,502134,22480,810,669,14734,15409,338575,2.26,443,19627,467870,372678,797,200686,640023,9219,133
Delhi,South East Delhi,175,4331,369950,17929,144,144,13977,15306,345730,1.59,292,18308,428829,286731,669,175755,539925,8127,102
Delhi,East Delhi,25,4547,285184,11568,101,101,11717,10207,211448,1.33,216,16264,276793,219740,794,95529,401103,8128,93
Delhi,North Delhi,393,4360,283604,12878,95,0,18929,13798,250060,1.85,431,23289,312429,221135,708,116701,416963,10005,155
Delhi,North East Delhi,0,2765,233248,10196,0,0,14195,11924,214516,0.77,130,16960,266151,181483,682,96592,351172,8321,81
Delhi,Shahdara,7,3929,270854,10391,0,0,10698,10057,204907,1.87,273,14627,271784,203872,750,97485,378276,6522,80
Delhi,South Delhi,644,3894,386366,18036,806,806,16435,19382,461727,2.66,541,20329,510203,337745,662,189752,658341,10310,134
Delhi,South West Delhi,195,5353,465987,18242,885,885,16054,15511,307399,1.23,263,21407,441528,331725,751,162160,611226,10587,142
Goa,North Goa,274,2237,211362,6633,18,0,7296,7610,195174,1.75,167,9533,218652,187849,859,53339,353197,6622,37
Goa,South Goa,3,2750,252755,7973,3,0,9655,7722,196710,1.65,205,12405,229641,219783,957,54452,395013,7917,50
Gujarat,Gandhinagar,64,2887,297554,13403,157,157,5883,9829,157293,2.17,190,8770,246600,208193,844,98930,355917,9099,41
Gujarat,Ahmedabad,65,1979,472574,15082,0,0,5952,10292,200677,2.38,189,7931,381514,291636,764,109814,563437,9687,90
Gujarat,Vadodara,341,5383,421875,17003,263,24,10167,11210,225672,2.77,430,15550,358475,288987,806,125320,522227,10310,95
Gujarat,Kheda,79,4730,515639,21696,134,0,8920,11837,209387,4.18,570,13650,386514,338438,876,172986,552040,8821,151
Gujarat,Surendranagar,0,3409,295293,13871,0,0,4039,9075,174307,1.5,112,7448,252698,216801,858,89432,380168,10170,33
Gujarat,Aravalli,395,660,346767,16469,216,0,4156,5872,107701,3.82,184,4816,231956,222427,959,125269,329199,4446,54
Gujarat,Banaskantha,44,6406,819051,25817,14,0,4228,12619,203239,3.16,336,10634,560478,461620,824,220442,801848,6945,117
Gujarat,Mehsana,0,6671,586989,26178,0,0,9319,14060,317787,2.88,460,15990,470010,434663,925,192395,712381,12753,127
Gujarat,Patan,219,1877,289873,12170,414,0,6322,7802,146650,4.77,391,8199,227202,209269,921,93795,342728,6573,140
Gujarat,Sabarkantha,51,3944,418624,18195,92,0,6457,10427,166215,3.55,369,10401,306909,277821,905,134739,450100,9374,91
Gujarat,Dang,0,119,39220,1059,57,0,437,1008,18212,7.91,44,556,30326,27103,894,10867,46565,515,11
Gujarat,Navsari,122,1914,403677,19484,131,0,4120,10554,175223,4.08,246,6034,287143,291700,1016,145686,433214,9226,75
Gujarat,Surat,284,4189,321326,14977,178,0,11086,13078,220115,2.98,455,15275,298789,242596,812,113497,427944,11840,120
Gujarat,Tapi,0,2281,210253,7338,0,0,2892,4238,82381,3.23,167,5173,151447,141160,932,53757,238877,3897,45
Gujarat,Valsad,54,1443,388243,18095,50,0,7648,11691,216030,3.95,359,9091,334728,269462,805,143497,460776,9286,97
Gujarat,Devbhumi Dwaraka,138,1749,181412,9481,310,0,5789,8203,125736,2.28,172,7538,168877,138230,819,73158,233990,7233,43
Gujarat,Jamnagar,0,1012,238273,9918,0,0,2213,4122,129095,3.57,115,3225,201786,165534,820,75105,292263,3310,38
Gujarat,Kutch,735,3609,398840,17675,408,76,12757,16931,316060,3.32,544,16366,402316,312482,777,148990,565910,13322,118
Gujarat,Morbi,0,527,190121,8915,0,0,1343,5365,94942,2.14,40,1870,152005,133020,875,65064,219999,4984,16
Gujarat,Porbandar,3,1429,209380,10581,22,0,5924,6361,95287,3.5,257,7353,157387,147238,936,83041,221626,5079,58
Gujarat,Rajkot,73,3568,386733,17245,27,0,6413,12327,199314,6.3,629,9981,308414,277544,900,123981,462066,11861,137
Gujarat,Amreli,0,3990,358243,16100,0,0,7840,7219,102558,1.1,130,11830,235674,225068,955,123583,337218,5664,47
Gujarat,Bhavnagar,7623,2520,337711,12900,6678,0,5242,8856,171993,5.0,388,7762,274762,234877,855,100567,409137,7389,108
Gujarat,Botad,124,903,104822,5096,36,0,3327,4115,67422,2.13,90,4230,91884,80346,874,36847,135397,3947,26
Gujarat,Gir Somnath,458,1816,253196,9591,25,0,4887,6578,119909,3.39,227,6703,204493,168478,824,74919,298186,5467,66
Gujarat,Junagadh,0,3262,303647,13767,3,0,4526,6190,100745,2.85,222,7788,209381,194960,931,101991,302401,5387,57
Gujarat,Anand,4,3819,578034,24939,110,0,8066,11252,217348,2.4,285,11885,410662,384618,937,185336,610046,9715,85
Gujarat,Bharuch,213,4590,394652,17297,72,0,9461,15319,287985,2.27,319,14051,385863,296686,769,132843,549794,13638,73
Gujarat,Chhotaudepur,926,4547,256882,12754,2204,0,5991,5152,67274,2.87,302,10538,170842,153258,897,95845,228311,4213,68
Gujarat,Dahod,852,3872,513084,25085,642,0,1255,8684,146341,3.57,183,5127,332797,326521,981,197999,461426,5484,66
Gujarat,Mahisagar,0,279,351021,14787,261,0,6755,7727,115082,2.08,146,7034,241623,224398,929,114688,351415,6130,71
Gujarat,Narmada,0,1163,181886,7678,576,0,3411,3945,63156,4.07,186,4574,127517,117485,921,62961,182081,2629,43
Gujarat,Panchmahal,1,2078,429391,19502,373,0,8570,8728,155117,1.9,202,10648,309416,275000,889,152684,431824,6418,60
Haryana,Kurukshetra,15,1392,185381,5782,1,0,2658,4405,94991,2.72,110,4050,148090,132250,893,37848,242524,4781,28
Haryana,Panchkula,0,1344,171655,7272,90,90,3231,5888,126144,2.3,105,4575,160669,137070,853,59880,237919,4605,25
Haryana,Gurgaon,2073,3181,582335,23886,2761,2761,11026,28293,728115,2.48,353,14207,798604,511609,641,211054,1099396,22028,84
Haryana,Jhajjar,549,908,184866,5816,359,0,3310,6214,111712,4.55,192,4218,162054,134473,830,44967,251611,5606,39
Haryana,Kaithal,752,1680,144103,4727,261,0,3441,3880,95435,8.57,439,5121,126166,113346,898,32225,207313,4004,100
Haryana,Hisar,0,603,213366,5946,0,0,813,6949,143458,3.81,54,1416,194125,162654,838,41665,315159,6943,17
Haryana,Rohtak,112,1203,184350,6028,74,0,2546,5111,116381,4.29,161,3749,164280,136406,830,47805,252926,4310,39
Haryana,Ambala,171,1277,346376,16204,140,0,2479,9936,239589,3.57,134,3756,310415,275435,887,128985,456980,7714,39
Haryana,Sirsa,0,1326,245494,9014,0,0,2547,4481,105296,4.31,167,3873,184138,166583,905,62627,288163,4549,63
Haryana,Panipat,0,1042,174865,5379,0,0,3384,5718,119609,2.58,114,4426,166414,127991,769,42131,252343,5078,29
Haryana,Fatehabad,1576,1704,137088,4464,1458,0,2938,3793,90729,2.54,118,4642,119868,107920,900,29239,198578,4080,32
Haryana,Yamunanagar,0,457,228791,7292,0,0,1115,5530,122739,1.78,28,1572,188682,162785,863,52406,299124,5336,5
Haryana,Sonipat,543,1283,296864,10650,161,0,3725,7382,180753,3.04,152,5008,261422,216114,827,82513,395104,6245,37
Haryana,Faridabad,1234,3939,456136,16026,637,637,9281,13917,365725,1.97,260,13220,477629,344077,720,124338,697523,12180,73
Haryana,Bhiwani,963,1036,191969,5643,2277,0,2509,5261,112595,3.24,115,3545,160494,144016,897,38362,266202,5424,30
Haryana,Charkhi Dadri,0,1481,133860,4360,0,0,4995,5553,90737,1.14,74,6476,114477,110077,962,28356,196241,5862,18
Haryana,Rewari,66,1001,197113,6269,351,351,4219,5924,118577,2.49,130,5220,176323,139322,790,46505,269185,5549,30
Haryana,Karnal,2066,1205,294509,10863,2200,0,2945,8217,167651,2.41,100,4150,246949,215140,871,80067,382093,7642,33
Haryana,Jind,5583,1048,161458,4062,6180,0,2397,3916,86953,4.79,165,3445,129976,118384,911,27052,221359,4113,44
Haryana,Nuh,1,141,48870,855,367,0,1362,1960,53223,6.45,97,1503,62172,39891,642,8061,94032,1664,27
Haryana,Mahendragarh,0,1303,190858,5420,0,0,3338,5125,105694,1.92,89,4641,155666,140826,905,38686,257866,5019,28
Haryana,Palwal,0,348,174322,4210,0,0,1049,3627,108926,4.43,62,1398,157646,125525,796,33091,250157,3109,20
Himachal Pradesh,Shimla,0,1548,268415,6780,0,0,14483,11910,158147,2.05,329,16031,223089,203395,912,57040,369522,10541,102
Himachal Pradesh,Solan,240,2001,162692,3187,309,207,10013,8294,133280,1.71,206,12014,176136,119797,680,26115,269857,7751,86
Himachal Pradesh,Lahaul Spiti,0,121,11404,448,0,0,88,1088,11459,5.26,11,209,11928,10930,916,3521,19342,1034,2
Himachal Pradesh,Kullu,0,865,133701,3812,0,0,8010,6262,74446,2.76,245,8875,104430,103690,993,29761,178386,5822,67
Himachal Pradesh,Sirmaur,0,1140,114837,3419,0,0,7029,5667,79843,2.83,231,8169,105096,89552,852,25374,169306,5461,49
