state,district,today,Total doses til date,avgdaily,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio,fully,people,avg people,sites,avgf
Bihar,Buxar,166,457243,2688,406,5732,631007,13.64,78,572,562614,525429,934,229920,858330,5187,26,3233
Bihar,Khagaria,241,348337,1258,610,3419,535853,10.46,89,851,427395,456579,1068,157526,726664,3144,40,1533
Bihar,Saran,1088,990656,4646,2463,10182,1335410,8.7,309,3551,1147858,1177570,1026,552288,1773778,8142,122,6685
Bihar,Siwan,1695,910087,7497,1994,10056,1222312,3.55,131,3689,1062894,1068899,1006,513936,1618463,6424,75,11129
Bihar,Gopalganj,2355,620348,5613,4298,10322,911815,5.05,336,6654,764875,766948,1003,331609,1200554,8940,108,6994
Bihar,East Champaran,2239,1304472,8461,5670,19126,1897965,4.82,381,7909,1591951,1609713,1011,796212,2406225,14322,156,13264
Bihar,West Champaran,469,796618,5560,1033,12267,1227471,3.2,48,1502,1038342,985304,949,342690,1681399,11030,42,6797
Bihar,Jamui,447,360595,1237,964,3104,527710,9.14,129,1411,447135,441011,986,161336,726969,2701,47,1640
Chandigarh,Chandigarh,563,531260,868,2462,4087,869297,4.13,125,3025,801118,599224,748,486820,913737,1223,47,3732
Chhattisgarh,Raipur,1197,854255,1960,5793,9400,1373694,7.01,490,6990,1164971,1062739,912,795207,1432742,3417,194,7942
Chhattisgarh,Balod,489,368065,1188,1914,3786,356750,4.45,107,2403,342705,381991,1115,229246,495569,1797,47,3176
Chhattisgarh,Baloda bazar,126,344693,1506,322,4092,350518,2.68,12,448,347613,347540,1000,166615,528596,3599,11,1999
Chhattisgarh,Balrampur,1141,184789,1114,3103,3050,144617,9.96,423,4247,172547,156825,909,79775,249631,2503,187,1660
Chhattisgarh,Bastar,658,240775,1509,2261,4283,291363,10.31,301,2919,266117,265934,999,152228,379910,3292,105,2499
Chhattisgarh,Bemetara,2636,219234,1790,5530,3853,227312,0.29,24,8166,218861,227621,1040,108233,338313,3922,111,1721
Chhattisgarh,Bijapur,85,59023,170,206,574,76541,9.97,29,291,77042,58501,759,41157,94407,440,54,303
Chhattisgarh,Bilaspur,3228,633729,2722,5121,6720,675263,6.12,511,8349,659777,649019,984,408656,900336,4645,216,4796
Chhattisgarh,Dantewada,70,96035,257,232,878,114559,7.49,23,307,106068,104493,985,70965,139629,420,64,714
Chhattisgarh,Dhamtari,116,339443,1312,208,4283,315331,8.02,26,324,309120,345562,1118,193471,461303,2642,7,2953
Chhattisgarh,Durg,551,696572,1866,2111,6366,652531,4.06,108,2662,670199,678740,1013,465499,883604,4992,24,3239
Chhattisgarh,Gariaband,513,171899,1131,1218,3195,163869,1.68,29,1731,161038,174693,1085,81318,254450,2865,81,1460
Chhattisgarh,Janjgir-Champa,563,512448,2581,1657,6779,528947,6.31,140,2220,525787,515504,980,258679,782716,6124,187,3236
Chhattisgarh,Jashpur,406,282376,1182,621,2360,258471,9.06,93,1027,261955,278821,1064,150996,389851,1728,192,1814
Chhattisgarh,Kanker,12,240341,1227,38,3783,254574,0.0,0,50,249093,245776,987,140925,353990,2757,116,2254
Chhattisgarh,Kondagaon,22,167032,1244,30,3515,185658,15.38,8,52,174834,177809,1017,76356,276334,2925,6,1834
Chhattisgarh,Korba,117,444483,1439,191,5056,365786,3.9,12,308,408203,401961,985,234999,575270,3633,25,2862
Chhattisgarh,Koriya,596,206835,1714,1527,4051,227928,11.63,247,2123,218595,216125,989,112130,322633,3953,96,1812
Chhattisgarh,Mahasamund,735,494977,2004,1215,4716,482065,1.54,30,1950,473718,503209,1062,302066,674976,1954,89,4766
Chhattisgarh,Mungeli,0,202892,669,0,1734,129109,0.0,0,0,161626,170354,1054,88355,243646,1335,0,1067
Chhattisgarh,Narayanpur,0,26762,123,0,222,34627,0.0,0,0,33898,27488,811,16281,45108,225,5,119
Chhattisgarh,Raigarh,1484,786977,4378,899,8202,896794,4.49,107,2383,853014,830545,974,720757,963014,694,366,11886
Chhattisgarh,Rajnandgaon,384,621132,2600,1169,7123,750670,6.89,107,1553,661596,710057,1073,431103,940699,3773,33,5950
Chhattisgarh,Sukma,0,87058,300,1,814,96455,900.0,9,1,101664,81823,805,66373,117140,329,3,784
Chhattisgarh,Surajpur,1021,260949,1819,2419,3680,224329,8.43,290,3440,247289,237913,962,127621,357657,2957,108,2542
Chhattisgarh,Surguja,185,378593,1580,708,2832,230999,7.5,67,893,301526,307986,1021,214149,395443,1780,55,2632
Chhattisgarh,Kawardha,195,241574,741,555,2115,239621,5.33,40,750,242364,238760,985,132615,348580,1396,15,1459
Chhattisgarh,Gaurela Pendra Marwahi ,662,108706,529,1876,1572,104060,10.32,262,2538,103499,109237,1055,63402,149364,918,58,1183
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,57,114523,345,433,2720,421223,4.08,20,490,375262,160408,427,152070,383676,389,43,2675
Dadra and Nagar Haveli and Daman and Diu,Daman,0,83922,239,0,1761,282614,0.0,0,0,243203,123220,507,136784,229752,320,0,1680
Dadra and Nagar Haveli and Daman and Diu,Diu,0,26155,40,0,120,41117,0.0,0,0,33387,33868,1014,28656,38616,8,0,151
Delhi,New Delhi,253,576863,1270,984,6461,845220,8.33,103,1237,846180,575601,680,551343,870740,2236,33,5496
Delhi,Central Delhi,283,675943,1690,1103,7192,1045269,7.5,104,1386,1073536,647291,603,577827,1143385,3139,41,5743
Delhi,West Delhi,1351,845927,2585,5202,11260,1175053,2.4,157,6553,1149917,870515,757,718090,1302890,5570,84,8274
Delhi,North West Delhi,508,862309,2405,2235,10950,1421502,6.45,177,2743,1283065,1000046,779,748386,1535425,5432,42,7922
Delhi,South East Delhi,567,630572,2308,2257,10512,1237423,5.88,166,2824,1115793,751641,674,659152,1208843,4483,43,8336
Delhi,East Delhi,630,536118,1730,2314,8243,973140,3.26,96,2944,858618,650194,757,545959,963299,3432,34,6540
Delhi,North Delhi,1577,555679,2125,8477,10414,1120717,5.63,566,10054,994322,681584,685,490678,1185718,6275,161,6264
Delhi,North East Delhi,1362,417735,1652,5570,7239,765502,1.41,98,6932,667994,514825,771,339780,843457,4637,20,4253
Delhi,Shahdara,479,485656,1378,2092,5719,839866,1.52,39,2571,753382,571683,759,469371,856151,2786,27,4311
Delhi,South Delhi,524,627736,1617,2662,8128,1227677,3.89,124,3186,1093548,761419,696,667671,1187742,3377,39,6369
Delhi,South West Delhi,1277,824369,2560,6178,12332,1369493,1.41,105,7455,1217401,975829,802,755292,1438570,5763,74,9129
Goa,North Goa,551,405212,966,2485,3560,542739,3.1,94,3036,525820,422043,803,358155,589796,692,19,3833
Goa,South Goa,623,468711,975,3297,3728,605470,3.06,120,3920,577058,497012,861,423316,650865,694,27,4009
Gujarat,Gandhinagar,7677,549993,3005,13414,6429,669248,3.22,679,21091,659135,559927,849,417345,801896,2055,175,7378
Gujarat,Ahmedabad,8941,936356,6515,13805,11427,930689,1.78,404,22746,1054095,812664,771,626545,1240500,4282,144,13659
Gujarat,Vadodara,14757,836730,5771,22708,9956,874693,2.53,949,37491,922832,788305,854,622295,1089128,3154,238,12571
Gujarat,Kheda,19401,1035937,9750,27707,16171,1044957,1.66,781,47119,1104506,976085,884,673009,1407885,7125,229,18796
Gujarat,Surendranagar,10719,676938,5957,23937,13025,892753,0.87,300,34680,829962,739492,891,512104,1057587,4626,67,14356
Gujarat,Aravalli,3688,605704,2739,9200,5478,549108,5.6,722,12888,591374,563229,952,441619,713193,882,246,7335
Gujarat,Banaskantha,7586,1640468,2795,22025,7488,1459099,6.29,1863,29627,1682432,1416562,842,995277,2104290,4618,540,5665
Gujarat,Mehsana,14311,1018050,6886,20077,13491,1087258,3.47,1192,34388,1097036,1007962,919,729202,1376106,5152,268,15225
Gujarat,Patan,6130,592298,3325,11752,6836,687927,7.04,1258,17882,658236,621832,945,441231,838994,2244,459,7916
Gujarat,Sabarkantha,12411,762730,4168,17541,7535,712338,2.93,878,29952,765438,709386,927,487814,987254,2587,241,9115
Gujarat,Dang,3329,86934,1284,3385,1560,99293,0.69,46,6714,100822,85398,847,51844,134383,1321,10,1523
Gujarat,Navsari,10971,736093,4295,24974,9770,765199,2.16,775,35945,756896,744186,983,562035,939257,3942,222,10123
Gujarat,Surat,7215,616397,3391,18499,9678,985810,2.78,716,25714,915984,686009,749,454098,1148109,3733,198,9336
Gujarat,Tapi,5836,390965,3739,7992,6590,353244,1.53,211,13829,388386,355737,916,230484,513725,4375,45,5954
Gujarat,Valsad,1450,744092,2598,6772,10289,1056942,9.22,758,8222,1038257,762371,734,589042,1211992,2579,196,10307
Gujarat,Devbhumi Dwaraka,1287,312957,923,4170,2859,428658,8.48,463,5457,396335,345166,871,257427,484188,546,132,3236
Gujarat,Jamnagar,8202,426878,2656,13626,5339,498177,3.81,832,21828,510914,414029,810,304484,620571,3982,235,4013
Gujarat,Kutch,8591,738500,3428,17556,10368,1231655,6.17,1613,26147,1117563,852280,763,579196,1390959,4471,390,9324
Gujarat,Morbi,4536,355390,2680,14761,8590,528328,3.64,703,19297,494722,388861,786,248551,635167,5168,183,6102
Gujarat,Porbandar,1356,307579,732,2591,1684,334914,13.5,533,3947,329537,312850,949,227990,414503,730,136,1686
Gujarat,Rajkot,5897,691185,3975,15909,11204,859352,7.26,1584,21806,835572,714711,855,493670,1056867,4752,433,10427
Gujarat,Amreli,5250,691530,4247,9811,6883,656361,3.25,489,15061,686474,661224,963,441890,906001,2895,132,8235
Gujarat,Bhavnagar,14139,733352,5871,38429,15831,966448,2.55,1341,52679,907313,792242,873,517740,1182060,7387,320,14315
Gujarat,Botad,1566,228337,904,3945,2375,332032,4.16,229,5511,290298,270009,930,185600,374769,414,71,2865
Gujarat,Gir Somnath,10277,501927,3547,16629,5984,615375,2.39,644,26906,587422,529563,902,322895,794407,3584,153,5947
Gujarat,Junagadh,5982,645330,5118,24974,20349,795529,0.76,234,30956,758022,682599,901,395475,1045384,16387,81,9080
Gujarat,Anand,3429,1112089,5639,6866,11208,1099021,6.95,715,10295,1149626,1061146,923,796105,1415005,2066,248,14781
Gujarat,Bharuch,7371,710561,4022,11441,9989,996344,3.76,708,18812,993009,713592,719,545649,1161256,3957,196,10054
Gujarat,Chhotaudepur,5104,495456,2028,11896,5674,473016,1.53,260,17000,516681,451626,874,337188,631284,2287,66,5415
Gujarat,Dahod,2744,896494,1215,9152,4967,1127701,2.22,264,11896,1047070,976846,933,529591,1494604,3434,92,2748
Gujarat,Mahisagar,10309,615871,3815,22262,12122,597478,0.49,159,32571,635295,577864,910,407136,806213,10100,88,5837
Gujarat,Narmada,1429,334690,736,3638,2154,319947,3.22,163,5067,342157,312383,913,243924,410713,403,82,2486
Gujarat,Panchmahal,8934,770744,3251,32181,12512,838367,0.64,264,41176,871687,737154,846,521213,1087898,7923,68,7839
Haryana,Kurukshetra,125,376591,640,408,1657,436074,8.82,47,533,416656,395894,950,220472,592193,1176,21,1120
Haryana,Panchkula,430,285988,414,1329,1561,412932,2.9,51,1759,373816,324961,869,248573,450347,537,17,1438
Haryana,Gurgaon,837,997562,2384,6536,16418,2303974,5.11,377,7373,2029171,1271491,627,1215856,2085680,7496,89,11306
Haryana,Jhajjar,418,359822,822,1732,3032,525387,4.6,99,2151,492466,392602,797,231939,653270,1940,26,1913
Haryana,Kaithal,131,332049,634,357,1437,450266,12.7,62,488,393968,388258,986,184218,598097,1006,18,1065
Haryana,Hisar,245,523119,960,727,2571,743856,3.91,38,972,654358,612425,936,294934,972041,1788,8,1743
Haryana,Rohtak,1110,375745,891,2354,2237,490308,4.79,166,3464,466763,399156,855,248888,617165,1621,42,1507
Haryana,Ambala,98,617857,1114,273,2956,741115,5.12,19,371,720302,638384,886,497692,861280,913,8,3156
Haryana,Sirsa,36,475735,865,75,1972,543552,17.12,19,111,532840,486248,913,251776,767511,1546,19,1290
Haryana,Panipat,804,378608,1188,3077,3716,654338,4.87,189,3881,596650,435930,731,235297,797649,3166,34,1738
Haryana,Fatehabad,26,314054,620,106,1488,435396,13.64,18,132,386246,363103,940,182059,567391,966,7,1142
Haryana,Yamunanagar,138,479746,927,475,2720,621585,9.3,57,613,596901,504262,845,293669,807662,1914,12,1732
Haryana,Sonipat,881,533970,1395,2725,4246,765513,4.27,154,3606,724255,575010,794,349935,949548,3101,44,2539
Haryana,Faridabad,712,827850,1836,2521,6959,1413456,2.69,87,3233,1308443,932348,713,633953,1607353,4214,47,4580
Haryana,Bhiwani,1631,420930,1335,2526,2567,546384,6.57,273,4157,497295,469827,945,248278,719036,1877,141,2024
Haryana,Charkhi Dadri,0,266339,496,0,1525,318634,0.0,0,0,299495,285374,953,224404,360569,260,0,1760
Haryana,Rewari,206,372561,324,1251,1706,522554,9.13,133,1457,496740,398132,801,260166,634949,707,30,1323
Haryana,Karnal,263,582978,860,929,2839,774177,4.87,58,1192,706466,650451,921,384488,972667,1596,18,2102
Haryana,Jind,195,378386,1589,422,3064,474377,21.56,133,617,430461,422176,981,194813,657950,3028,38,1624
Haryana,Nuh,18,127248,677,97,1641,260742,4.35,5,115,243812,144083,591,67395,320595,1810,4,507
Haryana,Mahendragarh,165,370353,409,360,956,421764,12.38,65,525,405954,385963,951,231889,560228,532,26,833
Haryana,Palwal,210,327959,618,745,1989,449676,13.09,125,955,424992,352484,829,191858,585777,1485,70,1121
Himachal Pradesh,Shimla,38,475069,435,276,2458,541811,21.02,66,314,549113,467575,852,343991,672889,371,28,2522
Himachal Pradesh,Solan,52,346785,412,309,1923,633059,8.03,29,361,593280,386377,651,292388,687456,272,10,2063
Himachal Pradesh,Lahaul Spiti,0,19434,17,0,88,32214,0.0,0,0,30924,20714,670,19835,31813,4,0,101
Himachal Pradesh,Kullu,0,235973,327,0,928,285298,0.0,0,0,273022,248143,909,173034,348237,129,0,1125
Himachal Pradesh,Sirmaur,92,237399,421,134,1089,342166,15.04,34,226,316493,262978,831,159584,419981,216,7,1293
Himachal Pradesh,Kangra,7,942700,1046,12,3394,872836,5.26,1,19,861590,953468,1107,638275,1177261,284,1,4156
Himachal Pradesh,Chamba,40,247556,234,207,948,269502,17.41,43,247,254663,262283,1030,156593,360465,122,27,1059
Himachal Pradesh,Mandi,0,612471,651,0,1766,575905,0.0,0,0,559900,628230,1122,416402,771974,162,0,2256
Himachal Pradesh,Kinnaur,92,54559,81,32,182,82990,4.84,6,124,80125,57397,716,58162,79387,19,2,243
Himachal Pradesh,Hamirpur,12,339271,302,57,1061,258730,30.43,21,69,274656,323174,1177,222349,375652,85,8,1277
Himachal Pradesh,Una,127,346110,528,163,1176,327687,24.14,70,290,334632,338965,1013,241249,432548,124,15,1580
Himachal Pradesh,Bilaspur,44,288308,1187,3,1209,233528,6.38,3,47,251059,270683,1078,200158,321678,77,1,2319
Jammu & Kashmir,Srinagar,2688,556972,6198,7596,13673,748753,2.38,245,10295,802866,502473,626,381791,923934,12885,72,6986
Jammu & Kashmir,Kulgam,1651,277649,1798,8464,7708,263281,2.82,285,10115,301666,239197,793,159007,381923,7651,137,1855
Jammu & Kashmir,Shopian,7,142842,189,97,3992,143083,29.63,32,108,162108,123785,764,83618,202307,3865,74,315
Jammu & Kashmir,Bandipore,355,205500,778,5042,6974,201945,2.64,143,5407,232266,175133,754,116941,290504,7136,65,616
Jammu & Kashmir,Anantnag,1094,482668,2246,2679,13316,576149,7.08,267,3773,576304,482334,837,306208,752609,12436,92,3125
Jammu & Kashmir,Baramulla,684,560224,1250,9456,15479,523912,1.48,150,10140,595790,488034,819,355583,728553,14535,177,2193
