state,district,slots,today,Total doses til date,avgdaily,slots 18-44,paid slot,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio,fully
Andaman & Nicobar,North and Middle Andaman,0,15,28790,5,0,0,768,276,7448,4.73,37,783,19123,17115,895,3300
Andaman & Nicobar,South Andaman,305,67,56104,63,0,0,2271,736,24669,3.08,72,2338,43730,37042,847,10385
Andaman & Nicobar,Nicobar,107,33,7737,9,60,0,751,356,3874,2.04,16,784,6199,5412,873,1919
Andhra Pradesh,Krishna,99,1181,834309,14011,0,0,1698,8620,265210,5.56,160,2880,523706,575915,1100,271674
Andhra Pradesh,Guntur,1056,4388,781576,12808,592,592,3811,6941,237523,2.57,211,8199,494471,524743,1061,251940
Andhra Pradesh,"YSR District, Kadapa (Cuddapah)",14,422,594505,6935,0,0,425,6686,129634,3.9,33,847,324871,399229,1229,192918
Andhra Pradesh,Kurnool,10,12,571280,5785,0,0,273,5791,168440,5.26,15,285,318296,421426,1324,183853
Andhra Pradesh,Visakhapatnam,1472,1832,744829,11064,890,890,5904,11462,394890,2.51,194,7736,566830,573177,1011,247178
Andhra Pradesh,Anantapur,0,1456,648452,6676,0,0,1240,6668,149806,0.89,24,2696,372021,425937,1145,211267
Andhra Pradesh,Chittoor,119,263,729134,8490,102,102,969,7353,207022,2.27,28,1232,424745,511449,1204,250098
Andhra Pradesh,East Godavari,100,1813,837133,12648,0,0,2119,10635,286280,3.0,118,3932,517121,606327,1173,261647
Andhra Pradesh,Prakasam,25,47,624847,10063,24,0,25,5541,151021,38.89,28,72,354480,421340,1189,203520
Andhra Pradesh,Sri Potti Sriramulu Nellore,0,45,584988,6599,0,0,442,5497,155977,4.72,23,487,345211,395772,1146,212696
Andhra Pradesh,Srikakulam,0,14,560086,8304,0,0,224,4372,130240,0.84,2,238,298160,392155,1315,139569
Andhra Pradesh,Vizianagaram,50,90,434176,6120,0,0,90,5333,140282,0.0,0,180,250566,323873,1293,114173
Andhra Pradesh,West Godavari,0,13,768492,14846,0,0,125,10172,199560,1.45,2,138,417026,551099,1321,219527
Arunachal Pradesh,Itanagar Capital Complex,0,72,19609,58,0,0,1117,1003,48869,2.61,31,1189,38720,29756,768,7741
Arunachal Pradesh,Lower Siang,0,31,4117,12,0,0,267,175,3992,4.03,12,298,4276,3835,897,1107
Arunachal Pradesh,Pakke Kessang,40,3,3169,11,49,0,6,29,1908,11.11,1,9,2653,2421,913,1452
Arunachal Pradesh,Changlang,70,71,20594,342,47,0,337,1966,30961,7.84,32,408,28888,22674,785,4689
Arunachal Pradesh,Kurung Kumey,0,0,2483,0,0,0,0,8,2341,0.0,0,0,2290,2472,1079,1949
Arunachal Pradesh,Anjaw,0,53,3468,44,0,0,243,80,2974,4.73,14,296,3449,2999,870,1354
Arunachal Pradesh,East Kameng,0,13,8395,41,45,0,155,84,4552,1.19,2,168,6624,6321,954,1894
Arunachal Pradesh,Kamle,0,6,1622,3,0,0,127,43,1349,5.26,7,133,1747,1225,701,537
Arunachal Pradesh,Dibang Valley,100,0,966,4,0,0,0,74,1615,0.0,0,0,1495,1086,726,898
Arunachal Pradesh,Tirap,0,43,7000,108,0,0,190,272,7796,7.3,17,233,8597,6200,721,2648
Arunachal Pradesh,Kra Daadi,0,3,1789,12,0,0,18,10,1741,42.86,9,21,1836,1696,924,735
Arunachal Pradesh,West Kameng,3,30,13490,43,0,0,1532,624,14968,3.71,58,1562,15661,12800,817,6853
Arunachal Pradesh,Lohit,0,30,6707,66,0,0,773,344,7567,2.12,17,803,8101,6173,762,2056
Arunachal Pradesh,Tawang,0,25,7866,12,0,0,563,645,12870,3.74,22,588,10869,9858,907,4320
Arunachal Pradesh,Lower Dibang Valley,273,140,8038,137,15,0,453,629,10383,4.55,27,593,9979,8444,846,2632
Arunachal Pradesh,Lower Subansiri,0,41,7431,25,0,0,375,237,8003,8.17,34,416,7924,7511,948,4079
Arunachal Pradesh,Lepa Rada,0,11,4030,8,0,0,485,195,4122,0.81,4,496,4363,3788,868,2535
Arunachal Pradesh,Upper Siang,50,0,6359,20,230,0,137,176,4812,9.49,13,137,5851,5323,910,2681
Arunachal Pradesh,Shi Yomi,0,95,2166,21,0,0,128,116,1784,7.62,17,223,1954,1996,1021,1437
Arunachal Pradesh,Namsai,22,37,16158,18,0,0,748,675,12132,3.18,25,785,15374,12920,840,4583
Arunachal Pradesh,Siang,2,41,4399,22,2,0,43,113,2365,19.05,16,84,3450,3313,960,1751
Arunachal Pradesh,West Siang,0,46,10796,52,0,0,536,679,11789,3.09,18,582,11924,10660,894,4227
Arunachal Pradesh,Papum Pare,0,25,8121,28,0,0,359,346,12443,4.17,16,384,12369,8195,663,4540
Arunachal Pradesh,Longding,0,22,4939,50,45,0,137,132,4812,13.21,21,159,6100,3654,599,1744
Arunachal Pradesh,Upper Subansiri,500,5,9858,26,495,0,19,56,5059,66.67,16,24,7688,7228,940,3157
Arunachal Pradesh,East Siang,0,76,14391,27,0,0,1721,1119,17343,1.28,23,1797,16216,15513,957,8522
Assam,Dibrugarh,1,4492,157578,2155,3,0,11633,9068,157260,1.95,315,16125,165898,148914,898,50750
Assam,Sivasagar,10,2693,82565,1196,20,0,9026,3991,52188,1.2,141,11719,72609,62134,856,28590
Assam,Tinsukia,498,4156,121327,2271,950,0,13094,6654,103510,1.86,320,17250,119614,105192,879,30417
Assam,Baksa,42,1720,56898,758,703,0,6306,2824,39457,2.42,194,8026,51642,44695,865,19413
Assam,Barpeta,114,3922,143652,1314,123,0,10965,5151,72548,2.91,433,14887,112742,103436,917,101786
Assam,Darrang,0,2048,79997,812,0,0,5641,3248,51867,2.22,171,7689,71661,60186,840,28431
Assam,Kamrup Metropolitan,5942,6576,292043,4071,6190,92,17975,13846,415954,3.54,869,24551,394194,313990,797,125706
Assam,Kamrup Rural,273,1787,203790,1078,947,115,6171,3426,85604,2.54,202,7958,153540,135817,885,58837
Assam,Karbi-Anglong,313,785,42285,287,979,0,3536,1453,31575,5.99,259,4321,41143,32716,795,18038
Assam,Nalbari,4,2284,70503,937,0,0,5391,2726,40939,2.67,205,7675,60664,50765,837,19644
Assam,Golaghat,2,2792,94679,895,1,0,10397,3960,58155,0.46,61,13189,82870,69945,844,31700
Assam,Jorhat,18,4461,112438,1596,25,0,10376,4270,68168,2.31,343,14837,96163,84428,878,39468
Assam,Morigaon,19,2256,80175,1278,20,0,5683,2751,40796,2.28,181,7939,60519,60444,999,23502
Assam,Nagaon,189,6493,161562,2481,56,0,13576,6360,125642,1.55,311,20069,146579,140596,959,56069
Assam,Bongaigaon,0,3148,65737,820,0,0,6839,3537,53596,1.93,193,9987,61657,57664,935,29784
Assam,Chirang,893,1195,34044,497,1091,0,3858,1588,28192,2.71,137,5053,35508,26723,753,17496
Assam,Dhubri,0,3949,87085,1281,0,0,11125,4106,57248,0.97,146,15074,77975,66342,851,37451
Assam,Goalpara,563,2574,62371,882,432,0,7449,3655,56008,3.66,367,10023,61748,56593,917,26279
Assam,Kokrajhar,346,1508,56581,622,377,0,5460,2481,46138,3.9,272,6968,57659,45059,781,22918
Assam,Dhemaji,26,2083,71959,696,1,0,8014,3862,53217,2.41,243,10097,63658,61497,966,24374
Assam,Lakhimpur,0,3092,95387,1337,0,0,12108,3746,55001,0.86,130,15200,78412,71967,918,33505
Assam,Sonitpur,370,5892,120715,1979,0,0,18148,7888,118113,1.58,380,24040,123822,115006,929,75700
Assam,Udalguri,18,1357,53061,457,9,0,5346,2570,40394,2.64,177,6703,50255,43185,859,18332
Assam,Cachar,1518,5296,148844,3590,383,0,13958,8369,146224,1.54,296,19254,158347,136706,863,46706
Assam,Dima Hasao,214,317,21744,230,10,0,1401,1589,23944,5.94,102,1718,26317,19357,736,11330
Assam,Hailakandi,322,1440,61165,1070,297,0,4452,3467,48523,2.68,158,5892,60309,49372,819,22432
Assam,Karimganj,399,1708,75700,1044,448,0,5214,3577,56240,4.02,278,6922,72762,59169,813,29365
Bihar,Madhepura,4791,687,137796,1101,4257,0,1698,3148,84093,7.34,175,2385,119893,101987,851,29920
Bihar,Saharsa,0,1038,148786,953,353,0,3592,3700,92706,4.54,210,4630,126944,114523,902,33180
Bihar,Supaul,120,440,168465,2483,1,0,1470,5378,99891,3.14,60,1910,145203,123177,848,25372
Bihar,Purnia,0,1592,284658,2485,0,0,3436,11270,207094,5.21,262,5028,259247,232462,897,64347
Bihar,Araria,18478,282,156982,865,25232,0,3651,2465,86924,2.47,97,3933,133819,110120,823,31592
Bihar,Katihar,492,1473,155196,1763,299,0,3908,5319,143312,2.77,149,5381,158997,139533,878,40431
Bihar,Kishanganj,5436,482,92225,660,6234,0,1704,2856,74943,5.67,124,2186,92762,74423,802,27873
Bihar,Aurangabad,0,1955,141971,1519,0,0,4704,4754,107737,2.72,181,6659,143972,105753,735,32046
Bihar,Arwal,0,338,41556,524,0,0,681,1287,31259,3.04,31,1019,40389,32428,803,13440
Bihar,Gaya,0,3210,261013,2447,4634,0,7937,9054,221645,2.99,333,11147,267040,215785,808,114740
Bihar,Kaimur,172,635,111632,1054,290,0,2420,2541,66642,3.76,115,3055,100140,78133,780,23363
Bihar,Rohtas,1996,3008,204075,1939,1884,0,6864,6434,147180,1.4,138,9872,201779,149521,741,48309
Bihar,Bhagalpur,0,1711,252417,2849,0,0,4708,9799,211957,1.57,101,6419,251718,212645,845,71902
Bihar,Banka,24955,2398,153947,2547,24349,0,6233,7224,110045,1.73,149,8631,139714,124294,890,42939
Bihar,Lakhisarai,198,525,54685,462,61,0,1570,1611,40338,1.19,25,2095,52380,42633,814,13834
Bihar,Munger,1920,955,97348,848,165,0,2912,2881,76249,1.11,43,3867,98860,74749,756,29742
Bihar,Muzaffarpur,928,3369,287179,2409,500,0,7770,9581,258581,2.34,261,11139,304119,241748,795,73441
Bihar,Sheohar,1507,340,67754,952,1599,0,957,1478,31578,4.86,63,1297,52652,46677,887,16145
Bihar,Sitamarhi,7186,2294,205862,1677,8899,0,5586,4870,123718,3.43,270,7880,178602,151038,846,45633
Bihar,Vaishali,1540,1725,251030,2449,613,0,4218,7756,150553,3.65,217,5943,217028,184846,852,67286
Bihar,Nalanda,2254,2457,256301,3001,2238,0,4985,7406,161413,3.87,288,7442,222055,195728,881,70391
Bihar,Jehanabad,1204,503,78176,789,1425,0,1613,1967,58927,3.02,64,2116,74808,62341,833,20813
Bihar,Nawada,1448,1052,150278,1225,16128,0,3437,4661,96055,5.81,261,4489,133008,113355,852,44682
Bihar,Sheikhpura,108,349,47732,438,0,0,1039,1394,30476,0.86,12,1388,41965,36248,864,14286
Bihar,Darbhanga,1709,4859,325761,2990,2298,0,11914,9484,210985,1.65,277,16773,281810,254980,905,90096
Bihar,Madhubani,97,2414,314616,3824,4,0,5352,9761,214471,1.85,144,7766,276188,253034,916,80019
Bihar,Samastipur,103,1862,278167,1705,6,0,5748,7724,192158,1.18,90,7610,252448,217958,863,86940
Bihar,Patna,28982,7822,589970,5352,25259,376,17893,18455,595261,1.92,495,25715,687594,498259,725,340863
Bihar,Begusarai,232,1469,225136,1272,20,0,4945,5824,150368,2.9,186,6414,205748,169825,825,52213
Bihar,Bhojpur,24661,1380,171540,1420,18233,0,4176,4986,131120,2.41,134,5556,175201,127627,728,46505
Bihar,Buxar,4513,1431,132883,1147,3866,0,4760,4057,87256,2.57,159,6191,125234,94932,758,34234
Bihar,Khagaria,432,739,100643,832,699,0,2351,3179,73712,3.88,120,3090,92369,82015,888,24344
