state,district,today,Total doses til date,avgdaily,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio,fully,people,avg people,sites,avgf,dcon
Andaman & Nicobar,North and Middle Andaman,12,63078,10,39,47,91655,37.25,19,51,80531,74179,921,75251,79482,5,10,52,78403
Andaman & Nicobar,South Andaman,55,143357,101,451,610,238872,14.62,74,506,205879,176280,856,188100,194129,78,14,633,186052
Andaman & Nicobar,Nicobar,0,22508,75,4,141,29953,150.0,6,4,28464,23993,843,26965,25496,1,1,215,25273
Andhra Pradesh,Krishna,4780,3108358,5524,11177,12690,3238025,5.42,865,15965,3035776,3309433,1090,2765762,3580621,3304,265,14910,2493596
Andhra Pradesh,Guntur,4556,2954764,2253,15918,8035,3331652,6.91,1411,20409,2954870,3330575,1127,2457699,3828717,4523,474,5765,2536693
Andhra Pradesh,"YSR District, Kadapa (Cuddapah)",1225,1966615,1978,2967,4940,1850037,9.49,398,4192,1787450,2028490,1135,1588271,2228381,3803,127,3115,1548629
Andhra Pradesh,Kurnool,2840,2118797,3640,20767,20291,2996318,1.75,414,23616,2394193,2720121,1136,2115512,2999603,9144,121,14786,1962448
Andhra Pradesh,Visakhapatnam,4645,2604446,5273,12535,13103,3236257,3.13,538,17182,2856248,2983569,1045,2480485,3360218,10177,157,8199,2745130
Andhra Pradesh,Anantapur,6563,2618930,5198,17767,15474,2915043,2.45,597,24343,2604988,2926013,1123,2311170,3222803,11496,143,9175,2075112
Andhra Pradesh,Chittoor,5905,2878767,5697,13608,13898,3117396,3.41,667,19533,2857321,3137838,1098,2672081,3324082,9118,150,10477,2374291
Andhra Pradesh,East Godavari,12893,3508029,6465,31123,16298,3375208,1.96,864,44016,3278616,3603443,1099,2811015,4072222,5258,225,17504,3139868
Andhra Pradesh,Prakasam,1295,2309734,2998,3877,8156,2427659,6.34,328,5172,2252740,2483917,1103,2038994,2698399,3898,163,7255,1740340
Andhra Pradesh,Sri Potti Sriramulu Nellore,2145,2045795,2034,6425,6291,2183038,3.73,320,8570,2028898,2199144,1084,1839432,2389401,760,94,7563,1740133
Andhra Pradesh,Srikakulam,6927,1896443,2858,20646,8916,1529056,2.24,617,27573,1567709,1857380,1185,1350448,2075051,2385,149,9390,1531451
Andhra Pradesh,Vizianagaram,1232,1627447,2068,2208,3321,1565169,7.85,270,3440,1499357,1692736,1129,1291570,1901046,2450,98,2939,1248308
Andhra Pradesh,West Godavari,1526,2700258,6464,3949,17636,2823540,5.94,325,5475,2620972,2902053,1107,2294794,3229004,18287,124,5813,2254010
Arunachal Pradesh,Itanagar Capital Complex,27,45218,23,203,218,164960,8.7,20,230,120103,90054,750,94722,115456,51,6,190,105895
Arunachal Pradesh,Lower Siang,3,10007,1,17,6,17978,50.0,10,20,15059,12925,858,11157,16828,2,2,4,16336
Arunachal Pradesh,Pakke Kessang,0,7033,4,0,11,8102,0.0,0,0,7916,7211,911,6695,8440,7,1,8,7930
Arunachal Pradesh,Changlang,50,52953,55,126,175,113880,7.95,14,176,91896,74917,815,72956,93877,19,11,211,86288
