state,district,slots,today,Total doses til date,avgdaily
Tripura,Sepahijala,0,160,113026,63
Tripura,South Tripura,0,0,126488,1305
Tripura,Unakoti,151,294,59478,61
Tripura,West Tripura,0,2852,270691,485
Uttar Pradesh,Agra,289,2662,236651,1626
Uttar Pradesh,Aligarh,113,2509,164728,1165
Uttar Pradesh,Prayagraj,728,2034,269700,1486
Uttar Pradesh,Ambedkar Nagar,749,1125,94183,610
Uttar Pradesh,Amethi,767,949,111863,493
Uttar Pradesh,Amroha,186,1836,78148,553
Uttar Pradesh,Auraiya,205,838,60595,486
Uttar Pradesh,Azamgarh,1736,1579,169213,787
Uttar Pradesh,Badaun,2361,587,165247,596
Uttar Pradesh,Baghpat,155,2662,121956,1297
Uttar Pradesh,Bahraich,7689,2271,204173,1459
Uttar Pradesh,Balarampur,2926,1827,165193,1231
Uttar Pradesh,Ballia,1525,968,141320,769
Uttar Pradesh,Banda,1298,251,81024,269
Uttar Pradesh,Barabanki,278,4499,140926,2944
Uttar Pradesh,Bareilly,1357,1992,236915,1288
Uttar Pradesh,Basti,1006,1301,144081,520
Uttar Pradesh,Bijnour,711,2831,171346,1627
Uttar Pradesh,Bulandshahr,1936,5727,190628,2377
Uttar Pradesh,Chandauli,3363,480,90984,445
Uttar Pradesh,Chitrakoot,1080,294,44333,199
Uttar Pradesh,Deoria,4089,1643,157358,902
Uttar Pradesh,Etah,751,937,69549,462
Uttar Pradesh,Etawah,320,773,80490,400
Uttar Pradesh,Ayodhya,162,980,99273,563
Uttar Pradesh,Farrukhabad,5664,443,85096,262
Uttar Pradesh,Fatehpur,1695,927,118901,637
Uttar Pradesh,Firozabad,740,883,118059,631
Uttar Pradesh,Gautam Buddha Nagar,220,2118,284898,1424
Uttar Pradesh,Ghaziabad,289,5064,303543,2822
Uttar Pradesh,Ghazipur,12510,1796,137795,1251
Uttar Pradesh,Gonda,3256,3868,167229,1908
Uttar Pradesh,Gorakhpur,406,3726,260754,2469
Uttar Pradesh,Hamirpur,179,361,78270,327
Uttar Pradesh,Hapur,142,1325,82066,761
Uttar Pradesh,Hardoi,7106,957,135647,488
Uttar Pradesh,Hathras,1678,1000,98786,682
Uttar Pradesh,Jalaun,2803,1320,95393,869
Uttar Pradesh,Jaunpur,2290,1470,228440,911
Uttar Pradesh,Jhansi,114,1334,102133,631
Uttar Pradesh,Kannauj,4420,489,55388,207
Uttar Pradesh,Kanpur Dehat,1379,1395,89927,480
Uttar Pradesh,Kanpur Nagar,225,3753,303597,2369
Uttar Pradesh,Kasganj,2045,463,58150,245
Uttar Pradesh,Kaushambi,18,874,67140,385
Uttar Pradesh,Kushinagar,761,1917,164436,1166
Uttar Pradesh,Lakhimpur Kheri,2843,1426,138053,886
Uttar Pradesh,Lalitpur,4560,245,62688,152
Uttar Pradesh,Lucknow,1669,4274,413468,3329
Uttar Pradesh,Maharajganj,2120,954,122638,390
Uttar Pradesh,Mahoba,3256,1103,86285,644
Uttar Pradesh,Mainpuri,621,824,89983,587
Uttar Pradesh,Mathura,249,2725,164448,1523
Uttar Pradesh,Mau,2319,1391,89363,608
Uttar Pradesh,Meerut,11,4920,309259,2788
Uttar Pradesh,Mirzapur,308,1422,140633,874
Uttar Pradesh,Moradabad,127,1856,142352,1013
Uttar Pradesh,Muzaffarnagar,3880,4091,153708,1274
Uttar Pradesh,Pilibhit,1279,790,151669,652
Uttar Pradesh,Raebareli,580,430,113589,344
Uttar Pradesh,Pratapgarh,3779,1643,134114,809
Uttar Pradesh,Rampur,2778,792,96261,346
Uttar Pradesh,Saharanpur,0,1765,206272,1946
Uttar Pradesh,Sambhal,1575,625,84246,337
Uttar Pradesh,Sant Kabir Nagar,762,922,75119,601
Uttar Pradesh,Bhadohi,1270,1291,96261,595
Uttar Pradesh,Shahjahanpur,494,1828,150331,1334
Uttar Pradesh,Shamli,1565,1257,80061,786
Uttar Pradesh,Shravasti,3026,750,51690,566
Uttar Pradesh,Siddharthnagar,12411,1890,163715,1059
Uttar Pradesh,Sitapur,2130,1397,191285,1089
Uttar Pradesh,Sonbhadra,758,567,76472,236
Uttar Pradesh,Sultanpur,333,1738,132272,904
Uttar Pradesh,Unnao,527,1294,166995,770
Uttar Pradesh,Varanasi,245,3461,252723,2521
Uttarakhand,Dehradun,263,2170,354801,1150
Uttarakhand,Pauri Garhwal,0,502,139271,146
Uttarakhand,Chamoli,147,516,89540,153
Uttarakhand,Rudraprayag,0,65,52544,113
Uttarakhand,Tehri Garhwal,156,566,107025,173
Uttarakhand,Haridwar,120,1894,225850,488
Uttarakhand,Uttarkashi,25,64,74126,30
Uttarakhand,Almora,10,500,122249,192
Uttarakhand,Udham Singh Nagar,0,518,171818,179
Uttarakhand,Pithoragarh,888,621,71723,142
Uttarakhand,Bageshwar,8,195,59185,169
Uttarakhand,Champawat,100,207,55905,41
Uttarakhand,Nainital,355,962,166395,271
West Bengal,Alipurduar District,0,1383,135775,832
West Bengal,Bankura,0,1312,189099,569
West Bengal,Basirhat HD (North 24 Parganas),0,672,217668,210
West Bengal,Birbhum,0,903,199152,223
West Bengal,Bishnupur HD (Bankura),48,431,68188,232
West Bengal,Cooch Behar,0,0,0,0
West Bengal,Dakshin Dinajpur,0,903,153949,180
West Bengal,Darjeeling,0,722,219962,1272
West Bengal,Diamond Harbor HD (S 24 Parganas),0,3788,268921,1590
West Bengal,East Bardhaman,40,3287,420820,876
West Bengal,Hoogly,0,4596,575882,1754
West Bengal,Howrah,0,4027,414544,1351
West Bengal,Jalpaiguri,0,819,125936,1034
West Bengal,Jhargram,0,902,46275,314
West Bengal,Kalimpong,0,977,49247,202
West Bengal,Kolkata,0,8334,1037887,2338
West Bengal,Malda,0,1863,254617,1318
West Bengal,Murshidabad,0,1040,433816,912
West Bengal,Nadia,0,2056,354671,1108
West Bengal,Nandigram HD (East Medinipore),0,264,238314,115
West Bengal,North 24 Parganas,23,2630,697219,3058
West Bengal,Paschim Medinipore,0,1581,342858,415
West Bengal,Purba Medinipore,0,10665,321143,2574
West Bengal,Purulia,212,2870,180884,2242
West Bengal,Rampurhat HD (Birbhum),52,1058,133570,589
West Bengal,South 24 Parganas,6,4116,430325,2386
West Bengal,Uttar Dinajpur,0,828,152540,1430
West Bengal,West Bardhaman,89,1946,198288,615
Assam,Hojai,153,2322,64890,637
Assam,Biswanath,0,1711,45965,385
Assam,Charaideo,0,1030,30603,203
Assam,Majuli,0,355,26163,206
Assam,South Salmara Mankachar,269,73,6505,98
Assam,West Karbi Anglong,0,89,13180,99
Gujarat,Ahmedabad Corporation,0,4013,806887,3235
Gujarat,Bhavnagar Corporation,0,318,94608,135
Gujarat,Gandhinagar Corporation,0,468,53699,333
Gujarat,Jamnagar Corporation,0,505,90479,240
Gujarat,Junagadh Corporation,0,141,53611,102
Gujarat,Rajkot Corporation,0,1075,238555,676
Gujarat,Surat Corporation,0,1879,614609,1226
Gujarat,Vadodara Corporation,33,1957,341028,1344
Tamil Nadu,Cheyyar,0,175,23703,216
Tamil Nadu,Aranthangi,20,495,31283,440
Tamil Nadu,Kovilpatti,397,487,31342,456
Tamil Nadu,Ranipet,1206,244,38933,198
West Bengal,COOCHBEHAR,0,921,197980,388
