state,district,slots,today,Total doses til date,avgdaily,slots 18-44,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio
Karnataka,Kolar,0,1246,225578,2972,0,1914,6551,146798,10.44,330,3160,192975,179446,930
Karnataka,Dharwad,172,1650,226271,1156,0,2965,2582,59098,7.91,365,4615,146849,138531,943
Karnataka,Haveri,0,534,135497,550,0,1122,1003,24440,3.86,64,1656,80909,79024,977
Karnataka,Gadag,117,2893,157156,1172,0,356,1463,32328,6.49,211,3249,93980,95497,1016
Karnataka,Uttar Kannada,0,3299,217366,1059,0,3332,2441,51854,6.17,409,6631,137278,131985,961
Karnataka,Koppal,9,913,204394,630,0,5180,2387,43852,5.86,357,6093,118106,130155,1102
Karnataka,Kodagu,0,1164,105250,1240,0,1099,873,23433,8.26,187,2263,63395,65325,1030
Karnataka,Raichur,0,5227,175384,1449,0,4446,2993,54396,5.34,517,9673,115661,114149,987
Karnataka,Yadgir,148,769,132479,532,0,4120,2430,34362,8.61,421,4889,80648,86190,1069
Karnataka,Udupi,4,2210,224226,2279,0,3666,2037,57478,6.54,384,5876,136779,144993,1060
Karnataka,Shimoga,30,5389,262909,2466,0,6002,2713,58609,4.47,509,11391,164252,157315,958
Karnataka,Tumkur,0,7536,410034,3430,0,2253,2524,70537,6.14,601,9789,245544,235018,957
Karnataka,Hassan,0,3503,298679,1524,0,1748,2042,61572,6.46,339,5251,177206,183062,1033
Karnataka,Mandya,0,9181,297477,2920,0,3269,2004,47215,4.1,510,12450,164447,180217,1096
Karnataka,Chikkaballapur,0,1252,221903,787,0,1921,1601,38713,7.78,247,3173,131105,129502,988
Karnataka,Ramanagara,20,2656,215153,1715,0,2073,2564,42090,7.85,371,4729,121901,135524,1112
Karnataka,Vijayapura,0,2636,249422,1682,0,1016,967,42037,8.16,298,3652,148354,143074,964
Karnataka,BBMP,3245,22041,1591417,15862,99,92098,71001,1222586,1.74,1981,114139,1531352,1286031,840
Kerala,Kasaragod,0,2907,306060,4245,0,3983,1780,39900,2.61,180,6890,170460,175745,1031
Kerala,Thiruvananthapuram,0,17219,773594,10053,0,9317,8208,181626,1.97,524,26536,454708,501373,1103
Kerala,Kannur,0,18790,503069,5891,0,1052,3004,84459,2.26,448,19842,280159,307569,1098
Kerala,Kollam,9,11678,531342,7574,0,3817,3462,92233,2.29,355,15495,291253,332776,1143
Kerala,Wayanad,0,4744,245381,4835,0,2235,1054,32269,2.45,171,6979,132487,145353,1097
Kerala,Pathanamthitta,0,7309,399542,4061,0,2021,1867,53906,3.64,340,9330,206383,247235,1198
Kerala,Alappuzha,0,4903,471131,4188,0,3448,2600,65254,4.18,349,8351,247864,288635,1164
Kerala,Malappuram,25,8409,532761,5187,0,6888,4825,102856,4.66,713,15297,327824,308044,940
Kerala,Thrissur,56,16557,642089,6325,0,468,4257,95356,3.02,515,17025,347311,390409,1124
Kerala,Kottayam,14,15194,453409,5087,0,1341,3658,72808,2.15,355,16535,244205,282294,1156
Kerala,Kozhikode,27,6532,595033,7139,0,7255,4151,104848,3.0,413,13787,339445,360940,1063
Kerala,Idukki,0,2258,246712,2259,0,1403,1399,33713,2.98,109,3661,135285,145393,1075
Kerala,Ernakulam,0,16734,741695,6531,0,6889,6892,150969,2.27,537,23623,420916,472176,1122
Kerala,Palakkad,0,311,422072,3412,0,1075,2629,76638,12.55,174,1386,238900,260219,1089
Ladakh,Kargil,0,40,28697,55,469,1246,1535,31047,4.2,54,1286,31369,28389,905
Ladakh,Leh,0,29,37630,22,0,1297,1744,42916,1.81,24,1326,42862,37690,879
Lakshadweep,Lakshadweep,0,34,20201,48,0,521,813,11017,6.31,35,555,17273,13943,807
Madhya Pradesh,Bhopal,1280,1658,400045,1056,6592,30677,17751,371119,2.37,765,32335,433848,337468,778
Madhya Pradesh,Gwalior,14,1969,272460,935,1587,11220,9179,190840,3.95,521,13189,264951,198429,749
Madhya Pradesh,Indore,23,8621,632975,3461,0,67581,37524,577077,1.59,1208,76202,670339,539958,805
Madhya Pradesh,Jabalpur,598,3318,366953,1600,3320,15659,11015,220501,3.28,623,18977,318568,269077,845
Madhya Pradesh,Rewa,0,1130,266748,1361,2,6712,5413,99911,2.65,208,7842,207207,159452,770
Madhya Pradesh,Sagar,1807,788,320910,573,0,14567,9219,126376,1.4,215,15355,250370,196979,787
Madhya Pradesh,Ujjain,0,1444,282050,835,0,13789,9623,157200,2.08,317,15233,238422,200868,842
Madhya Pradesh,Mandsaur,109,639,104868,343,0,3837,2870,44421,1.21,54,4476,82622,66657,807
Madhya Pradesh,Agar,44,286,41030,186,0,2120,1264,23455,2.24,54,2406,36712,27816,758
Madhya Pradesh,Shajapur,619,294,84333,261,0,2616,2502,38785,3.44,100,2910,70333,52784,750
Madhya Pradesh,Ratlam,0,682,123924,496,0,2285,3084,54911,1.11,33,2967,99078,79787,805
Madhya Pradesh,Neemuch,0,668,80447,383,0,3434,1660,38382,1.66,68,4102,66663,52179,783
Madhya Pradesh,Dewas,0,892,132635,378,0,9519,4604,70919,2.01,209,10411,114767,88898,775
Madhya Pradesh,Tikamgarh,48,733,108389,247,183,3685,1817,38202,1.86,82,4418,83365,63235,759
Madhya Pradesh,Panna,202,101,51998,61,125,1167,678,23115,8.04,102,1268,42958,32164,749
Madhya Pradesh,Damoh,110,358,83162,270,976,3266,2422,41117,2.92,106,3624,69212,55120,796
Madhya Pradesh,Chhatarpur,37,920,143933,459,0,5639,3057,52472,1.39,91,6559,113385,83076,733
Madhya Pradesh,Umaria,122,284,48741,180,0,1448,947,18901,6.81,118,1732,38402,29228,761
Madhya Pradesh,Singrauli,9,254,81722,140,139,5739,2543,40068,3.12,187,5993,74801,46984,628
Madhya Pradesh,Sidhi,0,462,77839,267,0,2559,1614,31112,5.26,159,3021,61779,47186,764
Madhya Pradesh,Shahdol,0,1456,129891,571,0,10199,4723,66554,2.02,235,11655,110308,86165,781
Madhya Pradesh,Satna,1247,545,184875,299,1692,6100,3514,72378,4.29,285,6645,145584,111701,767
Madhya Pradesh,Anuppur,0,198,58077,129,0,2532,1586,27330,0.37,10,2730,46573,38824,834
Madhya Pradesh,Mandla,0,504,79801,232,576,2233,1284,31142,4.13,113,2737,56715,54219,956
Madhya Pradesh,Dindori,114,391,60816,332,133,1643,1219,21265,6.19,126,2034,39975,42094,1053
Madhya Pradesh,Chhindwara,0,714,162518,631,0,6189,3791,72766,2.71,187,6903,129822,105513,813
Madhya Pradesh,Balaghat,0,765,167239,855,0,3616,4159,70872,1.35,59,4381,125046,113072,904
Madhya Pradesh,Khandwa,0,120,103711,234,0,1566,3275,52185,4.39,74,1686,83816,72092,860
Madhya Pradesh,Jhabua,0,291,46996,131,117,2109,1307,32708,1.67,40,2400,40398,39329,974
Madhya Pradesh,Dhar,0,780,144450,399,0,5832,5780,93502,1.48,98,6612,131317,106767,813
Madhya Pradesh,Burhanpur,0,350,80388,209,0,4735,2184,32625,1.47,75,5085,59331,53751,906
Madhya Pradesh,Barwani,0,186,62688,218,0,2414,2246,40351,1.54,40,2600,55823,47221,846
Madhya Pradesh,Khargone,0,691,123083,749,0,11301,5325,76249,0.82,98,11992,112995,86371,764
Madhya Pradesh,Shivpuri,0,1683,119573,583,45,11395,5392,78555,2.92,382,13078,114983,83146,723
Madhya Pradesh,Sheopur,0,475,45188,235,1,2391,1490,24258,2.93,84,2866,38722,30743,794
Madhya Pradesh,Morena,0,753,137190,565,130,5181,3838,68415,2.63,156,5934,119247,86355,724
Madhya Pradesh,Guna,0,780,110192,428,0,4656,2307,40730,0.81,44,5436,85529,65469,765
Madhya Pradesh,Seoni,0,819,117832,636,0,3859,2577,45582,2.82,132,4678,85727,77689,906
Madhya Pradesh,Datia,0,447,76003,276,0,2164,1467,29068,3.79,99,2611,57644,47407,822
Madhya Pradesh,Bhind,264,944,129892,548,111,3156,2562,54420,3.17,130,4100,109448,74870,684
Madhya Pradesh,Narsinghpur,0,330,98849,148,0,3960,2422,40860,2.1,90,4290,79363,60340,760
Madhya Pradesh,Katni,0,429,116082,212,0,4242,2328,45323,1.91,89,4671,90143,71410,792
Madhya Pradesh,Ashoknagar,0,221,74838,153,0,3693,1661,30008,2.96,116,3914,59725,45111,755
Madhya Pradesh,Vidisha,0,564,131700,346,72,5312,2059,42669,1.6,94,5876,96400,77968,809
Madhya Pradesh,Sehore,376,677,160547,354,125,6216,4004,65157,2.42,167,6893,124867,100837,808
Madhya Pradesh,Alirajpur,59,118,45182,57,0,804,565,20767,17.14,158,922,33721,32232,956
Madhya Pradesh,Rajgarh,10,1013,118897,475,0,11169,4929,68086,3.02,368,12182,105067,81978,780
Madhya Pradesh,Raisen,0,552,99039,203,0,7311,3139,52142,3.78,297,7863,87648,63520,725
Madhya Pradesh,Hoshangabad,0,768,116489,575,0,6148,3539,56272,1.07,74,6916,97168,75577,778
Madhya Pradesh,Harda,11,251,46821,139,0,2766,1311,24131,3.08,93,3017,39877,31081,779
Madhya Pradesh,Betul,278,272,147065,196,90,3827,2685,52919,2.46,101,4099,109408,90599,828
Maharashtra,Pune,47,9138,1866467,6369,0,43464,35321,649353,2.58,1358,52602,1356622,1159886,855
Maharashtra,Akola,0,2992,221958,2284,0,298,209,36020,7.6,250,3290,138240,119841,867
Maharashtra,Nagpur,121,3030,859884,2092,94,3629,2069,181763,7.52,501,6659,556610,485069,871
Maharashtra,Amravati,0,5796,326617,3366,0,1466,769,59882,3.83,278,7262,207572,179034,863
Maharashtra,Buldhana,0,6460,307835,3733,0,1093,591,53510,5.52,417,7553,192838,168499,874
Maharashtra,Yavatmal,0,5183,299908,4325,0,740,424,66802,7.88,467,5923,200404,166293,830
Maharashtra,Washim,0,3019,168859,1509,0,998,240,24310,5.55,223,4017,102464,90697,885
Maharashtra,Bhandara,3490,1266,192876,412,0,746,62,29170,5.37,108,2012,110029,112003,1018
Maharashtra,Kolhapur,0,4635,873425,2523,16,1608,803,109142,7.16,447,6243,493059,489535,993
Maharashtra,Ratnagiri,0,12731,181277,4011,0,1531,419,63817,2.16,308,14262,131160,113968,869
Maharashtra,Sangli,0,4132,561529,2862,0,494,307,67040,6.36,294,4626,319818,308802,966
Maharashtra,Sindhudurg,0,2446,156046,2673,0,176,67,25009,6.03,158,2622,91074,89997,988
Maharashtra,Solapur,358,6852,392230,4389,0,1554,975,92161,3.26,274,8406,268369,216197,806
Maharashtra,Satara,0,3075,581817,3157,0,1732,723,79831,6.3,303,4807,340798,320986,942
Maharashtra,Wardha,1598,2228,207929,1517,0,260,159,31414,5.71,142,2488,123479,115885,938
Maharashtra,Gondia,0,5766,196464,3108,0,312,200,37724,3.82,232,6078,119215,114964,964
Maharashtra,Gadchiroli,733,1676,100166,1459,0,269,137,35979,4.88,95,1945,75219,60919,810
Maharashtra,Chandrapur,0,502,260566,1559,0,376,335,55590,9.34,82,878,170177,146026,858
Maharashtra,Osmanabad,0,7812,190962,1729,0,1886,471,40857,3.22,312,9698,126240,105578,836
Maharashtra,Nanded,0,1354,294932,685,0,1110,191,60371,7.95,196,2464,191225,164068,858
Maharashtra,Latur,0,2559,265049,2099,0,831,511,62964,6.49,220,3390,179892,148135,823
Maharashtra,Beed,0,1566,266418,2984,0,163,214,46272,17.41,301,1729,171123,141598,827
Maharashtra,Parbhani,0,2140,188927,1546,0,306,191,42112,12.43,304,2446,123143,107883,876
Maharashtra,Hingoli,0,335,92538,709,0,124,133,23599,8.93,41,459,63402,52733,832
Maharashtra,Nandurbar,848,3043,179402,3012,0,1037,631,57267,6.1,249,4081,125294,111405,889
Maharashtra,Dhule,150,4011,218585,2467,0,893,519,50825,4.4,216,4904,143732,125698,875
Maharashtra,Nashik,0,6597,679109,4032,0,5459,2530,144480,3.85,464,12056,454814,368777,811
Maharashtra,Jalgaon,0,5145,379956,2367,0,2093,917,81060,5.83,422,7238,248481,212613,856
Maharashtra,Ahmednagar,10,3961,479192,3918,0,1199,649,89252,3.88,200,5160,313115,255508,816
Maharashtra,Thane,62,10181,1119705,6879,0,17020,10886,328032,1.91,519,27201,779985,668092,857
Maharashtra,Raigad,49,5908,307202,2749,0,7033,3975,107903,4.78,619,12941,236008,179296,760
Maharashtra,Palghar,8,7358,248570,5463,0,4567,2115,74452,1.89,225,11925,173717,149451,860
Maharashtra,Mumbai,492,24401,2077820,11293,0,66171,45630,838560,1.79,1618,90572,1591264,1327736,834
Maharashtra,Jalna,0,3693,219868,2702,0,738,367,58987,6.52,289,4431,148434,130592,880
Maharashtra,Aurangabad ,14,2873,390151,2263,0,2889,1719,107952,5.17,298,5762,279599,218410,781
Manipur,Bishnupur,0,1,24447,50,0,1633,346,10445,1.59,26,1634,18633,16270,873
Manipur,Chandel,0,0,5353,4,0,380,105,5549,5.26,20,380,6888,4014,583
Manipur,Churachandpur,0,78,20353,71,0,1654,576,16469,1.62,28,1732,19950,16874,846
Manipur,Imphal East,0,320,63328,232,0,1756,736,30790,3.08,64,2076,51133,42979,841
Manipur,Imphal West,39,511,69223,539,0,1036,1082,40411,3.43,53,1547,60048,49572,826
Manipur,Senapati,0,0,3311,25,0,0,160,4459,0.0,0,0,5004,2771,554
Manipur,Tamenglong,0,0,3657,3,0,0,76,3413,0.0,0,0,4421,2649,599
Manipur,Thoubal,0,311,30340,164,0,312,454,13985,4.33,27,623,23623,20708,877
Manipur,Ukhrul,99,4,4709,28,79,42,127,5240,30.43,14,46,6170,3781,613
Manipur,Tengnoupal,0,19,3528,10,0,167,90,4800,7.53,14,186,5569,2766,497
Manipur,Kangpokpi,0,80,6624,49,0,22,95,4456,17.65,18,102,5793,5294,914
Manipur,Kamjong,0,0,1471,1,0,0,9,2271,0.0,0,0,2235,1511,676
Manipur,Jiribam,0,174,3016,47,0,193,115,3748,3.54,13,367,4572,2190,479
Manipur,Pherzawl,0,0,2649,23,0,40,97,2385,0.0,0,40,2553,2486,974
Manipur,Noney,0,1,2973,0,92,149,107,3341,6.67,10,150,4243,2072,488
Manipur,Kakching,152,60,16889,148,0,4,262,7719,25.0,16,64,13002,11604,892
Meghalaya,East Khasi Hills,0,98,70438,152,0,875,314,48985,15.11,147,973,63742,55678,873
Meghalaya,South West Khasi Hills,0,64,7822,127,0,212,280,8336,12.32,34,276,8785,7372,839
Meghalaya,West Jaintia Hills,0,0,19028,15,0,0,124,14859,0.0,0,0,15877,18015,1135
Meghalaya,Ri-Bhoi,0,13,18138,33,0,113,140,14699,11.11,14,126,18204,14631,804
Meghalaya,East Jaintia Hills,0,2,11134,2,0,8,25,9415,0.0,0,10,12527,8019,640
Meghalaya,West Khasi Hills,0,5,21844,56,0,211,214,15965,6.48,14,216,18451,19358,1049
Meghalaya,West Garo Hills,10,107,54300,62,0,273,121,15746,7.89,30,380,34939,35103,1005
Meghalaya,South Garo Hills,59,27,10471,19,0,3,36,4980,33.33,10,30,8335,7117,854
Meghalaya,South West Garo Hills,0,35,19537,27,0,2,37,4966,8.11,3,37,11897,12601,1059
Meghalaya,North Garo Hills,0,14,11852,14,0,0,3,3092,42.86,6,14,7136,7810,1094
Meghalaya,East Garo Hills,50,0,10623,21,0,0,29,6018,0.0,0,0,9165,7478,816
Mizoram,Aizawl East,0,0,55216,77,0,572,283,20721,1.4,8,572,39310,36633,932
Mizoram,Aizawl West,0,1,38925,45,0,294,264,12379,1.69,5,295,24315,26989,1110
Mizoram,Mamit,0,0,13641,14,0,70,137,3879,0.0,0,70,9642,7882,817
Mizoram,Kolasib,0,0,15159,2,0,0,26,3769,0.0,0,0,9730,9200,946
Mizoram,Champhai,0,0,25501,28,0,0,0,3230,0.0,0,0,14550,14179,975
Mizoram,Serchhip,0,0,13659,38,0,0,124,4348,0.0,0,0,10132,7873,777
Mizoram,Lunglei,0,0,28524,54,0,0,100,6642,0.0,0,0,18884,16285,862
Mizoram,Lawngtlai,0,0,10922,45,0,0,60,4404,0.0,0,0,8275,7050,852
Mizoram,Siaha,0,0,9213,57,0,301,77,2159,2.99,9,301,5776,5594,968
Nagaland,Dimapur,29,45,39408,101,0,11,665,26130,42.86,24,56,39757,25792,649
Nagaland,Peren,0,0,4314,17,0,0,129,4648,0.0,0,0,5393,3579,664
Nagaland,Wokha,0,0,10313,3,0,0,143,5798,0.0,0,0,8368,7738,925
Nagaland,Mokokchung,0,0,19429,29,0,0,186,7308,0.0,0,0,13829,12912,934
Nagaland,Longleng,0,7,5713,40,0,0,38,2752,42.86,3,7,4605,3860,838
Nagaland,Mon,0,0,16664,32,0,0,520,10179,0.0,0,0,15544,11301,727
Nagaland,Tuensang,0,0,7907,7,0,0,121,5691,0.0,0,0,8603,5000,581
Nagaland,Kohima,0,72,19339,64,0,0,426,14112,11.11,8,72,19256,14196,737
Nagaland,Zunheboto,0,0,7536,10,0,0,70,3533,0.0,0,0,6366,4703,739
Nagaland,Phek,0,24,7627,18,86,50,113,6061,21.62,16,74,8301,5388,649
Nagaland,Kiphire,0,0,2863,2,0,0,21,2467,0.0,0,0,3652,1679,460
Odisha,Angul,1907,4226,131728,2625,0,178,99,12519,2.03,88,4332,85000,59245,697
Odisha,Khurda,1879,4748,496117,3283,0,3069,4896,274107,3.62,283,7817,437803,332564,760
Odisha,Balasore,0,6588,379247,6578,0,13,42,18157,2.59,175,6755,209191,188174,900
Odisha,Balangir,12,2209,133091,1070,0,22,12,15423,6.23,139,2231,79624,68877,865
Odisha,Ganjam,0,2768,531692,2065,0,82,238,145588,8.07,230,2850,346119,331100,957
Odisha,Kandhamal,181,1140,94647,1012,0,1,6,10835,3.42,39,1141,49920,55548,1113
Odisha,Koraput,0,1715,207245,1681,0,42,72,43776,7.0,123,1757,120644,130338,1080
Odisha,Sambalpur,0,601,145413,1912,0,1016,821,104714,4.51,73,1617,142287,107833,758
Odisha,Sundargarh,40,1443,236779,2480,0,87,2151,151087,10.46,160,1530,208732,179266,859
Odisha,Bhadrak,481,1730,189747,1570,0,119,95,9775,3.3,61,1849,107492,92040,856
Odisha,Kendujhar,40,2851,210177,3130,0,288,376,19209,2.9,91,3139,121498,107874,888
Odisha,Mayurbhanj,25,1570,249140,1962,0,105,77,22161,6.87,115,1675,136152,135135,993
Odisha,Cuttack,41,7358,378155,4929,0,892,3077,163667,2.3,190,8250,303683,238269,785
Odisha,Dhenkanal,0,852,144279,1859,0,1,4,9581,11.37,97,853,84428,69443,823
Odisha,Jagatsinghpur,0,881,158668,3843,0,6,31,8537,2.59,23,887,91480,75724,828
Odisha,Jajpur,0,3495,210454,3232,0,212,380,17215,1.16,43,3707,125678,101963,811
Odisha,Kendrapara,386,4788,205419,3936,0,13,19,8232,3.73,179,4801,112714,100929,895
Odisha,Nayagarh,0,1526,125499,1983,0,19,6,7327,1.55,24,1546,71634,61191,854
Odisha,Puri,44,8808,264191,5413,0,108,1074,51319,2.62,234,8916,169804,145640,858
Odisha,Kalahandi,0,1496,178526,1311,0,428,266,36597,4.99,96,1924,111645,103468,927
Odisha,Nuapada,0,181,62994,153,0,9,15,6231,21.05,40,190,34806,34408,989
Odisha,Subarnapur,0,119,75674,795,0,0,2,6104,9.24,11,119,42461,39315,926
Odisha,Gajapati,0,671,65450,458,0,99,30,8825,6.49,50,770,34761,39508,1137
Odisha,Boudh,0,330,50952,194,0,2,19,4625,5.42,18,332,30744,24827,808
Odisha,Malkangiri,0,315,63788,380,0,7,27,11151,5.59,18,322,37238,37692,1012
Odisha,Nabarangpur,868,709,115120,638,0,20,36,32469,13.85,101,729,69352,78240,1128
Odisha,Rayagada,93,769,115119,809,0,0,6,12850,10.53,81,769,60914,67048,1101
Odisha,Bargarh,0,2184,178297,1959,0,3,32,35105,5.62,123,2187,112992,100389,888
Odisha,Deogarh,340,252,35998,299,0,7,9,5538,8.11,21,259,22920,18620,812
Odisha,Jharsuguda,0,494,76021,607,0,939,798,12896,3.28,47,1433,50874,38056,748
Puducherry,Puducherry,448,891,117266,669,0,2673,1882,65539,4.1,146,3564,95947,86903,906
Puducherry,Karaikal,262,146,21379,155,0,384,260,6250,5.66,30,530,14121,13506,956
Puducherry,Mahe,0,0,13130,26,0,98,101,3288,2.04,2,98,7490,8929,1192
Puducherry,Yanam,0,15,5734,27,0,83,86,2225,2.04,2,98,4274,3685,862
Punjab,Kapurthala,298,1936,100145,873,0,537,203,15513,2.3,57,2473,62937,52727,838
Punjab,Ferozpur,0,760,65232,467,0,490,326,21353,4.8,60,1250,50271,36315,722
Punjab,Hoshiarpur,0,1996,250215,1592,0,454,726,52671,5.71,140,2450,165909,136971,826
Punjab,Mansa,8044,344,39968,232,0,258,207,19473,9.63,58,602,35812,23643,660
Punjab,Barnala,3399,533,48254,327,0,264,177,15042,2.89,23,797,36910,26387,715
Punjab,Fatehgarh Sahib,0,719,42280,316,0,132,97,12509,5.76,49,851,32021,22770,711
Punjab,Amritsar,1474,1992,238091,1379,190,3155,2022,72229,4.14,213,5147,173095,137250,793
Punjab,Pathankot,92,246,130397,202,75,521,416,20392,9.52,73,767,79938,70847,886
Punjab,Fazilka,34,645,68289,348,0,277,279,18820,7.38,68,922,50403,36705,728
Punjab,Ludhiana,3749,5630,464627,3286,975,5123,2442,125186,4.34,467,10753,345982,243902,705
Punjab,Gurdaspur,168,1302,259135,895,0,381,223,46939,8.14,137,1683,159512,146579,919
Punjab,Sri Muktsar Sahib,50,722,67569,483,0,904,615,22619,3.32,54,1626,52249,37940,726
Punjab,Moga,200,1491,79136,1190,0,2232,984,18960,6.63,247,3723,54607,43490,796
Punjab,Jalandhar,306,3702,364108,1853,412,2847,1440,62107,2.0,131,6549,227659,198542,872
Punjab,Bathinda,0,1080,89138,586,0,1091,1198,44356,5.48,119,2171,81007,52479,648
Punjab,Patiala,0,1449,211926,1149,0,1181,707,51618,5.32,140,2630,148756,114794,772
Punjab,Tarn Taran,2658,900,88373,585,45,1617,765,23374,12.83,323,2517,62644,49102,784
Punjab,SAS Nagar,0,1257,174245,1076,25,4599,4724,234754,4.17,244,5856,249809,159197,637
Punjab,Rup Nagar,4,2081,65778,1498,0,500,370,12736,6.94,179,2581,45004,33514,745
Punjab,Sangrur,0,1081,101378,746,0,798,646,30755,11.23,211,1879,77697,54431,701
Punjab,Faridkot,0,246,71069,327,0,258,182,17348,11.11,56,504,48607,39822,819
Punjab,SBS Nagar,0,672,99917,245,0,1068,402,20033,2.87,50,1740,63174,56767,899
Rajasthan,Bikaner,0,1967,411009,787,0,49,186,124090,8.63,174,2016,289743,245365,847
Rajasthan,Jodhpur,156,14242,648813,11093,0,867,720,155016,5.76,871,15109,432247,371728,860
Rajasthan,Kota,0,1504,357741,625,0,374,275,139237,13.95,262,1878,268344,228659,852
Rajasthan,Udaipur,2642,3365,424632,1509,20,3224,3351,151139,6.69,441,6589,300071,275810,919
Rajasthan,Jaipur I,0,9031,739610,3975,0,4674,4679,247917,3.98,545,13705,541771,446527,824
Rajasthan,Jaipur II,175,2456,433664,1017,285,3127,3172,155330,6.39,357,5583,320225,269304,841
Rajasthan,Ajmer,0,4013,499753,2620,0,78,358,119224,6.58,269,4091,311756,307266,986
Rajasthan,Bharatpur,0,5210,391068,4032,0,139,1626,102161,7.78,410,5270,265321,227869,859
Rajasthan,Sri Ganganagar,0,2503,340652,2224,0,209,492,65989,13.94,378,2712,214105,192519,899
Rajasthan,Jhunjhunu,0,2725,445412,3622,0,108,1477,69170,5.89,167,2833,251872,262939,1044
Rajasthan,Dausa,133,11066,230012,4720,0,245,191,46028,2.47,279,11311,146654,129564,883
Rajasthan,Alwar,0,15141,722009,6134,0,303,635,176304,8.2,1266,15444,475559,422785,889
Rajasthan,Sikar,0,4209,492432,5184,0,719,1197,130972,4.91,242,4928,316560,306861,969
Rajasthan,Bundi,38,314,243972,130,0,26,39,39250,29.41,100,340,142643,140607,986
Rajasthan,Jhalawar,599,1022,211053,671,0,171,555,48325,15.67,187,1193,135959,123504,908
Rajasthan,Baran,0,108,196203,250,0,1,306,40328,28.44,31,109,124241,112288,904
Rajasthan,Hanumangarh,0,11035,304808,6543,0,562,250,59958,7.87,913,11597,192616,172184,894
Rajasthan,Rajsamand,0,232,196123,176,0,342,797,39418,9.76,56,574,116252,119318,1026
Rajasthan,Banswara,71,2217,285630,1612,0,138,608,51221,5.73,135,2355,165928,170932,1030
Rajasthan,Dungarpur,0,2284,178705,576,0,118,947,37484,9.49,228,2402,105171,111023,1056
Rajasthan,Chittorgarh,114,422,280684,264,0,1319,1519,51179,2.81,49,1741,170876,161020,942
Rajasthan,Pratapgarh,12776,2224,99106,871,0,897,596,48776,5.74,179,3121,77291,70694,915
Rajasthan,Bhilwara,42,4847,393986,3047,0,801,1523,104425,6.94,392,5648,251436,246996,982
Rajasthan,Dholpur,0,89,194293,86,0,64,591,53442,24.18,37,153,132382,115325,871
Rajasthan,Karauli,573,741,232792,381,0,34,630,35186,14.84,115,775,138739,129198,931
Rajasthan,Tonk,0,5203,206342,2007,0,177,657,40145,9.48,510,5380,128363,118161,921
Rajasthan,Jaisalmer,1573,597,87880,288,0,398,851,36970,12.56,125,995,73603,51285,697
Rajasthan,Barmer,0,6517,432723,3108,0,309,900,70690,7.09,484,6826,274561,228847,834
Rajasthan,Pali,62,1754,335444,1416,0,472,773,87941,10.51,234,2226,221930,201595,908
Rajasthan,Churu,0,7433,321903,4513,0,83,620,58329,5.24,394,7516,192510,187712,975
Rajasthan,Sirohi,0,251,157952,206,0,94,417,35875,18.84,65,345,100925,92908,921
Rajasthan,Nagaur,1019,9779,706899,3739,0,278,279,92217,4.8,483,10057,396797,402415,1014
Rajasthan,Jalore,0,1674,239884,950,0,21,231,41800,10.32,175,1695,150946,130744,866
Rajasthan,Sawai Madhopur,0,1191,189451,627,0,59,155,49767,18.4,230,1250,129233,110073,852
Sikkim,East Sikkim,0,5,70571,30,0,75,46,22393,0.0,0,80,49576,43382,875
Sikkim,West Sikkim,0,0,31235,0,0,0,0,3975,0.0,0,0,19121,16087,841
Sikkim,North Sikkim,0,0,8593,3,0,0,7,2320,0.0,0,0,6175,4738,767
Sikkim,South Sikkim,0,0,37457,1,0,0,10,3356,0.0,0,0,22033,18775,852
Tamil Nadu,Coimbatore,0,3196,379143,6610,0,2509,4065,153581,3.94,225,5705,297601,235205,790
Tamil Nadu,Madurai,0,2803,195638,1914,0,4408,4493,119867,4.42,319,7211,172979,142540,824
Tamil Nadu,Thanjavur,21,508,118313,1806,0,200,2713,65538,10.17,72,708,104262,79642,764
Tamil Nadu,Viluppuram,5,186,97183,964,0,60,2272,52611,26.02,64,246,82163,67599,823
Tamil Nadu,Vellore,196,793,114712,869,169,2049,1983,70417,3.45,98,2842,98901,86269,872
Tamil Nadu,Kanyakumari,0,0,99798,1752,0,0,1399,66027,0.0,0,0,88143,77701,882
Tamil Nadu,Salem,0,1250,154828,1674,0,568,2100,89991,5.61,102,1818,135945,108896,801
Tamil Nadu,Pudukkottai,79,140,51980,581,0,529,1099,25788,4.63,31,669,41841,35923,859
Tamil Nadu,Cuddalore,0,270,124511,1017,0,637,3503,57166,11.36,103,907,107858,73816,684
Tamil Nadu,Tirunelveli,0,230,64654,940,0,178,3108,63895,12.75,52,408,75226,53355,709
Tamil Nadu,Virudhunagar,0,617,74520,785,0,934,1415,35358,3.8,59,1551,52567,57321,1090
Tamil Nadu,Tirupattur,0,247,63059,795,0,654,2237,44282,4.33,39,901,55195,52143,945
Tamil Nadu,Tenkasi,0,38,51208,792,0,27,1724,46561,53.85,35,65,52974,44800,846
Tamil Nadu,Kallakurichi,399,8,49265,683,0,62,1126,35328,28.57,20,70,46535,38075,818
Tamil Nadu,Tiruvannamalai,0,244,49387,808,0,503,1873,36115,9.77,73,747,47826,37690,788
Tamil Nadu,Thoothukudi (Tuticorin),0,682,45009,870,0,1311,2105,40596,5.37,107,1993,49325,36283,736
