state,district,today,Total doses til date,avgdaily,slots,paid slot,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio,fully,people,avg people,sites
Andaman & Nicobar,North and Middle Andaman,659,53845,1220,91,0,152,764,22757,6.04,49,811,40003,36589,915,25121,51481,868,10
Andaman & Nicobar,South Andaman,1395,99316,2480,2,0,431,582,53399,5.15,94,1826,82923,69775,841,42934,109781,1031,21
Andaman & Nicobar,Nicobar,149,14918,265,1,0,473,271,10566,1.29,8,622,13597,11886,874,6869,18615,358,4
Andhra Pradesh,Krishna,9632,1226186,8957,871,871,6167,5858,495782,5.2,821,15799,804033,917680,1141,404527,1317441,5747,217
Andhra Pradesh,Guntur,16146,1225186,15574,162,162,9975,9173,484274,2.14,559,26121,803362,905913,1128,355498,1353962,17491,178
Andhra Pradesh,"YSR District, Kadapa (Cuddapah)",3952,919475,9762,2098,0,2059,3879,253655,4.48,269,6011,524464,648478,1236,273094,900036,8180,104
Andhra Pradesh,Kurnool,7803,897534,12289,275,268,6975,7347,328507,3.19,472,14778,522032,703864,1348,268544,957497,11762,111
Andhra Pradesh,Visakhapatnam,10038,1120522,8775,3189,3168,13159,7615,665927,2.64,613,23197,877374,908853,1036,354559,1431890,10972,153
Andhra Pradesh,Anantapur,19083,1052298,17425,72,72,2895,5943,315473,2.31,508,21982,617106,750045,1215,330491,1037280,12507,126
Andhra Pradesh,Chittoor,6812,1091589,9350,828,827,6505,5623,407371,3.33,443,13317,683508,815244,1193,328666,1170294,10069,144
Andhra Pradesh,East Godavari,30848,1280208,19227,51,0,10058,8044,547477,1.6,654,40906,816733,1010739,1238,383684,1444001,16529,179
Andhra Pradesh,Prakasam,5824,968394,7645,126,126,14510,8018,304124,1.75,356,20334,581083,691270,1190,267963,1004555,11748,102
Andhra Pradesh,Sri Potti Sriramulu Nellore,15397,979262,16246,0,0,7319,5217,309959,1.62,367,22723,596539,692424,1161,364833,924388,10323,96
Andhra Pradesh,Srikakulam,106,844443,8564,10,0,1129,1977,234455,14.17,175,1235,465251,613549,1319,221061,857837,6944,40
Andhra Pradesh,Vizianagaram,1943,631547,5274,136,0,2216,2937,239462,4.59,191,4159,383891,487009,1269,161953,709056,4834,88
Andhra Pradesh,West Godavari,19344,1189324,11980,433,433,29840,11154,377184,1.09,536,49184,664559,901751,1357,280669,1285839,18765,137
Arunachal Pradesh,Itanagar Capital Complex,552,32062,543,0,0,1007,814,68684,2.63,41,1559,57854,42881,741,15782,84964,733,8
Arunachal Pradesh,Lower Siang,65,6841,186,0,0,169,199,8531,2.56,6,234,8284,7087,856,2654,12718,236,1
Arunachal Pradesh,Pakke Kessang,43,4845,57,20,0,77,60,3507,8.33,10,120,4367,3982,912,2039,6313,62,2
Arunachal Pradesh,Changlang,418,30658,328,89,0,484,327,45545,4.21,38,902,43293,32904,760,10399,65804,391,14
Arunachal Pradesh,Kurung Kumey,16,4648,28,0,0,75,45,4878,9.89,9,91,4554,4870,1069,2356,7170,51,2
Arunachal Pradesh,Anjaw,17,4560,18,0,0,68,47,6912,17.65,15,85,6262,5209,832,1631,9841,48,2
Arunachal Pradesh,East Kameng,191,11623,126,0,0,476,205,9880,3.45,23,667,11405,10095,885,3477,18026,216,6
Arunachal Pradesh,Kamle,56,2606,50,39,0,25,67,3062,11.11,9,81,3320,2348,707,859,4809,87,3
Arunachal Pradesh,Dibang Valley,0,1462,7,174,0,0,25,3059,0.0,0,0,2809,1712,609,1035,3486,29,1
Arunachal Pradesh,Tirap,109,11160,134,0,0,248,339,18994,0.84,3,357,17480,12668,725,3694,26460,410,5
Arunachal Pradesh,Kra Daadi,13,2742,22,0,0,10,12,3406,30.43,7,23,3267,2881,882,1037,5111,8,1
Arunachal Pradesh,West Kameng,125,22620,292,1,0,324,449,30611,6.9,31,449,29660,23557,794,10439,42792,537,8
Arunachal Pradesh,Lohit,123,10636,161,0,0,387,278,17746,7.84,40,510,16010,12362,772,4102,24280,301,6
Arunachal Pradesh,Tawang,158,12764,115,0,0,84,78,18945,7.44,18,242,17089,14609,855,6471,25238,65,3
Arunachal Pradesh,Lower Dibang Valley,157,13576,188,683,0,217,188,18848,6.95,26,374,17754,14666,826,6005,26419,180,8
Arunachal Pradesh,Lower Subansiri,118,12222,115,0,0,118,205,15146,10.17,24,236,14465,12901,892,5588,21780,222,7
