state,district,slots,today,Total doses til date,avgdaily,slots 18-44,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio
Arunachal Pradesh,Changlang,174,6,15939,71,0,199,478,11013,7.32,15,205,15485,11467,741
Arunachal Pradesh,Kurung Kumey,0,0,2476,5,0,0,17,2206,0.0,0,0,2218,2402,1083
Arunachal Pradesh,Anjaw,0,85,2471,59,0,15,5,1487,10.0,10,100,2124,1837,865
Arunachal Pradesh,East Kameng,0,52,6350,82,0,186,113,3335,0.84,2,238,5036,4647,923
Arunachal Pradesh,Kamle,0,0,1536,1,0,0,1,749,0.0,0,0,1237,1049,848
Arunachal Pradesh,Dibang Valley,0,0,875,12,0,0,4,1058,0.0,0,0,1143,790,691
Arunachal Pradesh,Tirap,0,91,4174,45,0,15,77,3657,3.77,4,106,4871,2959,607
Arunachal Pradesh,Kra Daadi,0,0,1546,14,0,0,12,1406,0.0,0,0,1542,1411,915
Arunachal Pradesh,West Kameng,0,0,12165,20,0,328,124,6936,0.61,2,328,11007,8095,735
Arunachal Pradesh,Lohit,0,0,5694,19,0,0,99,3456,0.0,0,0,5504,3643,662
Arunachal Pradesh,Tawang,0,8,7696,62,0,1032,214,5564,1.92,20,1040,7121,6134,861
Arunachal Pradesh,Lower Dibang Valley,0,0,6653,7,0,0,162,4366,0.0,0,0,5914,5104,863
Arunachal Pradesh,Lower Subansiri,0,7,6739,5,0,304,263,5103,2.89,9,311,6000,5842,974
Arunachal Pradesh,Lepa Rada,0,0,3779,3,0,100,52,1990,0.0,0,100,3141,2628,837
Arunachal Pradesh,Upper Siang,0,0,5644,10,0,0,42,2541,0.0,0,0,4273,3912,916
Arunachal Pradesh,Shi Yomi,0,0,1962,1,0,0,1,706,0.0,0,0,1320,1348,1021
Arunachal Pradesh,Namsai,0,0,13955,67,0,0,231,5445,0.0,0,0,10475,8930,853
Arunachal Pradesh,Siang,0,0,4222,7,0,0,45,1509,0.0,0,0,2898,2832,977
Arunachal Pradesh,West Siang,0,7,10123,6,0,465,239,5014,1.69,8,472,7954,7183,903
Arunachal Pradesh,Papum Pare,0,9,7172,26,0,167,193,7558,7.95,14,176,9317,5414,581
Arunachal Pradesh,Longding,0,141,2368,37,0,75,32,3227,6.48,14,216,3831,1767,461
Arunachal Pradesh,Upper Subansiri,0,138,8759,100,0,33,34,3488,9.29,17,183,6316,5931,939
Arunachal Pradesh,East Siang,0,0,13875,32,0,0,227,7244,0.0,0,0,10882,10236,941
Assam,Dibrugarh,0,145,132398,845,0,2272,1287,65991,2.19,53,2417,106394,91986,865
Assam,Sivasagar,0,280,70426,381,0,268,404,17456,4.01,22,548,47631,40245,845
Assam,Tinsukia,0,2140,89621,1203,0,3142,1698,36675,2.99,158,5282,68904,57376,833
Assam,Baksa,0,118,48838,233,0,0,143,15857,35.59,42,118,35280,29411,834
Assam,Barpeta,0,1660,129935,579,0,115,54,31055,2.54,45,1775,84251,76726,911
Assam,Darrang,0,217,70282,465,0,8,58,24454,6.67,15,225,52460,42264,806
Assam,Kamrup Metropolitan,0,811,248762,1611,0,995,3566,228839,5.76,104,1806,269450,208259,773
Assam,Kamrup Rural,120,615,181403,2595,0,10,210,52374,5.6,35,625,125382,108361,864
Assam,Karbi-Anglong,0,201,37880,187,0,29,93,18960,4.35,10,230,32210,24630,765
Assam,Nalbari,0,257,57676,389,0,19,66,17541,8.7,24,276,41985,33220,791
Assam,Golaghat,0,435,82660,597,0,139,143,25834,1.05,6,574,60010,48471,808
Assam,Jorhat,0,382,93302,1007,0,30,382,31488,6.8,28,412,67664,57118,844
Assam,Morigaon,0,88,67713,438,0,2,399,17663,0.0,0,90,43246,42121,974
Assam,Nagaon,25,619,131113,578,0,945,1112,44750,2.3,36,1564,90455,85393,944
Assam,Bongaigaon,0,92,58591,331,0,32,89,24800,29.03,36,124,44454,38929,876
Assam,Chirang,126,438,27563,196,0,115,73,14522,6.69,37,553,24664,17418,706
Assam,Dhubri,0,39,75049,163,0,23,53,23011,12.9,8,62,53894,44155,819
Assam,Goalpara,0,0,55552,131,0,0,67,27710,0.0,0,0,43640,39586,907
Assam,Kokrajhar,0,87,48505,274,0,49,122,24304,32.35,44,136,41556,31251,752
Assam,Dhemaji,0,0,64656,341,0,0,27,21281,0.0,0,0,43491,42432,976
Assam,Lakhimpur,0,110,80005,696,0,0,20,24508,0.0,0,110,54906,49598,903
Assam,Sonitpur,0,166,102566,523,0,2371,1156,43326,2.88,73,2537,77507,68378,882
Assam,Udalguri,0,59,47356,326,0,72,91,19094,6.87,9,131,36306,30133,830
Assam,Cachar,46,89,103079,1174,0,114,1347,43863,13.3,27,203,78343,68601,876
Assam,Dima Hasao,260,40,19688,10,0,0,6,10065,0.0,0,40,17753,11994,676
Assam,Hailakandi,0,338,50129,345,0,8,83,20311,12.72,44,346,38810,31626,815
Assam,Karimganj,0,379,64834,488,0,7,308,26413,11.4,44,386,50200,41037,817
Bihar,Madhepura,150,184,121222,263,456,922,575,43402,5.79,64,1106,90742,73878,814
Bihar,Saharsa,0,706,128981,610,35,1266,818,43820,5.48,108,1972,92044,80736,877
Bihar,Supaul,0,561,133983,1334,0,9,887,48409,7.02,40,570,101764,80646,792
Bihar,Purnia,0,995,242186,2509,2699,2155,1672,91113,6.97,221,3169,178784,154485,864
Bihar,Araria,137,183,145922,952,1905,730,949,56340,6.24,57,913,111820,90456,809
Bihar,Katihar,1152,1093,125091,1166,0,2425,1393,74589,2.05,72,3518,109487,90213,824
Bihar,Kishanganj,0,620,81979,669,0,1032,770,40216,4.72,78,1652,67754,54461,804
Bihar,Aurangabad,0,1123,115922,1841,16,668,1210,53980,8.32,149,1791,98554,71335,724
Bihar,Arwal,0,190,35421,163,0,349,294,15371,2.04,11,539,27888,22905,821
Bihar,Gaya,5369,1553,229241,1078,378,3041,2451,118776,6.66,306,4594,192756,155333,806
Bihar,Kaimur,942,135,98427,719,207,1038,991,38516,2.3,27,1173,76086,60849,800
Bihar,Rohtas,571,1199,176342,1471,10,813,1355,69520,2.39,48,2012,140064,105831,756
Bihar,Bhagalpur,0,825,219936,818,405,2729,2517,96828,0.45,16,3554,172103,144640,840
Bihar,Banka,0,434,128318,465,22,206,1070,45035,0.0,0,640,90587,82776,914
Bihar,Lakhisarai,27,375,47897,326,94,291,411,22403,5.11,34,666,38709,31583,816
Bihar,Munger,0,359,86465,450,7,966,697,38874,0.38,5,1325,71616,53716,750
Bihar,Muzaffarpur,0,1483,248694,1420,99,1415,2960,134152,4.21,122,2898,217412,165468,761
Bihar,Sheohar,0,72,57191,174,71,576,347,15569,0.31,2,648,38752,34012,878
Bihar,Sitamarhi,0,631,183379,750,0,1281,1001,68531,7.74,148,1912,136799,115140,842
Bihar,Vaishali,0,484,223947,727,0,223,996,70762,11.74,83,707,156732,138113,881
Bihar,Nalanda,1693,242,228103,572,905,1550,1751,85101,2.12,38,1792,166219,147019,884
Bihar,Jehanabad,5,92,63775,213,65,165,530,31801,5.06,13,257,52440,43151,823
Bihar,Nawada,219,457,135713,635,306,738,854,50694,12.13,145,1195,98669,87751,889
Bihar,Sheikhpura,0,65,41863,80,6,335,220,15017,2.5,10,400,30217,26666,882
Bihar,Darbhanga,0,1786,278460,2566,125,1555,2430,105823,2.36,79,3341,204303,180001,881
Bihar,Madhubani,0,1859,270313,1907,0,147,2466,98511,1.69,34,2006,195824,173084,884
Bihar,Samastipur,0,963,254960,853,0,397,1607,98849,2.21,30,1360,190181,163655,861
Bihar,Patna,206,5094,517603,2823,0,21361,12249,305951,1.98,525,26455,479915,343918,717
Bihar,Begusarai,0,723,206302,871,0,637,1663,79541,5.15,70,1360,154106,131775,855
Bihar,Bhojpur,0,923,152397,962,0,458,1432,66074,5.0,69,1381,124389,94204,757
Bihar,Buxar,757,575,114367,676,0,438,753,37549,8.59,87,1013,84928,66991,789
Bihar,Khagaria,389,322,90060,270,124,651,731,36195,4.83,47,973,67573,58707,869
Bihar,Saran,0,1033,290544,1275,0,655,2111,110044,10.19,172,1688,216929,183746,847
Bihar,Siwan,2161,850,292831,1493,0,595,2080,85273,9.34,135,1445,199851,178315,892
Bihar,Gopalganj,0,1215,156222,1753,0,1228,1167,53900,3.56,87,2443,119180,90989,763
Bihar,East Champaran,0,3702,275484,3237,0,431,3008,123763,2.83,117,4133,231152,167961,727
Bihar,West Champaran,437,1538,171199,1689,115,4272,2199,88016,3.1,180,5810,152896,106364,696
Bihar,Jamui,72,389,107611,686,109,781,697,40790,2.56,30,1170,81343,67092,825
Chandigarh,Chandigarh,164,176,199313,561,1122,1875,4614,105406,2.88,59,2051,171500,133285,777
Chhattisgarh,Raipur,149,638,325152,271,0,272,138,63517,12.09,110,910,206263,182427,884
Chhattisgarh,Balod,6880,47,165161,195,0,4,0,9627,17.65,9,51,83297,91475,1098
Chhattisgarh,Baloda bazar,155,13,184162,35,0,6,1,9952,5.26,1,19,91396,102817,1125
Chhattisgarh,Balrampur,3627,176,126766,76,0,5,3,12176,4.97,9,181,69138,69792,1009
Chhattisgarh,Bastar,707,0,137956,104,0,0,20,22408,0.0,0,0,76339,84027,1101
Chhattisgarh,Bemetara,13298,0,92131,11,0,0,0,6255,0.0,0,0,48183,50196,1042
Chhattisgarh,Bijapur,920,0,36168,6,0,0,6,17197,0.0,0,0,30923,22435,726
Chhattisgarh,Bilaspur,118,358,313800,135,0,53,22,30414,16.79,69,411,167765,176428,1052
Chhattisgarh,Dantewada,200,6,56522,12,0,4,1,13660,0.0,0,10,34655,35516,1025
Chhattisgarh,Dhamtari,299,25,168137,19,0,16,4,10416,21.95,9,41,84347,94185,1117
Chhattisgarh,Durg,1460,272,335186,155,0,81,51,36041,16.15,57,353,188844,182367,966
Chhattisgarh,Gariaband,759,0,99009,14,0,0,0,6786,0.0,0,0,49257,56532,1148
Chhattisgarh,Janjgir-Champa,0,58,261198,46,0,6,10,14885,9.38,6,64,131834,144244,1094
Chhattisgarh,Jashpur,2900,56,155868,143,0,5,1,14844,14.75,9,61,78484,92208,1175
Chhattisgarh,Kanker,4199,35,134561,54,0,5,1,21219,0.0,0,40,78236,77534,991
Chhattisgarh,Kondagaon,620,10,106451,175,0,0,2,10094,0.0,0,10,53529,63003,1177
Chhattisgarh,Korba,1128,135,268394,520,0,35,21,18405,11.76,20,170,139530,147253,1055
Chhattisgarh,Koriya,6468,105,104538,221,0,14,16,10654,9.24,11,119,56741,58447,1030
Chhattisgarh,Mahasamund,0,93,237311,36,0,2,4,10416,5.26,5,95,116489,131211,1126
Chhattisgarh,Mungeli,290,0,124317,5,0,0,1,6040,0.0,0,0,62120,68236,1098
Chhattisgarh,Narayanpur,20,0,15801,8,0,0,3,7056,0.0,0,0,12808,10049,785
Chhattisgarh,Raigarh,636,0,351295,67,0,0,9,25852,0.0,0,0,184183,192949,1048
Chhattisgarh,Rajnandgaon,417,81,278421,56,0,12,11,20543,18.28,17,93,142969,155979,1091
Chhattisgarh,Sukma,0,7,49309,7,0,3,12,21290,0.0,0,10,39778,30816,775
Chhattisgarh,Surajpur,0,29,162336,18,0,3,4,12938,25.0,8,32,85637,89611,1046
Chhattisgarh,Surguja,50,54,212238,110,0,75,7,16547,24.03,31,129,109781,118972,1084
Chhattisgarh,Kawardha,600,89,120406,286,0,20,51,12413,0.92,1,109,64870,67929,1047
Chhattisgarh,Gaurela Pendra Marwahi ,600,58,64262,63,0,3,0,4042,14.75,9,61,32128,36166,1126
Dadra and Nagar Haveli,Dadra and Nagar Haveli,0,0,35210,94,0,0,1972,55815,0.0,0,0,61712,29312,475
Daman and Diu,Daman,0,50,29214,128,0,2,2046,50327,15.38,8,52,51844,27759,535
Daman and Diu,Diu,0,57,11594,81,0,373,479,15197,0.0,0,430,12925,13870,1073
Delhi,New Delhi,0,83,244330,1158,79,329,1318,115171,1.94,8,412,218506,141373,647
Delhi,Central Delhi,35,78,274808,848,1960,2497,2971,204820,1.36,35,2575,283508,196360,693
Delhi,West Delhi,0,0,353095,639,0,0,-19,133137,0.0,0,0,271094,215202,794
Delhi,North West Delhi,0,43,331438,779,0,2740,2156,187792,1.69,47,2783,289767,229701,793
Delhi,South East Delhi,23,274,231825,1199,0,1446,3500,191209,2.91,50,1720,255207,167980,658
Delhi,East Delhi,0,39,190419,757,0,2346,1835,99027,1.05,25,2385,161134,128375,797
Delhi,North Delhi,0,67,184532,930,0,5,126,121609,11.11,8,72,178032,128103,720
Delhi,North East Delhi,0,0,149312,1253,0,0,90,105717,0.0,0,0,151424,103746,685
Delhi,Shahdara,0,0,191757,265,0,0,-34,112992,0.0,0,0,172551,132333,767
Delhi,South Delhi,171,224,248502,1099,19,3042,6098,239389,1.65,54,3266,294230,194242,660
Delhi,South West Delhi,0,198,319160,1339,0,2280,4247,152315,1.69,42,2478,269235,202713,753
Goa,North Goa,140,337,155427,954,0,2482,2437,69425,4.29,121,2819,118171,106702,903
Goa,South Goa,85,284,186682,732,0,3396,2264,62509,5.16,190,3680,124333,124852,1004
Gujarat,Gandhinagar,16,758,191915,1265,37,2852,1516,40076,4.99,180,3610,121960,110037,902
Gujarat,Ahmedabad,0,585,356767,772,0,5657,2919,46833,4.13,258,6242,220760,182825,828
Gujarat,Vadodara,24,1455,284360,1548,111,4632,2616,75285,3.5,213,6087,197376,162318,822
Gujarat,Kheda,0,1819,328800,2144,2,4510,2118,72372,3.49,221,6329,211376,189829,898
Gujarat,Surendranagar,0,985,174712,1493,1,5289,2118,32696,2.96,186,6274,109136,98252,900
Gujarat,Aravalli,112,1206,225991,408,0,2804,1218,30138,2.49,100,4010,129597,126514,976
Gujarat,Banaskantha,0,584,630228,1001,434,3630,1547,62332,3.94,166,4214,375380,317316,845
Gujarat,Mehsana,0,2161,384043,1994,0,5596,5570,141854,3.65,283,7757,272797,253085,928
Gujarat,Patan,0,474,190990,1080,2,4121,1919,42992,4.46,205,4595,121670,112415,924
Gujarat,Sabarkantha,38,1328,278639,1497,0,3767,1572,43336,3.83,195,5095,167427,154513,923
Gujarat,Dang,0,56,30913,72,464,461,167,6566,4.45,23,517,19397,18081,932
Gujarat,Navsari,0,790,260373,451,0,3869,1651,40762,3.24,151,4659,146254,154931,1059
Gujarat,Surat,19,953,200803,1346,1,4939,2000,50438,4.55,268,5892,138309,112995,817
Gujarat,Tapi,0,1073,144577,1662,843,1694,803,20486,3.36,93,2767,84465,80590,954
Gujarat,Valsad,128,421,251690,868,0,4890,2981,60425,3.37,179,5311,169827,142293,838
Gujarat,Devbhumi Dwaraka,0,294,108769,280,56,2808,1167,25283,3.16,98,3102,72355,61700,853
Gujarat,Jamnagar,0,286,163339,348,0,3880,1724,55253,2.5,104,4166,124234,94398,760
Gujarat,Kutch,1140,553,266816,861,0,5838,5182,129903,3.27,209,6391,222039,174771,787
Gujarat,Morbi,317,771,119765,621,0,2899,1354,21068,4.63,170,3670,74910,65917,880
Gujarat,Porbandar,0,105,133967,91,0,1985,835,23637,3.83,80,2090,80966,76642,947
Gujarat,Rajkot,852,732,253392,948,0,4870,2211,39051,4.96,278,5602,152580,139876,917
Gujarat,Amreli,0,777,240732,663,1,2542,1153,27874,3.95,131,3319,136378,132244,970
Gujarat,Bhavnagar,0,1421,234379,1347,567,3543,1660,56662,2.74,136,4964,159480,131587,825
Gujarat,Botad,52,309,63029,428,1,1798,785,14056,5.84,123,2107,40874,36211,886
Gujarat,Gir Somnath,198,300,176969,1075,36,2672,1378,29960,3.97,118,2972,112392,94480,841
Gujarat,Junagadh,0,437,198582,992,0,2718,1219,28191,4.91,155,3155,117978,108786,922
Gujarat,Anand,0,1190,386929,1250,0,5754,2571,56219,2.82,196,6944,222818,220334,989
Gujarat,Bharuch,0,2543,238955,2849,0,3752,3814,118870,3.1,195,6295,199585,158264,793
Gujarat,Chhotaudepur,18,468,163170,793,303,841,472,17557,7.72,101,1309,93487,87215,933
Gujarat,Dahod,0,1792,327562,863,2657,2006,964,37634,4.0,152,3798,182815,182382,998
Gujarat,Mahisagar,0,426,244315,276,693,2036,1012,22315,3.98,98,2462,136051,130612,960
Gujarat,Narmada,0,656,125740,120,92,1434,617,17451,3.83,80,2090,73033,70150,961
Gujarat,Panchmahal,0,0,289312,514,448,3814,1581,37215,2.78,106,3814,166207,160306,964
Haryana,Kurukshetra,0,327,138069,608,0,121,1124,43297,4.91,22,448,95344,86040,902
Haryana,Panchkula,0,2,117838,306,0,338,916,64387,2.94,10,340,98395,83941,853
Haryana,Gurgaon,40,1601,396721,1921,206,7746,14388,348082,3.35,313,9347,444163,301928,680
Haryana,Jhajjar,0,83,137284,928,0,106,737,44390,5.82,11,189,95291,86386,907
Haryana,Kaithal,0,52,108103,418,0,327,1181,50119,5.54,21,379,83197,75140,903
Haryana,Hisar,0,258,162456,398,0,265,830,61559,5.16,27,523,120763,103284,855
Haryana,Rohtak,0,233,136146,582,0,153,980,53081,11.4,44,386,101660,88313,869
Haryana,Ambala,0,161,220693,710,0,939,2811,121701,4.55,50,1100,182402,160202,878
Haryana,Sirsa,0,96,175785,426,0,12,903,48422,11.11,12,108,116224,107979,929
Haryana,Panipat,9,81,132543,406,0,23,1156,54786,25.0,26,104,103815,83566,805
Haryana,Fatehabad,0,175,101010,456,0,617,940,43461,4.8,38,792,76181,68316,897
Haryana,Yamunanagar,0,138,172065,400,0,6,799,51210,11.11,16,144,118305,104960,887
Haryana,Sonipat,107,349,214891,706,0,768,1933,86479,6.54,73,1117,162381,139105,857
Haryana,Faridabad,41,772,325783,1446,1,2078,4975,164545,4.21,120,2850,281763,209511,744
Haryana,Bhiwani,0,313,148139,332,0,213,972,48215,4.56,24,526,103171,93199,903
Haryana,Charkhi Dadri,0,0,99208,447,0,146,907,32036,9.59,14,146,67554,63707,943
Haryana,Rewari,0,181,146190,737,0,77,1245,50828,16.28,42,258,106311,90750,854
Haryana,Karnal,0,23,213774,321,0,252,1148,74689,5.45,15,275,152124,136399,897
Haryana,Jind,0,142,125934,415,0,18,756,42812,12.5,20,160,88099,80654,915
Haryana,Nuh,0,80,42261,300,0,86,591,31228,14.46,24,166,41975,31560,752
Haryana,Mahendragarh,0,272,143995,866,0,41,785,44642,8.63,27,313,97678,90986,931
Haryana,Palwal,0,59,140429,325,0,6,1345,61835,23.08,15,65,111397,90935,816
Himachal Pradesh,Shimla,0,7,217301,349,0,12,1702,44070,5.26,1,19,137330,124025,903
Himachal Pradesh,Solan,19,53,135230,513,0,201,1484,36827,22.05,56,254,100356,71716,715
Himachal Pradesh,Lahaul Spiti,0,0,8189,13,0,0,116,2022,0.0,0,0,5246,4964,946
Himachal Pradesh,Kullu,0,0,106264,93,0,0,469,15888,0.0,0,0,62111,60037,967
Himachal Pradesh,Sirmaur,0,52,89446,216,0,640,828,23238,2.6,18,692,61886,50803,821
Himachal Pradesh,Kangra,0,0,398947,1510,0,0,1352,50770,0.0,0,0,217195,232499,1070
Himachal Pradesh,Chamba,0,0,116868,662,0,0,487,19109,0.0,0,0,67464,68503,1015
Himachal Pradesh,Mandi,0,1,279379,386,0,31,1043,35852,56.25,18,32,149088,166166,1115
Himachal Pradesh,Kinnaur,0,0,23952,26,0,88,282,6264,2.27,2,88,15982,14235,891
Himachal Pradesh,Hamirpur,28,109,159735,104,0,27,475,16163,17.65,24,136,81792,94095,1150
Himachal Pradesh,Una,0,15,149379,280,0,7,457,17822,36.36,8,22,83601,83591,1000
Himachal Pradesh,Bilaspur,0,0,123654,82,0,0,315,13581,0.0,0,0,67127,70102,1044
Jammu & Kashmir,Srinagar,492,563,146549,1529,418,1021,2217,91978,9.85,156,1584,161031,77496,481
Jammu & Kashmir,Kulgam,0,348,92463,727,0,0,5,7606,17.82,62,348,57667,42388,735
Jammu & Kashmir,Shopian,0,0,64141,14,0,0,5,4446,0.0,0,0,39095,29489,754
Jammu & Kashmir,Bandipore,0,386,79702,618,0,8,10,7651,14.21,56,394,52781,34566,655
Jammu & Kashmir,Anantnag,250,1828,163144,2116,0,141,2122,39403,10.72,211,1969,119243,83285,698
Jammu & Kashmir,Baramulla,1218,1091,209003,1923,0,16,906,43893,11.11,123,1107,147477,105315,714
Jammu & Kashmir,Kupwara,0,1171,84587,1328,0,25,50,13246,5.35,64,1196,60920,36908,606
Jammu & Kashmir,Pulwama,0,1906,107371,1237,0,132,70,15773,4.02,82,2038,74151,48991,661
Jammu & Kashmir,Ganderbal,0,71,71554,40,0,284,466,9263,4.23,15,355,47109,33701,715
Jammu & Kashmir,Budgam,379,344,146845,523,27,85,2343,47481,7.23,31,429,116640,77677,666
Jammu & Kashmir,Jammu,0,0,392302,334,0,0,1565,110483,0.0,0,0,280250,222623,794
Jammu & Kashmir,Kishtwar,188,50,44305,120,0,20,41,8438,14.29,10,70,31222,21514,689
Jammu & Kashmir,Doda,612,185,81864,1472,0,62,48,8829,21.46,53,247,50213,40471,806
Jammu & Kashmir,Udhampur,0,315,116020,633,0,8,687,41041,17.65,57,323,88454,68596,775
Jammu & Kashmir,Kathua,3850,151,131876,666,0,26,143,34005,7.34,13,177,90961,74908,824
Jammu & Kashmir,Ramban,150,0,62473,33,0,10,30,7727,0.0,0,10,42022,28175,670
Jammu & Kashmir,Samba,0,6,83918,40,0,66,95,11145,11.11,8,72,53057,41988,791
Jammu & Kashmir,Rajouri,4047,690,107232,1018,0,61,321,36039,6.52,49,751,82973,60296,727
Jammu & Kashmir,Poonch,4900,51,98049,587,0,4,33,8765,9.09,5,55,59772,47037,787
Jammu & Kashmir,Reasi,0,88,66512,335,0,0,152,10711,2.27,2,88,45727,31493,689
Jharkhand,Ranchi,847,1556,244944,1005,1177,6158,6292,150568,3.84,296,7714,221631,173963,785
Jharkhand,Koderma,0,1217,65272,535,0,1068,709,24301,9.41,215,2285,45378,44206,974
Jharkhand,Bokaro,0,1516,152360,800,0,1794,1327,60027,2.11,70,3310,121417,91007,750
Jharkhand,Garhwa,1293,1149,89835,1062,106,625,1745,47890,6.54,116,1774,76787,60933,794
Jharkhand,Latehar,1019,133,49457,118,1449,1090,726,28892,9.57,117,1223,44050,34315,779
Jharkhand,Chatra,0,707,78456,446,0,1032,379,26081,6.96,121,1739,56081,48447,864
Jharkhand,Palamu,17,1348,177483,1275,575,1681,737,50898,5.98,181,3029,123803,104592,845
Jharkhand,East Singhbhum,0,2267,274360,1606,0,4654,3216,94509,2.15,149,6921,205835,163113,792
Jharkhand,Seraikela Kharsawan,121,433,92972,408,0,1778,958,33614,3.12,69,2211,70119,56481,806
Jharkhand,Simdega,5247,753,49015,381,6137,522,1387,27466,8.24,105,1275,37178,39316,1058
Jharkhand,Lohardaga,226,194,45012,108,280,1399,742,19452,5.46,87,1593,32778,31680,967
Jharkhand,Gumla,2338,713,90083,575,2207,1096,862,28989,6.14,111,1809,56281,62843,1117
Jharkhand,Khunti,2563,111,53562,128,351,868,430,27281,10.32,101,979,42301,38545,911
Jharkhand,Deoghar,2744,1335,94616,1440,247,2474,1600,58810,5.8,221,3809,88824,64691,728
Jharkhand,Ramgarh,401,575,81089,402,0,1807,1330,41504,2.43,58,2382,70391,52188,741
Jharkhand,Hazaribagh,865,2379,145916,1356,79,3470,1917,67047,2.92,171,5849,115202,97756,849
Jharkhand,Giridih,1321,741,158943,711,55,1173,750,54819,8.15,156,1914,110711,103083,931
Jharkhand,Dhanbad,0,1561,231487,791,0,2134,1982,74860,4.19,155,3695,172048,134308,781
Jharkhand,Dumka,18,932,110306,677,197,2096,899,41877,2.71,82,3028,76880,75331,980
Jharkhand,Jamtara,188,1262,67780,627,0,1228,585,28186,7.23,180,2490,51611,44368,860
Jharkhand,Sahebganj,301,198,54114,669,140,979,916,31222,7.05,83,1177,44598,40745,914
Jharkhand,Pakur,2446,828,65847,566,574,1235,667,28763,2.28,47,2063,46454,48187,1037
Jharkhand,Godda,781,1634,82277,1153,25,2851,1570,40128,7.02,315,4485,65485,56969,870
Jharkhand,West Singhbhum,2905,455,113843,324,71,1728,1150,45138,6.28,137,2183,81858,77137,942
Karnataka,Belgaum,1272,884,548885,2847,0,217,1982,89402,15.35,169,1101,314833,323493,1028
Karnataka,Bangalore Urban,0,1782,227278,2638,0,5934,8629,148724,2.64,204,7716,208039,168133,808
Karnataka,Mysore,0,468,647190,1672,0,193,7351,136361,16.49,109,661,388516,395202,1017
Karnataka,Gulbarga,0,394,210227,1016,0,1665,2797,71214,10.25,211,2059,148672,132754,893
Karnataka,Chitradurga,0,261,283337,2214,0,60,1371,36558,12.15,39,321,159061,160805,1011
Karnataka,Dakshina Kannada,45,849,286796,3357,0,1167,4910,102342,3.17,64,2016,187807,201713,1074
Karnataka,Bagalkot,100,1422,262434,1961,0,281,1407,46394,14.5,247,1703,151176,157647,1043
Karnataka,Chamarajanagar,50,686,155601,1164,0,1162,1681,29099,8.77,162,1848,89220,95462,1070
Karnataka,Bidar,0,756,208528,1133,0,4616,5563,81893,7.97,428,5372,152117,138304,909
Karnataka,Chikamagalur,0,276,203313,1256,0,1075,1020,29079,3.63,49,1351,114977,117445,1021
Karnataka,Bellary,36,927,398815,2373,0,2073,3961,75067,1.67,50,3000,243267,230603,948
Karnataka,Davanagere,0,898,234506,3980,0,712,1598,43196,4.97,80,1610,143955,133737,929
Karnataka,Bangalore Rural,0,790,156335,1505,0,711,2782,52512,9.26,139,1501,116496,92315,792
Karnataka,Kolar,0,3610,229121,3435,0,10178,7355,157156,4.29,592,13788,199793,186528,934
Karnataka,Dharwad,1125,1904,228142,1356,0,995,2657,60089,7.28,211,2899,148380,139863,943
Karnataka,Haveri,0,340,135793,563,0,9,985,24449,11.75,41,349,81073,79165,976
