state,district,today,Total doses til date,avgdaily,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio,fully,people,avg people,sites,avgf
Arunachal Pradesh,East Kameng,24,17471,25,178,138,19543,3.96,8,202,19415,17593,906,14277,22737,14,1,149
Arunachal Pradesh,Kamle,37,3976,26,105,66,5951,5.63,8,142,5686,4241,746,3149,6778,22,2,69
Arunachal Pradesh,Dibang Valley,0,1941,10,10,50,4662,0.0,0,10,4187,2416,577,2470,4133,4,2,55
Arunachal Pradesh,Tirap,29,17123,81,134,301,33563,10.43,17,163,28377,22297,786,19223,31463,17,4,365
Arunachal Pradesh,Kra Daadi,1,3934,7,7,19,5473,25.0,2,8,5011,4396,877,3145,6262,2,1,25
Arunachal Pradesh,West Kameng,28,28742,43,294,360,61197,11.8,38,322,49820,40088,805,34758,55181,33,9,370
Arunachal Pradesh,Lohit,10,15258,38,128,254,33945,1.45,2,138,26899,22293,829,18522,30681,34,1,259
Arunachal Pradesh,Tawang,4,16064,11,60,113,35289,9.38,6,64,27876,23459,842,21954,29399,13,1,110
Arunachal Pradesh,Lower Dibang Valley,49,17941,53,132,227,34006,10.5,19,181,28298,23644,836,19715,32232,32,8,248
Arunachal Pradesh,Lower Subansiri,8,15619,12,102,131,27950,0.0,0,110,23720,19847,837,16850,26719,17,2,126
Arunachal Pradesh,Lepa Rada,5,8323,5,56,43,14421,14.75,9,61,12858,9882,769,9476,13268,2,2,46
Arunachal Pradesh,Upper Siang,4,13382,37,45,172,17324,2.04,1,49,16383,14321,874,12268,18438,27,1,181
Arunachal Pradesh,Shi Yomi,1,4535,1,28,22,7706,3.45,1,29,6335,5906,932,5343,6898,1,1,22
Arunachal Pradesh,Namsai,26,36743,75,215,520,66856,12.03,29,241,55442,48153,869,40618,62981,64,9,531
Arunachal Pradesh,Siang,1,9695,16,10,80,12954,81.82,9,11,11919,10723,900,8307,14342,4,1,92
Arunachal Pradesh,West Siang,9,22164,16,94,169,37893,6.8,7,103,31918,28133,881,26413,33644,11,1,173
Arunachal Pradesh,Papum Pare,19,16347,27,131,188,36178,6.67,10,150,31129,21387,687,20958,31567,30,4,185
Arunachal Pradesh,Longding,45,9881,60,44,105,16009,12.36,11,89,15927,9963,626,6770,19120,28,3,137
Arunachal Pradesh,Upper Subansiri,18,20274,22,83,100,18410,12.0,15,125,20331,18347,902,14046,24638,10,2,111
Arunachal Pradesh,East Siang,27,30188,29,221,304,58386,8.87,22,248,45635,42921,941,35236,53338,32,9,300
Assam,Dibrugarh,210,472659,1441,444,3601,776886,17.74,116,654,627338,622050,992,350735,898810,2928,24,2113
Assam,Sivasagar,244,271881,737,764,1851,371505,12.1,122,1008,326180,317113,972,168419,474967,520,50,2068
Assam,Tinsukia,4,374276,1874,6,5963,611119,0.0,0,10,495814,489415,987,246748,738647,5923,2,1914
Assam,Baksa,165,244896,723,427,1791,413390,13.18,78,592,330398,327765,992,110349,547937,1526,34,988
Assam,Barpeta,1147,569869,3515,2672,8817,858317,11.55,441,3819,712767,715234,1003,360828,1067358,8754,269,3578
Assam,Darrang,126,292740,1229,347,2810,426521,5.71,27,473,364048,355111,975,148697,570564,2434,8,1604
Assam,Kamrup Metropolitan,451,737180,1310,1769,4568,1291286,4.95,110,2220,1131632,896459,792,795467,1232999,1165,30,4713
Assam,Kamrup Rural,267,600333,1277,1021,3624,781767,11.8,152,1288,706228,675692,957,327499,1054601,3222,43,1678
Assam,Karbi-Anglong,27,124196,875,84,2594,216226,8.11,9,111,178951,161420,902,80849,259573,2653,3,815
Assam,Nalbari,22,252189,744,55,1903,351789,3.9,3,77,302439,301468,997,131680,472298,1861,1,785
Assam,Golaghat,89,346032,865,280,2401,572685,0.27,1,369,468685,449870,960,216643,702074,763,14,2503
Assam,Jorhat,182,365833,981,458,2083,501916,25.0,160,640,437658,429961,982,224585,643164,520,34,2543
Assam,Morigaon,0,293692,1042,0,2740,446720,0.0,0,0,363823,376511,1035,157933,582479,1433,11,2348
Assam,Nagaon,418,595956,3091,771,7930,933754,11.02,131,1189,742412,787082,1060,358469,1171241,7479,33,3541
Assam,Bongaigaon,114,241705,1037,319,2763,395736,15.47,67,433,319815,317517,993,150129,487312,1854,27,1945
Assam,Chirang,205,133167,560,419,1366,233605,26.6,166,624,191205,175523,918,83727,283045,1052,47,874
Assam,Dhubri,563,407204,3069,1694,8152,698516,4.56,103,2257,560434,545146,973,185796,919924,9687,51,1534
Assam,Goalpara,72,285646,927,213,2263,515051,15.79,45,285,399187,401365,1005,147635,653062,1730,14,1460
Assam,Kokrajhar,0,240644,920,0,2441,411563,0.0,0,0,334555,317582,949,125093,527114,2384,3,976
Assam,Dhemaji,56,217643,749,54,1923,362606,9.09,10,110,284736,295419,1038,155602,424647,1164,4,1507
Assam,Lakhimpur,9,362100,2041,12,4607,533396,42.86,9,21,446817,448550,1004,224152,671344,3019,7,3628
Assam,Sonitpur,16,401603,1264,116,3159,687213,6.06,8,132,536008,552646,1031,335816,753000,1996,5,2427
Assam,Udalguri,5,217324,2045,50,4510,368956,9.09,5,55,294606,291601,990,106660,479620,5423,1,1132
Assam,Cachar,75,550413,5189,191,10304,868599,16.54,44,266,719699,699128,971,362136,1056876,11988,81,3505
Assam,Dima Hasao,97,60192,448,298,1226,106836,13.92,55,395,93231,73744,791,54776,112252,1047,10,626
Assam,Hailakandi,37,208615,542,60,1267,334355,44.33,43,97,282696,260167,920,125012,417958,927,11,882
Assam,Karimganj,8,309626,1814,28,5064,528664,11.11,4,36,416672,421519,1012,167661,670629,5624,2,1253
Bihar,Madhepura,255,439121,2810,666,6368,651976,12.92,119,921,532528,558351,1048,186793,904304,6196,52,2981
Bihar,Saharsa,1937,456840,2154,3459,4806,607562,4.57,248,5422,513501,550710,1072,235402,829000,4252,187,2707
Bihar,Supaul,204,538025,2712,629,5515,709744,10.44,87,833,605367,642135,1061,253213,994556,4472,184,3756
Bihar,Purnia,501,850237,4448,1974,12175,1190408,9.09,225,2475,1062712,977366,920,584372,1456273,8133,101,8489
Bihar,Araria,304,589568,2023,692,4659,774790,4.42,44,996,693210,670757,968,278948,1085410,4191,21,2491
Bihar,Katihar,1080,605410,4240,2498,9232,1015803,3.97,142,3578,818565,802319,980,277825,1343388,9058,57,4413
Bihar,Kishanganj,152,346767,2255,435,4480,518939,12.44,73,587,445617,419956,942,157935,707771,4204,38,2530
Bihar,Aurangabad,735,555924,2915,1934,6707,823741,3.78,101,2669,708477,670761,947,300217,1079448,4365,49,5257
Bihar,Arwal,150,170477,673,420,1335,247162,3.51,20,570,206619,210923,1021,79905,337734,565,8,1443
Bihar,Gaya,1535,922492,4679,4349,10470,1438322,4.35,256,5884,1186928,1173309,989,556835,1803979,6928,82,8221
Bihar,Kaimur,349,393990,3658,1029,5641,547415,5.22,72,1378,490540,450599,919,178648,762757,4727,26,4572
Bihar,Rohtas,951,695884,2131,2457,5294,1044066,4.17,142,3408,908374,831129,915,334633,1405317,4413,59,3011
Bihar,Bhagalpur,525,732811,3261,1434,8229,1159412,6.69,131,1959,977911,914013,935,494852,1397371,4207,135,7283
Bihar,Banka,975,476233,2791,1184,4741,671319,3.29,71,2159,565606,581704,1028,270399,877153,3420,39,4111
Bihar,Lakhisarai,169,222019,737,366,1558,322571,8.41,45,535,267627,276873,1035,103674,440916,1346,32,948
Bihar,Munger,210,349948,1552,543,3210,539389,2.26,17,753,458231,430924,940,199703,689634,1422,66,3339
Bihar,Muzaffarpur,1649,1079691,5084,3861,10787,1646816,6.17,340,5510,1344496,1381488,1028,561630,2164877,9042,109,6829
Bihar,Sheohar,48,184291,710,151,1394,195765,20.6,41,199,183808,196187,1067,89795,290261,838,14,1265
Bihar,Sitamarhi,1061,782221,2790,2198,5633,959297,12.92,421,3259,828966,912283,1101,309727,1431791,4165,200,4257
Bihar,Vaishali,758,828134,3312,1875,7077,1121764,6.72,177,2633,961216,988152,1028,370569,1579329,6394,69,3994
Bihar,Nalanda,578,843430,4080,1377,7585,996480,6.91,135,1955,927506,912008,983,512239,1327671,5871,64,5794
Bihar,Jehanabad,215,257639,1195,589,2753,358231,4.48,36,804,304652,311069,1021,139190,476680,1786,28,2162
Bihar,Nawada,1994,476577,2645,5019,6627,697475,7.8,547,7013,582222,591624,1016,205589,968463,6424,420,2848
Bihar,Sheikhpura,118,147712,505,413,1270,201989,3.58,19,531,174104,175542,1008,73881,275820,829,15,945
Bihar,Darbhanga,2248,1026383,3821,5164,8549,1338578,8.2,608,7412,1116679,1247838,1117,579344,1785617,5460,401,6909
Bihar,Madhubani,697,1086410,3962,1483,7666,1351492,7.8,170,2180,1101426,1335925,1213,534144,1903758,5275,49,6353
Bihar,Samastipur,599,918803,3781,1763,9244,1400217,7.11,168,2362,1114784,1203782,1080,433640,1885380,8091,90,4934
Bihar,Patna,5414,2007149,6525,14137,17034,3293442,3.73,729,19551,2875496,2423911,843,1982560,3318031,6293,319,17265
Bihar,Begusarai,281,671498,3553,992,6220,1043535,9.98,127,1273,844797,869925,1030,350735,1364298,4796,36,4978
Bihar,Bhojpur,832,624853,2329,2232,5468,880319,14.23,436,3064,781243,723603,926,279303,1225869,4814,205,2981
Bihar,Buxar,523,460635,2008,1299,4540,639748,4.83,88,1822,568228,531946,936,236310,864073,3674,35,2874
Bihar,Khagaria,110,350065,1005,361,2668,540343,6.16,29,471,430353,459838,1069,160125,730283,2426,15,1247
Bihar,Saran,1102,996504,3672,3111,8189,1349455,7.76,327,4213,1156687,1188627,1028,563307,1782652,6105,93,5755
Bihar,Siwan,1548,915965,6649,4149,8890,1236281,4.62,263,5697,1072127,1079506,1007,526496,1625750,5094,97,10445
Bihar,Gopalganj,958,630189,5289,2345,8957,930014,4.72,157,3323,777397,782463,1007,348372,1211831,6639,33,7606
Bihar,East Champaran,1551,1308441,4651,3980,11378,1908740,7.39,409,5531,1600065,1616339,1010,806404,2410777,8021,150,8008
Bihar,West Champaran,366,805500,4568,1108,10037,1247024,9.91,146,1474,1051371,1000706,952,355878,1696646,8583,56,6022
Bihar,Jamui,318,363853,1323,918,3322,536187,6.8,84,1236,452313,447567,990,166605,733435,2785,45,1859
Chandigarh,Chandigarh,712,532842,785,2959,3575,875860,4.6,169,3671,805897,602589,748,493089,915613,1017,58,3343
Chhattisgarh,Raipur,964,856376,1592,4710,7539,1383891,7.33,416,5674,1171421,1068607,912,804280,1435987,2686,163,6444
Chhattisgarh,Balod,427,369182,885,1814,2919,361221,5.76,129,2241,345373,384910,1114,232928,497475,1378,35,2427
Chhattisgarh,Baloda bazar,637,347317,1002,1736,2613,357620,4.51,107,2373,352285,352593,1001,170375,534562,2287,28,1327
Chhattisgarh,Balrampur,1094,188259,1339,2205,3481,152997,13.67,451,3299,178639,162582,910,84585,256671,2909,188,1911
Chhattisgarh,Bastar,852,243096,1336,2483,3814,298167,13.34,445,3335,270432,270743,1001,156227,385036,2948,147,2202
Chhattisgarh,Bemetara,280,221001,1890,782,4049,231405,1.69,18,1062,221608,230732,1041,110142,342264,4118,19,1820
Chhattisgarh,Bijapur,82,59334,157,268,498,77469,11.43,40,350,77611,59171,762,41684,95119,387,55,268
Chhattisgarh,Bilaspur,2772,640396,2842,4871,5916,686192,5.19,397,7643,668662,657730,984,419597,906991,3906,211,4851
Chhattisgarh,Dantewada,152,96373,213,609,687,115967,6.44,49,761,106923,105384,986,72186,140154,303,65,596
Chhattisgarh,Dhamtari,401,341735,1194,1726,3739,322587,5.78,123,2127,313932,350296,1116,197975,466347,2415,78,2517
Chhattisgarh,Durg,812,699989,1515,3252,5242,664678,4.82,196,4064,678561,685941,1011,472288,892379,3981,50,2776
Chhattisgarh,Gariaband,319,173433,1015,903,2752,167745,3.93,48,1222,163742,177398,1083,83089,258089,2515,47,1251
Chhattisgarh,Janjgir-Champa,497,514956,1704,1458,4299,535400,7.42,145,1955,530271,519980,981,261942,788414,3954,185,2049
Chhattisgarh,Jashpur,824,284354,1012,1557,1782,262158,12.14,289,2381,264616,281825,1065,154071,392441,1356,253,1438
Chhattisgarh,Kanker,539,242442,1039,1680,2993,260525,3.65,81,2219,253025,249896,988,144796,358171,2220,168,1812
Chhattisgarh,Kondagaon,743,169302,1137,1887,2971,191838,16.73,440,2630,178902,182190,1018,80024,281116,2420,152,1687
Chhattisgarh,Korba,240,445678,1048,953,3280,370102,8.97,107,1193,411083,404591,984,237992,577788,2266,76,2061
Chhattisgarh,Koriya,607,209595,1701,1606,3716,234097,13.42,297,2213,222913,220734,990,115125,328567,3649,99,1768
Chhattisgarh,Mahasamund,1402,498970,1919,2523,4165,489653,1.91,75,3925,479364,509141,1062,311113,677510,1568,175,4515
Chhattisgarh,Mungeli,77,203619,498,322,1279,131064,2.76,11,399,162930,171732,1054,89497,245186,1003,20,774
Chhattisgarh,Narayanpur,106,27067,114,293,223,35341,2.76,11,399,34382,28023,815,16587,45821,232,13,105
Chhattisgarh,Raigarh,4627,798375,4861,5771,7789,909699,7.81,812,10398,865843,842017,972,744150,963924,631,376,12019
Chhattisgarh,Rajnandgaon,853,626767,1996,3167,5606,768059,6.47,260,4020,672897,721774,1073,446399,948427,2882,100,4719
Chhattisgarh,Sukma,286,87957,354,1058,882,98848,3.42,46,1344,103169,83610,810,68470,118335,410,15,827
Chhattisgarh,Surajpur,2783,267598,2410,3589,4066,234302,7.19,458,6372,255465,246358,964,135623,366277,3311,158,3165
Chhattisgarh,Surguja,1720,384010,1932,2384,2969,238091,9.65,396,4104,307604,314417,1022,221358,400743,2036,162,2864
Chhattisgarh,Kawardha,505,243746,697,1405,1901,245307,4.71,90,1910,246124,242858,987,136564,352489,1290,26,1307
Chhattisgarh,Gaurela Pendra Marwahi ,414,109772,567,1199,1616,106957,12.21,197,1613,105486,111213,1054,65657,151072,963,62,1219
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,327,115221,302,2757,2354,426631,5.71,176,3084,379770,162005,427,157421,384431,337,47,2320
Dadra and Nagar Haveli and Daman and Diu,Daman,161,84294,179,1036,1321,285322,1.92,23,1197,245423,124080,506,139428,230188,235,5,1266
Dadra and Nagar Haveli and Daman and Diu,Diu,45,26276,40,109,106,41328,3.9,6,154,33540,34047,1015,28965,38639,8,3,138
Delhi,New Delhi,1270,579657,1192,6447,5791,858356,4.83,373,7717,856078,581632,679,562550,875463,2022,113,4960
Delhi,Central Delhi,1728,679955,1558,6204,6417,1060643,4.89,388,7932,1086639,653567,601,589678,1150920,2843,140,5132
Delhi,West Delhi,2377,851505,2482,10371,10584,1198316,2.6,332,12748,1167658,881610,755,734696,1315125,5389,132,7676
Delhi,North West Delhi,2198,867375,2185,8793,9591,1442060,5.45,599,10991,1298387,1010341,778,763145,1546290,4794,153,6982
Delhi,South East Delhi,2318,635687,2126,10142,9592,1259631,3.29,410,12460,1132497,762247,673,677146,1218172,3978,123,7739
Delhi,East Delhi,1440,539464,1494,6954,7219,988869,4.12,346,8394,870374,657508,755,558207,970126,2942,117,5770
Delhi,North Delhi,1561,559291,1854,7185,8958,1137021,5.65,494,8746,1006926,688890,684,500525,1195787,5436,144,5376
Delhi,North East Delhi,1505,421169,1476,5768,6381,779984,3.95,287,7273,678436,522291,770,348539,852614,4058,81,3799
Delhi,Shahdara,1290,488588,1201,5055,4872,851186,4.96,315,6345,762136,577176,757,477348,862426,2426,98,3647
Delhi,South Delhi,1249,630642,1405,5801,6854,1240793,5.67,400,7050,1103144,767840,696,677833,1193602,2894,112,5364
Delhi,South West Delhi,2262,829398,2273,9968,10655,1391359,2.29,280,12230,1233154,986964,800,771216,1449541,4960,178,7968
Goa,North Goa,989,407453,942,3442,3328,549941,2.23,99,4431,531652,425652,801,366225,591169,645,26,3624
Goa,South Goa,761,470357,893,2734,3344,611484,2.15,75,3495,581592,500137,860,429760,652081,621,28,3615
Gujarat,Gandhinagar,1329,552220,2646,2885,5279,674149,5.36,226,4214,662773,563416,850,423236,803133,1547,54,6378
Gujarat,Ahmedabad,3493,941354,5634,6394,9241,940307,3.47,343,9887,1062699,818673,770,637528,1244133,3192,118,11683
Gujarat,Vadodara,2660,841107,4902,5791,8437,884053,6.38,539,8451,930377,794496,854,633614,1091546,2605,131,10733
Gujarat,Kheda,4327,1045519,9011,8430,14462,1062345,3.39,433,12757,1118803,988755,884,694413,1413451,5561,123,17911
Gujarat,Surendranagar,4862,685298,5437,10366,11736,910684,1.59,242,15228,844016,751725,891,531222,1064760,4485,67,12687
Gujarat,Aravalli,2137,609278,2261,5286,5143,558101,8.04,597,7423,597838,569332,952,453221,714158,705,169,6698
Gujarat,Banaskantha,1212,1642999,2451,5641,7256,1469418,10.32,707,6853,1689569,1422270,842,1004437,2107980,4258,177,5449
Gujarat,Mehsana,4036,1027124,6664,6468,11374,1100377,5.77,606,10504,1108805,1018382,918,745781,1381720,4088,157,13949
Gujarat,Patan,1938,595824,2901,4442,5847,695384,12.23,780,6380,663714,627335,945,450186,841022,1979,281,6769
Gujarat,Sabarkantha,3592,768430,3867,5623,6367,721377,6.02,555,9215,772958,716603,927,500456,989351,1862,157,8373
Gujarat,Dang,1250,88478,1028,3129,1750,103064,1.16,51,4379,103671,87864,848,52856,138686,1779,10,999
Gujarat,Navsari,1563,740313,3765,3910,8437,774608,5.43,297,5473,763838,750873,983,573981,940940,3499,99,8702
Gujarat,Surat,1654,619356,2759,4835,7825,994502,6.18,401,6489,923055,690581,748,462498,1151360,2976,100,7607
Gujarat,Tapi,395,392946,3042,801,5126,356498,5.35,64,1196,391109,358246,916,233873,515571,3363,16,4803
Gujarat,Valsad,2012,748377,2144,7958,8241,1072362,6.82,680,9970,1049916,770413,734,605478,1215261,1938,172,8447
Gujarat,Devbhumi Dwaraka,920,314486,900,3161,2665,433736,14.43,589,4081,399875,348231,871,263254,484968,470,153,3094
Gujarat,Jamnagar,2179,430486,2707,4278,5023,504596,4.07,263,6457,516715,418255,809,309731,625351,4012,80,3717
Gujarat,Kutch,2097,740923,2708,6898,7343,1239660,10.28,925,8995,1124144,856125,762,586822,1393761,3062,274,6988
Gujarat,Morbi,1600,357768,2091,4739,6632,535388,10.59,671,6339,500391,392626,785,253491,639665,4188,171,4535
Gujarat,Porbandar,544,308581,710,1206,1501,337325,27.43,480,1750,331266,314530,949,230488,415418,667,114,1544
Gujarat,Rajkot,2236,694931,3113,5835,8391,868653,11.26,909,8071,842674,720655,855,502974,1060610,3604,264,7899
Gujarat,Amreli,1828,695562,3527,4448,6307,665984,5.16,324,6276,693333,668019,963,452450,909096,2516,87,7317
Gujarat,Bhavnagar,3257,739757,5556,9302,14810,984119,4.39,551,12559,920363,803268,873,535240,1188636,6290,163,14075
Gujarat,Botad,629,229983,873,1793,2284,336172,7.35,178,2422,293246,272845,930,190666,375489,376,57,2781
Gujarat,Gir Somnath,2846,505472,3667,4250,5707,621433,4.71,334,7096,591398,535150,905,328549,798356,3657,73,5717
Gujarat,Junagadh,3303,651416,4439,10016,17417,816618,1.88,251,13319,772518,695271,900,410370,1057664,13276,66,8580
Gujarat,Anand,3018,1117339,4861,7500,9901,1111625,6.39,672,10518,1159416,1069210,922,811679,1417285,1612,215,13149
Gujarat,Bharuch,2589,716173,3684,5852,8219,1008575,5.2,439,8441,1003730,720713,718,558403,1166345,3246,116,8657
Gujarat,Chhotaudepur,1842,499242,1924,4848,5170,483742,2.09,140,6690,524713,458103,873,350844,632140,1997,53,5097
Gujarat,Dahod,688,898289,1013,5667,4554,1139156,5.43,345,6355,1054394,982772,932,540758,1496687,2219,84,3347
Gujarat,Mahisagar,502,619729,3681,3441,11066,610270,4.24,167,3943,644247,585560,909,414690,815309,9439,43,5308
Gujarat,Narmada,1067,336531,830,2734,2212,324936,3.66,139,3801,345896,315473,912,250092,411375,380,29,2661
Gujarat,Panchmahal,1517,773844,2904,4776,10346,848730,4.24,267,6293,879183,743117,845,532610,1089964,5983,60,7266
Haryana,Kurukshetra,924,378458,639,2434,1622,440887,5.72,192,3358,419857,399373,951,223863,595482,1118,52,1143
Haryana,Panchkula,521,286852,390,1907,1559,416468,4.61,112,2428,376250,326925,869,251841,451479,521,26,1427
Haryana,Gurgaon,2377,1001164,2255,18973,16262,2331552,3.56,760,21350,2049116,1282715,626,1230332,2102384,8401,181,10117
Haryana,Jhajjar,2163,363136,1035,4508,3286,534151,3.28,219,6671,499759,397386,795,239626,657661,1881,64,2439
Haryana,Kaithal,882,333602,571,1812,1284,453622,16.18,436,2694,396404,390731,986,186980,600244,826,103,1028
Haryana,Hisar,1497,525726,1004,3891,2714,750805,14.33,772,5388,659427,616910,936,300179,976352,1762,219,1955
Haryana,Rohtak,3485,381862,1465,6390,3087,501791,4.51,445,9875,476139,407379,856,257553,626100,2313,119,2239
Haryana,Ambala,1841,621461,1235,3713,3051,748697,3.35,186,5554,726219,643652,886,506755,863403,922,46,3363
Haryana,Sirsa,1322,478148,805,2794,1830,548948,12.97,534,4116,536766,490130,913,255897,771199,1304,141,1331
Haryana,Panipat,834,380399,992,2920,3060,659885,5.22,196,3754,601052,438863,730,238362,801922,2430,44,1622
Haryana,Fatehabad,555,315207,550,1380,1339,438238,14.21,275,1935,388261,365083,940,184536,568909,796,77,1093
Haryana,Yamunanagar,1277,482177,840,3571,2450,628397,6.02,292,4848,601801,508602,845,298565,812009,1626,64,1664
Haryana,Sonipat,1554,537159,1344,4804,4079,775513,6.95,442,6358,731972,580479,793,355886,956786,2972,89,2450
Haryana,Faridabad,5378,837491,2597,8471,7262,1434529,2.03,281,13849,1325902,945593,713,655956,1616064,3714,68,6145
Haryana,Bhiwani,2652,425453,1546,3574,2665,553111,6.81,424,6226,502861,475505,946,255907,722657,1730,151,2481
Haryana,Charkhi Dadri,1294,268002,585,3499,1806,323529,2.23,107,4793,302956,288471,952,230279,361252,259,34,2131
Haryana,Rewari,678,373733,375,2481,1816,527277,6.36,201,3159,500318,400448,800,263617,637393,763,39,1427
Haryana,Karnal,1089,585262,818,3544,2838,782664,8.14,377,4633,712370,655315,920,390559,977367,1542,106,2114
Haryana,Jind,1933,382184,1573,3603,3033,481556,10.73,594,5536,436088,427525,980,199087,664653,2991,184,1614
Haryana,Nuh,913,129375,729,1916,1671,265080,4.98,141,2829,247338,147020,594,68543,325912,1904,41,495
Haryana,Mahendragarh,1486,372317,505,3185,1236,426375,3.83,179,4671,409155,389336,952,236010,562682,654,53,1087
Haryana,Palwal,997,329905,647,2697,1949,455065,7.74,286,3694,428869,355942,830,195794,589176,1363,80,1232
Himachal Pradesh,Shimla,387,476023,399,2098,2066,546574,11.07,275,2485,552250,470153,851,349127,673470,295,77,2170
Himachal Pradesh,Solan,376,347549,354,1869,1621,636587,11.36,255,2245,595987,387960,651,296199,687937,217,52,1758
Himachal Pradesh,Lahaul Spiti,0,19466,11,0,64,32428,0.0,0,0,31118,20766,667,20041,31853,7,0,67
Himachal Pradesh,Kullu,439,236815,337,1572,907,287993,7.41,149,2011,275028,249673,908,176203,348605,133,32,1110
Himachal Pradesh,Sirmaur,372,238282,407,1168,1012,344628,12.99,200,1540,318356,264459,831,162496,420414,195,49,1224
Himachal Pradesh,Kangra,1086,945036,888,3131,2515,879143,13.59,573,4217,865824,957877,1106,646337,1177842,248,181,3155
Himachal Pradesh,Chamba,309,248024,219,846,781,271012,10.82,125,1155,255641,263283,1030,158375,360661,109,49,891
Himachal Pradesh,Mandi,671,613942,659,2177,1716,580082,17.98,512,2848,562700,631076,1122,421698,772326,150,167,2224
Himachal Pradesh,Kinnaur,797,55391,188,1053,294,84210,5.95,110,1850,81414,58160,714,60166,79435,16,28,465
Himachal Pradesh,Hamirpur,306,339814,258,941,829,260500,17.08,213,1247,275722,324420,1177,224497,375817,69,46,1018
Himachal Pradesh,Una,862,347740,567,1928,1069,330643,8.24,230,2790,336807,341376,1014,245525,432858,115,63,1521
Himachal Pradesh,Bilaspur,588,289157,551,1235,910,235738,15.74,287,1823,252618,272183,1077,203063,321832,61,76,1399
Jammu & Kashmir,Srinagar,5874,570325,5788,5127,10785,758689,2.57,284,11036,816768,511849,627,399108,929906,9315,78,7258
Jammu & Kashmir,Kulgam,1330,280849,1706,5327,8307,279962,6.05,403,6657,312821,247921,793,162395,398416,8368,136,1644
Jammu & Kashmir,Shopian,46,142942,126,369,2707,144127,18.07,75,415,162828,124209,763,84518,202551,2536,74,296
Jammu & Kashmir,Bandipore,580,207374,817,3341,6844,212477,4.82,189,3921,238820,180984,758,120887,298964,6663,69,998
Jammu & Kashmir,Anantnag,3494,489126,1893,4561,9137,585808,4.16,335,8055,585544,489206,835,320633,754301,7303,121,3727
