state,district,slots,today,Total doses til date,avgdaily,slots 18-44,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses
Bihar,Jehanabad,0,142,62715,145,0,22,167,28151,21.95,36,164
Bihar,Nawada,370,320,132390,476,101,203,909,46049,12.81,67,523
Bihar,Sheikhpura,0,66,41432,70,0,4,152,13492,0.0,0,70
Bihar,Darbhanga,0,2323,265006,1582,0,180,729,89320,3.48,87,2503
Bihar,Madhubani,0,2332,261240,1264,0,639,264,81923,2.66,79,2971
Bihar,Samastipur,0,812,250404,494,0,145,203,87835,4.49,43,957
Bihar,Patna,273,5843,502998,1984,0,2072,2180,224534,4.49,355,7915
Bihar,Begusarai,0,777,201759,710,0,269,283,68332,6.12,64,1046
Bihar,Bhojpur,2422,1005,147754,650,0,273,147,56681,4.85,62,1278
Bihar,Buxar,1379,650,110700,690,0,87,84,32633,11.26,83,737
Bihar,Khagaria,721,216,88624,278,0,124,285,31286,5.88,20,340
Bihar,Saran,0,1229,284249,1182,0,291,261,95981,9.87,150,1520
Bihar,Siwan,12041,1375,285832,1338,0,253,400,71194,13.02,212,1628
Bihar,Gopalganj,0,1018,146638,970,0,128,368,46040,8.2,94,1146
Bihar,East Champaran,0,2772,259132,2277,0,82,340,102884,7.57,216,2854
Bihar,West Champaran,612,1348,161711,724,0,81,323,73042,6.37,91,1429
Bihar,Jamui,153,343,103471,228,0,89,756,36298,6.48,28,432
Chandigarh,Chandigarh,296,458,196583,714,18,5294,3795,83642,3.79,218,5752
Chhattisgarh,Raipur,348,571,323868,365,0,351,112,62841,12.8,118,922
Chhattisgarh,Balod,4200,269,164244,217,0,10,0,9631,3.94,11,279
Chhattisgarh,Baloda bazar,279,37,184020,102,0,10,4,9946,6.38,3,47
Chhattisgarh,Balrampur,4289,36,126528,218,0,13,3,12160,2.04,1,49
Chhattisgarh,Bastar,639,129,137546,172,0,67,23,22338,17.35,34,196
Chhattisgarh,Bemetara,2000,10,92086,27,0,0,1,6253,0.0,0,10
Chhattisgarh,Bijapur,960,3,36133,21,0,17,8,17177,0.0,0,20
Chhattisgarh,Bilaspur,120,901,313170,179,0,1400,24,30316,3.0,69,2301
Chhattisgarh,Dantewada,279,47,56468,15,0,2,4,13657,2.04,1,49
Chhattisgarh,Dhamtari,495,25,168039,24,0,10,6,10398,14.29,5,35
Chhattisgarh,Durg,1954,253,334496,273,0,118,62,35825,21.29,79,371
Chhattisgarh,Gariaband,619,35,98961,45,0,1,0,6786,11.11,4,36
Chhattisgarh,Janjgir-Champa,0,191,261010,210,0,40,10,14874,3.9,9,231
Chhattisgarh,Jashpur,3795,134,155418,155,0,16,0,14839,0.0,0,150
Chhattisgarh,Kanker,3400,145,134318,59,0,7,8,21213,11.84,18,152
Chhattisgarh,Kondagaon,1300,192,105816,146,0,9,2,10087,19.4,39,201
Chhattisgarh,Korba,3840,1708,266054,839,0,349,24,18313,5.98,123,2057
Chhattisgarh,Koriya,4840,272,103530,401,0,299,16,10598,13.84,79,571
Chhattisgarh,Mahasamund,0,82,237083,19,0,8,3,10391,0.0,0,90
Chhattisgarh,Mungeli,400,8,124280,6,0,2,1,6034,0.0,0,10
Chhattisgarh,Narayanpur,110,2,15748,11,0,8,3,7041,0.0,0,10
Chhattisgarh,Raigarh,689,1454,351034,66,15,432,-5,25755,2.33,44,1886
Chhattisgarh,Rajnandgaon,490,104,278130,66,0,24,10,20494,17.19,22,128
Chhattisgarh,Sukma,0,19,49285,27,0,12,0,21210,29.03,9,31
Chhattisgarh,Surajpur,0,107,162253,29,0,6,4,12921,23.89,27,113
Chhattisgarh,Surguja,150,233,211646,67,0,129,4,16508,2.21,8,362
Chhattisgarh,Kawardha,3950,331,118954,322,0,121,146,12203,3.98,18,452
Chhattisgarh,Gaurela Pendra Marwahi ,0,34,63933,62,0,2,0,4039,66.67,24,36
Dadra and Nagar Haveli,Dadra and Nagar Haveli,89,147,34808,131,1,2136,2124,46395,6.0,137,2283
Daman and Diu,Daman,0,126,28595,106,0,2774,2588,41969,0.69,20,2900
Daman and Diu,Diu,0,102,11175,84,0,632,535,12877,0.82,6,734
Delhi,New Delhi,581,3155,239726,1182,49,1235,1356,108696,5.69,250,4390
Delhi,Central Delhi,1258,2103,270773,939,0,3283,2320,190021,3.04,164,5386
Delhi,West Delhi,281,2487,350548,670,0,250,66,133413,5.59,153,2737
Delhi,North West Delhi,1902,3029,328609,1029,0,2319,1325,175984,3.59,192,5348
Delhi,South East Delhi,90,3500,226253,1156,0,4471,4247,175606,1.24,99,7971
Delhi,East Delhi,37,1373,186827,806,2,1609,1076,89329,2.62,78,2982
Delhi,North Delhi,285,1895,180628,859,0,380,138,121053,5.49,125,2275
Delhi,North East Delhi,87,1696,143632,963,0,136,205,105483,2.62,48,1832
Delhi,Shahdara,358,1215,190415,387,0,134,94,113322,3.78,51,1349
Delhi,South Delhi,358,2225,243481,1066,85,6698,5903,208768,3.89,347,8923
Delhi,South West Delhi,786,2970,313342,1456,96,3800,2829,128407,2.66,180,6770
Goa,North Goa,195,1076,151379,1552,134,1843,1235,55442,4.83,141,2919
Goa,South Goa,72,772,183333,1429,0,652,875,47871,10.25,146,1424
Gujarat,Gandhinagar,0,1704,186271,1833,0,181,46,29606,8.22,155,1885
Gujarat,Ahmedabad,0,1790,353930,1388,0,503,153,26933,3.79,87,2293
Gujarat,Vadodara,58,1876,276799,2232,0,891,624,58294,4.81,133,2767
Gujarat,Kheda,0,4146,320649,3316,0,438,251,58219,7.11,326,4584
Gujarat,Surendranagar,0,2121,167949,2022,0,157,145,18171,7.11,162,2278
Gujarat,Aravalli,151,1505,223870,373,0,43,30,21711,4.65,72,1548
Gujarat,Banaskantha,0,2305,626083,2095,0,465,78,51671,5.05,140,2770
Gujarat,Mehsana,0,2404,374763,2396,0,5590,5550,113955,3.33,266,7994
Gujarat,Patan,48,1461,185956,1486,0,342,123,29733,13.14,237,1803
Gujarat,Sabarkantha,32,2544,272078,2206,0,89,27,32368,2.54,67,2633
Gujarat,Dang,0,6,30490,62,0,11,7,5414,17.65,3,17
Gujarat,Navsari,6,1719,258417,850,0,125,78,29401,5.21,96,1844
Gujarat,Surat,0,1170,194008,1319,0,177,156,36789,10.62,143,1347
Gujarat,Tapi,0,1700,136124,1753,0,89,21,14919,5.65,101,1789
Gujarat,Valsad,173,1281,247602,961,0,1220,829,41602,7.96,199,2501
Gujarat,Devbhumi Dwaraka,0,945,107449,397,0,151,52,17226,5.84,64,1096
Gujarat,Jamnagar,0,340,161679,500,0,98,238,43423,9.59,42,438
Gujarat,Kutch,973,1002,262595,1064,0,5015,4390,103136,3.87,233,6017
Gujarat,Morbi,47,956,116781,611,270,279,57,11859,7.69,95,1235
Gujarat,Porbandar,0,393,133572,111,0,94,50,17880,8.83,43,487
Gujarat,Rajkot,500,1296,249014,1339,0,234,70,24032,8.5,130,1530
Gujarat,Amreli,0,1860,237539,642,0,64,11,19810,5.51,106,1924
Gujarat,Bhavnagar,0,986,226816,1239,0,26,27,45070,10.67,108,1012
Gujarat,Botad,550,755,61113,622,0,33,7,8597,10.41,82,788
Gujarat,Gir Somnath,57,2408,172327,1186,0,99,57,20475,6.1,153,2507
Gujarat,Junagadh,0,1295,194410,1436,0,64,92,19835,11.85,161,1359
Gujarat,Anand,85,2135,381042,1825,0,106,38,38280,3.97,89,2241
Gujarat,Bharuch,0,3152,224710,2742,0,3773,3711,99264,3.1,215,6925
Gujarat,Chhotaudepur,0,3793,158668,584,0,13,10,14277,1.42,54,3806
Gujarat,Dahod,217,1943,323586,1466,0,258,56,30970,3.13,69,2201
Gujarat,Mahisagar,0,1008,242954,227,0,46,18,15286,2.47,26,1054
Gujarat,Narmada,0,997,125121,145,0,143,17,13152,1.75,20,1140
Gujarat,Panchmahal,0,1644,286868,1229,0,764,49,26378,4.24,102,2408
Haryana,Kurukshetra,0,747,135603,739,0,874,987,36856,4.87,79,1621
Haryana,Panchkula,0,447,116461,480,0,897,748,58814,6.4,86,1344
Haryana,Gurgaon,199,3669,386699,1823,607,12438,11020,277992,2.32,373,16107
Haryana,Jhajjar,0,2642,133930,894,0,905,573,40663,5.44,193,3547
Haryana,Kaithal,0,667,106239,759,0,370,341,42867,8.97,93,1037
Haryana,Hisar,0,183,160046,286,0,30,635,55895,7.98,17,213
Haryana,Rohtak,69,875,133813,758,0,644,872,47670,7.97,121,1519
Haryana,Ambala,0,647,216805,707,0,4525,3251,109762,2.09,108,5172
Haryana,Sirsa,0,601,173740,696,0,758,434,43388,8.17,111,1359
Haryana,Panipat,371,787,131207,542,0,503,486,47652,6.2,80,1290
Haryana,Fatehabad,0,845,99204,675,0,1041,1023,39118,6.57,124,1886
Haryana,Yamunanagar,60,670,170299,700,0,755,426,46956,5.26,75,1425
Haryana,Sonipat,0,426,211292,1186,0,5197,1960,79674,3.5,197,5623
Haryana,Faridabad,13,664,318160,1389,0,5526,4103,139003,3.07,190,6190
Haryana,Bhiwani,0,306,146593,611,0,304,653,42470,9.84,60,610
Haryana,Charkhi Dadri,0,675,97370,770,0,553,235,26473,3.42,42,1228
Haryana,Rewari,0,1286,143455,1134,0,1429,992,44516,2.39,65,2715
Haryana,Karnal,98,1362,212803,1109,0,790,665,67608,3.62,78,2152
Haryana,Jind,0,127,123522,584,0,407,630,38248,8.61,46,534
Haryana,Nuh,0,401,41258,545,0,782,737,28452,5.66,67,1183
Haryana,Mahendragarh,0,983,139754,1053,0,351,453,39664,7.2,96,1334
Haryana,Palwal,0,210,138824,420,0,1852,1310,55905,6.21,128,2062
Himachal Pradesh,Shimla,0,557,215415,355,0,1202,1118,36577,8.02,141,1759
Himachal Pradesh,Solan,14,719,132347,717,0,1672,1401,30656,3.72,89,2391
Himachal Pradesh,Lahaul Spiti,0,44,8138,9,0,165,62,1514,0.48,1,209
Himachal Pradesh,Kullu,0,157,105760,122,0,387,552,14788,4.78,26,544
Himachal Pradesh,Sirmaur,0,386,88317,260,0,767,919,20027,4.94,57,1153
Himachal Pradesh,Kangra,1068,2318,390675,1224,0,1205,1577,46703,4.46,157,3523
Himachal Pradesh,Chamba,0,901,113707,592,0,327,592,17704,8.31,102,1228
Himachal Pradesh,Mandi,0,788,277487,356,0,1000,1170,33212,8.5,152,1788
Himachal Pradesh,Kinnaur,0,8,23781,53,0,135,130,4695,4.9,7,143
Himachal Pradesh,Hamirpur,27,304,159308,127,0,371,518,14967,11.11,75,675
Himachal Pradesh,Una,7,636,148136,370,0,289,585,16633,10.27,95,925
Himachal Pradesh,Bilaspur,100,194,123289,110,0,129,430,12962,11.46,37,323
Jammu & Kashmir,Srinagar,141,1211,138948,1599,202,3164,3017,81249,4.23,185,4375
Jammu & Kashmir,Kulgam,0,1265,89492,870,0,11,14,7592,14.42,184,1276
Jammu & Kashmir,Shopian,0,10,64072,18,0,9,3,4423,57.89,11,19
Jammu & Kashmir,Bandipore,0,312,76785,909,0,1,16,7600,8.63,27,313
Jammu & Kashmir,Anantnag,100,1174,152731,1735,0,2173,2418,30624,7.26,243,3347
Jammu & Kashmir,Baramulla,480,1838,198816,1052,0,1731,2703,41671,6.47,231,3569
Jammu & Kashmir,Kupwara,0,966,77599,901,0,51,49,12984,9.14,93,1017
Jammu & Kashmir,Pulwama,0,0,99253,1154,0,11,97,15305,81.82,9,11
Jammu & Kashmir,Ganderbal,0,58,71361,62,0,266,68,6453,4.94,16,324
Jammu & Kashmir,Budgam,179,395,143821,343,9,2983,2447,36361,4.8,162,3378
Jammu & Kashmir,Jammu,952,494,391065,400,0,3220,4609,101723,3.93,146,3714
Jammu & Kashmir,Kishtwar,520,170,43773,214,0,45,59,8251,6.98,15,215
Jammu & Kashmir,Doda,630,540,73183,673,0,30,17,8546,7.02,40,570
Jammu & Kashmir,Udhampur,0,317,112333,305,0,449,3242,39418,7.05,54,766
Jammu & Kashmir,Kathua,1850,628,128606,553,0,216,3122,33651,6.64,56,844
Jammu & Kashmir,Ramban,269,62,62354,202,0,113,21,7551,20.0,35,175
Jammu & Kashmir,Samba,0,38,83767,61,0,99,59,10654,9.49,13,137
Jammu & Kashmir,Rajouri,4295,825,101858,807,0,158,3046,35024,11.9,117,983
Jammu & Kashmir,Poonch,2299,383,95432,772,0,21,24,8615,14.08,58,412
Jammu & Kashmir,Reasi,0,354,65145,509,0,262,230,10575,10.39,64,616
Jharkhand,Ranchi,934,1404,239396,476,250,4620,3996,115079,5.58,336,6024
Jharkhand,Koderma,0,325,62376,217,0,267,836,20495,6.42,38,592
Jharkhand,Bokaro,0,636,147574,275,0,178,174,51157,1.97,16,814
Jharkhand,Garhwa,1541,395,83953,607,2546,645,1604,38435,6.73,70,1040
Jharkhand,Latehar,1275,77,48786,49,1747,453,412,24872,13.21,70,530
Jharkhand,Chatra,0,406,76200,259,0,119,82,23525,10.48,55,525
Jharkhand,Palamu,0,869,169894,490,12,546,836,46666,8.13,115,1415
Jharkhand,East Singhbhum,0,2260,266343,738,0,1023,946,74601,2.95,97,3283
Jharkhand,Seraikela Kharsawan,29,238,91070,373,0,80,222,27476,16.35,52,318
Jharkhand,Simdega,6796,272,46846,112,5193,1126,687,20316,5.87,82,1398
Jharkhand,Lohardaga,34,73,44397,36,216,384,474,15405,9.41,43,457
Jharkhand,Gumla,688,351,86668,245,395,391,650,24218,7.82,58,742
Jharkhand,Khunti,831,184,52952,77,0,165,281,24551,8.88,31,349
Jharkhand,Deoghar,4146,800,86613,1310,0,149,511,48023,10.64,101,949
Jharkhand,Ramgarh,575,207,78803,212,0,262,155,32607,4.48,21,469
Jharkhand,Hazaribagh,466,1269,138270,469,0,713,1053,55233,4.94,98,1982
Jharkhand,Giridih,36,386,154855,261,0,16,223,49606,11.94,48,402
Jharkhand,Dhanbad,0,887,226957,391,0,262,273,61599,2.7,31,1149
Jharkhand,Dumka,36,261,106130,272,0,135,672,36252,8.59,34,396
Jharkhand,Jamtara,1421,256,63971,243,0,396,635,24786,8.9,58,652
Jharkhand,Sahebganj,263,442,50843,400,164,884,785,26557,6.33,84,1326
Jharkhand,Pakur,0,510,62865,457,951,296,627,25175,4.22,34,806
Jharkhand,Godda,772,735,75872,468,0,64,428,29366,11.39,91,799
Jharkhand,West Singhbhum,548,227,111945,87,107,900,832,39200,6.48,73,1127
Karnataka,Belgaum,439,1961,533756,2320,0,2256,2533,80670,11.93,503,4217
Karnataka,Bangalore Urban,0,3465,214690,2167,0,5624,6543,103847,2.43,221,9089
Karnataka,Mysore,0,1894,639264,1635,0,9200,5009,99546,3.3,366,11094
Karnataka,Gulbarga,0,1195,205628,1035,0,929,2673,55462,12.52,266,2124
Karnataka,Chitradurga,48,2634,272271,2389,0,1422,1285,29742,7.74,314,4056
Karnataka,Dakshina Kannada,25,2328,270425,2616,0,4597,2700,75063,3.83,265,6925
Karnataka,Bagalkot,200,2087,253360,2158,0,1428,1251,39542,12.09,425,3515
Karnataka,Chamarajanagar,0,1294,149632,912,0,1116,816,19511,9.13,220,2410
Karnataka,Bidar,0,713,202180,1293,0,4259,4011,56019,5.39,268,4972
Karnataka,Chikamagalur,0,2039,201518,2358,0,853,960,23905,7.54,218,2892
Karnataka,Bellary,0,1940,385854,1541,0,3174,2481,54090,4.03,206,5114
Karnataka,Davanagere,0,1954,210553,2555,0,779,1215,33792,7.57,207,2733
Karnataka,Bangalore Rural,0,720,147803,1426,0,2759,1909,38321,6.06,211,3479
Karnataka,Kolar,0,6188,214053,2621,0,1305,8159,113457,5.7,427,7493
Karnataka,Dharwad,197,1370,221197,767,0,3055,1651,46286,5.76,255,4425
Karnataka,Haveri,0,854,133263,532,0,1279,846,20030,5.02,107,2133
Karnataka,Gadag,198,919,150995,780,0,1110,1101,25086,16.81,341,2029
Karnataka,Uttar Kannada,0,587,211596,630,0,2416,2040,41687,5.89,177,3003
Karnataka,Koppal,0,676,201525,634,0,1536,1741,31434,13.47,298,2212
Karnataka,Kodagu,0,425,97619,916,0,798,916,19616,13.65,167,1223
Karnataka,Raichur,0,644,165875,208,0,1441,2565,39233,12.71,265,2085
Karnataka,Yadgir,445,344,129794,580,0,1033,1179,20242,14.74,203,1377
Karnataka,Udupi,0,1619,211856,2503,0,1566,2238,47167,10.52,335,3185
Karnataka,Shimoga,0,1447,249232,1887,0,1793,1484,43325,8.33,270,3240
Karnataka,Tumkur,92,1599,390628,3096,0,1058,2372,56434,11.03,293,2657
Karnataka,Hassan,0,1582,290684,1331,0,1444,2309,51473,7.73,234,3026
Karnataka,Mandya,0,4167,283467,2244,0,1640,1732,37546,5.39,313,5807
Karnataka,Chikkaballapur,0,875,218099,515,0,1407,1766,31127,9.11,208,2282
Karnataka,Ramanagara,0,2553,207355,1582,0,2108,1849,28780,7.27,339,4661
Karnataka,Vijayapura,0,2468,242654,1442,0,939,919,37654,10.36,353,3407
Karnataka,BBMP,6399,20654,1524867,17255,385,69563,60664,884211,2.07,1858,89852
Kerala,Kasaragod,0,7770,291456,4563,0,332,809,28544,2.44,198,8102
Kerala,Thiruvananthapuram,49,8438,729701,7636,0,9489,5905,143334,1.91,343,17927
Kerala,Kannur,0,10366,472162,4953,0,3120,3086,71939,2.25,304,13486
Kerala,Kollam,102,11342,500624,6551,83,4017,2768,76604,2.55,391,15359
Kerala,Wayanad,0,7872,223096,3600,0,666,757,26420,1.78,152,8538
Kerala,Pathanamthitta,0,6957,381210,4005,0,1709,1409,44772,3.62,314,8666
Kerala,Alappuzha,0,7727,456628,5358,0,2747,1692,52403,3.4,356,10474
Kerala,Malappuram,19,7062,508121,4366,0,5821,2922,80029,4.71,607,12883
Kerala,Thrissur,0,1595,616594,5474,0,8738,3606,82111,4.13,427,10333
Kerala,Kottayam,23,10562,423827,4047,0,4585,2571,61122,2.2,333,15147
Kerala,Kozhikode,24,13416,561654,6563,0,903,2254,80917,2.59,371,14319
Kerala,Idukki,0,3140,234201,2902,0,1668,1145,29701,3.99,192,4808
Kerala,Ernakulam,0,1229,697924,6272,469,13420,4524,129844,3.9,571,14649
Kerala,Palakkad,0,614,410326,4994,0,11184,2500,69794,3.41,402,11798
Ladakh,Kargil,0,16,28348,34,1488,1323,1435,23564,3.06,41,1339
Ladakh,Leh,0,30,37540,17,0,2603,2396,36716,1.79,47,2633
Lakshadweep,Lakshadweep,0,12,19974,33,0,332,359,7153,4.65,16,344
Madhya Pradesh,Bhopal,0,66,394865,1061,0,482,12872,273961,2.19,12,548
Madhya Pradesh,Gwalior,18,162,267358,584,0,89,6770,142265,3.59,9,251
Madhya Pradesh,Indore,1,612,612906,2046,1,1246,20253,354105,3.88,72,1858
Madhya Pradesh,Jabalpur,18,350,358221,1077,0,193,8031,157975,3.13,17,543
Madhya Pradesh,Rewa,0,247,261538,874,0,1286,3186,68388,1.11,17,1533
Madhya Pradesh,Sagar,2291,240,317892,357,0,1918,3723,70270,2.41,52,2158
Madhya Pradesh,Ujjain,41,116,277805,729,0,31,6150,107019,8.84,13,147
Madhya Pradesh,Mandsaur,0,0,103540,394,0,0,1304,27056,0.0,0,0
Madhya Pradesh,Agar,6,20,40023,148,0,0,788,15982,0.0,0,20
Madhya Pradesh,Shajapur,92,19,82973,169,0,1,1258,24391,0.0,0,20
Madhya Pradesh,Ratlam,0,0,121005,637,0,0,1654,36567,0.0,0,0
Madhya Pradesh,Neemuch,0,1,78736,394,0,249,1255,29099,0.0,0,250
Madhya Pradesh,Dewas,0,67,130377,185,0,234,1926,39880,2.99,9,301
Madhya Pradesh,Tikamgarh,0,48,106849,67,0,4,1020,27693,15.38,8,52
Madhya Pradesh,Panna,186,56,51717,86,0,0,592,19405,7.14,4,56
Madhya Pradesh,Damoh,0,136,81574,138,0,418,1296,27809,1.08,6,554
Madhya Pradesh,Chhatarpur,11,58,141482,278,0,173,1596,34717,3.9,9,231
Madhya Pradesh,Umaria,130,165,47875,126,0,638,512,13879,7.1,57,803
Madhya Pradesh,Singrauli,10,94,81014,94,0,2,1119,24270,25.0,24,96
Madhya Pradesh,Sidhi,0,0,76305,116,0,0,995,22303,0.0,0,0
Madhya Pradesh,Shahdol,0,81,126797,195,0,378,3136,42324,2.4,11,459
Madhya Pradesh,Satna,133,150,183155,182,0,71,2310,51788,4.07,9,221
Madhya Pradesh,Anuppur,0,47,57289,40,0,3,962,18211,0.0,0,50
