state,district,slots,today,Total doses til date,avgdaily,slots 18-44,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses
Madhya Pradesh,Mandla,0,42,78506,120,0,252,944,24006,5.44,16,294
Madhya Pradesh,Dindori,7,33,59086,174,0,3,469,13978,11.11,4,36
Madhya Pradesh,Chhindwara,0,126,158750,328,0,3,1968,49542,8.53,11,129
Madhya Pradesh,Balaghat,96,59,162231,370,0,0,2156,46076,1.69,1,59
Madhya Pradesh,Khandwa,0,0,102418,157,0,0,1668,31704,0.0,0,0
Madhya Pradesh,Jhabua,0,0,46298,101,0,0,978,25157,0.0,0,0
Madhya Pradesh,Dhar,0,0,141911,165,0,257,3225,59871,1.17,3,257
Madhya Pradesh,Burhanpur,0,77,79422,180,0,4,781,18774,11.11,9,81
Madhya Pradesh,Barwani,0,0,61559,215,0,0,1186,26839,0.0,0,0
Madhya Pradesh,Khargone,102,941,120349,637,0,65,2246,44679,4.37,44,1006
Madhya Pradesh,Shivpuri,0,0,115640,74,0,0,2532,44730,0.0,0,0
Madhya Pradesh,Sheopur,0,80,43948,164,0,435,685,16292,8.74,45,515
Madhya Pradesh,Morena,0,7,134067,313,0,0,2205,45642,42.86,3,7
Madhya Pradesh,Guna,0,0,107765,253,0,0,1393,28539,0.0,0,0
Madhya Pradesh,Seoni,0,118,114716,516,0,408,1423,30250,2.66,14,526
Madhya Pradesh,Datia,0,46,74394,199,0,3,863,20265,2.04,1,49
Madhya Pradesh,Bhind,0,269,126760,247,0,524,1871,40778,0.88,7,793
Madhya Pradesh,Narsinghpur,0,0,98185,221,0,86,1254,27401,4.65,4,86
Madhya Pradesh,Katni,0,58,115043,192,0,10,1609,32010,17.65,12,68
Madhya Pradesh,Ashoknagar,0,0,74039,116,0,0,789,19771,0.0,0,0
Madhya Pradesh,Vidisha,0,0,129889,191,0,0,973,29967,0.0,0,0
Madhya Pradesh,Sehore,0,0,158680,202,0,0,2069,40797,0.0,0,0
Madhya Pradesh,Alirajpur,0,26,44862,49,0,258,828,17801,9.15,26,284
Madhya Pradesh,Rajgarh,0,0,116016,217,0,0,1515,36315,0.0,0,0
Madhya Pradesh,Raisen,0,18,97944,143,0,5,1719,33440,30.43,7,23
Madhya Pradesh,Hoshangabad,0,0,113645,465,0,0,1424,34081,0.0,0,0
Madhya Pradesh,Harda,0,48,46164,106,0,1,775,16319,22.45,11,49
Madhya Pradesh,Betul,0,115,146046,140,0,234,1651,37475,3.15,11,349
Maharashtra,Pune,28,4871,1834344,6193,9,34844,20761,481377,1.92,760,39680
Maharashtra,Akola,0,4733,212133,2719,0,296,126,34989,5.99,301,5029
Maharashtra,Nagpur,371,2808,850852,2417,0,1374,828,169592,13.34,558,4182
Maharashtra,Amravati,0,5259,310391,4285,0,589,787,56150,3.45,202,5848
Maharashtra,Buldhana,0,3371,291264,3245,0,525,487,50799,6.78,264,3896
Maharashtra,Yavatmal,0,6535,283262,4187,0,762,414,65008,6.35,463,7297
Maharashtra,Washim,0,2832,161818,1632,0,188,155,22975,6.62,200,3020
Maharashtra,Bhandara,2413,570,190796,359,0,130,81,28922,5.71,40,700
Maharashtra,Kolhapur,0,2511,860371,2637,0,741,733,104724,7.01,228,3252
Maharashtra,Ratnagiri,0,10894,166627,5005,0,794,419,61756,3.18,372,11688
Maharashtra,Sangli,0,1787,547798,4036,0,205,489,65688,7.93,158,1992
Maharashtra,Sindhudurg,0,5797,141158,2556,0,259,103,24713,3.53,214,6056
Maharashtra,Solapur,1,2212,372473,6413,0,631,1306,87235,7.28,207,2843
Maharashtra,Satara,84,4367,563396,3369,0,993,624,76193,6.34,340,5360
Maharashtra,Wardha,1691,2436,200680,1218,0,243,167,30725,3.77,101,2679
Maharashtra,Gondia,0,4308,180872,2288,0,619,238,36970,3.71,183,4927
Maharashtra,Gadchiroli,884,1288,92509,1278,0,153,139,35337,8.26,119,1441
Maharashtra,Chandrapur,0,839,253008,2801,0,208,430,53854,13.66,143,1047
Maharashtra,Osmanabad,0,2836,182798,1859,0,342,422,38695,1.64,52,3178
Maharashtra,Nanded,41,2999,292154,692,0,635,163,59513,8.7,316,3634
Maharashtra,Latur,0,3903,255146,2274,0,773,594,60535,5.86,274,4676
Maharashtra,Beed,0,3738,257461,4283,0,343,298,45548,7.82,319,4081
Maharashtra,Parbhani,0,1532,181730,1702,0,140,223,41156,9.45,158,1672
Maharashtra,Hingoli,0,1045,89879,857,0,193,134,23032,4.2,52,1238
Maharashtra,Nandurbar,1005,2918,166348,2997,0,520,743,54390,7.62,262,3438
Maharashtra,Dhule,0,3868,206398,2145,0,542,409,48198,5.44,240,4410
Maharashtra,Nashik,0,3424,659622,5014,0,1336,1775,131043,4.62,220,4760
Maharashtra,Jalgaon,50,1994,366884,4010,49,884,1015,76357,6.51,184,2826
Maharashtra,Ahmednagar,0,3054,461801,6202,0,474,881,86570,4.02,142,3528
Maharashtra,Thane,54,7636,1090281,8074,0,11275,7089,275075,2.57,486,18884
Maharashtra,Raigad,143,2502,294946,3660,0,3063,2488,87425,3.32,185,5565
Maharashtra,Palghar,448,6731,218983,1705,0,1261,999,62583,2.48,198,7992
Maharashtra,Mumbai,16,12064,2030208,15760,0,44325,32194,622324,1.72,971,56389
Maharashtra,Jalna,0,3870,210671,3254,0,542,739,57555,6.07,268,4412
Maharashtra,Aurangabad ,6,3789,379496,2788,0,1692,992,98638,5.09,279,5481
Manipur,Bishnupur,19,0,24234,65,0,624,427,8697,7.37,46,624
Manipur,Chandel,0,14,5352,4,0,0,115,4822,114.29,16,14
Manipur,Churachandpur,0,194,20095,50,0,241,63,12722,3.45,15,435
Manipur,Imphal East,0,109,62198,192,0,191,365,26331,6.67,20,300
Manipur,Imphal West,0,848,66860,619,0,978,1326,36374,4.6,84,1826
Manipur,Senapati,0,38,3251,28,0,3,87,3362,21.95,9,41
Manipur,Tamenglong,0,2,3653,8,0,6,91,3179,25.0,2,8
Manipur,Thoubal,0,26,29785,195,0,0,286,10843,15.38,4,26
Manipur,Ukhrul,197,34,4602,24,50,167,205,4604,4.48,9,201
Manipur,Tengnoupal,0,0,3484,9,0,0,144,4475,0.0,0,0
Manipur,Kangpokpi,0,92,6461,34,0,21,156,4045,6.19,7,113
Manipur,Kamjong,0,0,1471,3,0,0,63,2219,0.0,0,0
Manipur,Jiribam,0,45,2738,31,0,53,85,3080,12.24,12,98
Manipur,Pherzawl,0,0,2509,5,0,0,68,1707,0.0,0,0
Manipur,Noney,0,0,2973,1,0,0,46,2593,0.0,0,0
Manipur,Kakching,149,294,16723,223,0,3,323,5886,4.38,13,297
Meghalaya,East Khasi Hills,0,133,69727,200,0,163,667,47432,28.38,84,296
Meghalaya,South West Khasi Hills,0,12,7268,121,51,124,244,6866,17.65,24,136
Meghalaya,West Jaintia Hills,0,7,18953,26,0,233,194,14348,20.83,50,240
Meghalaya,Ri-Bhoi,0,50,18000,54,0,351,345,14142,9.73,39,401
Meghalaya,East Jaintia Hills,0,1,11125,5,0,49,133,9306,0.0,0,50
Meghalaya,West Khasi Hills,0,68,21548,80,0,128,289,14644,27.55,54,196
Meghalaya,West Garo Hills,0,53,53996,61,0,79,216,14999,13.64,18,132
Meghalaya,South Garo Hills,70,30,10395,50,31,86,47,4832,20.69,24,116
Meghalaya,South West Garo Hills,0,9,19371,28,0,198,100,4915,6.28,13,207
Meghalaya,North Garo Hills,0,42,11794,10,0,1,33,3076,16.28,7,43
Meghalaya,East Garo Hills,150,0,10477,44,0,9,60,5868,11.11,1,9
Mizoram,Aizawl East,0,73,54935,50,0,82,327,18974,3.23,5,155
Mizoram,Aizawl West,0,85,38694,42,0,3,454,11291,2.27,2,88
Mizoram,Mamit,0,0,13544,3,0,0,21,2918,0.0,0,0
Mizoram,Kolasib,0,15,15159,30,0,185,107,3770,0.0,0,200
Mizoram,Champhai,0,0,25303,5,0,0,2,3227,0.0,0,0
Mizoram,Serchhip,0,13,13415,13,0,125,52,3742,8.7,12,138
Mizoram,Lunglei,0,26,28329,65,0,174,81,6301,0.0,0,200
Mizoram,Lawngtlai,0,108,10868,40,0,29,34,4023,2.19,3,137
Mizoram,Siaha,20,96,8973,33,0,3,22,1630,1.01,1,99
Nagaland,Dimapur,438,102,38878,84,0,1287,500,24219,5.83,81,1389
Nagaland,Peren,0,16,4278,19,0,412,131,4519,7.48,32,428
Nagaland,Wokha,0,0,10291,7,45,424,145,5789,6.13,26,424
Nagaland,Mokokchung,150,30,19321,21,0,790,202,7238,6.1,50,820
Nagaland,Longleng,0,0,5673,46,0,130,38,2749,0.0,0,130
Nagaland,Mon,0,8,16545,36,0,748,247,8161,3.17,24,756
Nagaland,Tuensang,0,0,7897,22,68,348,124,5645,9.2,32,348
Nagaland,Kohima,300,122,19087,55,0,1036,260,12804,3.63,42,1158
Nagaland,Zunheboto,50,3,7483,8,431,140,65,3493,18.88,27,143
Nagaland,Phek,135,17,7570,23,378,284,96,5931,12.96,39,301
Nagaland,Kiphire,0,0,2852,2,175,58,21,2466,20.69,12,58
Odisha,Angul,205,2656,118987,1402,0,124,70,12026,1.44,40,2780
Odisha,Khurda,2704,9672,485220,3532,0,10627,6767,259374,2.41,489,20311
Odisha,Balasore,0,10686,355797,3228,0,65,23,18026,2.15,242,11278
Odisha,Balangir,10,821,127132,656,0,36,19,15373,19.02,163,857
Odisha,Ganjam,0,1631,520413,1644,0,103,4818,144142,11.95,206,1724
Odisha,Kandhamal,238,486,88715,374,0,11,9,10807,8.65,43,497
Odisha,Koraput,0,673,197698,1092,0,57,2362,43515,9.04,63,697
Odisha,Sambalpur,114,3095,138734,1389,0,1015,4548,100931,6.33,260,4110
Odisha,Sundargarh,0,776,228702,1491,0,44,8003,148607,12.2,100,820
Odisha,Bhadrak,209,1819,182343,975,0,61,27,9231,3.19,60,1880
Odisha,Kendujhar,89,3987,196345,1594,0,303,195,17429,4.2,180,4290
Odisha,Mayurbhanj,50,2953,240728,886,0,57,25,21722,5.32,160,3010
Odisha,Cuttack,976,7256,359019,3711,0,614,8714,160496,2.77,218,7872
Odisha,Dhenkanal,0,2358,136038,1001,0,4,2,9561,5.0,118,2362
Odisha,Jagatsinghpur,0,7958,147254,2213,0,52,24,8488,1.25,100,8010
Odisha,Jajpur,0,2496,192169,1071,0,62,63,14756,2.03,52,2558
Odisha,Kendrapara,234,5250,188933,2689,0,11,11,8137,3.59,189,5261
Odisha,Nayagarh,0,2765,117134,1332,0,7,5,7301,2.45,68,2772
Odisha,Puri,0,6138,242316,3463,0,161,2775,48847,3.35,211,6299
Odisha,Kalahandi,0,1462,171675,411,0,153,3052,35259,3.41,55,1615
Odisha,Nuapada,0,207,62375,139,0,34,18,6168,16.18,39,241
Odisha,Subarnapur,0,97,71552,260,0,0,2,6102,3.09,3,97
Odisha,Gajapati,0,219,62888,312,0,10,41,8680,4.8,11,229
Odisha,Boudh,0,206,49861,143,0,12,17,4566,10.09,22,218
Odisha,Malkangiri,0,258,61680,184,0,11,48,11042,4.09,11,269
Odisha,Nabarangpur,1187,971,112526,495,0,28,2308,32391,12.11,121,999
Odisha,Rayagada,123,528,111731,723,0,2,3,12817,16.98,90,530
Odisha,Bargarh,2,1411,167257,933,0,16,2356,34918,6.52,93,1427
Odisha,Deogarh,0,234,34300,95,0,12,15,5509,13.82,34,246
Odisha,Jharsuguda,0,727,73389,521,0,1120,197,8692,5.58,103,1847
Puducherry,Puducherry,563,613,114362,579,1,1877,1801,57655,7.23,180,2490
Puducherry,Karaikal,159,287,20784,132,0,191,201,4996,4.6,22,478
Puducherry,Mahe,0,0,13032,32,0,96,104,2883,4.17,4,96
Puducherry,Yanam,0,18,5643,34,0,85,87,1879,6.8,7,103
Punjab,Kapurthala,0,927,96083,584,0,165,101,14462,4.4,48,1092
Punjab,Ferozpur,0,375,62977,363,0,272,254,19910,8.19,53,647
Punjab,Hoshiarpur,209,1006,243074,973,0,274,382,48586,13.28,170,1280
Punjab,Mansa,11258,278,38953,181,0,115,177,18673,14.5,57,393
Punjab,Barnala,2697,211,46756,276,0,92,191,14206,12.21,37,303
Punjab,Fatehgarh Sahib,0,300,40728,202,0,93,52,11983,14.5,57,393
Punjab,Amritsar,1799,1374,232664,1427,100,1888,1442,63284,7.3,238,3262
Punjab,Pathankot,0,261,129538,232,0,392,301,18490,8.73,57,653
Punjab,Fazilka,0,241,66964,260,0,158,161,17603,12.78,51,399
Punjab,Ludhiana,2088,2180,448145,2562,986,1397,1382,112641,7.35,263,3577
Punjab,Gurdaspur,192,865,255267,840,0,193,293,46002,12.48,132,1058
Punjab,Sri Muktsar Sahib,99,443,65526,363,0,401,341,19834,7.82,66,844
Punjab,Moga,0,1100,73862,628,0,470,212,13335,8.92,140,1570
Punjab,Jalandhar,0,1478,355580,1315,0,669,573,54457,2.47,53,2147
Punjab,Bathinda,0,558,86345,427,0,1147,854,39511,6.16,105,1705
Punjab,Patiala,19,1076,208002,1596,0,628,417,48364,7.39,126,1704
Punjab,Tarn Taran,1010,436,85820,433,0,458,206,18968,18.57,166,894
Punjab,SAS Nagar,4,1631,169619,1129,494,4851,3896,212202,3.36,218,6482
Punjab,Rup Nagar,0,1056,58556,628,0,302,104,10784,3.09,42,1358
Punjab,Sangrur,0,621,98460,601,0,392,408,27949,12.54,127,1013
Punjab,Faridkot,0,422,69879,338,0,166,116,16526,25.85,152,588
Punjab,SBS Nagar,0,428,98639,206,0,113,65,17424,7.21,39,541
Rajasthan,Bikaner,0,1390,407411,997,0,42,1420,122988,7.54,108,1432
Rajasthan,Jodhpur,123,8749,599095,5671,0,492,2884,152399,5.62,519,9241
Rajasthan,Kota,0,708,354781,558,0,466,1587,138594,10.73,126,1174
Rajasthan,Udaipur,1945,1575,416505,882,0,2711,3385,138872,6.16,264,4286
Rajasthan,Jaipur I,0,5806,718781,2256,0,4622,4441,227813,3.57,372,10428
Rajasthan,Jaipur II,0,2016,428982,1001,79,2552,4216,144259,4.64,212,4568
Rajasthan,Ajmer,0,2210,485744,1773,0,771,1712,118697,6.34,189,2981
Rajasthan,Bharatpur,0,3883,377873,2789,0,1327,2618,101813,5.95,310,5210
Rajasthan,Sri Ganganagar,0,2740,333820,1898,0,655,1236,64412,12.81,435,3395
Rajasthan,Jhunjhunu,0,169,426499,1863,0,49,1474,68599,5.5,12,218
Rajasthan,Dausa,76,2415,201607,1332,0,96,1168,45116,7.13,179,2511
Rajasthan,Alwar,444,4798,690086,3387,0,162,2905,175655,13.91,690,4960
Rajasthan,Sikar,0,2244,471788,6172,0,1081,1974,127370,3.16,105,3325
Rajasthan,Bundi,50,106,243446,152,0,160,733,39169,20.3,54,266
Rajasthan,Jhalawar,0,1094,208398,466,0,463,1065,47679,8.54,133,1557
Rajasthan,Baran,0,431,195221,233,0,1,855,40326,11.11,48,432
Rajasthan,Hanumangarh,0,4577,280962,5127,0,162,1389,58905,9.94,471,4739
Rajasthan,Rajsamand,0,211,195247,360,0,924,1249,38050,3.96,45,1135
Rajasthan,Banswara,0,1701,276131,761,0,1015,1205,50154,3.83,104,2716
Rajasthan,Dungarpur,33,520,175299,181,0,2243,1142,34806,3.15,87,2763
Rajasthan,Chittorgarh,0,430,279448,252,0,1322,1733,49603,3.88,68,1752
Rajasthan,Pratapgarh,11982,389,93755,326,0,368,322,45453,17.57,133,757
Rajasthan,Bhilwara,0,1651,376663,1284,0,916,2078,101312,8.69,223,2567
Rajasthan,Dholpur,0,193,193938,137,0,740,725,52484,8.25,77,933
Rajasthan,Karauli,506,467,230792,277,0,1555,933,34491,6.33,128,2022
Rajasthan,Tonk,0,2293,196571,1499,0,964,1058,39489,9.3,303,3257
Rajasthan,Jaisalmer,589,281,86407,256,0,962,867,33527,5.39,67,1243
Rajasthan,Barmer,0,4072,416673,1512,0,626,2089,69018,7.92,372,4698
Rajasthan,Pali,0,1897,329129,1164,0,519,1207,86507,13.41,324,2416
Rajasthan,Churu,0,6861,299365,2529,0,130,1399,57980,4.71,329,6991
Rajasthan,Sirohi,0,190,156986,170,0,143,816,34873,23.12,77,333
Rajasthan,Nagaur,695,2821,692000,2572,0,189,2392,91500,11.63,350,3010
Rajasthan,Jalore,0,634,235111,643,0,10,1298,41354,11.8,76,644
Rajasthan,Sawai Madhopur,0,545,185932,328,0,74,983,49566,14.7,91,619
Sikkim,East Sikkim,0,28,70436,27,0,32,256,22107,16.67,10,60
Sikkim,West Sikkim,0,0,31235,0,0,0,1,3975,0.0,0,0
Sikkim,North Sikkim,0,0,8569,1,0,0,0,2275,0.0,0,0
Sikkim,South Sikkim,0,0,37454,8,0,0,12,3306,0.0,0,0
Tamil Nadu,Coimbatore,0,2840,346276,5501,0,3927,6963,135043,2.7,183,6767
Tamil Nadu,Madurai,444,1794,185767,1913,384,2144,8812,103533,4.37,172,3938
Tamil Nadu,Thanjavur,45,441,109236,1068,0,687,4360,56727,5.5,62,1128
Tamil Nadu,Viluppuram,11,476,92558,631,0,876,3275,44000,8.73,118,1352
Tamil Nadu,Vellore,17,981,110622,829,0,348,2754,60846,7.6,101,1329
Tamil Nadu,Kanyakumari,0,532,91051,1001,0,61,3867,56515,2.87,17,593
Tamil Nadu,Salem,0,2178,146137,809,0,1898,5314,81143,3.29,134,4076
Tamil Nadu,Pudukkottai,142,303,49245,611,0,255,1674,20048,14.7,82,558
Tamil Nadu,Cuddalore,99,939,119276,649,0,2962,3438,43763,3.05,119,3901
Tamil Nadu,Tirunelveli,0,484,60363,988,0,2704,5215,54709,6.34,202,3188
Tamil Nadu,Virudhunagar,0,363,70752,614,0,380,1720,28324,7.67,57,743
Tamil Nadu,Tirupattur,0,2032,60073,744,0,2584,3394,37795,3.77,174,4616
Tamil Nadu,Tenkasi,19,341,47437,456,0,421,3672,40000,6.3,48,762
Tamil Nadu,Kallakurichi,234,592,46823,581,0,49,2666,30980,21.68,139,641
Tamil Nadu,Tiruvannamalai,0,244,45197,566,0,589,2445,29683,10.44,87,833
Tamil Nadu,Thoothukudi (Tuticorin),93,1100,41714,880,0,2367,3058,33569,4.99,173,3467
Tamil Nadu,Ariyalur,534,169,37200,514,0,352,1431,23967,5.57,29,521
Tamil Nadu,Dindigul,91,1306,62169,519,0,189,2630,33934,3.01,45,1495
Tamil Nadu,Kanchipuram,145,411,51578,379,0,1220,3775,42464,6.68,109,1631
Tamil Nadu,Namakkal,21,989,122000,1011,0,162,3794,53895,8.6,99,1151
Tamil Nadu,Karur,0,446,53551,568,0,206,1730,32188,1.23,8,652
Tamil Nadu,Tiruchirappalli,46,1306,182082,1955,0,1083,7738,92385,5.9,141,2389
Tamil Nadu,Sivaganga,19,1186,53762,634,0,411,2633,35463,7.08,113,1597
Tamil Nadu,Krishnagiri,0,1083,117018,921,0,2106,5272,61997,4.11,131,3189
Tamil Nadu,Erode,0,1325,122792,1342,0,338,4016,59767,13.05,217,1663
Tamil Nadu,Palani,0,301,47976,255,0,27,1691,27542,12.8,42,328
Tamil Nadu,Chengalpet,0,1671,204885,1515,0,1197,6936,91373,5.65,162,2868
Tamil Nadu,Dharmapuri,5,643,70309,663,0,220,3121,43582,10.08,87,863
Tamil Nadu,Ramanathapuram,2995,270,27508,381,5730,1541,1320,16480,1.6,29,1811
Tamil Nadu,Tiruppur,15,829,121990,1669,0,1078,7111,78839,7.5,143,1907
Tamil Nadu,Theni,31,1401,51420,1073,0,4281,3255,34311,2.78,158,5682
Tamil Nadu,Perambalur,43,315,30790,439,0,222,1188,16110,11.73,63,537
Tamil Nadu,Chennai,225,3471,1052421,5535,169,10700,20565,456113,3.87,549,14171
Tamil Nadu,Tiruvallur,109,842,98890,1030,29,673,5283,69478,7.59,115,1515
Tamil Nadu,Paramakudi,0,345,38489,243,0,26,1303,15502,7.82,29,371
Tamil Nadu,Tiruvarur,881,861,39643,878,0,958,2899,30365,6.65,121,1819
Tamil Nadu,Poonamallee,0,302,50389,643,0,67,1624,22483,24.66,91,369
Tamil Nadu,Nagapattinam,0,913,50704,766,0,520,3451,38180,5.37,77,1433
Tamil Nadu,Nilgiris,338,538,119155,1213,0,59,892,26747,8.88,53,597
Tamil Nadu,Attur,0,265,116124,565,0,79,1507,31339,19.19,66,344
Tamil Nadu,Sivakasi,89,153,85769,756,0,108,2250,30917,18.77,49,261
Telangana,Hyderabad,22,6085,593023,4122,0,25439,16232,220392,1.03,326,31524
Telangana,Adilabad,0,253,44143,63,0,82,221,8111,16.42,55,335
Telangana,Bhadradri Kothagudem,0,246,104731,381,0,45,380,16111,9.97,29,291
Telangana,Jagtial,0,183,117414,83,0,235,362,9494,7.66,32,418
Telangana,Jangaon,0,136,52381,40,0,34,184,4833,23.53,40,170
Telangana,Jayashankar Bhupalpally,0,816,71745,253,0,90,212,5536,3.75,34,906
Telangana,Jogulamba Gadwal,0,80,46396,24,0,130,173,5271,4.76,10,210
Telangana,Kamareddy,0,197,134296,110,0,164,362,12075,19.11,69,361
Telangana,Karimnagar,0,362,179811,227,0,375,600,17603,7.19,53,737
Telangana,Khammam,0,138,106165,347,0,4,826,19943,5.63,8,142
Telangana,Kumuram Bheem,0,158,37673,30,0,49,147,5476,15.94,33,207
Telangana,Mahabubabad,0,709,86068,90,0,190,269,7649,6.79,61,899
Telangana,Mahabubnagar,0,128,85320,122,0,25,243,10686,17.65,27,153
Telangana,Mancherial,0,337,74783,107,0,338,303,10301,8.15,55,675
Telangana,Medak,0,48,99210,272,0,170,298,8189,10.09,22,218
Telangana,Medchal,0,2827,354925,2302,0,7676,7075,88742,1.69,177,10503
Telangana,Nagarkurnool,0,46,87274,47,0,126,231,6756,10.47,18,172
Telangana,Nalgonda,0,147,105942,244,0,387,797,19888,16.1,86,534
Telangana,Nirmal,0,190,118506,166,0,87,158,6969,15.52,43,277
Telangana,Nizamabad,0,94,135676,133,0,360,546,20554,1.32,6,454
Telangana,Peddapalli,0,373,94509,130,0,171,336,8951,13.97,76,544
Telangana,Rajanna Sircilla,0,73,100037,80,0,135,184,6736,15.38,32,208
Telangana,Rangareddy,13,3263,312347,2228,32,12877,7272,102958,1.12,180,16140
Telangana,Sangareddy,0,814,120445,447,0,1252,1269,23610,5.52,114,2066
Telangana,Siddipet,0,831,189441,308,0,662,509,16355,8.51,127,1493
Telangana,Suryapet,0,286,116288,410,0,210,556,13406,0.81,4,496
Telangana,Vikarabad,0,0,53967,46,0,26,253,9363,15.38,4,26
Telangana,Wanaparthy,0,154,46477,44,0,5,165,5186,0.63,1,159
Telangana,Warangal(Rural),0,247,49736,173,0,629,503,7743,8.45,74,876
Telangana,Warangal(Urban),0,1381,154496,933,0,4395,2867,44288,0.76,44,5776
Telangana,Yadadri Bhuvanagiri,0,1809,160651,875,0,13,250,10273,4.28,78,1822
Telangana,Mulugu,0,146,52658,404,0,196,91,4216,8.19,28,342
Telangana,Narayanpet,0,103,28529,82,0,43,112,4194,9.59,14,146
Tripura,Dhalai,1199,169,83056,410,0,42,18,11623,42.18,89,211
Tripura,Gomati,372,212,86681,217,0,46,58,10189,20.16,52,258
Tripura,Khowai,138,87,65306,60,0,19,10,6812,32.08,34,106
Tripura,North Tripura,0,160,103153,55,0,17,15,8408,63.84,113,177
Tripura,Sepahijala,1486,705,114964,254,0,5,14,10992,15.49,110,710
Tripura,South Tripura,0,345,150282,3399,0,0,428,15647,1.45,5,345
Tripura,Unakoti,200,136,61001,141,0,2,27,5545,8.7,12,138
Tripura,West Tripura,353,173,281357,1176,0,1524,608,91347,4.89,83,1697
Uttar Pradesh,Agra,232,2917,252320,2063,0,7536,8010,161634,2.55,267,10453
Uttar Pradesh,Aligarh,94,1369,174794,1161,1,7171,6429,122407,3.63,310,8540
Uttar Pradesh,Prayagraj,383,2201,283913,1724,53,7485,6779,196240,3.14,304,9686
Uttar Pradesh,Ambedkar Nagar,1350,1899,98977,574,0,968,263,16410,3.94,113,2867
Uttar Pradesh,Amethi,1584,1300,125236,1747,0,786,139,11412,2.11,44,2086
Uttar Pradesh,Amroha,500,1117,87058,1163,0,855,125,11267,0.91,18,1972
Uttar Pradesh,Auraiya,0,548,65475,595,0,817,119,7127,4.03,55,1365
Uttar Pradesh,Azamgarh,2190,2139,183245,1790,9,3913,4320,93256,4.91,297,6053
Uttar Pradesh,Badaun,2221,1526,177116,1439,0,935,148,16284,5.65,139,2461
Uttar Pradesh,Baghpat,59,2711,148362,3411,3,797,123,9602,2.05,72,3508
Uttar Pradesh,Bahraich,2891,3391,226044,2710,0,998,174,20970,5.04,221,4389
Uttar Pradesh,Balarampur,1221,1819,177374,1365,46,1075,160,13283,4.01,116,2894
Uttar Pradesh,Ballia,56,540,148262,858,0,1031,155,15455,1.85,29,1571
Uttar Pradesh,Banda,520,233,83389,301,577,2245,1494,32052,4.12,102,2478
Uttar Pradesh,Barabanki,0,5545,173465,3897,0,1182,334,22157,1.68,113,6727
Uttar Pradesh,Bareilly,737,2050,249595,1565,766,7840,6586,171696,4.04,400,9890
Uttar Pradesh,Basti,746,1264,149453,644,2,2465,2236,55655,4.05,151,3729
Uttar Pradesh,Bijnour,2213,5241,202266,4096,0,1222,181,19508,2.27,147,6463
Uttar Pradesh,Bulandshahr,638,6248,227095,4678,0,1355,309,25210,1.67,127,7603
Uttar Pradesh,Chandauli,6167,1349,97410,793,0,882,145,13239,3.99,89,2231
Uttar Pradesh,Chitrakoot,110,145,46248,213,109,704,104,5464,4.83,41,849
Uttar Pradesh,Deoria,1646,1562,167447,1202,0,977,170,15642,2.01,51,2539
Uttar Pradesh,Etah,305,892,75768,769,5,809,126,9934,1.7,29,1701
Uttar Pradesh,Etawah,245,995,84682,544,0,916,143,13932,4.13,79,1911
Uttar Pradesh,Ayodhya,115,836,103834,533,0,2405,2955,73707,4.91,159,3241
Uttar Pradesh,Farrukhabad,3470,897,87673,335,0,802,129,10525,4.18,71,1699
Uttar Pradesh,Fatehpur,231,791,127459,1076,0,827,135,13580,3.21,52,1618
Uttar Pradesh,Firozabad,665,925,123645,672,10,2001,2053,61228,6.29,184,2926
Uttar Pradesh,Gautam Buddha Nagar,663,4396,303177,2397,1,14948,14202,235527,2.09,404,19346
Uttar Pradesh,Ghaziabad,453,3456,323818,2487,0,9042,9512,174520,3.3,412,12498
Uttar Pradesh,Ghazipur,13319,3140,156284,2276,0,1644,264,18040,5.56,266,4784
Uttar Pradesh,Gonda,239,4729,198750,4070,90,3763,2847,67533,1.98,168,8492
Uttar Pradesh,Gorakhpur,441,3298,278756,2094,268,6433,5935,161278,2.97,289,9731
Uttar Pradesh,Hamirpur,141,438,81494,424,0,939,139,6768,5.3,73,1377
Uttar Pradesh,Hapur,46,2038,95627,1705,0,819,122,10599,8.51,243,2857
Uttar Pradesh,Hardoi,2877,937,141168,682,0,1293,213,18988,8.07,180,2230
Uttar Pradesh,Hathras,4326,1299,109351,1288,0,1052,152,7931,5.06,119,2351
Uttar Pradesh,Jalaun,1251,2510,110490,1973,0,766,120,9493,1.34,44,3276
Uttar Pradesh,Jaunpur,1978,1920,242939,1843,0,1169,176,19056,9.1,281,3089
Uttar Pradesh,Jhansi,433,959,108180,748,2,3728,3631,79797,3.69,173,4687
Uttar Pradesh,Kannauj,7081,1003,58756,435,1,978,151,9879,3.48,69,1981
Uttar Pradesh,Kanpur Dehat,822,1443,100579,1354,26,714,160,9769,4.78,103,2157
Uttar Pradesh,Kanpur Nagar,107,2569,321554,2184,691,8737,7656,177566,2.34,264,11306
Uttar Pradesh,Kasganj,694,406,61256,407,0,928,164,8680,6.45,86,1334
Uttar Pradesh,Kaushambi,27,906,71317,504,1,833,118,8195,2.93,51,1739
Uttar Pradesh,Kushinagar,447,1223,176999,1470,0,1206,208,17493,7.86,191,2429
Uttar Pradesh,Lakhimpur Kheri,2141,3371,158014,2613,0,1178,239,21764,3.32,151,4549
