state,district,slots,today,Total doses til date,avgdaily,slots 18-44,paid slot,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio,fully
Andaman & Nicobar,North and Middle Andaman,0,0,28752,5,0,0,300,255,5516,0.0,0,300,18130,16137,890,3292
Andaman & Nicobar,South Andaman,0,65,55661,50,0,0,445,392,19523,7.84,40,510,40801,34379,843,10221
Andaman & Nicobar,Nicobar,0,9,7671,3,0,0,160,52,1384,0.59,1,169,4858,4197,864,1907
Andhra Pradesh,Krishna,0,633,736237,7798,3,3,1488,6479,204630,3.25,69,2121,466550,474427,1017,258587
Andhra Pradesh,Guntur,0,2371,691905,8039,0,0,2239,5043,188976,4.12,190,4610,442904,438063,989,232696
Andhra Pradesh,"YSR District, Kadapa (Cuddapah)",0,747,545970,7910,0,0,1043,3617,82828,6.15,110,1790,299989,328774,1096,183474
Andhra Pradesh,Kurnool,0,350,530772,3419,0,0,1016,8104,127850,9.81,134,1366,297717,360906,1212,179642
Andhra Pradesh,Visakhapatnam,732,2073,667362,7060,1826,1826,6014,12414,314622,3.25,263,8087,504777,477448,946,234467
Andhra Pradesh,Anantapur,0,460,601723,6593,0,0,409,4062,103116,5.87,51,869,346174,358438,1035,203269
Andhra Pradesh,Chittoor,33,1104,669709,4709,52,52,1891,6298,155555,4.51,135,2995,390366,434943,1114,237667
Andhra Pradesh,East Godavari,0,394,748574,5456,7,7,2628,12219,211565,3.9,118,3022,471701,488483,1036,255136
Andhra Pradesh,Prakasam,0,0,554407,3369,0,0,0,4792,112241,0.0,0,0,320593,346014,1079,195721
Andhra Pradesh,Sri Potti Sriramulu Nellore,0,56,538801,3526,0,0,503,4287,117509,1.97,11,559,316261,340063,1075,201488
Andhra Pradesh,Srikakulam,0,741,501966,7200,0,0,617,6008,99635,5.3,72,1358,270348,331242,1225,132242
Andhra Pradesh,Vizianagaram,0,1183,391288,4718,0,0,1794,7152,102887,3.46,103,2977,222234,271925,1224,111827
