state,district,today,Total doses til date,avgdaily,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio,fully,people,avg people,sites,avgf,dcon
Andaman & Nicobar,North and Middle Andaman,22,62816,59,156,214,90501,23.6,42,178,79770,73524,922,73913,79404,11,10,261,77866
Andaman & Nicobar,South Andaman,255,140767,339,1374,1337,229963,5.59,91,1629,199478,171186,858,177548,193182,96,17,1580,182112
Andaman & Nicobar,Nicobar,5,21966,6,12,25,28928,17.65,3,17,27667,23223,839,25410,25484,3,1,28,25195
Andhra Pradesh,Krishna,5063,3048092,17102,11848,33612,3098267,4.47,758,16962,2933107,3212111,1095,2609831,3536528,36135,269,14578,2326421
Andhra Pradesh,Guntur,4518,2927266,5865,14783,20548,3238052,9.84,1899,19301,2894326,3270049,1130,2386247,3779071,14463,1394,11950,2284325
Andhra Pradesh,"YSR District, Kadapa (Cuddapah)",3414,1940768,8989,10132,21096,1783137,3.35,459,13691,1740256,1982969,1139,1546184,2177721,24711,127,5373,1425290
Andhra Pradesh,Kurnool,3442,2078001,4252,19657,24471,2771826,2.04,471,23099,2252647,2596426,1153,1936673,2913154,3976,119,24747,1839488
Andhra Pradesh,Visakhapatnam,14243,2524458,9685,30589,22689,3046572,1.38,618,44852,2717056,2853140,1050,2377076,3193954,12948,156,19426,2643250
Andhra Pradesh,Anantapur,1582,2554082,7288,5461,22478,2724286,3.51,247,7043,2475310,2800200,1131,2182359,3096009,18773,121,10992,1947265
Andhra Pradesh,Chittoor,14233,2781620,12130,34115,32199,2880311,1.36,659,48361,2686363,2974639,1107,2522127,3139804,22011,152,22317,2263777
Andhra Pradesh,East Godavari,15530,3354434,10908,32243,24532,3062024,1.74,832,47808,3043799,3371600,1108,2643939,3772519,20007,235,15433,2585849
Andhra Pradesh,Prakasam,5374,2268357,5509,16378,15066,2312921,2.2,478,21762,2172048,2408529,1109,1946069,2635209,7123,162,13452,1605789
Andhra Pradesh,Sri Potti Sriramulu Nellore,8967,2019767,7569,21503,18440,2107903,1.4,426,30474,1975336,2151567,1089,1753635,2374035,15087,95,10923,1642487
Andhra Pradesh,Srikakulam,12791,1825567,12044,22862,22986,1380505,1.71,612,35728,1455005,1750692,1203,1264807,1941265,26046,147,8985,1470248
Andhra Pradesh,Vizianagaram,4802,1592249,10094,7664,15421,1508929,2.44,304,12466,1453388,1647277,1133,1256710,1844468,22792,107,2722,1178166
Andhra Pradesh,West Godavari,10023,2639582,12135,23567,28779,2660980,1.7,570,33600,2503300,2796517,1117,2220314,3080248,35985,221,4929,2167319
Arunachal Pradesh,Itanagar Capital Complex,26,44925,33,224,294,162268,8.0,20,250,118255,88917,752,92335,114858,82,7,244,104140
Arunachal Pradesh,Lower Siang,1,9991,3,7,21,17869,25.0,2,8,14984,12875,859,11068,16792,5,1,19,16254
Arunachal Pradesh,Pakke Kessang,0,7001,32,0,20,8015,0.0,0,0,7852,7156,911,6631,8385,10,0,42,7868
Arunachal Pradesh,Changlang,54,52266,130,161,432,111574,11.63,25,215,90342,73478,813,70245,93595,48,9,513,82849
Arunachal Pradesh,Kurung Kumey,16,6615,18,50,35,10065,6.06,4,66,8170,8404,1029,6707,9973,28,4,24,8823
