state,district,today,Total doses til date,avgdaily,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio,fully,people,avg people,sites,avgf,dcon
Andaman & Nicobar,North and Middle Andaman,14,62095,29,62,305,87025,31.58,24,76,77532,71567,923,69867,79253,13,10,321,74623
Andaman & Nicobar,South Andaman,0,136318,151,0,1337,213594,0.0,0,0,187969,161880,861,158048,191864,90,0,1397,165309
Andaman & Nicobar,Nicobar,0,21803,173,0,167,28489,0.0,0,0,27248,23040,846,24838,25454,3,0,337,22261
Andhra Pradesh,Krishna,12381,2853787,10773,24224,19942,2704964,2.82,1033,36607,2635013,2922699,1109,2424953,3133798,9022,268,21692,2092685
Andhra Pradesh,Guntur,695,2848630,5177,2647,15342,2967452,8.92,298,3342,2722377,3092823,1136,2216011,3600071,5749,925,14770,2069522
Andhra Pradesh,"YSR District, Kadapa (Cuddapah)",916,1841888,3269,1797,8860,1549554,6.38,174,2726,1574942,1815878,1153,1467633,1923809,5967,128,6161,1241836
Andhra Pradesh,Kurnool,1548,2024129,7182,7690,22887,2488398,2.62,242,9238,2072187,2439634,1177,1669252,2843275,13265,98,16803,1530376
Andhra Pradesh,Visakhapatnam,609,2424588,3356,1120,9817,2793734,10.47,181,1729,2536872,2680683,1057,2142446,3075876,2534,102,10638,2356634
Andhra Pradesh,Anantapur,7536,2446222,9125,20861,25573,2400993,1.56,443,28397,2258423,2586076,1145,1991577,2855638,12533,145,22164,1684974
Andhra Pradesh,Chittoor,5545,2658634,8166,13662,25136,2558339,3.34,641,19219,2455743,2760398,1124,2293152,2923821,5411,152,27891,1937573
Andhra Pradesh,East Godavari,22,3241085,6105,58,15972,2785754,25.0,20,80,2842860,3183003,1120,2427889,3598950,3680,16,18397,2258010
Andhra Pradesh,Prakasam,2932,2211514,8479,7502,19654,2155912,1.83,191,10439,2060886,2305874,1119,1817055,2550371,13920,161,14212,1451500
Andhra Pradesh,Sri Potti Sriramulu Nellore,920,1955834,3829,2847,11590,1942598,3.8,143,3767,1857248,2040458,1099,1642752,2255680,3301,93,12118,1416109
Andhra Pradesh,Srikakulam,9,1702474,3963,11,10847,1147962,0.0,0,20,1273602,1576520,1238,1166939,1683497,4812,3,9998,1221087
