state,district,today,Total doses til date,avgdaily,slots,paid slot,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio,fully,people,avg people,sites
Andaman & Nicobar,North and Middle Andaman,24,54395,980,41,0,21,602,22863,55.56,25,45,40382,36866,913,25650,51608,703,10
Andaman & Nicobar,South Andaman,4,101111,2342,0,0,2,529,53901,66.67,4,6,84104,70890,843,44682,110330,971,2
Andaman & Nicobar,Nicobar,0,15029,248,0,0,0,306,10811,0.0,0,0,13805,12034,872,6973,18867,392,0
Andhra Pradesh,Krishna,948,1232138,9118,238,238,948,5622,500467,11.81,224,1896,810018,922331,1139,412890,1319715,5736,134
Andhra Pradesh,Guntur,144,1237974,16998,141,141,481,9691,492081,5.6,35,625,813375,916494,1127,367676,1362379,17978,5
Andhra Pradesh,"YSR District, Kadapa (Cuddapah)",0,932317,11563,0,0,0,4942,261243,0.0,0,0,534106,659263,1234,281134,912426,9920,1
Andhra Pradesh,Kurnool,1036,914711,10332,2,0,2311,7507,345501,1.58,53,3347,537713,722349,1343,282524,977688,11044,10
Andhra Pradesh,Visakhapatnam,202,1133736,10421,2184,2184,967,9327,682110,5.22,61,1169,890438,925181,1039,370283,1445563,12356,13
Andhra Pradesh,Anantapur,0,1067995,14387,0,0,0,4096,317735,0.0,0,0,626187,758919,1212,348004,1037726,8811,1
Andhra Pradesh,Chittoor,66,1111611,12161,779,779,156,7646,423421,3.6,8,222,700177,834642,1192,344159,1190873,12735,3
Andhra Pradesh,East Godavari,3012,1294420,15331,500,0,2069,7849,554237,0.37,19,5081,827312,1021128,1234,397849,1450808,14460,11
Andhra Pradesh,Prakasam,331,976174,6739,86,86,640,9593,323442,4.02,39,971,595408,704036,1182,274890,1024726,12428,10
Andhra Pradesh,Sri Potti Sriramulu Nellore,755,986044,10970,158,158,837,4499,314465,2.39,38,1592,602296,697952,1159,370214,930295,8690,16
Andhra Pradesh,Srikakulam,0,854801,9884,0,0,0,2093,236085,0.0,0,0,471328,619459,1314,232899,857987,6765,1
Andhra Pradesh,Vizianagaram,0,637345,6048,0,0,0,3429,243502,0.0,0,0,388616,492111,1266,166333,714514,5502,0
Andhra Pradesh,West Godavari,204,1191843,8058,0,0,596,9510,383594,8.75,70,800,669515,905722,1353,286434,1289003,14081,49
Arunachal Pradesh,Itanagar Capital Complex,252,32936,564,267,0,574,862,70410,2.91,24,826,59316,44018,742,16925,86421,758,8
Arunachal Pradesh,Lower Siang,0,6907,160,0,0,0,186,8660,0.0,0,0,8407,7159,852,2701,12866,225,0
Arunachal Pradesh,Pakke Kessang,87,4988,54,20,0,41,52,3591,25.0,32,128,4477,4099,916,2185,6394,52,4
Arunachal Pradesh,Changlang,68,30830,297,91,0,0,269,45657,2.94,2,68,43455,33026,760,10590,65897,307,4
Arunachal Pradesh,Kurung Kumey,28,4703,33,0,0,58,57,4989,4.65,4,86,4625,4965,1074,2427,7265,59,2
Arunachal Pradesh,Anjaw,2,4613,19,0,0,66,66,7090,17.65,12,68,6418,5284,823,1680,10023,68,2
Arunachal Pradesh,East Kameng,53,11936,131,0,0,158,309,10782,4.27,9,211,12012,10703,891,3740,18978,325,5
Arunachal Pradesh,Kamle,17,2666,40,19,0,40,72,3260,5.26,3,57,3455,2471,715,865,5061,96,1
Arunachal Pradesh,Dibang Valley,0,1510,14,0,0,0,29,3085,0.0,0,0,2847,1748,614,1056,3539,37,0
Arunachal Pradesh,Tirap,0,11286,122,0,0,0,258,19302,0.0,0,0,17707,12875,727,3775,26813,311,0
Arunachal Pradesh,Kra Daadi,12,2765,25,0,0,17,16,3442,3.45,1,29,3304,2903,879,1086,5121,9,1
Arunachal Pradesh,West Kameng,18,22772,264,0,0,81,385,30857,1.01,1,99,29890,23725,794,10570,43059,466,2
