state,district,today,Total doses til date,avgdaily,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio,fully,people,avg people,sites,avgf,dcon
Andaman & Nicobar,North and Middle Andaman,0,63042,28,0,129,91452,0.0,0,0,80411,74060,921,75037,79457,6,0,150,78249
Andaman & Nicobar,South Andaman,36,142979,294,192,862,236286,31.58,72,228,204225,174971,857,185432,193833,91,13,1064,185030
Andaman & Nicobar,Nicobar,0,22499,76,0,143,29928,0.0,0,0,28443,23980,843,26934,25493,1,0,217,25244
Andhra Pradesh,Krishna,0,3081033,4698,7,11046,3175698,42.86,3,7,2989836,3265739,1092,2691251,3565480,4128,5,11616,2431083
Andhra Pradesh,Guntur,34,2943350,2257,173,7114,3289031,44.93,93,207,2927939,3303483,1128,2428749,3803632,3393,249,5977,2459487
Andhra Pradesh,"YSR District, Kadapa (Cuddapah)",518,1959028,2497,1282,6292,1830143,8.77,158,1802,1773388,2015083,1136,1574219,2214952,4852,126,3936,1508854
Andhra Pradesh,Kurnool,2003,2105308,3865,10971,20257,2915627,1.82,236,12994,2343937,2676216,1142,2056725,2964210,7243,119,16878,1869520
Andhra Pradesh,Visakhapatnam,1475,2575217,4823,4357,12238,3165731,4.77,278,5832,2805089,2934981,1046,2440562,3300386,8945,139,8115,2707468
Andhra Pradesh,Anantapur,0,2591752,5375,0,15747,2834681,0.0,0,0,2550233,2873279,1127,2265265,3161168,9297,0,11824,1985441
Andhra Pradesh,Chittoor,453,2850373,7788,1618,19452,3048268,6.71,139,2071,2807039,3090617,1101,2626443,3272198,13119,124,14120,2330830
Andhra Pradesh,East Godavari,105,3472496,14053,135,26878,3285631,25.0,60,240,3211665,3545315,1104,2709555,4048572,32156,117,8774,2680990
Andhra Pradesh,Prakasam,787,2299262,4131,2328,11108,2397047,2.09,65,3115,2231386,2464195,1104,2001724,2694585,8143,160,7095,1686851
Andhra Pradesh,Sri Potti Sriramulu Nellore,338,2035109,1881,1196,5340,2149671,10.17,156,1534,2005481,2178518,1086,1798906,2385874,1136,94,6084,1703743
Andhra Pradesh,Srikakulam,0,1877510,5125,0,9350,1470190,0.0,0,0,1527360,1819938,1192,1288422,2059278,11581,0,2894,1516893
Andhra Pradesh,Vizianagaram,0,1621371,4014,0,6323,1554760,0.0,0,0,1491014,1684595,1130,1278536,1897595,7274,1,3063,1229479
Andhra Pradesh,West Godavari,8630,2669608,4202,16820,9952,2732769,1.66,424,25496,2556384,2845230,1113,2269902,3132475,7142,187,7012,2220536
Arunachal Pradesh,Itanagar Capital Complex,0,45105,26,0,236,163920,0.0,0,0,119382,89622,751,93788,115237,54,0,207,105255
Arunachal Pradesh,Lower Siang,0,10004,2,0,12,17951,0.0,0,0,15039,12915,859,11136,16819,4,0,9,16316
Arunachal Pradesh,Pakke Kessang,0,7016,2,0,4,8043,0.0,0,0,7875,7176,911,6644,8415,4,0,1,7927
Arunachal Pradesh,Changlang,2,52737,66,5,205,113075,42.86,3,7,91395,74397,814,72030,93782,24,1,246,84622
Arunachal Pradesh,Kurung Kumey,0,6705,11,22,27,10294,36.36,8,22,8333,8560,1027,6854,10145,19,3,18,8919
Arunachal Pradesh,Anjaw,0,7142,2,0,14,14502,0.0,0,0,12159,9483,780,9532,12112,4,0,12,11507
Arunachal Pradesh,East Kameng,0,18713,9,0,41,23481,0.0,0,0,22246,19941,896,18642,23552,3,0,46,22448
Arunachal Pradesh,Kamle,0,4488,0,0,5,7754,0.0,0,0,7009,5233,747,4783,7459,1,0,3,6515
Arunachal Pradesh,Dibang Valley,0,1988,1,0,4,5043,0.0,0,0,4532,2499,551,2842,4189,0,0,4,4083
