state,district,slots,today,Total doses til date,avgdaily,slots 18-44,paid slot,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio,fully
Bihar,Vaishali,3314,1899,242850,1615,4259,0,6826,6229,129434,2.41,210,8730,201055,171497,853,65999
Bihar,Nalanda,6413,2610,248635,2168,4831,0,6257,5796,144785,2.18,193,8867,209205,184281,881,68122
Bihar,Jehanabad,6275,844,76247,727,4836,0,2215,1895,54392,2.32,71,3059,71378,59302,831,20200
Bihar,Nawada,3885,2412,146660,821,23967,0,9698,3252,84830,4.43,535,12065,124393,107123,861,43731
Bihar,Sheikhpura,839,757,46266,332,591,0,2236,1041,26176,2.57,77,2993,38956,33491,860,14087
Bihar,Darbhanga,0,3890,317646,2537,1592,0,16117,8879,187720,1.31,263,20007,266864,238547,894,86905
Bihar,Madhubani,71610,10963,304002,2886,69388,0,29652,10820,192804,1.27,514,40616,261565,235373,900,79625
Bihar,Samastipur,252,3087,273492,1351,1569,0,11858,8186,176036,1.97,295,14945,241843,207761,859,86180
Bihar,Patna,101783,11717,574692,4121,86336,143,28716,15856,549185,1.72,697,40433,653159,471294,722,332456
Bihar,Begusarai,567,944,222303,1203,381,0,5168,5848,138666,3.06,186,6084,197707,163331,826,51522
Bihar,Bhojpur,26307,3125,168170,1319,26326,0,11023,5704,120249,1.43,202,14148,166677,121910,731,45839
Bihar,Buxar,8985,2339,130669,1257,9013,0,9660,4514,78819,2.68,321,11999,119002,90509,761,33871
Bihar,Khagaria,1236,1459,98740,783,7881,0,5522,3146,66728,3.42,239,6981,87820,77676,884,24157
Bihar,Saran,194,4369,328427,2554,16086,0,22151,10555,204917,2.56,680,26520,292524,241008,824,93948
Bihar,Siwan,10387,2502,311456,1319,6316,0,15917,7887,158270,2.28,420,18420,260292,209611,805,91916
Bihar,Gopalganj,185,554,175888,1072,0,0,9548,6145,111416,1.86,188,10102,170320,117158,688,41618
Bihar,East Champaran,6410,6598,334928,4192,7542,0,23156,12953,236019,2.0,596,29754,328639,242175,737,64177
Bihar,West Champaran,3638,1861,192743,1530,7320,0,7590,6202,153261,2.53,239,9451,206716,139380,674,37039
Bihar,Jamui,779,1419,119607,786,1348,0,6756,2840,72566,2.87,235,8175,106236,85981,809,28828
Chandigarh,Chandigarh,107,965,208361,693,471,471,5781,5976,174333,3.14,212,6748,216417,166475,769,77460
Chhattisgarh,Raipur,750,2026,330664,469,874,0,12191,1889,77846,4.66,663,14217,216547,192008,887,137709
Chhattisgarh,Balod,3795,1050,168776,313,4983,0,3707,531,13361,1.53,73,4757,86181,95941,1113,38139
Chhattisgarh,Baloda bazar,2531,186,184745,52,3554,0,2421,344,12372,5.1,133,2607,93225,103998,1116,30802
Chhattisgarh,Balrampur,9080,112,127374,51,7339,0,752,107,12936,12.27,106,864,69868,70431,1008,20545
Chhattisgarh,Bastar,322,63,138640,52,739,0,1936,296,24661,9.05,181,1999,78030,85273,1093,38072
Chhattisgarh,Bemetara,3998,169,92624,54,4059,0,1050,152,7316,1.72,21,1219,49008,50926,1039,17864
Chhattisgarh,Bijapur,991,56,36284,11,359,0,138,22,17418,23.71,46,194,31130,22565,725,19422
Chhattisgarh,Bilaspur,5082,489,315647,129,8411,14,4478,653,35151,5.7,283,4967,171236,179550,1049,80161
Chhattisgarh,Dantewada,309,9,56673,6,175,0,70,13,13780,1.27,1,79,34788,35654,1025,25247
Chhattisgarh,Dhamtari,2921,995,169715,182,5815,0,5013,715,15444,2.53,152,6008,87224,97916,1123,45825
Chhattisgarh,Durg,1077,416,338316,214,417,0,3329,494,39963,8.68,325,3745,192144,186128,969,110823
Chhattisgarh,Gariaband,2498,83,99264,28,4288,0,674,96,7464,1.72,13,757,49722,57001,1146,15936
Chhattisgarh,Janjgir-Champa,198,324,262840,158,7042,0,3470,499,18392,4.38,166,3794,134742,146489,1087,55812
Chhattisgarh,Jashpur,3200,247,157019,83,1706,0,1422,202,16255,3.06,51,1669,79744,93510,1173,38035
Chhattisgarh,Kanker,3498,248,135152,56,10370,0,1695,237,22917,1.93,37,1913,79328,78732,992,42637
Chhattisgarh,Kondagaon,1070,41,107281,20,2095,0,381,57,10504,23.22,98,422,54195,63578,1173,21653
Chhattisgarh,Korba,3646,285,269854,79,4565,0,1963,302,20655,8.1,182,2248,141606,148898,1051,52687
Chhattisgarh,Koriya,9141,170,105583,62,9760,0,1277,188,12022,7.12,103,1447,58010,59591,1027,22622
Chhattisgarh,Mahasamund,2199,502,241991,383,3242,0,4851,676,15191,1.27,67,5293,120921,136236,1127,67764
Chhattisgarh,Mungeli,444,105,124592,18,248,0,216,30,6273,12.15,39,321,62386,68477,1098,16759
Chhattisgarh,Narayanpur,0,4,15856,5,196,0,66,6,7118,0.0,0,70,12872,10102,785,7623
Chhattisgarh,Raigarh,36003,1833,353204,195,23720,320,13104,1849,38937,4.97,743,14937,191828,200302,1044,114135
Chhattisgarh,Rajnandgaon,4357,1134,280184,185,3323,0,6885,975,27443,4.5,361,8019,146885,160730,1094,44850
Chhattisgarh,Sukma,999,30,49719,17,638,0,299,39,21625,3.34,11,329,40207,31132,774,25597
Chhattisgarh,Surajpur,3080,167,162723,32,3278,0,1084,159,14063,14.22,178,1252,86489,90272,1044,25741
Chhattisgarh,Surguja,6573,270,214677,171,9251,0,2673,382,19333,11.11,327,2943,112410,121563,1081,48675
Chhattisgarh,Kawardha,12000,487,123333,230,14184,0,1259,187,13784,7.1,124,1746,66922,70177,1049,27720
Chhattisgarh,Gaurela Pendra Marwahi ,350,91,65206,55,699,0,678,98,4730,11.83,91,769,32957,36970,1122,9040
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,19,367,38470,266,17,17,3809,3139,100018,6.32,264,4176,97256,41234,424,12298
Dadra and Nagar Haveli and Daman and Diu,Daman,414,484,32877,278,681,0,3700,2515,87233,0.62,26,4184,78244,42005,537,8959
Dadra and Nagar Haveli and Daman and Diu,Diu,0,53,12550,35,0,0,137,115,18875,5.26,10,190,15280,16149,1057,5786
Delhi,New Delhi,460,2190,254661,685,194,188,4283,2903,149827,5.21,337,6473,244387,160546,657,177569
Delhi,Central Delhi,1819,2671,288026,889,2842,2774,2313,1453,232832,4.74,236,4984,307881,213281,693,167614
Delhi,West Delhi,229,2931,364583,764,0,0,6608,3682,171588,2.74,261,9539,298587,237669,796,188197
Delhi,North West Delhi,1541,2561,345790,1145,344,272,4644,3550,235283,4.51,325,7205,323913,257456,795,188930
Delhi,South East Delhi,840,2859,245922,663,434,434,4560,3256,243652,2.71,201,7419,297262,192589,648,165032
Delhi,East Delhi,209,2157,206195,1125,1049,1049,3781,3422,144811,3.23,192,5938,196187,154962,790,88395
Delhi,North Delhi,855,1903,194682,622,0,0,4646,4113,157849,4.44,291,6549,205241,147335,718,109349
Delhi,North East Delhi,70,1226,162698,733,34,0,4014,2641,134549,3.63,190,5240,176091,121358,689,92054
Delhi,Shahdara,170,1286,198818,487,78,78,3563,2242,137467,4.76,231,4849,190025,146525,771,91197
Delhi,South Delhi,854,1969,261170,683,974,974,5870,5624,331774,5.12,401,7839,358794,235039,655,178799
Delhi,South West Delhi,527,3036,340304,1415,1310,1310,7196,4027,206250,1.94,198,10232,311851,235420,755,150649
Goa,North Goa,294,1323,167034,1018,75,75,5933,7137,152709,1.57,114,7256,171212,148576,868,50418
Goa,South Goa,26,1429,199182,1045,13,0,6945,7207,155459,2.22,186,8374,179439,175222,976,51125
Gujarat,Gandhinagar,0,3160,206962,1166,178,0,10012,5173,101946,3.25,428,13172,168393,140531,835,93449
Gujarat,Ahmedabad,299,4063,370175,1100,94,0,14980,6705,146461,3.5,667,19043,294344,222286,755,105221
Gujarat,Vadodara,2386,4950,307976,1861,1729,0,9384,5990,160361,3.39,486,14334,262982,205435,781,115606
Gujarat,Kheda,440,2141,366551,2215,2608,0,12319,5000,141272,4.08,590,14460,271065,236798,874,162641
Gujarat,Surendranagar,0,5694,203800,2349,511,0,12947,6445,126856,1.44,269,18641,179976,150734,838,82345
Gujarat,Aravalli,908,601,232134,398,422,0,5774,3535,75893,3.84,245,6375,158560,149462,943,122231
Gujarat,Banaskantha,42,1075,638675,394,197,0,10712,4824,127734,5.03,593,11787,420167,346362,824,204555
Gujarat,Mehsana,0,5081,407874,1658,0,0,16273,7363,237671,2.84,606,21354,338340,307179,908,176156
Gujarat,Patan,1099,1806,206398,1097,1678,0,6615,3351,100474,5.09,429,8421,160475,146526,913,88963
Gujarat,Sabarkantha,1477,3320,294680,1166,676,0,13164,5013,109207,3.13,516,16484,212764,191098,898,127768
Gujarat,Dang,0,248,31918,53,1,0,758,324,12032,3.38,34,1006,23121,20832,901,10185
Gujarat,Navsari,498,2350,269256,696,817,0,15460,6265,120168,2.02,360,17810,194022,195494,1008,135708
Gujarat,Surat,2011,3724,220488,1569,3311,0,13680,7721,148972,3.08,536,17404,206768,162821,787,106658
Gujarat,Tapi,969,2818,161504,1068,179,0,3407,2477,57517,2.78,173,6227,113676,105346,927,45899
Gujarat,Valsad,2961,1873,263465,908,2352,0,13216,6873,151849,4.05,611,15089,233693,181646,777,139123
Gujarat,Devbhumi Dwaraka,1066,1574,116668,562,969,0,11024,4052,81878,2.79,352,12598,110259,88306,801,69517
Gujarat,Jamnagar,0,1311,170016,511,253,0,3171,2813,105076,3.08,138,4482,154076,121074,786,71914
Gujarat,Kutch,1085,1652,276005,597,2576,0,17719,6876,217912,2.68,519,19371,281928,212074,752,138784
Gujarat,Morbi,311,1621,128968,588,78,0,5282,3153,65216,4.88,337,6903,105023,89158,849,61715
Gujarat,Porbandar,10,656,135895,166,0,0,4875,2911,59884,3.78,209,5531,101654,94139,926,80785
Gujarat,Rajkot,98,3189,268424,970,433,0,18244,6673,134196,4.56,977,21433,213045,189617,890,111619
Gujarat,Amreli,0,1640,246469,340,127,0,11833,2873,64198,1.91,257,13473,158613,152060,959,115667
Gujarat,Bhavnagar,10651,2953,250364,1148,7387,0,7885,4438,120710,5.0,542,10838,200568,170554,850,92348
Gujarat,Botad,2390,1414,70492,550,1964,0,4259,2099,43604,3.47,197,5673,61217,52880,864,35229
Gujarat,Gir Somnath,684,1270,187153,607,568,0,8288,3892,84924,3.89,372,9558,149649,122348,818,71140
Gujarat,Junagadh,0,4280,209266,752,37,0,5565,2089,64987,2.68,264,9846,143243,131003,915,75977
Gujarat,Anand,653,4294,406904,1355,699,0,13655,6777,156079,3.18,571,17949,291691,271323,930,174067
Gujarat,Bharuch,1356,4549,278497,2479,972,175,17646,6142,200077,2.82,625,22195,271796,206842,761,121700
Gujarat,Chhotaudepur,1082,1776,168112,256,1390,0,2621,1275,34058,5.75,253,4397,105869,96267,909,85759
Gujarat,Dahod,1963,3173,338874,679,3876,0,8680,4577,95960,3.52,417,11853,220714,214126,970,189986
Gujarat,Mahisagar,179,318,247832,235,1131,0,9354,4389,75074,3.39,328,9672,167735,155201,925,113822
Gujarat,Narmada,0,998,128737,178,1087,0,2533,1752,39545,5.35,189,3531,87034,81237,933,60543
Gujarat,Panchmahal,119,2030,293989,357,259,0,6363,4988,102961,2.7,227,8393,211748,185178,875,147400
Haryana,Kurukshetra,1351,4437,148618,870,1025,0,15685,3194,79611,1.18,238,20122,119968,108354,903,33868
Haryana,Panchkula,123,3187,122922,508,0,0,15224,3582,99473,1.08,199,18411,119166,103417,868,55395
Haryana,Gurgaon,2118,7330,421554,1848,5157,5157,73432,19849,604857,1.4,1129,80771,631820,396958,628,192489
Haryana,Jhajjar,2865,1957,145702,551,5895,0,18055,4001,86570,1.49,298,20012,126243,106072,840,42592
Haryana,Kaithal,2261,2885,113492,494,2605,0,8114,1960,76184,4.65,511,10999,100283,89543,893,29961
Haryana,Hisar,732,5781,176629,1312,554,0,19372,4812,113901,3.8,957,25153,157936,132687,840,38833
Haryana,Rohtak,813,3337,145146,816,706,0,16111,4147,95745,2.37,461,19449,131122,110594,843,45186
Haryana,Ambala,0,4779,239797,1855,0,0,10042,5444,187021,1.41,209,14821,226731,200465,884,113033
Haryana,Sirsa,44,5197,186314,951,1405,73,11981,3178,85856,2.63,452,17178,142779,129418,906,59187
Haryana,Panipat,1972,2643,139874,630,878,0,17266,3789,98194,1.11,221,19909,133415,104777,785,38896
Haryana,Fatehabad,19645,4168,109385,831,19659,0,11130,2893,74766,1.19,182,15298,97127,87056,896,26030
Haryana,Yamunanagar,2517,4701,181669,808,2661,0,18714,5479,102361,1.85,433,23417,151943,132123,870,49908
Haryana,Sonipat,950,2255,225913,953,994,87,9466,4529,146177,2.47,289,11721,203750,168633,828,76437
Haryana,Faridabad,1039,7660,350981,2076,1012,1012,35463,11981,303227,0.64,277,43123,383620,272022,709,113568
Haryana,Bhiwani,7845,4057,156147,866,18540,0,16322,3843,92026,1.02,211,20729,131027,117184,894,34363
Haryana,Charkhi Dadri,0,2266,105410,510,3331,0,17907,3651,68997,1.43,288,20182,89299,85136,953,25036
Haryana,Rewari,0,2964,155867,736,0,0,21204,4384,98634,0.79,192,24168,140983,113739,807,42191
Haryana,Karnal,17589,8416,224095,1089,10728,0,27414,5501,137779,1.48,530,35830,193120,169008,875,74865
Haryana,Jind,13728,2847,135267,678,8478,0,7826,2328,67112,3.81,407,10673,106026,96367,909,23461
Haryana,Nuh,1015,417,43282,101,3481,0,4052,1222,43546,4.05,181,4469,52039,34864,670,7744
Haryana,Mahendragarh,7314,3845,156128,911,6570,0,16619,3928,86267,1.01,206,20464,126286,116277,921,35348
Haryana,Palwal,10947,2080,146632,477,10835,150,8452,2524,92578,1.41,148,10532,133692,105614,790,29909
Himachal Pradesh,Shimla,0,5,220960,173,0,0,11064,4536,85784,2.0,221,11069,161206,145517,903,54019
Himachal Pradesh,Solan,0,16,140410,319,94,0,9189,4985,84756,1.89,174,9206,134061,91158,680,23994
Himachal Pradesh,Lahaul Spiti,0,0,8267,8,0,0,1358,402,5066,3.09,42,1358,6714,6616,985,3386
Himachal Pradesh,Kullu,0,9,107020,54,0,0,5902,2436,36491,3.7,219,5911,73161,70360,962,28530
Himachal Pradesh,Sirmaur,0,3,90900,5,0,0,6160,2618,46370,2.87,177,6163,75914,61361,808,24142
Himachal Pradesh,Kangra,0,28,409081,294,0,0,23846,8379,122766,1.62,386,23874,257296,274532,1067,88138
Himachal Pradesh,Chamba,0,4,120693,141,0,0,5939,2679,41996,2.62,156,5944,82092,80583,982,24572
Himachal Pradesh,Mandi,0,12,282374,244,0,0,14520,5978,84769,2.25,327,14533,172974,194200,1123,74660
Himachal Pradesh,Kinnaur,0,34,24460,33,0,0,5352,1255,16764,2.86,154,5386,21896,19335,883,8842
Himachal Pradesh,Hamirpur,0,9,160860,76,0,0,6632,2461,36539,2.08,138,6642,91826,105560,1150,34752
Himachal Pradesh,Una,0,8,153070,317,0,0,2972,2206,36127,3.36,100,2980,95172,94026,988,39576
Himachal Pradesh,Bilaspur,0,5,125428,185,0,0,5477,2967,36555,2.3,126,5484,76622,85356,1114,35724
Jammu & Kashmir,Srinagar,5077,1109,166082,1477,6122,280,1221,2151,120301,9.44,220,2330,193380,92996,481,54501
Jammu & Kashmir,Kulgam,1956,581,104017,555,1,0,675,1021,15691,9.87,124,1256,69773,49919,715,13411
Jammu & Kashmir,Shopian,50,22,64323,7,1076,0,424,731,9942,12.11,54,446,43377,30886,712,10774
Jammu & Kashmir,Bandipore,1600,368,85102,226,4093,0,636,759,13155,14.54,146,1004,59287,38967,657,13227
Jammu & Kashmir,Anantnag,11425,1160,183496,882,9767,0,1299,1318,54458,10.61,261,2459,139339,98578,707,24945
Jammu & Kashmir,Baramulla,467,1675,236934,1884,324,0,131,1116,63997,2.99,54,1806,174353,126465,725,49705
Jammu & Kashmir,Kupwara,5418,1287,118097,2565,2772,0,1953,2319,39452,3.7,120,3240,98234,59293,604,20882
Jammu & Kashmir,Pulwama,0,24,118471,479,0,0,218,284,24653,3.31,8,242,85942,57180,665,25869
Jammu & Kashmir,Ganderbal,50,110,71977,32,270,0,754,722,19089,5.32,46,864,54070,36992,684,14429
Jammu & Kashmir,Budgam,2670,1472,158417,997,939,0,322,818,62004,8.7,156,1794,133080,87331,656,33005
Jammu & Kashmir,Jammu,1343,900,397326,291,0,0,3065,2795,146760,6.68,265,3965,302932,241310,797,152631
Jammu & Kashmir,Kishtwar,460,174,45701,79,419,0,609,917,15683,3.45,27,783,35956,25429,707,12261
Jammu & Kashmir,Doda,846,162,86885,270,802,0,981,1009,16117,4.11,47,1143,57070,45926,805,24000
Jammu & Kashmir,Udhampur,300,442,118829,176,199,0,3467,1058,62103,3.58,140,3910,99017,81912,827,28876
Jammu & Kashmir,Kathua,1877,446,137132,287,0,0,924,1088,53982,5.11,70,1370,104382,86724,831,31740
Jammu & Kashmir,Ramban,99,73,62762,21,1896,0,1238,1440,18277,7.55,99,1311,48519,32518,670,19346
Jammu & Kashmir,Samba,0,68,85629,112,0,0,1596,1249,20586,2.16,36,1664,60456,45746,757,21868
Jammu & Kashmir,Rajouri,3898,1619,128423,1694,0,0,167,670,55771,7.5,134,1786,104119,80083,769,23622
Jammu & Kashmir,Poonch,1900,1035,107985,653,2731,0,1473,1057,16568,3.67,92,2508,69608,54938,789,17790
Jammu & Kashmir,Reasi,359,108,68172,97,98,0,773,1361,25887,7.83,69,881,56548,37529,664,14251
Jharkhand,Ranchi,3978,1875,259700,991,1560,979,5401,5356,228633,5.42,394,7276,272158,216354,795,122053
Jharkhand,Koderma,465,2102,93115,1553,0,0,481,1976,47150,9.56,247,2583,72989,67304,922,16459
Jharkhand,Bokaro,882,1318,164193,859,284,0,5635,3462,106406,1.11,77,6953,158039,112627,713,64439
