state,district,slots,today,Total doses til date,avgdaily,slots 18-44,paid slot,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio,fully
Andaman & Nicobar,North and Middle Andaman,0,14,28731,2,0,0,285,127,4599,0.33,1,299,17650,15679,888,3291
Andaman & Nicobar,South Andaman,0,57,55468,49,0,0,445,346,18186,3.59,18,502,39986,33664,842,10155
Andaman & Nicobar,Nicobar,0,0,7664,2,0,0,0,8,1055,0.0,0,0,4600,4119,895,1906
Andhra Pradesh,Krishna,0,1431,705609,10578,2,2,3026,7725,183169,5.0,223,4457,447358,441532,987,255423
Andhra Pradesh,Guntur,0,17153,660246,7597,8,8,9843,4954,170443,2.16,584,26996,424388,406381,958,227552
Andhra Pradesh,"YSR District, Kadapa (Cuddapah)",0,15045,526369,5183,0,0,741,426,59672,2.37,374,15786,289222,296791,1026,180196
Andhra Pradesh,Kurnool,146,6163,520326,2838,119,119,11926,5757,110358,2.65,480,18100,291079,339614,1167,179250
Andhra Pradesh,Visakhapatnam,250,11775,647744,8231,126,126,17991,11688,275373,2.1,624,29766,479598,443771,925,231353
Andhra Pradesh,Anantapur,0,11099,587915,4764,0,0,7365,2369,91112,3.07,566,18464,338281,340520,1007,202516
Andhra Pradesh,Chittoor,0,6584,656195,3105,0,0,10779,4268,139783,3.5,607,17363,381908,414115,1084,234949
Andhra Pradesh,East Godavari,0,1374,737025,11196,1,1,8772,6417,166884,1.81,184,10146,459146,444812,969,254769
Andhra Pradesh,Prakasam,0,264,553227,8398,0,0,299,1975,88675,6.57,37,563,319671,322193,1008,194476
Andhra Pradesh,Sri Potti Sriramulu Nellore,0,1533,527905,4879,0,0,2227,3651,101794,4.52,170,3760,308491,321213,1041,200764
Andhra Pradesh,Srikakulam,0,4506,470012,3922,0,0,5026,2826,75693,3.55,338,9532,255875,289824,1133,129924
Andhra Pradesh,Vizianagaram,0,4142,372308,2112,0,0,7283,4269,82516,2.14,245,11425,210359,244452,1162,111302
Andhra Pradesh,West Godavari,0,215,639001,11991,0,0,354,4788,101566,5.45,31,569,352689,387954,1100,217376
Arunachal Pradesh,Itanagar Capital Complex,0,94,18856,124,0,0,1266,426,37500,2.94,40,1360,32195,24161,750,7666
Arunachal Pradesh,Lower Siang,8,0,3962,7,0,0,132,82,2249,6.06,8,132,3265,2946,902,1105
Arunachal Pradesh,Pakke Kessang,40,7,3010,6,0,0,18,19,1521,20.0,5,25,2358,2170,920,1387
Arunachal Pradesh,Changlang,35,290,17380,207,0,0,51,150,11862,8.5,29,341,16774,12468,743,4633
Arunachal Pradesh,Kurung Kumey,0,0,2480,1,0,0,10,6,2250,0.0,0,10,2242,2426,1082,1949
Arunachal Pradesh,Anjaw,0,42,2948,80,0,0,121,116,2281,10.43,17,163,2800,2435,870,1258
Arunachal Pradesh,East Kameng,0,161,7475,176,0,0,9,69,3630,23.53,40,170,5726,5377,939,1855
Arunachal Pradesh,Kamle,0,5,1581,6,0,0,93,23,909,2.04,2,98,1376,1115,810,537
Arunachal Pradesh,Dibang Valley,0,0,929,9,0,0,0,6,1096,0.0,0,0,1192,833,699,887
Arunachal Pradesh,Tirap,0,218,5348,181,0,0,24,176,4873,11.57,28,242,6157,4063,660,2596
Arunachal Pradesh,Kra Daadi,0,0,1566,3,0,0,0,23,1569,0.0,0,0,1641,1496,912,728
Arunachal Pradesh,West Kameng,0,45,12896,104,0,0,261,436,9658,4.58,14,306,12736,9820,771,6768
Arunachal Pradesh,Lohit,0,80,5950,37,0,0,8,202,4868,25.0,22,88,6347,4468,704,2035
Arunachal Pradesh,Tawang,0,0,7748,9,0,0,419,407,7381,2.63,11,419,7957,7166,901,4254
Arunachal Pradesh,Lower Dibang Valley,10,14,6905,36,0,0,6,155,5448,50.0,10,20,6580,5774,878,2581
Arunachal Pradesh,Lower Subansiri,0,9,7037,44,0,0,189,105,5532,1.01,2,198,6375,6194,972,4063
Arunachal Pradesh,Lepa Rada,0,29,3917,20,0,0,22,80,2450,17.65,9,51,3445,2922,848,2520
Arunachal Pradesh,Upper Siang,0,117,5882,34,0,0,17,110,3312,19.4,26,134,4767,4429,929,2677
Arunachal Pradesh,Shi Yomi,0,16,1984,3,0,0,5,39,976,42.86,9,21,1471,1489,1012,1435
Arunachal Pradesh,Namsai,0,290,15596,234,0,0,4,63,5886,15.65,46,294,11613,9874,850,4533
Arunachal Pradesh,Siang,0,0,4241,3,0,0,0,3,1533,0.0,0,0,2925,2848,974,1577
Arunachal Pradesh,West Siang,0,10,10244,18,0,0,12,174,5770,36.36,8,22,8415,7599,903,4152
Arunachal Pradesh,Papum Pare,0,79,7733,81,0,0,75,249,9135,3.9,6,154,10408,6461,621,4533
Arunachal Pradesh,Longding,0,98,3587,194,0,0,16,62,3583,14.04,16,114,4692,2481,529,1681
Arunachal Pradesh,Upper Subansiri,0,141,9407,113,0,0,14,131,4366,16.13,25,155,7160,6612,923,3130
Arunachal Pradesh,East Siang,0,5,14168,42,0,0,7,207,8693,66.67,8,12,11764,11096,943,8489
Assam,Dibrugarh,0,621,139030,968,0,0,3572,3097,85396,4.22,177,4193,120130,104279,868,40895
Assam,Sivasagar,0,649,72116,281,0,0,921,606,21427,3.18,50,1570,50643,42894,847,24114
Assam,Tinsukia,0,1271,100123,1805,0,0,3482,3165,55690,3.51,167,4753,84691,71101,840,24042
Assam,Baksa,0,625,50545,260,0,0,408,486,19256,11.33,117,1033,38114,31681,831,14856
Assam,Barpeta,0,1323,132432,387,0,0,1270,565,35009,6.44,167,2593,87770,79658,908,84338
Assam,Darrang,0,42,72384,331,0,0,1495,590,28581,2.8,43,1537,55885,45067,806,23320
Assam,Kamrup Metropolitan,18,1805,255910,1110,234,208,21810,7047,277216,2.6,615,23615,301020,232236,771,99098
Assam,Kamrup Rural,95,827,192426,1664,12,12,3368,949,59027,3.69,155,4195,134598,116821,868,50972
Assam,Karbi-Anglong,0,286,39503,259,0,0,56,53,19290,5.26,18,342,33151,25642,773,14948
Assam,Nalbari,0,27,59814,339,0,0,1860,578,21574,2.28,43,1887,45423,35952,791,16619
Assam,Golaghat,0,90,83529,186,0,0,447,560,29610,0.56,3,537,62597,50529,807,26703
Assam,Jorhat,0,402,96584,542,0,0,1867,816,37175,3.13,71,2269,72464,61284,846,31256
Assam,Morigaon,0,1114,69762,307,0,0,639,530,21386,3.25,57,1753,46284,44856,969,17561
Assam,Nagaon,0,2429,140024,1375,0,0,4429,3868,70934,2.03,139,6861,108407,102533,946,45593
Assam,Bongaigaon,0,146,59532,148,0,0,22,564,28719,30.95,52,168,47226,41015,868,24099
Assam,Chirang,186,534,29651,360,0,0,750,263,16274,2.8,36,1284,26675,19245,721,14268
Assam,Dhubri,0,370,76748,246,0,0,965,483,26373,1.12,15,1335,56870,46237,813,29716
Assam,Goalpara,444,34,55976,61,0,0,311,162,28844,15.94,55,345,44515,40269,905,21905
Assam,Kokrajhar,0,212,50993,368,0,0,1464,296,26333,5.61,94,1676,43898,33426,761,19741
Assam,Dhemaji,0,403,65603,135,0,0,1033,521,24927,5.15,74,1436,46109,44405,963,20270
Assam,Lakhimpur,0,209,83043,450,0,0,1368,387,27216,1.46,23,1577,58035,52213,900,28913
Assam,Sonitpur,69,593,104409,287,0,0,2991,2184,56251,6.03,216,3584,85022,75636,890,60459
Assam,Udalguri,0,100,48734,205,0,0,491,468,22304,6.6,39,591,38640,32386,838,16218
Assam,Cachar,0,660,118417,2235,0,0,723,5669,82276,2.68,37,1383,105961,94729,894,36816
Assam,Dima Hasao,248,168,19971,41,0,0,449,182,11337,5.35,33,617,18549,12752,687,9889
Assam,Hailakandi,0,273,52856,437,56,0,610,360,22826,5.32,47,883,41851,33826,808,17388
Assam,Karimganj,0,378,67062,372,0,0,1491,493,29832,4.87,91,1869,53351,43535,816,23949
Bihar,Madhepura,0,788,124558,505,54,0,1814,1310,51635,9.53,248,2602,97286,78908,811,28323
Bihar,Saharsa,0,673,136133,1121,0,0,1075,1470,52796,5.26,92,1748,100926,87973,872,32141
Bihar,Supaul,0,932,143644,1532,1169,0,1805,1063,55816,4.49,123,2737,111500,87989,789,23760
Bihar,Purnia,0,1445,258662,2665,0,0,1718,3373,112359,5.28,167,3163,199037,171951,864,52913
Bihar,Araria,0,515,149286,526,3336,0,1932,1391,65307,4.21,103,2447,119519,95103,796,29734
Bihar,Katihar,1075,2058,135776,1695,0,0,4257,2840,92015,2.3,145,6315,124522,103301,830,39443
Bihar,Kishanganj,0,937,85598,609,0,0,490,1228,47785,5.82,83,1427,74462,58941,792,27395
Bihar,Aurangabad,0,1345,125356,1571,456,0,2840,1702,65492,5.62,235,4185,111081,79776,718,30422
Bihar,Arwal,0,235,36513,183,0,0,658,453,18189,1.9,17,893,30308,24396,805,12742
Bihar,Gaya,99,2003,237971,1401,0,0,5861,3230,138453,5.42,426,7864,209119,167380,800,98501
Bihar,Kaimur,1029,523,101200,440,107,0,1421,1112,45249,4.94,96,1944,82080,64362,784,21799
Bihar,Rohtas,221,1897,184152,1300,6,0,1533,2170,83866,2.33,80,3430,153393,114658,747,46187
Bihar,Bhagalpur,0,774,224955,828,141,0,3071,3120,115952,0.65,25,3845,186619,154272,827,61208
Bihar,Banka,0,427,132778,711,76,0,637,1165,52847,4.32,46,1064,97538,88098,903,37927
Bihar,Lakhisarai,21,279,50121,370,0,0,430,526,25806,1.55,11,709,41828,34090,815,13325
Bihar,Munger,0,485,88829,389,0,0,2107,1371,47504,1.85,48,2592,78407,57917,739,28616
Bihar,Muzaffarpur,0,2839,261178,2011,155,0,2156,3831,159298,3.47,173,4987,238726,181799,762,60720
Bihar,Sheohar,0,237,58211,162,486,0,503,421,17924,5.41,40,740,40886,35255,862,13491
Bihar,Sitamarhi,62,936,189011,901,0,0,1468,1469,77539,3.58,86,2404,145293,121290,835,44111
Bihar,Vaishali,0,811,229710,902,146,0,1661,1650,82027,5.99,148,2472,167095,144821,867,62790
Bihar,Nalanda,1485,675,232260,635,1535,0,3083,2523,101188,2.45,92,3758,177909,155580,874,59710
Bihar,Jehanabad,0,457,69723,867,266,0,1684,963,38280,3.69,79,2141,59372,48663,820,16436
Bihar,Nawada,0,435,139682,651,551,0,1813,1512,60531,6.32,142,2248,106537,93690,879,39319
Bihar,Sheikhpura,0,507,43248,207,0,0,833,456,17874,2.99,40,1340,32788,28337,864,13654
Bihar,Darbhanga,0,2412,293929,2530,0,0,1549,2744,123429,2.75,109,3961,221455,195928,885,79054
Bihar,Madhubani,0,2978,280225,1711,0,0,777,2512,115904,2.26,85,3755,212716,183528,863,78220
Bihar,Samastipur,0,1311,261760,1111,0,0,1720,2625,116751,2.28,69,3031,204261,174300,853,79606
Bihar,Patna,853,5642,540547,3674,2731,0,15609,20145,425250,2.82,599,21251,565524,400699,709,295014
Bihar,Begusarai,0,740,212136,953,0,0,1889,2464,96065,4.98,131,2629,167752,140504,838,50263
Bihar,Bhojpur,0,955,157346,841,271,0,3457,1651,77157,2.9,128,4412,134163,100455,749,44467
Bihar,Buxar,751,1130,120209,917,25,0,667,1436,47160,5.18,93,1797,94249,73127,776,31867
Bihar,Khagaria,0,266,92418,383,119,0,1055,1018,42660,6.74,89,1321,72762,62344,857,23403
Bihar,Saran,1808,2538,304003,2066,83,0,1815,2916,129789,4.3,187,4353,236576,197342,834,83505
Bihar,Siwan,10093,1443,300189,1193,0,0,592,2579,102644,11.06,225,2035,216112,186821,864,83508
Bihar,Gopalganj,0,1231,165084,1452,0,0,1858,2064,66991,3.59,111,3089,132324,99801,754,40675
Bihar,East Champaran,0,3647,297280,3653,0,0,3400,2150,137735,2.74,193,7047,250678,184199,735,57551
Bihar,West Champaran,8,913,179291,1407,7,0,2668,3008,104738,3.32,119,3581,168757,115347,684,36145
Bihar,Jamui,18,665,112651,800,0,0,1718,1652,51558,4.49,107,2383,90591,73659,813,27962
Chandigarh,Chandigarh,234,744,202691,507,480,480,5038,2760,122804,2.91,168,5782,183755,141844,772,75731
Chhattisgarh,Raipur,208,956,326727,259,11,11,565,153,64483,13.08,199,1521,207617,183614,884,129162
Chhattisgarh,Balod,3100,306,166146,144,0,0,14,1,9635,3.12,10,320,83706,92059,1100,35258
Chhattisgarh,Baloda bazar,89,63,184356,28,0,0,8,3,9974,12.68,9,71,91496,102933,1125,29969
Chhattisgarh,Balrampur,3480,93,126925,46,0,0,9,1,12185,7.84,8,102,69227,69870,1009,20039
Chhattisgarh,Bastar,819,96,138230,39,0,0,77,21,22554,21.39,37,173,76570,84217,1100,36876
Chhattisgarh,Bemetara,12695,65,92228,13,0,0,5,0,6254,0.0,0,70,48221,50255,1042,16932
Chhattisgarh,Bijapur,719,16,36202,5,0,0,4,8,17254,0.0,0,20,30987,22462,725,19028
Chhattisgarh,Bilaspur,20,400,314577,129,0,0,98,21,30538,14.46,72,498,168187,176907,1052,77407
Chhattisgarh,Dantewada,220,74,56618,16,0,0,8,4,13686,21.95,18,82,34710,35583,1025,25059
Chhattisgarh,Dhamtari,60,156,168328,29,0,0,21,3,10435,1.69,3,177,84459,94283,1116,43687
Chhattisgarh,Durg,825,607,336497,212,0,0,112,53,36386,11.27,81,719,189662,183207,966,107341
Chhattisgarh,Gariaband,469,7,99049,6,0,0,3,1,6790,0.0,0,10,49278,56555,1148,15502
Chhattisgarh,Janjgir-Champa,0,68,261441,37,0,0,2,2,14897,42.86,30,70,131973,144361,1094,54250
Chhattisgarh,Jashpur,1694,240,156220,56,0,0,30,0,14845,7.41,20,270,78657,92388,1175,36338
Chhattisgarh,Kanker,4193,125,134723,23,0,0,17,5,21251,5.63,8,142,78350,77614,991,41577
Chhattisgarh,Kondagaon,250,72,107080,90,0,0,0,2,10105,25.0,18,72,53875,63297,1175,21134
Chhattisgarh,Korba,1619,191,269230,129,0,0,31,17,18512,12.61,28,222,140036,147690,1055,51047
Chhattisgarh,Koriya,2500,88,105042,84,0,0,6,8,10699,17.02,16,94,57016,58721,1030,21701
Chhattisgarh,Mahasamund,0,489,238402,165,0,0,8,5,10448,2.62,13,497,116951,131871,1128,64041
Chhattisgarh,Mungeli,199,43,124444,18,0,0,8,3,6061,17.65,9,51,62200,68304,1098,16377
Chhattisgarh,Narayanpur,0,6,15808,1,0,0,14,2,7070,0.0,0,20,12819,10059,785,7483
Chhattisgarh,Raigarh,613,3,351755,66,0,0,6,12,25938,11.11,1,9,184470,193208,1047,112154
Chhattisgarh,Rajnandgaon,569,205,278804,62,0,0,43,8,20600,8.87,22,248,143165,156223,1091,42751
Chhattisgarh,Sukma,0,130,49520,31,0,0,2,8,21346,13.64,18,132,39950,30911,774,25462
Chhattisgarh,Surajpur,0,22,162465,20,0,0,9,2,12949,93.55,29,31,85711,89677,1046,25025
Chhattisgarh,Surguja,150,225,213094,125,0,0,103,11,16614,12.8,42,328,110233,119442,1084,46982
Chhattisgarh,Kawardha,3299,393,121365,154,0,0,22,9,12463,10.84,45,415,65326,68482,1048,25687
Chhattisgarh,Gaurela Pendra Marwahi ,0,107,64654,64,0,0,1,1,4047,20.37,22,108,32321,36370,1125,8748
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,0,324,36278,153,0,0,4404,2555,73698,3.85,182,4728,76288,33689,442,12047
Dadra and Nagar Haveli and Daman and Diu,Daman,0,383,30663,214,0,0,6101,2770,69665,0.56,36,6484,65627,34809,530,8639
Dadra and Nagar Haveli and Daman and Diu,Diu,0,150,12187,92,0,0,437,405,17660,0.51,3,587,14492,15358,1060,5659
Delhi,New Delhi,211,1106,249414,730,317,316,2992,1565,125854,4.44,182,4098,227832,147840,649,161974
Delhi,Central Delhi,2052,1571,280800,863,7640,7640,4713,2566,220105,4.71,296,6284,296122,205067,693,153765
