state,district,slots,today,Total doses til date,avgdaily,slots 18-44,paid slot,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio
Karnataka,Chitradurga,0,2449,285293,2220,0,0,2162,1485,38708,6.05,279,4611,161145,162826,1010
Karnataka,Dakshina Kannada,0,2556,288356,2791,0,0,3875,4959,106102,3.72,239,6431,190928,203944,1068
Karnataka,Bagalkot,0,3466,265297,1990,0,0,1551,1414,47950,9.43,473,5017,153440,159803,1041
Karnataka,Chamarajanagar,0,2261,157554,1279,0,0,2954,1953,32074,6.42,335,5215,92038,97581,1060
Karnataka,Bidar,0,1553,209945,1189,0,0,5281,5093,87415,6.53,446,6834,155733,141627,909
Karnataka,Chikamagalur,0,9639,212722,1872,0,0,2909,1267,31943,4.72,592,12548,121349,123347,1016
Karnataka,Bellary,0,3366,401304,2406,0,0,3516,3949,78546,5.06,348,6882,247353,232488,940
Karnataka,Davanagere,0,2408,236654,3920,0,0,1272,1630,44459,5.98,220,3680,145866,135238,927
Karnataka,Bangalore Rural,0,2370,158556,1621,0,0,2384,2747,54882,5.38,256,4754,119020,94383,793
Karnataka,Kolar,0,4288,233260,3570,0,0,10402,8091,168109,4.56,670,14690,207416,193990,935
Karnataka,Dharwad,1270,2286,230344,1479,0,0,3847,2941,63907,5.49,337,6133,151904,142360,937
Karnataka,Haveri,0,2417,137992,769,0,0,1820,1066,26221,8.33,353,4237,83383,80829,969
Karnataka,Gadag,0,2355,159425,1316,0,0,2102,1561,34741,10.16,453,4457,96525,97634,1011
Karnataka,Uttar Kannada,0,7493,225994,2130,0,0,4150,2640,57703,3.93,457,11643,145166,138580,955
Karnataka,Koppal,23,1217,206391,785,0,0,6152,3565,54885,6.39,471,7369,125398,135893,1084
Karnataka,Kodagu,0,2377,108050,1523,0,0,1021,840,24735,5.94,202,3398,65472,67352,1029
Karnataka,Raichur,0,4035,180997,2204,100,0,4393,3142,59775,5.72,482,8428,121569,119235,981
Karnataka,Yadgir,199,1016,133778,623,0,0,676,2668,37796,16.58,283,1707,83246,88325,1061
Karnataka,Udupi,0,2953,226782,2344,0,0,2652,2162,60718,6.33,355,5605,140176,147393,1051
Karnataka,Shimoga,48,3168,267964,2807,0,0,4475,3226,64189,5.19,397,7643,169978,162226,954
Karnataka,Tumkur,1224,2873,414125,3577,0,0,769,3271,78307,7.36,268,3642,252047,240375,954
Karnataka,Hassan,0,4006,302828,1855,0,0,3640,2333,66389,8.42,644,7646,182138,187095,1027
Karnataka,Mandya,0,3705,302454,3242,0,0,2385,2126,50775,6.4,390,6090,168568,184632,1095
Karnataka,Chikkaballapur,0,1638,223490,861,0,0,796,1519,40295,8.46,206,2434,132910,130866,985
Karnataka,Ramanagara,20,2367,217932,1797,0,0,3677,3013,47857,5.89,356,6044,127091,138883,1093
Karnataka,Vijayapura,0,3589,253759,1915,0,0,1551,1033,43988,8.17,420,5140,151848,145864,961
Karnataka,BBMP,3028,21063,1618920,15677,18,18,71328,72844,1325278,2.11,1949,92391,1602678,1345213,839
Kerala,Kasaragod,89,8152,313961,4227,0,0,66,1792,40681,2.58,212,8218,174725,180179,1031
Kerala,Thiruvananthapuram,0,7388,781619,8368,0,0,8097,8915,197233,1.78,275,15485,467285,512508,1097
Kerala,Kannur,0,2923,506615,6342,0,0,7754,4333,99072,2.28,243,10677,289292,316633,1095
Kerala,Kollam,0,5737,537916,6890,0,0,8734,4189,101853,2.07,299,14471,299577,340705,1137
Kerala,Wayanad,0,3132,248835,4517,0,0,4067,1606,36949,1.96,141,7199,136630,149363,1093
Kerala,Pathanamthitta,0,7181,406774,4425,0,0,2263,1901,56346,3.88,366,9444,211311,251989,1193
Kerala,Alappuzha,0,3169,475183,3636,0,0,1910,2680,68501,6.32,321,5079,252039,291765,1158
Kerala,Malappuram,1,13419,544635,5974,0,0,13625,6205,117690,3.24,876,27044,345223,317405,919
Kerala,Thrissur,0,1476,643353,3840,0,0,10739,5522,111911,3.81,465,12215,356642,398900,1118
Kerala,Kottayam,0,1870,455119,5283,0,0,12591,4720,89404,2.55,369,14461,253417,291419,1150
Kerala,Kozhikode,41,6998,608589,8380,0,0,14844,5865,120761,2.33,508,21842,352913,377017,1068
Kerala,Idukki,0,7323,253846,3070,0,0,2969,1289,36981,2.51,258,10292,140659,150461,1070
Kerala,Ernakulam,0,2474,744520,6767,0,0,18372,7870,172023,3.52,734,20846,436241,480802,1102
Kerala,Palakkad,0,20090,441078,4430,0,0,2000,2861,78440,2.13,470,22090,249652,270345,1083
Ladakh,Kargil,0,31,28732,56,752,0,1539,1486,32597,5.1,80,1570,31969,29374,919
Ladakh,Leh,0,63,37680,24,0,0,707,1357,43622,3.9,30,770,43310,37998,877
Lakshadweep,Lakshadweep,0,55,20317,53,0,0,924,866,12803,1.12,11,979,18239,14879,816
Madhya Pradesh,Bhopal,1931,1963,403857,1295,2074,0,17492,19537,410005,4.19,815,19455,458377,355657,776
Madhya Pradesh,Gwalior,87,2480,276180,1283,285,98,11910,9776,210479,4.45,640,14390,279399,207355,742
Madhya Pradesh,Indore,33,10061,644625,4613,772,230,62463,42618,650714,1.84,1336,72524,719077,576540,802
Madhya Pradesh,Jabalpur,332,3226,370481,1817,2634,0,14455,12076,242209,3.61,639,17681,333210,279681,839
Madhya Pradesh,Rewa,75,2665,269325,1170,166,0,11050,6326,111204,1.2,165,13715,215652,164878,765
Madhya Pradesh,Sagar,2122,730,322156,644,0,0,7380,11165,146479,2.47,200,8110,263785,204918,777
Madhya Pradesh,Ujjain,0,2067,283897,886,0,0,12468,8894,169194,2.1,305,14535,246120,207016,841
Madhya Pradesh,Mandsaur,0,321,105128,227,0,0,6018,3335,50393,0.65,41,6339,86406,69107,800
Madhya Pradesh,Agar,0,475,41509,215,0,0,2327,1512,26541,2.78,78,2802,38958,29144,748
Madhya Pradesh,Shajapur,0,745,85014,294,0,0,2861,2487,41786,2.05,74,3606,72550,54252,748
Madhya Pradesh,Ratlam,0,1316,125434,633,0,0,7007,3803,63147,1.65,137,8323,104595,84024,803
Madhya Pradesh,Neemuch,0,231,80897,309,0,0,3858,2149,43870,1.25,51,4089,70309,54475,775
Madhya Pradesh,Dewas,0,56,133349,425,0,0,1101,5826,80325,1.99,23,1157,121066,92739,766
Madhya Pradesh,Tikamgarh,0,671,108994,310,13,0,2910,1965,41403,2.49,89,3581,85903,64511,751
Madhya Pradesh,Panna,0,236,52261,81,0,0,1158,794,24950,6.63,92,1388,44364,32858,741
Madhya Pradesh,Damoh,122,534,83747,319,334,0,2407,2326,43657,3.03,89,2941,71079,56383,793
Madhya Pradesh,Chhatarpur,45,521,144398,422,0,0,3895,3181,56764,1.22,54,4416,116552,84678,727
Madhya Pradesh,Umaria,123,475,49423,246,304,0,2459,1308,22399,7.7,226,2934,41378,30434,736
Madhya Pradesh,Singrauli,19,428,82107,170,33,0,5221,2993,45194,4.44,251,5649,78901,48394,613
Madhya Pradesh,Sidhi,0,402,78286,283,19,0,1943,1601,33507,4.9,115,2345,63633,48178,757
Madhya Pradesh,Shahdol,0,1687,131809,732,91,0,9264,5159,77872,2.46,269,10951,118154,91556,775
Madhya Pradesh,Satna,321,934,185800,389,2455,0,4953,3837,78581,3.28,193,5887,149995,114421,763
Madhya Pradesh,Anuppur,0,347,58521,182,0,0,1869,1678,29958,1.53,34,2216,48547,39924,822
Madhya Pradesh,Mandla,0,427,80262,258,734,0,1598,1335,33098,5.68,115,2025,57985,55366,955
Madhya Pradesh,Dindori,34,531,61498,357,126,0,2073,1399,23734,5.22,136,2604,41716,43504,1043
Madhya Pradesh,Chhindwara,0,706,163117,639,0,0,8892,4683,82259,1.06,102,9598,135459,109977,812
Madhya Pradesh,Balaghat,0,1679,168854,953,0,0,5494,4328,76359,1.49,107,7173,128603,116619,907
Madhya Pradesh,Khandwa,0,509,104398,283,0,0,5094,3769,58060,2.62,147,5603,87652,74819,854
Madhya Pradesh,Jhabua,0,133,47243,135,123,0,1857,1398,34933,2.01,40,1990,41707,40492,971
Madhya Pradesh,Dhar,0,1302,145590,528,0,0,11663,6483,104864,1.27,165,12965,138665,111940,807
Madhya Pradesh,Burhanpur,0,195,80580,170,0,0,2982,2448,35846,2.61,83,3177,61220,55281,903
Madhya Pradesh,Barwani,0,894,63510,279,0,0,6781,2881,47000,1.5,115,7675,59988,50525,842
Madhya Pradesh,Khargone,0,626,123661,600,0,0,9261,5837,85427,0.4,40,9890,118382,90743,767
Madhya Pradesh,Shivpuri,0,1817,121656,859,91,0,8272,6177,87949,3.88,391,10089,122174,87436,716
Madhya Pradesh,Sheopur,0,594,46214,338,0,0,2504,1998,29651,2.32,72,3098,42991,32900,765
Madhya Pradesh,Morena,0,1280,138449,645,255,0,7054,4317,75835,2.83,236,8334,124853,89432,716
Madhya Pradesh,Guna,0,675,110836,439,0,0,4157,2343,44884,1.2,58,4832,88414,67398,762
Madhya Pradesh,Seoni,0,556,118430,542,0,0,3317,2816,49556,3.02,117,3873,88235,79754,904
Madhya Pradesh,Datia,50,789,77211,406,0,0,3268,2009,34222,4.02,163,4057,61550,49862,810
Madhya Pradesh,Bhind,0,1111,131478,698,0,0,3672,2959,60790,2.86,137,4783,114543,77736,679
Madhya Pradesh,Narsinghpur,0,579,99416,176,0,0,3515,2509,44869,1.12,46,4094,81830,62449,763
Madhya Pradesh,Katni,0,655,116708,244,0,0,3882,2611,50272,2.05,93,4537,93865,73267,781
Madhya Pradesh,Ashoknagar,0,165,75096,151,0,0,2805,2083,34345,3.7,110,2970,62765,46669,744
Madhya Pradesh,Vidisha,0,399,132113,321,0,0,4099,2635,48409,2.71,122,4498,100175,80346,802
Madhya Pradesh,Sehore,0,932,161335,379,78,0,9265,4770,74181,2.58,263,10197,130692,104820,802
Madhya Pradesh,Alirajpur,99,138,45335,71,0,0,834,639,22007,15.23,148,972,34555,32792,949
Madhya Pradesh,Rajgarh,0,364,120177,594,0,0,5322,6741,83431,3.06,174,5686,115203,88473,768
Madhya Pradesh,Raisen,0,540,99533,229,0,0,4673,3367,56991,3.78,197,5213,90816,65695,723
Madhya Pradesh,Hoshangabad,0,731,117119,496,0,0,4369,3790,60603,1.18,60,5100,99948,77754,778
Madhya Pradesh,Harda,0,209,47233,159,0,0,1734,1601,27515,2.93,57,1943,42134,32621,774
Madhya Pradesh,Betul,832,632,147567,224,422,0,5582,3012,58296,2.51,156,6214,112692,93201,827
Maharashtra,Pune,57,11201,1874303,6184,0,0,35644,35421,696336,3.17,1485,46845,1387947,1183533,853
Maharashtra,Akola,0,2686,224688,2234,19,19,264,248,36443,10.17,300,2950,139725,121514,870
Maharashtra,Nagpur,212,2757,862441,1980,37,37,2802,2164,183495,11.89,661,5559,558668,487304,872
Maharashtra,Amravati,0,3575,328892,2812,0,0,3446,707,60783,2.41,169,7021,209333,180456,862
Maharashtra,Buldhana,0,2570,310201,3066,0,0,745,523,54064,8.9,295,3315,194264,169992,875
Maharashtra,Yavatmal,0,2442,303403,3486,0,0,632,419,67437,8.0,246,3074,202470,168357,832
Maharashtra,Washim,0,1310,170859,1493,0,0,1136,451,26048,9.16,224,2446,104286,92613,888
Maharashtra,Bhandara,3194,1372,193783,472,0,0,1021,59,29255,4.47,107,2393,110440,112584,1019
Maharashtra,Kolhapur,44,1819,875555,2519,7,7,1796,942,110602,9.82,355,3615,494997,491196,992
Maharashtra,Ratnagiri,0,1901,186968,4372,0,0,2976,580,65101,4.98,243,4877,134851,117252,869
Maharashtra,Sangli,0,1414,563010,2421,0,0,1990,255,67260,8.11,276,3404,320652,309672,966
Maharashtra,Sindhudurg,0,0,156036,2673,0,0,0,63,24979,0.0,0,0,91048,89983,988
Maharashtra,Solapur,25,4871,398021,3979,0,0,597,1011,93613,4.97,272,5468,272010,219802,808
Maharashtra,Satara,25,1055,582539,3194,6,6,2336,779,80765,6.46,219,3391,341938,321512,940
Maharashtra,Wardha,2579,1782,210224,1576,0,0,209,155,31639,6.48,129,1991,124660,117224,940
Maharashtra,Gondia,0,3989,200494,3230,0,0,165,194,37906,5.92,246,4154,120923,117467,971
Maharashtra,Gadchiroli,961,1584,101806,1482,1,0,637,135,36165,7.61,169,2221,76053,61911,814
Maharashtra,Chandrapur,0,9373,269750,2496,1,0,2604,445,56775,5.79,693,11977,175182,151390,864
Maharashtra,Osmanabad,0,2302,193250,1511,0,0,936,456,41866,4.39,142,3238,128021,107094,837
Maharashtra,Nanded,0,1175,295831,663,0,0,935,207,60743,14.22,300,2110,191836,164728,859
Maharashtra,Latur,0,3242,268101,2111,0,0,745,524,63755,8.1,323,3987,181780,150091,826
Maharashtra,Beed,0,4095,271049,2488,0,0,1831,243,46943,4.96,294,5926,173820,144206,830
Maharashtra,Parbhani,0,2787,190865,1507,0,0,448,202,42443,12.52,405,3235,124173,109122,879
Maharashtra,Hingoli,0,1550,93968,718,0,0,274,129,23783,5.81,106,1824,64155,53594,835
Maharashtra,Nandurbar,804,3590,184563,2987,103,0,1204,625,58271,5.97,286,4794,128450,114418,891
Maharashtra,Dhule,0,2635,220962,2450,0,0,541,505,51335,5.79,184,3176,145109,127206,877
Maharashtra,Nashik,20,4112,682198,3634,0,0,2962,2423,146735,5.32,376,7074,457896,371040,810
Maharashtra,Jalgaon,0,2596,382614,2422,0,0,4261,992,82533,5.15,353,6857,250645,214582,856
Maharashtra,Ahmednagar,0,2012,480954,3008,0,0,1310,548,89927,5.36,178,3322,314419,256643,816
Maharashtra,Thane,286,13143,1131775,6893,0,0,14867,12026,348383,2.46,690,28010,797001,683697,858
Maharashtra,Raigad,26,2384,309916,2466,0,0,4828,4224,113843,3.85,278,7212,241699,182284,754
Maharashtra,Palghar,6,5567,254089,5934,0,0,4949,2584,79491,2.61,274,10516,181136,152597,842
Maharashtra,Mumbai,0,24311,2099745,11352,0,0,53178,48570,918800,2.05,1591,77489,1650910,1371084,831
Maharashtra,Jalna,0,2720,222209,2116,0,0,871,336,59567,9.16,329,3591,149854,132093,881
Maharashtra,Aurangabad ,0,2079,392449,2349,0,0,2451,1901,110432,7.51,340,4530,282352,220434,781
Manipur,Bishnupur,0,52,24498,38,0,0,115,354,10556,13.77,23,167,18710,16355,874
Manipur,Chandel,0,0,5353,2,0,0,312,148,5859,2.56,8,312,7041,4171,592
Manipur,Churachandpur,0,47,20390,70,0,0,1443,776,17903,2.68,40,1490,20627,17676,857
Manipur,Imphal East,0,262,63599,217,0,0,1855,950,32672,7.7,163,2117,52243,44023,843
Manipur,Imphal West,0,435,69656,516,0,0,3489,1204,43899,2.45,96,3924,61995,51538,831
Manipur,Senapati,0,57,3368,22,0,0,18,160,4477,33.33,25,75,5042,2808,557
Manipur,Tamenglong,0,4,3660,1,0,0,144,55,3555,8.11,12,148,4493,2723,606
Manipur,Thoubal,0,360,30696,134,21,0,1965,731,15950,3.66,85,2325,24771,21883,883
Manipur,Ukhrul,96,52,4768,26,0,0,108,124,5308,18.75,30,160,6238,3840,616
Manipur,Tengnoupal,0,16,3543,8,0,0,84,58,4884,10.0,10,100,5622,2812,500
Manipur,Kangpokpi,0,62,6684,45,0,0,147,82,4602,5.26,11,209,5924,5370,906
Manipur,Kamjong,0,50,1518,7,0,0,80,18,2347,0.0,0,130,2309,1561,676
Manipur,Jiribam,0,35,3103,57,0,0,55,111,3803,11.11,10,90,4655,2249,483
Manipur,Pherzawl,0,13,2662,22,0,0,23,101,2411,11.11,4,36,2579,2499,969
Manipur,Noney,0,7,2973,0,0,0,210,135,3529,5.99,13,217,4413,2094,475
Manipur,Kakching,229,504,17392,138,0,0,12,264,7729,4.65,24,516,13245,11875,897
Meghalaya,East Khasi Hills,0,158,70586,142,0,0,149,264,49119,36.81,113,307,63907,55795,873
Meghalaya,South West Khasi Hills,0,10,7832,82,0,0,21,228,8357,29.03,9,31,8807,7381,838
Meghalaya,West Jaintia Hills,0,38,19066,17,0,0,118,123,14976,34.62,54,156,15970,18077,1132
Meghalaya,Ri-Bhoi,0,35,18173,31,0,0,212,159,14909,17.41,43,247,18367,14713,801
Meghalaya,East Jaintia Hills,0,7,11141,2,0,0,33,27,9448,0.0,0,40,12565,8021,638
Meghalaya,West Khasi Hills,0,46,21890,56,0,0,389,260,16354,3.45,15,435,18703,19541,1045
Meghalaya,West Garo Hills,30,52,54339,61,0,0,34,120,15764,27.91,24,86,34974,35125,1004
Meghalaya,South Garo Hills,11,26,10496,17,9,0,68,43,5047,38.3,36,94,8395,7149,852
Meghalaya,South West Garo Hills,0,39,19576,31,0,0,8,37,4974,27.66,13,47,11928,12617,1058
Meghalaya,North Garo Hills,0,12,11864,16,0,0,0,2,3092,66.67,8,12,7144,7814,1094
Meghalaya,East Garo Hills,300,3,10626,21,0,0,11,24,6026,42.86,6,14,9174,7480,815
Mizoram,Aizawl East,0,69,55283,60,0,0,786,373,21503,2.92,25,855,39720,37072,933
Mizoram,Aizawl West,0,88,39011,57,0,0,721,259,13098,1.36,11,809,24649,27460,1114
Mizoram,Mamit,0,15,13656,16,0,0,179,163,4056,8.25,16,194,9762,7954,815
Mizoram,Kolasib,0,0,15159,2,0,0,475,94,4243,1.05,5,475,10022,9382,936
Mizoram,Champhai,0,0,25501,28,0,0,419,60,3649,0.24,1,419,14844,14304,964
Mizoram,Serchhip,0,101,13758,51,0,0,320,149,4661,2.14,9,421,10311,8106,786
Mizoram,Lunglei,0,65,28544,34,0,0,493,126,7017,2.15,12,558,19181,16383,854
Mizoram,Lawngtlai,0,0,10922,23,0,0,291,100,4694,3.09,9,291,8389,7226,861
Mizoram,Siaha,0,0,9213,48,0,0,163,99,2322,4.29,7,163,5844,5688,973
Nagaland,Dimapur,79,278,39681,129,0,0,2239,776,28361,4.49,113,2517,41077,26978,657
Nagaland,Peren,9,9,4319,8,0,0,500,148,5147,10.02,51,509,5658,3822,676
Nagaland,Wokha,0,17,10340,7,140,0,629,154,6440,8.36,54,646,8686,8089,931
Nagaland,Mokokchung,0,0,19429,20,0,0,628,213,7936,1.91,12,628,14129,13240,937
Nagaland,Longleng,0,0,5732,8,0,0,464,85,3216,3.45,16,464,4859,4089,842
Nagaland,Mon,0,27,16731,28,0,0,870,539,11187,4.79,43,897,16137,11783,730
Nagaland,Tuensang,0,0,7907,1,0,0,395,112,6085,3.8,15,395,8824,5173,586
Nagaland,Kohima,30,51,19390,60,0,0,1042,483,15154,3.39,37,1093,19809,14736,744
Nagaland,Zunheboto,0,128,7765,41,293,0,572,195,4698,7.14,50,700,7138,5326,746
Nagaland,Phek,0,49,7678,18,120,0,779,171,6843,7.49,62,828,8745,5776,660
Nagaland,Kiphire,0,0,2863,2,330,0,54,16,2523,48.15,26,54,3685,1702,462
Odisha,Angul,1013,4222,136591,2891,0,0,1870,355,14397,1.28,78,6092,89109,61875,694
Odisha,Khurda,859,5255,499069,2813,0,0,14806,3882,277235,2.44,489,20061,441216,335234,760
Odisha,Balasore,0,0,379243,4831,0,0,0,29,18157,0.0,0,0,209189,188172,900
Odisha,Balangir,10,3229,136281,1420,0,0,1964,289,17378,4.95,257,5193,82374,71272,865
Odisha,Ganjam,0,3146,535103,2320,0,0,964,361,146554,7.3,300,4110,348172,333424,958
Odisha,Kandhamal,231,1054,95761,1042,0,0,1451,194,12160,2.2,55,2505,51150,56756,1110
Odisha,Koraput,0,1823,209605,1790,0,0,616,133,44393,5.37,131,2439,122410,131548,1075
Odisha,Sambalpur,0,1433,147429,1703,0,0,11060,2353,116528,3.26,407,12493,150645,113305,752
Odisha,Sundargarh,675,2719,239448,1644,0,0,8171,1536,159293,2.02,220,10890,214258,184626,862
Odisha,Bhadrak,176,2451,191997,1635,0,0,3387,585,13257,2.26,132,5838,110834,94435,852
Odisha,Kendujhar,22,4377,214443,3142,0,0,2345,646,21608,2.35,158,6722,125112,110924,887
Odisha,Mayurbhanj,58,2565,251669,1978,0,0,2127,373,24283,5.29,248,4692,138600,137338,991
Odisha,Cuttack,5,4031,382102,4559,0,0,14742,2687,178495,2.27,427,18773,314288,246440,784
Odisha,Dhenkanal,0,2143,146364,1794,0,0,1870,270,11446,3.91,157,4013,86638,71183,822
Odisha,Jagatsinghpur,23,8115,166443,3792,0,0,1184,179,9700,1.95,181,9299,96188,79955,831
Odisha,Jajpur,0,6629,216682,3837,0,0,921,496,18133,0.93,70,7550,129457,105331,814
Odisha,Kendrapara,356,4115,209141,3601,0,0,1037,161,9254,4.04,208,5152,115213,103174,896
Odisha,Nayagarh,0,2470,128083,1892,0,0,199,34,7532,2.62,70,2670,73086,62526,856
Odisha,Puri,0,2989,274740,5505,0,0,6659,1333,58016,1.47,142,9648,179089,153599,858
Odisha,Kalahandi,0,1298,180735,1475,0,0,3028,662,39743,2.64,114,4326,114586,105887,924
Odisha,Nuapada,54,378,63360,167,0,0,606,97,6826,8.74,86,984,35332,34841,986
Odisha,Subarnapur,0,1730,77341,841,0,0,1,0,6104,6.87,119,1731,43333,40108,926
Odisha,Gajapati,0,693,66072,486,0,0,1428,224,10241,3.72,79,2121,35896,40410,1126
Odisha,Boudh,0,495,51513,252,0,0,580,93,5205,2.33,25,1075,31393,25318,806
Odisha,Malkangiri,0,374,64873,493,0,0,21,20,11169,8.86,35,395,37751,38282,1014
Odisha,Nabarangpur,874,847,115911,619,0,0,15,15,32481,18.33,158,862,69705,78691,1129
Odisha,Rayagada,129,596,115696,671,0,0,1956,280,14761,5.02,128,2552,62309,68149,1094
Odisha,Bargarh,0,2652,181087,2176,0,0,210,58,35311,5.87,168,2862,114373,102004,892
Odisha,Deogarh,30,333,36359,324,0,0,650,98,6188,5.8,57,983,23517,19034,809
Odisha,Jharsuguda,0,609,76603,563,0,0,4438,1356,17194,2.44,123,5047,53645,40177,749
Puducherry,Puducherry,455,1101,118600,704,0,0,2887,2057,70172,4.81,192,3988,99234,89587,903
Puducherry,Karaikal,147,276,21668,166,0,0,621,334,7141,5.91,53,897,14792,14014,947
Puducherry,Mahe,0,66,13195,23,1,0,116,105,3520,4.4,8,182,7632,9084,1190
Puducherry,Yanam,0,28,5771,21,0,0,85,85,2394,6.19,7,113,4380,3785,864
Punjab,Kapurthala,0,1635,102097,973,0,0,254,213,15801,2.7,51,1889,63924,53982,844
Punjab,Ferozpur,0,457,66183,509,0,0,398,372,22244,8.77,75,855,51297,37131,724
Punjab,Hoshiarpur,60,1724,254098,1686,0,0,955,1070,55791,6.76,181,2679,169309,140574,830
Punjab,Mansa,14478,242,40352,235,0,0,226,208,20003,21.79,102,468,36295,24074,663
Punjab,Barnala,2800,487,48792,314,0,0,406,211,15587,4.14,37,893,37563,26817,714
Punjab,Fatehgarh Sahib,0,290,42617,310,0,0,122,113,12688,14.08,58,412,32291,23016,713
Punjab,Amritsar,1561,1438,240499,1307,153,153,2372,2101,76131,6.56,250,3810,176667,139990,792
Punjab,Pathankot,0,317,130708,195,111,111,648,495,21568,7.77,75,965,80719,71554,886
Punjab,Fazilka,0,425,69108,330,0,0,133,301,19561,12.9,72,558,51257,37412,730
Punjab,Ludhiana,3191,2110,469884,3375,1195,1195,4609,3373,134926,5.37,361,6719,355070,249809,704
Punjab,Gurdaspur,49,1075,260614,866,0,0,283,225,47378,11.19,152,1358,160444,147565,920
Punjab,Sri Muktsar Sahib,50,539,68555,478,0,0,671,677,24313,5.79,70,1210,53749,39118,728
Punjab,Moga,99,1599,81322,1213,0,0,2544,1405,22702,5.24,217,4143,57909,46116,796
Punjab,Jalandhar,0,2347,367857,1922,0,0,2028,1657,65394,1.26,55,4375,231183,202058,874
Punjab,Bathinda,0,476,90145,613,0,0,662,1112,46073,8.96,102,1138,82562,53647,650
Punjab,Patiala,0,589,213028,883,0,0,662,718,52755,9.51,119,1251,150058,115732,771
Punjab,Tarn Taran,2890,781,89599,602,0,0,1527,1046,25820,9.19,212,2308,64883,50535,779
Punjab,SAS Nagar,0,1376,176387,1149,0,0,4833,5089,243554,4.69,291,6209,256319,163630,638
Punjab,Rup Nagar,2,2198,68556,1559,0,0,567,429,13508,5.97,165,2765,46814,35254,753
Punjab,Sangrur,0,568,102313,613,0,0,436,618,31898,14.54,146,1004,78889,55316,701
Punjab,Faridkot,0,348,71451,266,0,0,195,166,17529,21.55,117,543,48886,40106,820
Punjab,SBS Nagar,0,646,100646,315,0,0,739,596,21501,3.25,45,1385,64299,57839,900
Rajasthan,Bikaner,0,2239,413010,891,0,0,60,171,124164,12.61,289,2291,290783,246399,847
Rajasthan,Jodhpur,137,11165,665325,10667,0,0,796,722,157005,5.52,659,11931,441507,380972,863
Rajasthan,Kota,0,1740,359733,779,0,0,133,169,139369,16.39,307,1873,269379,229749,853
Rajasthan,Udaipur,2574,3079,427665,1737,0,0,1655,2460,153308,9.42,446,4734,303465,277625,915
Rajasthan,Jaipur I,0,7311,747438,4566,0,0,2622,4071,252010,6.11,607,9933,548404,451866,824
Rajasthan,Jaipur II,141,4295,437688,1377,156,156,1940,2405,158489,5.85,365,6235,324124,272596,841
Rajasthan,Ajmer,0,2880,503533,2749,0,0,105,193,119292,9.55,285,2985,313530,309338,987
Rajasthan,Bharatpur,0,4172,397700,3384,0,0,134,267,102356,9.38,404,4306,268768,231249,860
Rajasthan,Sri Ganganagar,0,2186,343732,1764,0,0,178,353,66259,18.44,436,2364,215695,194279,901
Rajasthan,Jhunjhunu,0,1482,447821,3071,0,0,300,134,69493,6.06,108,1782,253167,264375,1044
Rajasthan,Dausa,611,6938,238506,5582,0,0,182,174,46247,4.35,310,7120,150692,134238,891
Rajasthan,Alwar,0,5695,740086,7762,0,0,418,192,176817,15.66,957,6113,484916,432014,891
Rajasthan,Sikar,0,3329,494713,3555,0,0,209,676,131086,4.3,152,3538,317694,308123,970
Rajasthan,Bundi,6,308,244392,146,0,0,17,38,39279,26.15,85,325,142864,140836,986
Rajasthan,Jhalawar,608,993,211753,585,0,0,118,177,48469,9.81,109,1111,136397,123910,908
Rajasthan,Baran,0,365,196478,234,0,0,114,16,40434,12.73,61,479,124447,112463,904
Rajasthan,Hanumangarh,0,2004,310524,4957,0,0,184,214,60214,13.35,292,2188,195604,175168,896
Rajasthan,Rajsamand,0,247,196569,205,0,0,329,442,40220,12.85,74,576,117243,119580,1020
Rajasthan,Banswara,28,2782,288585,1994,0,0,284,335,51499,4.37,134,3066,167531,172562,1030
Rajasthan,Dungarpur,8,1842,182381,1084,0,0,145,731,37651,11.22,223,1987,106989,113047,1057
Rajasthan,Chittorgarh,353,1150,282125,438,0,0,1098,648,52673,7.21,162,2248,172373,162486,943
Rajasthan,Pratapgarh,0,2811,102274,1266,0,0,886,686,49890,4.68,173,3697,79412,72856,917
Rajasthan,Bhilwara,0,4887,400312,3609,0,0,260,701,105195,8.61,443,5147,255182,250348,981
Rajasthan,Dholpur,0,162,194354,74,0,0,28,251,53504,21.05,40,190,132455,115375,871
Rajasthan,Karauli,493,662,233361,428,0,0,23,324,35204,16.79,115,685,139022,129502,932
Rajasthan,Tonk,0,5724,216770,3113,0,0,288,271,40435,9.28,558,6012,133387,123854,929
Rajasthan,Jaisalmer,1235,558,88567,341,0,0,118,616,37059,13.91,94,676,74027,51637,698
Rajasthan,Barmer,0,7451,443062,4263,0,0,369,362,71010,7.29,570,7820,280162,233910,835
Rajasthan,Pali,162,1685,337428,1439,0,0,188,304,88125,16.92,317,1873,222994,202699,909
Rajasthan,Churu,0,6313,332505,5664,0,0,36,79,58403,4.58,291,6349,197590,193308,978
Rajasthan,Sirohi,0,609,158367,223,0,0,111,173,35912,16.67,120,720,101141,93144,921
Rajasthan,Nagaur,125,1097,708409,2727,0,0,21,158,92357,8.23,92,1118,397647,403216,1014
Rajasthan,Jalore,0,2668,243312,1283,0,0,23,72,41830,7.4,199,2691,152792,132356,866
Rajasthan,Sawai Madhopur,0,1136,191027,777,0,0,55,47,49832,14.19,169,1191,130085,110862,852
