state,district,slots,today,Total doses til date,avgdaily,slots 18-44,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio
Gujarat,Sabarkantha,47,2070,275207,2046,0,54,33,32420,4.99,106,2124,159138,148453,933
Gujarat,Dang,0,55,30628,65,0,19,7,5415,8.11,6,74,18528,17512,945
Gujarat,Navsari,0,831,259335,622,0,72,59,29452,7.42,67,903,139007,149824,1078
Gujarat,Surat,0,2045,197012,1400,0,222,150,37069,8.95,203,2267,128306,105829,825
Gujarat,Tapi,0,2221,140155,1880,0,80,26,14978,4.74,109,2301,78987,76139,964
Gujarat,Valsad,169,1211,249618,963,0,1357,1038,43973,5.53,142,2568,158410,135193,853
Gujarat,Devbhumi Dwaraka,0,610,107927,346,0,109,54,17361,8.48,61,719,66984,58305,870
Gujarat,Jamnagar,0,479,162474,419,0,100,198,43737,8.81,51,579,117069,89179,762
Gujarat,Kutch,1047,1148,264208,982,0,5136,4789,113579,3.76,236,6284,210096,167783,799
Gujarat,Morbi,45,830,117948,576,0,228,109,12293,7.75,82,1058,68265,61971,908
Gujarat,Porbandar,0,287,133772,110,0,43,39,17934,27.27,90,330,77557,74153,956
Gujarat,Rajkot,398,1136,250839,1172,0,527,140,24536,13.05,217,1663,142910,132478,927
Gujarat,Amreli,0,2313,239047,767,0,65,10,19824,4.29,102,2378,130694,128193,981
Gujarat,Bhavnagar,0,1763,230309,1385,0,149,26,45134,6.69,128,1912,150994,124470,824
Gujarat,Botad,645,902,62091,579,0,59,9,8610,12.38,119,961,36936,33763,914
Gujarat,Gir Somnath,162,2324,174952,1338,0,87,66,20595,8.25,199,2411,105606,89885,851
Gujarat,Junagadh,0,1521,196645,1253,0,206,92,20026,8.86,153,1727,112079,104581,933
Gujarat,Anand,0,1968,383810,1636,0,182,38,38368,5.58,120,2150,210322,211857,1007
Gujarat,Bharuch,0,3135,230266,2980,0,4162,3733,107042,2.92,213,7297,187916,149417,795
Gujarat,Chhotaudepur,98,1767,161014,821,0,33,13,14307,4.44,80,1800,90434,84864,938
Gujarat,Dahod,269,2166,325631,1367,0,45,52,31067,3.12,69,2211,178289,178411,1001
Gujarat,Mahisagar,0,1409,243597,265,0,53,20,15321,1.92,28,1462,131569,127382,968
Gujarat,Narmada,0,362,125245,108,0,14,18,13170,6.38,24,376,70251,68154,970
Gujarat,Panchmahal,0,1939,288133,820,0,295,48,26433,4.74,106,2234,158837,155719,980
Haryana,Kurukshetra,0,786,136515,600,0,2671,1216,41010,2.98,103,3457,93208,84326,905
Haryana,Panchkula,0,346,116989,384,0,1485,890,61850,4.86,89,1831,96536,82408,854
Haryana,Gurgaon,203,2788,391346,1871,306,13862,12114,306047,2.64,440,16650,412702,285680,692
Haryana,Jhajjar,0,800,135681,867,0,1089,619,42352,8.52,161,1889,93146,84880,911
Haryana,Kaithal,0,754,107073,602,0,1170,831,46904,9.15,176,1924,80741,73338,908
Haryana,Hisar,0,989,161058,330,0,2888,661,59275,6.01,233,3877,118614,101749,858
Haryana,Rohtak,43,975,134962,732,0,1781,971,51025,5.59,154,2756,99810,86914,871
Haryana,Ambala,0,514,217621,490,0,1535,2796,114216,5.42,111,2049,176579,155438,880
Haryana,Sirsa,0,240,174218,436,0,1366,1010,48025,11.46,184,1606,115208,107031,929
Haryana,Panipat,71,263,131619,384,0,4048,949,52276,3.22,139,4311,101784,82157,807
Haryana,Fatehabad,0,618,100124,584,0,1525,1069,42104,4.99,107,2143,74913,67341,899
Haryana,Yamunanagar,0,733,171068,587,0,842,683,49642,3.49,55,1575,116805,103895,889
Haryana,Sonipat,179,761,212589,850,0,1352,2289,84012,6.01,127,2113,159864,136845,856
Haryana,Faridabad,36,1019,320207,1013,1,4097,5103,154313,3.4,174,5116,271465,203979,751
Haryana,Bhiwani,0,400,147276,455,0,1040,1068,47076,6.94,100,1440,102077,92291,904
Haryana,Charkhi Dadri,0,934,98414,635,0,214,653,29711,2.79,32,1148,65811,62329,947
Haryana,Rewari,0,764,144732,1004,0,1305,1569,49764,3.38,70,2070,104963,89575,853
Haryana,Karnal,123,398,213443,804,0,3297,1439,73472,2.84,105,3695,151254,135687,897
Haryana,Jind,0,155,123885,365,1,1676,755,40965,4.31,79,1831,85854,78998,920
Haryana,Nuh,0,333,41787,456,0,1011,695,30228,5.65,76,1344,40937,31118,760
Haryana,Mahendragarh,0,846,141534,896,0,2305,525,42563,3.14,99,3151,95343,88772,931
Haryana,Palwal,0,451,139599,412,50,2128,1598,60473,3.92,101,2579,110015,90124,819
Himachal Pradesh,Shimla,0,430,216316,459,0,1721,1197,39894,3.67,79,2151,134268,121928,908
Himachal Pradesh,Solan,0,523,133396,678,0,1080,1405,33065,4.18,67,1603,96432,70045,726
Himachal Pradesh,Lahaul Spiti,0,0,8147,11,0,0,61,1615,0.0,0,0,5025,4736,942
Himachal Pradesh,Kullu,0,179,106000,155,0,371,450,15428,10.91,60,550,61671,59753,969
Himachal Pradesh,Sirmaur,0,181,88783,285,0,606,783,21373,5.46,43,787,60108,50053,833
Himachal Pradesh,Kangra,885,1694,394760,1610,0,848,1248,48806,5.04,128,2542,213961,229583,1073
Himachal Pradesh,Chamba,0,606,115083,578,0,307,392,18192,8.43,77,913,65951,67313,1021
Himachal Pradesh,Mandi,0,606,278384,455,0,755,929,34413,7.27,99,1361,147698,165119,1118
Himachal Pradesh,Kinnaur,0,55,23846,40,0,189,107,4924,6.56,16,244,14939,13832,926
Himachal Pradesh,Hamirpur,13,36,159463,140,0,249,402,15430,8.77,25,285,81165,93718,1155
Himachal Pradesh,Una,9,499,148788,389,0,262,411,17138,11.7,89,761,82807,83108,1004
Himachal Pradesh,Bilaspur,0,10,123434,110,0,40,294,13165,0.0,0,50,66744,69850,1047
Jammu & Kashmir,Srinagar,208,1407,142629,1669,753,3308,2456,86754,2.86,135,4715,154999,74379,480
Jammu & Kashmir,Kulgam,0,399,90910,802,0,6,8,7602,23.46,95,405,56813,41685,734
Jammu & Kashmir,Shopian,0,25,64111,11,0,4,3,4431,37.93,11,29,39069,29470,754
Jammu & Kashmir,Bandipore,0,197,78045,872,0,0,14,7614,26.9,53,197,51808,33845,653
Jammu & Kashmir,Anantnag,350,1099,156304,1883,0,1950,2835,36383,7.25,221,3049,113521,79146,697
Jammu & Kashmir,Baramulla,200,2177,204260,1542,0,556,1798,43342,6.11,167,2733,144594,102905,712
Jammu & Kashmir,Kupwara,0,1047,80521,1047,0,47,60,13110,8.78,96,1094,58468,35160,601
Jammu & Kashmir,Pulwama,0,0,99251,729,0,1,66,15305,900.0,9,1,69554,45002,647
Jammu & Kashmir,Ganderbal,0,64,71477,45,0,699,267,7861,4.85,37,763,45896,33435,728
Jammu & Kashmir,Budgam,200,441,144857,348,0,2917,2749,43772,4.23,142,3358,112901,75719,671
Jammu & Kashmir,Jammu,740,450,391489,365,0,4156,2945,105646,2.91,134,4606,278027,219188,788
Jammu & Kashmir,Kishtwar,329,128,44068,193,0,71,46,8344,20.6,41,199,31017,21388,690
Jammu & Kashmir,Doda,60,1694,77371,1037,0,65,25,8641,2.26,40,1770,47694,38309,803
Jammu & Kashmir,Udhampur,0,907,114280,479,0,309,1817,40125,8.55,104,1216,87347,67050,768
Jammu & Kashmir,Kathua,1639,774,130263,656,0,108,1092,33806,5.44,48,882,89991,74066,823
Jammu & Kashmir,Ramban,268,44,62426,92,0,54,19,7602,32.65,32,98,41945,28080,669
Jammu & Kashmir,Samba,100,28,83853,52,0,93,73,10871,7.44,9,121,52829,41877,793
Jammu & Kashmir,Rajouri,3900,766,103834,861,0,97,1798,35581,10.08,87,863,81012,58401,721
Jammu & Kashmir,Poonch,5845,392,97179,852,0,16,28,8660,12.75,52,408,59248,46587,786
Jammu & Kashmir,Reasi,0,159,65706,379,0,13,188,10639,10.47,18,172,45242,31100,687
Jharkhand,Ranchi,450,1783,241220,671,522,4626,4464,124973,3.45,221,6409,205837,160418,779
Jharkhand,Koderma,0,195,62828,270,2,326,678,21096,9.4,49,521,41823,42110,1007
Jharkhand,Bokaro,0,600,148387,360,0,2313,455,53514,0.93,27,2913,114988,86949,756
Jharkhand,Garhwa,880,232,85526,779,25,60,1695,39885,16.44,48,292,69095,56312,815
Jharkhand,Latehar,1145,105,48994,75,1438,480,498,25818,9.4,55,585,41844,32985,788
Jharkhand,Chatra,0,243,76964,353,0,64,36,23636,23.78,73,307,53506,47086,880
Jharkhand,Palamu,0,1070,172636,844,0,73,437,46887,10.24,117,1143,118753,100782,849
Jharkhand,East Singhbhum,79,2126,269541,1196,0,1621,1420,77901,3.28,123,3747,194104,153390,790
Jharkhand,Seraikela Kharsawan,40,212,91639,434,0,196,277,27978,12.75,52,408,65866,53765,816
Jharkhand,Simdega,4094,160,47131,153,4451,503,905,21835,10.11,67,663,32874,36105,1098
Jharkhand,Lohardaga,38,32,44609,64,167,411,534,16508,8.35,37,443,30626,30483,995
Jharkhand,Gumla,524,117,87906,409,229,286,724,25206,14.14,57,403,53218,59938,1126
Jharkhand,Khunti,696,70,53119,98,0,93,237,24745,28.83,47,163,40668,37196,915
Jharkhand,Deoghar,1730,1279,89755,1405,0,190,316,48400,5.51,81,1469,79720,58516,734
Jharkhand,Ramgarh,683,344,79485,275,0,1728,712,36669,1.35,28,2072,66221,49923,754
Jharkhand,Hazaribagh,518,1281,140406,749,1,1525,1092,58207,4.78,134,2806,106860,91751,859
Jharkhand,Giridih,0,312,155542,338,0,1253,259,50869,5.43,85,1565,106137,100301,945
Jharkhand,Dhanbad,0,1037,228248,492,0,4382,903,66221,2.97,161,5419,165094,129380,784
Jharkhand,Dumka,68,581,107109,359,0,80,460,36489,2.87,19,661,72504,71113,981
Jharkhand,Jamtara,487,252,64593,272,1,54,449,24998,14.38,44,306,47615,41988,882
Jharkhand,Sahebganj,246,248,52318,507,224,757,788,28227,7.46,75,1005,42067,38488,915
Jharkhand,Pakur,191,327,63798,462,171,28,490,25310,4.23,15,355,43740,45395,1038
Jharkhand,Godda,586,992,77961,734,67,128,286,29555,15.18,170,1120,56899,50654,890
Jharkhand,West Singhbhum,325,145,112188,113,0,761,978,40955,8.17,74,906,78425,74730,953
Karnataka,Belgaum,567,1115,536619,2133,0,1275,2057,84071,13.39,320,2390,304898,315825,1036
Karnataka,Bangalore Urban,0,1568,218855,2303,0,10063,8687,126795,2.31,269,11631,191937,153858,802
Karnataka,Mysore,0,1846,642958,1620,0,7470,6624,117535,3.94,367,9303,373527,387062,1036
Karnataka,Gulbarga,200,1055,207505,1006,0,3345,2394,59852,9.09,400,4400,140058,127283,909
Karnataka,Chitradurga,39,1289,277391,2231,0,987,1287,32341,9.84,224,2276,153500,156203,1018
Karnataka,Dakshina Kannada,0,2972,274114,3046,0,5610,4035,89366,3.12,268,8582,173550,190222,1096
Karnataka,Bagalkot,0,1943,256861,2088,0,1165,1271,42237,13.26,412,3108,145473,153623,1056
Karnataka,Chamarajanagar,0,1494,152210,1110,0,1786,1143,22927,8.84,290,3280,83224,91898,1104
Karnataka,Bidar,0,1491,205297,1216,0,6921,5071,67623,4.37,368,8412,142748,130171,912
Karnataka,Chikamagalur,0,462,202892,1436,0,342,742,24971,9.45,76,804,111652,116239,1041
Karnataka,Bellary,0,3549,389970,1694,0,3633,3062,61261,6.66,478,7182,227825,223396,981
Karnataka,Davanagere,0,2788,214357,2281,0,1946,1271,37986,9.42,446,4734,130658,121677,931
Karnataka,Bangalore Rural,0,1684,151588,1539,0,2401,2184,43385,5.75,235,4085,108307,86628,800
Karnataka,Kolar,0,2867,221837,2843,0,10025,8702,137126,4.33,558,12892,185959,173051,931
Karnataka,Dharwad,776,893,223240,956,0,2419,2183,52597,6.58,218,3312,141249,134598,953
Karnataka,Haveri,0,1199,134605,585,0,1148,955,22283,3.54,83,2347,78838,78046,990
