state,district,slots,today,Total doses til date,avgdaily,slots 18-44,paid slot,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio,fully
Andaman & Nicobar,North and Middle Andaman,0,1,28719,2,0,0,223,76,4244,7.14,16,224,17467,15495,887,3289
Andaman & Nicobar,South Andaman,0,74,55419,50,0,0,431,336,17725,6.93,35,505,39725,33415,841,10128
Andaman & Nicobar,Nicobar,0,5,7665,2,0,0,6,8,1055,81.82,9,11,4601,4119,895,1906
Andhra Pradesh,Krishna,0,20675,704036,10940,0,0,17102,7699,179971,3.11,1173,37777,444905,439213,987,254491
Andhra Pradesh,Guntur,96,2837,643147,6421,330,330,3491,4032,161185,2.4,152,6328,415483,388931,936,226329
Andhra Pradesh,"YSR District, Kadapa (Cuddapah)",0,3437,511204,3665,0,0,534,384,58954,4.0,159,3971,281983,288148,1022,178998
Andhra Pradesh,Kurnool,168,1663,514173,2890,0,0,3987,4110,98261,3.36,190,5650,287945,324501,1127,178850
Andhra Pradesh,Visakhapatnam,133,4085,636166,7417,50,50,9499,10238,257442,2.69,366,13584,468965,424884,906,230549
Andhra Pradesh,Anantapur,0,567,576735,3443,0,0,395,1353,83699,9.15,88,962,331879,328327,989,201567
Andhra Pradesh,Chittoor,0,1277,649649,3044,0,0,2547,2854,128898,5.13,196,3824,378055,400538,1059,234238
Andhra Pradesh,East Godavari,0,3890,735554,11775,0,0,26180,5103,157059,1.5,450,30070,455032,437629,962,254689
Andhra Pradesh,Prakasam,0,12975,550196,8529,0,0,6765,1844,87119,0.91,180,19740,318243,319034,1002,194387
Andhra Pradesh,Sri Potti Sriramulu Nellore,0,8023,525210,5097,0,0,7775,3429,98839,2.1,332,15798,306521,317532,1036,200428
Andhra Pradesh,Srikakulam,0,154,466127,4030,0,0,439,2202,70853,2.87,17,593,253728,283246,1116,127218
Andhra Pradesh,Vizianagaram,0,2620,367972,1997,0,0,6530,3608,74874,2.08,190,9150,207563,235270,1133,111103
Andhra Pradesh,West Godavari,0,18464,638387,12911,0,0,22115,4862,100849,1.16,471,40579,352213,387097,1099,217353
Arunachal Pradesh,Itanagar Capital Complex,10,124,18763,148,0,0,565,539,36214,4.5,31,689,31486,23490,746,7661
Arunachal Pradesh,Lower Siang,0,4,3962,7,0,0,27,111,2117,29.03,9,31,3202,2877,899,1105
Arunachal Pradesh,Pakke Kessang,0,15,3003,5,0,0,11,19,1503,15.38,4,26,2345,2158,920,1387
Arunachal Pradesh,Changlang,20,344,16970,157,0,0,93,299,11815,7.55,33,437,16527,12258,742,4622
Arunachal Pradesh,Kurung Kumey,0,6,2480,5,0,0,5,11,2240,81.82,9,11,2236,2422,1083,1949
Arunachal Pradesh,Anjaw,0,121,2907,86,0,0,217,99,2162,6.51,22,338,2708,2366,874,1256
