state,district,slots,today,Total doses til date,avgdaily,slots 18-44,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses
Rajasthan,Bharatpur,0,5354,374002,2392,0,528,2480,100490,6.07,357,5883
Rajasthan,Sri Ganganagar,0,5408,331210,1694,0,390,1288,63793,11.25,652,5798
Rajasthan,Jhunjhunu,0,315,426324,1881,0,101,1513,68558,3.37,14,416
Rajasthan,Dausa,500,2201,199367,1183,0,160,1183,45022,10.12,239,2361
Rajasthan,Alwar,498,4926,685410,2840,0,931,3436,175479,9.78,573,5857
Rajasthan,Sikar,0,12918,469395,6803,0,2497,2219,126186,3.34,515,15415
Rajasthan,Bundi,34,216,243368,170,0,31,713,39016,17.41,43,247
Rajasthan,Jhalawar,0,1222,207648,394,0,899,1058,47228,7.02,149,2121
Rajasthan,Baran,0,458,194839,287,0,699,896,40325,5.45,63,1157
Rajasthan,Hanumangarh,0,15609,273583,4118,0,414,1366,58678,4.97,797,16023
Rajasthan,Rajsamand,0,205,195122,441,0,1267,1326,37085,3.94,58,1472
Rajasthan,Banswara,0,282,274628,751,0,2171,1236,49143,2.32,57,2453
Rajasthan,Dungarpur,3,132,174791,141,0,1639,964,32478,2.77,49,1771
Rajasthan,Chittorgarh,36,129,279058,272,0,6746,1514,47968,2.55,175,6875
Rajasthan,Pratapgarh,15585,455,93409,375,0,472,569,45092,10.03,93,927
Rajasthan,Bhilwara,0,2343,374947,1211,0,2368,2523,100224,5.71,269,4711
Rajasthan,Dholpur,0,195,193838,163,222,1253,871,51749,8.43,122,1448
Rajasthan,Karauli,534,293,230364,271,0,1506,932,32869,7.28,131,1799
Rajasthan,Tonk,0,2786,194982,1452,0,1413,1078,38327,7.17,301,4199
Rajasthan,Jaisalmer,668,249,86182,274,0,952,873,32746,6.58,79,1201
Rajasthan,Barmer,0,2114,413151,1124,0,1778,2201,68404,6.89,268,3892
Rajasthan,Pali,71,1747,327345,1103,0,1934,1396,85985,7.58,279,3681
Rajasthan,Churu,0,1690,292812,1749,0,1425,1450,57834,4.01,125,3115
Rajasthan,Sirohi,0,321,156796,204,0,68,968,34698,18.25,71,389
Rajasthan,Nagaur,537,3732,688909,2183,0,252,2463,91245,7.68,306,3984
Rajasthan,Jalore,0,859,234193,700,0,177,1334,41303,11.97,124,1036
Rajasthan,Sawai Madhopur,0,565,185582,383,0,72,1044,49501,16.17,103,637
Sikkim,East Sikkim,0,51,70412,32,0,20,399,22083,26.76,19,71
Sikkim,West Sikkim,0,0,31235,10,0,0,8,3975,0.0,0,0
Sikkim,North Sikkim,0,0,8569,1,0,0,0,2275,0.0,0,0
Sikkim,South Sikkim,0,5,37454,17,0,17,13,3306,81.82,18,22
Tamil Nadu,Coimbatore,0,4654,341352,4850,0,2633,8492,129532,4.16,303,7287
Tamil Nadu,Madurai,0,1252,184198,1843,667,5038,8693,99596,3.82,240,6290
Tamil Nadu,Thanjavur,191,1464,107785,932,0,2611,4141,53378,4.29,175,4075
Tamil Nadu,Viluppuram,254,922,91688,590,0,1874,3092,41301,5.51,154,2796
Tamil Nadu,Vellore,546,1316,109767,750,7,2232,2739,59303,4.85,172,3548
Tamil Nadu,Kanyakumari,0,3558,90716,954,1,176,4976,56380,3.11,116,3734
Tamil Nadu,Salem,313,2116,144394,627,0,2076,5938,78052,3.77,158,4192
Tamil Nadu,Pudukkottai,1931,473,48517,649,0,411,1681,19323,14.25,126,884
Tamil Nadu,Cuddalore,0,1403,118452,640,0,3731,2698,38090,3.23,166,5134
Tamil Nadu,Tirunelveli,0,822,59283,967,0,5877,4820,50018,3.9,261,6699
Tamil Nadu,Virudhunagar,0,491,70197,604,0,810,1871,27792,6.07,79,1301
Tamil Nadu,Tirupattur,0,738,58170,544,0,4601,3304,35235,3.2,171,5339
Tamil Nadu,Tenkasi,1483,530,46864,427,0,519,3683,38437,7.72,81,1049
Tamil Nadu,Kallakurichi,213,1279,45566,428,0,888,2871,29985,9.83,213,2167
Tamil Nadu,Tiruvannamalai,0,314,44437,489,0,886,2249,27021,12.5,150,1200
Tamil Nadu,Thoothukudi (Tuticorin),39,1190,40317,793,0,3474,2930,30572,3.34,156,4664
Tamil Nadu,Ariyalur,415,389,36585,510,0,333,1501,23526,5.26,38,722
Tamil Nadu,Dindigul,236,772,61324,403,0,2371,2895,33588,2.77,87,3143
Tamil Nadu,Kanchipuram,416,452,50777,286,0,1538,3292,38305,8.04,160,1990
Tamil Nadu,Namakkal,142,1702,121368,956,0,515,4439,53556,5.1,113,2217
Tamil Nadu,Karur,0,359,53055,608,0,410,2752,31926,2.73,21,769
Tamil Nadu,Tiruchirappalli,187,2671,180320,1989,287,4503,7972,89978,4.13,296,7174
Tamil Nadu,Sivaganga,287,601,52433,529,0,1676,2402,32915,7.16,163,2277
Tamil Nadu,Krishnagiri,0,512,115997,868,0,5813,5291,58406,2.29,145,6325
Tamil Nadu,Erode,99,3674,121452,1225,0,1063,5168,58990,6.4,303,4737
Tamil Nadu,Palani,0,439,47878,299,0,463,2067,27369,5.32,48,902
Tamil Nadu,Chengalpet,0,2517,203130,1351,0,2562,7125,89433,4.15,211,5079
Tamil Nadu,Dharmapuri,0,324,69895,682,0,1061,3392,42948,7.58,105,1385
Tamil Nadu,Ramanathapuram,1582,396,26925,323,1563,1197,1022,14157,2.32,37,1593
Tamil Nadu,Tiruppur,5,3969,120857,1590,0,3941,8171,77163,3.29,260,7910
Tamil Nadu,Theni,148,1966,49526,858,0,5709,2505,28074,2.67,205,7675
Tamil Nadu,Perambalur,200,457,30363,441,0,304,1316,15856,11.7,89,761
Tamil Nadu,Chennai,216,5194,1047755,5575,265,11688,21288,440066,3.66,618,16882
Tamil Nadu,Tiruvallur,0,1707,97644,953,33,2081,5522,67815,5.33,202,3788
Tamil Nadu,Paramakudi,0,674,37846,209,0,121,1475,15474,4.4,35,795
Tamil Nadu,Tiruvarur,1537,1866,37885,681,0,1696,2997,28585,3.03,108,3562
Tamil Nadu,Poonamallee,111,1119,49947,653,0,122,1815,22330,7.17,89,1241
Tamil Nadu,Nagapattinam,139,1959,49484,637,0,1063,3797,37488,3.24,98,3022
Tamil Nadu,Nilgiris,3257,1982,117634,1040,0,151,1319,26355,7.36,157,2133
Tamil Nadu,Attur,0,310,115794,584,0,78,1955,31100,31.44,122,388
Tamil Nadu,Sivakasi,317,633,85109,738,0,165,2679,30586,6.52,52,798
Telangana,Hyderabad,3,5781,587232,3466,0,21679,12366,193184,1.33,366,27464
Telangana,Adilabad,0,147,44079,58,0,114,211,8031,22.61,59,261
Telangana,Bhadradri Kothagudem,0,701,104451,442,0,138,377,16066,12.04,101,839
Telangana,Jagtial,0,219,117378,80,0,10,329,9261,9.17,21,229
Telangana,Jangaon,0,183,52371,48,0,60,181,4810,11.11,27,243
Telangana,Jayashankar Bhupalpally,0,616,71347,241,0,25,201,5453,4.52,29,641
Telangana,Jogulamba Gadwal,0,99,46355,21,0,83,153,5129,4.4,8,182
Telangana,Kamareddy,0,233,134227,115,0,119,339,11917,16.48,58,352
Telangana,Karimnagar,0,252,179681,255,0,175,554,17244,5.39,23,427
Telangana,Khammam,32,212,106091,360,0,13,826,19941,20.0,45,225
Telangana,Kumuram Bheem,0,200,37647,31,0,42,140,5430,19.83,48,242
Telangana,Mahabubabad,0,681,85966,97,0,5,245,7466,7.87,54,686
Telangana,Mahabubnagar,0,165,85288,132,0,4,241,10664,6.51,11,169
Telangana,Mancherial,50,169,74476,62,0,3,256,9964,4.65,8,172
Telangana,Medak,0,117,99127,313,0,122,269,7974,4.6,11,239
Telangana,Medchal,0,3461,352306,2035,0,9470,5955,80787,2.31,299,12931
Telangana,Nagarkurnool,0,116,87261,47,0,178,213,6633,15.65,46,294
Telangana,Nalgonda,0,70,105804,234,0,23,742,19500,7.53,7,93
Telangana,Nirmal,0,193,118424,188,0,112,145,6884,18.03,55,305
Telangana,Nizamabad,0,180,135586,124,0,171,496,20197,5.41,19,351
Telangana,Peddapalli,0,317,94264,101,0,5,314,8790,11.8,38,322
Telangana,Rajanna Sircilla,0,111,100011,100,0,78,162,6606,11.11,21,189
Telangana,Rangareddy,0,2582,308859,1874,0,8454,5239,88632,1.21,134,11036
Telangana,Sangareddy,0,1068,119970,363,50,1640,1072,22270,4.14,112,2708
Telangana,Siddipet,0,1237,189194,305,0,25,416,15700,6.97,88,1262
Telangana,Suryapet,0,459,116068,435,0,473,530,13213,5.15,48,932
Telangana,Vikarabad,0,1,53967,51,0,9,250,9337,0.0,0,10
Telangana,Wanaparthy,0,97,46448,41,0,30,165,5186,18.11,23,127
Telangana,Warangal(Rural),0,182,49528,146,0,123,408,7068,11.48,35,305
Telangana,Warangal(Urban),0,1303,153255,795,0,4128,2262,39905,0.9,49,5431
Telangana,Yadadri Bhuvanagiri,0,2711,159644,758,0,32,247,10268,3.54,97,2743
Telangana,Mulugu,0,294,52415,464,0,2,63,4021,8.11,24,296
Telangana,Narayanpet,0,192,28416,75,0,53,106,4148,2.04,5,245
Tripura,Dhalai,1059,448,82646,480,0,36,14,11568,15.7,76,484
Tripura,Gomati,543,464,86395,253,0,61,67,10144,8.57,45,525
Tripura,Khowai,218,222,65224,114,0,30,18,6796,19.05,48,252
Tripura,North Tripura,0,89,102994,40,0,33,15,8392,31.15,38,122
Tripura,Sepahijala,1664,635,114186,166,0,41,17,10987,15.38,104,676
Tripura,South Tripura,100,3139,149447,3280,0,374,405,15489,0.48,17,3513
Tripura,Unakoti,0,92,60832,188,0,21,30,5541,23.89,27,113
Tripura,West Tripura,305,1033,281076,1451,0,1488,373,89483,7.5,189,2521
Uttar Pradesh,Agra,210,3225,249405,1817,1,7717,8220,154105,2.63,288,10942
Uttar Pradesh,Aligarh,50,1674,173732,1283,2,8724,6187,115295,2.42,252,10398
Uttar Pradesh,Prayagraj,310,2362,281777,1724,234,7487,7293,190167,2.45,241,9849
Uttar Pradesh,Ambedkar Nagar,302,795,97163,426,0,73,136,15458,4.84,42,868
Uttar Pradesh,Amethi,929,2532,123566,1667,0,10,35,10626,1.49,38,2542
Uttar Pradesh,Amroha,617,2253,85922,1094,0,27,44,10440,1.75,40,2280
Uttar Pradesh,Auraiya,449,696,64949,621,0,3,4,6312,3.0,21,699
Uttar Pradesh,Azamgarh,2289,2446,180413,1588,0,4028,4676,89308,4.26,276,6474
Uttar Pradesh,Badaun,2413,1887,175586,1471,0,23,16,15335,2.09,40,1910
Uttar Pradesh,Baghpat,222,5801,145352,3335,0,23,9,8802,1.13,66,5824
Uttar Pradesh,Bahraich,3903,3653,222047,2508,0,35,38,19979,3.04,112,3688
Uttar Pradesh,Balarampur,1630,1883,174890,1291,0,72,14,12246,5.37,105,1955
Uttar Pradesh,Ballia,301,1493,147621,892,0,9,8,14416,4.53,68,1502
Uttar Pradesh,Banda,1362,403,83051,287,446,1769,1333,29504,3.13,68,2172
Uttar Pradesh,Barabanki,19,5340,167291,3689,0,53,210,20977,1.24,67,5393
Uttar Pradesh,Bareilly,594,2300,247510,1507,527,6802,6884,165159,4.81,438,9102
Uttar Pradesh,Basti,558,1323,148053,562,9,2984,2317,53189,4.25,183,4307
Uttar Pradesh,Bijnour,1607,6939,196762,3628,0,49,11,18307,1.46,102,6988
Uttar Pradesh,Bulandshahr,1000,6502,221187,4352,0,198,141,23882,1.04,70,6700
Uttar Pradesh,Chandauli,6218,1356,95892,675,0,16,25,12367,4.96,68,1372
Uttar Pradesh,Chitrakoot,415,170,46011,235,0,5,2,4750,8.57,15,175
Uttar Pradesh,Deoria,3370,2729,165664,1174,0,94,37,14660,0.96,27,2823
Uttar Pradesh,Etah,350,1014,74791,737,0,24,12,9129,2.12,22,1038
Uttar Pradesh,Etawah,178,658,83512,430,0,23,15,13016,2.79,19,681
Uttar Pradesh,Ayodhya,125,994,103100,547,0,2500,3110,70914,4.46,156,3494
Uttar Pradesh,Farrukhabad,3356,358,86764,235,0,28,18,9723,11.4,44,386
Uttar Pradesh,Fatehpur,591,1383,126459,1060,0,24,23,12770,3.06,43,1407
Uttar Pradesh,Firozabad,686,1058,122721,666,33,2224,2149,59225,4.4,144,3276
Uttar Pradesh,Gautam Buddha Nagar,892,3824,299005,2014,124,15343,13660,218916,1.79,343,19167
Uttar Pradesh,Ghaziabad,122,4211,320779,2460,0,7530,9775,165497,3.14,369,11741
Uttar Pradesh,Ghazipur,11054,2222,152618,2047,0,56,43,16434,5.79,132,2278
Uttar Pradesh,Gonda,317,6231,192468,3521,0,4053,2874,63783,1.71,176,10284
Uttar Pradesh,Gorakhpur,275,4683,275522,2052,160,7436,6387,156064,3.06,371,12119
Uttar Pradesh,Hamirpur,260,790,80944,371,0,38,6,5831,6.28,52,828
Uttar Pradesh,Hapur,140,2399,93693,1649,0,21,9,9791,8.68,210,2420
Uttar Pradesh,Hardoi,6799,1292,139843,588,0,107,44,17742,5.08,71,1399
Uttar Pradesh,Hathras,2202,1638,107974,1307,0,7,2,6881,8.21,135,1645
Uttar Pradesh,Jalaun,1957,2766,107794,1766,0,18,13,8730,1.29,36,2784
Uttar Pradesh,Jaunpur,577,2700,240677,1710,0,21,10,17889,7.68,209,2721
Uttar Pradesh,Jhansi,144,1300,107251,731,1,3771,3774,76040,3.14,159,5071
Uttar Pradesh,Kannauj,4175,787,57626,310,0,25,12,8900,3.45,28,812
Uttar Pradesh,Kanpur Dehat,1207,1744,98930,1247,0,112,72,9042,3.45,64,1856
Uttar Pradesh,Kanpur Nagar,116,3343,319067,2207,430,9104,7947,170413,2.03,253,12447
Uttar Pradesh,Kasganj,1351,579,60866,388,0,15,35,7760,4.38,26,594
Uttar Pradesh,Kaushambi,0,1204,70414,456,0,29,4,7381,3.81,47,1233
Uttar Pradesh,Kushinagar,348,2344,175629,1567,0,54,57,16291,5.09,122,2398
Uttar Pradesh,Lakhimpur Kheri,3199,3780,153621,2196,0,101,87,20580,2.29,89,3881
Uttar Pradesh,Lalitpur,2411,295,63803,158,0,23,5,5920,3.77,12,318
Uttar Pradesh,Lucknow,339,5740,435937,3207,133,10500,11261,286883,2.52,410,16240
Uttar Pradesh,Maharajganj,2226,857,127038,623,0,48,21,16447,2.76,25,905
Uttar Pradesh,Mahoba,3198,498,89515,458,0,13,3,3933,9.59,49,511
Uttar Pradesh,Mainpuri,0,541,93078,432,0,4,2,10178,4.59,25,545
Uttar Pradesh,Mathura,614,3660,184160,2748,0,3064,3654,80934,3.06,206,6724
Uttar Pradesh,Mau,1871,1619,94094,675,0,75,49,15218,3.31,56,1694
Uttar Pradesh,Meerut,166,6947,340171,4405,109,7024,5343,140938,2.0,279,13971
Uttar Pradesh,Mirzapur,264,2407,150458,1396,72,4184,3045,58712,4.08,269,6591
Uttar Pradesh,Moradabad,79,2379,152115,1395,0,5673,4831,104960,3.08,248,8052
Uttar Pradesh,Muzaffarnagar,1819,6137,177688,3418,0,116,33,14450,2.03,127,6253
Uttar Pradesh,Pilibhit,433,1432,159313,1090,0,2,4,11532,2.55,36,1414
Uttar Pradesh,Raebareli,385,1046,116929,468,0,343,80,15721,2.95,41,1389
Uttar Pradesh,Pratapgarh,3117,1786,144992,1485,0,32,15,12680,16.06,292,1818
Uttar Pradesh,Rampur,341,1335,100020,530,0,14,5,10813,3.04,41,1349
Uttar Pradesh,Saharanpur,0,3531,222995,2389,0,4686,5472,108374,2.96,243,8217
Uttar Pradesh,Sambhal,260,776,86933,377,0,80,26,8095,9.81,84,856
Uttar Pradesh,Sant Kabir Nagar,1707,1020,79855,675,0,9,2,8952,1.07,11,1029
Uttar Pradesh,Bhadohi,287,1464,103507,1033,0,13,8,7429,5.62,83,1477
Uttar Pradesh,Shahjahanpur,819,1985,161258,1542,365,2271,2523,69051,2.21,94,4256
Uttar Pradesh,Shamli,272,2465,88055,1141,0,7,3,7726,1.54,38,2472
Uttar Pradesh,Shravasti,3239,958,60258,1137,0,19,8,6304,11.57,113,977
Uttar Pradesh,Siddharthnagar,11210,1620,173276,1291,0,0,4,14597,11.11,180,1620
Uttar Pradesh,Sitapur,1129,1705,199905,1214,0,132,47,22334,6.7,123,1837
Uttar Pradesh,Sonbhadra,600,834,79021,361,0,41,23,12318,5.14,45,875
Uttar Pradesh,Sultanpur,63,2550,143822,1636,0,9,5,14443,2.38,61,2559
Uttar Pradesh,Unnao,30,1329,172785,809,0,256,5,14260,5.99,95,1585
Uttar Pradesh,Varanasi,322,3588,267691,2138,478,6492,6513,154143,3.27,330,10080
Uttarakhand,Dehradun,128,1936,365192,1483,0,1830,1667,92240,4.62,174,3766
Uttarakhand,Pauri Garhwal,0,402,141000,247,0,27,504,26367,7.23,31,429
Uttarakhand,Chamoli,0,405,92146,372,0,3,512,23252,15.2,62,408
Uttarakhand,Rudraprayag,0,251,53801,179,0,15,180,19798,9.02,24,266
Uttarakhand,Tehri Garhwal,0,445,109891,399,0,110,444,23367,15.32,85,555
Uttarakhand,Haridwar,211,1715,238091,1731,0,194,504,77857,16.29,311,1909
Uttarakhand,Uttarkashi,0,144,74766,91,0,30,236,21635,26.44,46,174
Uttarakhand,Almora,0,1479,128555,883,0,429,498,26577,7.44,142,1908
Uttarakhand,Udham Singh Nagar,5012,1211,178030,887,0,1066,1163,58978,6.28,143,2277
Uttarakhand,Pithoragarh,385,648,75203,497,0,41,78,24515,10.3,71,689
Uttarakhand,Bageshwar,10,448,60638,208,0,0,36,18487,0.45,2,448
Uttarakhand,Champawat,218,233,56737,119,0,957,557,21836,3.36,40,1190
Uttarakhand,Nainital,233,1137,172045,807,0,1519,1209,53241,2.03,54,2656
West Bengal,Alipurduar District,0,3104,146071,1424,0,2192,3185,53130,3.1,164,5296
West Bengal,Bankura,0,3476,193108,571,0,3582,3307,73369,3.15,222,7058
West Bengal,Basirhat HD (North 24 Parganas),0,1567,223790,850,0,5494,2545,40449,3.67,259,7061
West Bengal,Birbhum,0,1297,208413,1309,0,3051,3342,49665,5.34,232,4348
West Bengal,Bishnupur HD (Bankura),500,1139,72200,572,0,1894,1415,27345,3.86,117,3033
West Bengal,Dakshin Dinajpur,0,1914,163598,1369,0,3110,4200,56767,2.51,126,5024
West Bengal,Darjeeling,0,2265,225726,820,0,4580,4098,73736,3.14,215,6845
West Bengal,Diamond Harbor HD (S 24 Parganas),0,5631,284900,2178,0,5720,4578,74498,3.34,379,11351
West Bengal,East Bardhaman,9,3009,441246,2895,0,5732,8496,115759,2.39,209,8741
West Bengal,Hoogly,0,5674,598414,3141,0,11007,6690,125459,3.11,519,16681
West Bengal,Howrah,0,5558,429218,2000,0,10958,5318,111208,3.23,534,16516
West Bengal,Jalpaiguri,0,3188,135861,1356,0,3919,3944,68032,2.29,163,7107
West Bengal,Jhargram,0,923,49973,528,0,1455,1071,32056,6.81,162,2378
West Bengal,Kalimpong,0,546,53521,598,0,1577,1018,14170,1.74,37,2123
West Bengal,Kolkata,0,17087,1074246,5151,0,23237,12218,283688,2.82,1136,40324
West Bengal,Malda,0,3451,260961,898,0,3444,2464,84699,5.0,345,6895
West Bengal,Murshidabad,0,5503,454026,2886,0,11880,7883,123709,1.19,207,17383
West Bengal,Nadia,0,3380,370480,2237,0,8385,7250,117757,2.25,265,11765
West Bengal,Nandigram HD (East Medinipore),0,2849,258374,2866,0,9249,2666,41891,3.57,432,12098
West Bengal,North 24 Parganas,15,9129,731530,4836,27,18582,12190,203732,2.34,649,27711
West Bengal,Paschim Medinipore,0,4943,363743,2966,0,6219,5531,97817,3.21,358,11162
West Bengal,Purba Medinipore,0,3200,333588,1691,0,17630,6591,84949,1.15,240,20830
West Bengal,Purulia,0,2708,190955,1435,0,4468,3451,70812,4.38,314,7176
West Bengal,Rampurhat HD (Birbhum),976,605,139387,768,0,952,1670,36792,5.33,83,1557
West Bengal,South 24 Parganas,3,2787,456619,3661,0,4904,7883,122997,4.41,339,7691
West Bengal,Uttar Dinajpur,0,1971,159134,940,0,4051,3981,61780,2.13,128,6022
West Bengal,West Bardhaman,0,1012,206788,1181,0,8082,5392,81380,3.47,316,9094
Assam,Hojai,0,1681,71140,886,0,175,587,20700,7.22,134,1856
Assam,Biswanath,0,702,53532,1074,0,168,249,19166,4.6,40,870
Assam,Charaideo,0,943,35493,642,0,127,225,11585,2.8,30,1070
Assam,Majuli,0,238,28165,274,0,361,106,7180,1.84,11,599
Assam,South Salmara Mankachar,345,9,7064,80,248,104,163,5890,6.19,7,113
Assam,West Karbi Anglong,269,81,13962,110,0,22,212,8169,6.8,7,103
Gujarat,Ahmedabad Corporation,0,6121,841585,4955,1,31981,32714,654988,2.28,868,38102
Gujarat,Bhavnagar Corporation,0,527,96910,328,72,2593,3337,82505,4.49,140,3120
Gujarat,Gandhinagar Corporation,31,601,57764,581,0,4851,4363,74088,2.71,148,5452
Gujarat,Jamnagar Corporation,38,801,94780,614,3,5273,5461,92212,2.73,166,6074
Gujarat,Junagadh Corporation,0,198,54509,128,0,94,115,11845,13.01,38,292
Gujarat,Rajkot Corporation,0,1264,246367,1116,1,17419,17347,290494,3.03,567,18683
Gujarat,Surat Corporation,0,2614,625875,1609,16,18868,18721,441559,3.02,648,21482
Gujarat,Vadodara Corporation,182,2293,355958,2133,0,18774,18795,334745,2.53,533,21067
Tamil Nadu,Cheyyar,0,224,26410,366,0,1625,1578,16780,6.0,111,1849
Tamil Nadu,Aranthangi,19,562,33996,383,0,214,1567,14633,14.69,114,776
Tamil Nadu,Kovilpatti,0,824,36412,724,0,958,1799,18040,6.06,108,1782
Tamil Nadu,Ranipet,1418,905,42487,504,0,2204,2426,28561,6.47,201,3109
West Bengal,COOCHBEHAR,0,1732,206241,1149,0,4420,4163,66629,1.92,118,6152
