state,district,slots,today,Total doses til date,avgdaily,slots 18-44,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage
Gujarat,Jamnagar Corporation,0,611,93753,579,0,5375,5046,81536,2.74,164
Gujarat,Junagadh Corporation,0,122,54279,128,0,160,130,11752,13.48,38
Gujarat,Rajkot Corporation,0,1358,244373,1083,310,16938,16056,256082,3.3,604
Gujarat,Surat Corporation,0,2997,622588,1606,0,19226,17148,404635,2.73,607
Gujarat,Vadodara Corporation,94,2578,351568,2057,8,19250,17048,296997,2.53,552
Tamil Nadu,Cheyyar,0,380,25859,335,0,1253,1203,13523,7.16,117
Tamil Nadu,Aranthangi,20,107,33378,391,0,564,1431,13656,5.81,39
Tamil Nadu,Kovilpatti,349,981,35093,658,0,2586,1654,16039,4.01,143
Tamil Nadu,Ranipet,1211,571,41073,348,0,2675,1928,24685,5.36,174
West Bengal,COOCHBEHAR,0,800,204138,1003,0,3624,3525,58712,2.4,106
