state,district,today,Total doses til date,avgdaily,slots,paid slot,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio,fully,people,avg people,sites
Assam,Golaghat,5131,210653,2653,0,0,12564,5500,261961,0.14,25,17695,251683,220860,878,62332,410282,7543,51
Assam,Jorhat,5843,243014,4106,0,0,10293,5933,236477,1.39,224,16136,250603,228814,913,84277,395214,8650,81
Assam,Morigaon,2833,162863,2340,23,0,5770,4179,171774,2.98,256,8604,172342,162262,942,43222,291415,5863,59
Assam,Nagaon,4421,312890,3909,0,0,7443,5038,304414,1.74,206,11864,321126,296101,922,109825,507479,6745,52
Assam,Bongaigaon,2389,129258,1754,0,0,4296,2966,130345,1.87,125,6685,134557,125009,929,48471,211132,4107,36
Assam,Chirang,1693,68162,825,199,0,3193,1414,81514,1.7,83,4887,84669,64988,768,28331,121345,1900,28
Assam,Dhubri,3626,170758,2405,0,0,6380,3397,155774,1.54,154,10006,178557,147932,828,66802,259730,4667,59
Assam,Goalpara,4129,126712,1926,0,0,8096,3230,149505,2.74,335,12225,144767,131370,907,45075,231142,4429,82
Assam,Kokrajhar,3091,108777,1768,34,0,5760,2964,120992,2.36,209,8851,128957,100786,782,42706,187063,3985,50
Assam,Dhemaji,2262,130645,1195,332,0,4545,2259,143817,1.95,133,6807,139435,134976,968,45994,228468,2881,31
Assam,Lakhimpur,3042,199856,2091,105,96,5735,3434,214158,1.29,113,8777,216238,197729,914,60675,353339,4890,42
Assam,Sonitpur,2726,271178,2023,8,0,6661,5084,333844,3.65,343,9387,311783,293157,940,104442,500580,6896,79
Assam,Udalguri,2817,99323,1569,0,0,6478,2948,103780,2.31,215,9295,108330,94743,875,37709,165394,3855,58
Assam,Cachar,2634,249288,2157,0,0,2969,2444,256519,2.62,147,5603,273213,232540,851,85754,420053,3519,32
Assam,Dima Hasao,265,43324,268,122,0,314,333,54014,12.26,71,579,56787,40518,714,19130,78208,428,18
Assam,Hailakandi,1768,111452,1464,4,0,3407,2158,116033,1.45,75,5175,123177,104284,847,38267,189218,2894,31
Assam,Karimganj,2568,138165,1524,2,0,4436,2306,140840,3.8,266,7004,157144,121827,775,50746,228259,3120,58
Bihar,Madhepura,290,221403,2638,1391,0,727,3376,173731,4.23,43,1017,205994,189066,918,56564,338570,5109,11
Bihar,Saharsa,0,236707,1396,0,0,0,1920,188304,0.0,0,0,219308,205604,938,63124,361887,2702,1
Bihar,Supaul,266,258999,1845,0,0,263,1823,194900,2.08,11,529,238381,215431,904,61558,392341,2890,5
Bihar,Purnia,884,437853,3187,0,0,2084,5920,395337,2.43,72,2968,433690,399288,921,124910,708280,7275,30
Bihar,Araria,0,303198,3239,0,0,0,3803,244326,0.0,0,0,281788,265601,943,84325,463199,5875,0
Bihar,Katihar,880,282083,2294,0,0,1731,4192,318497,1.49,39,2611,314975,285512,906,74625,525955,5729,10
Bihar,Kishanganj,0,158897,963,0,0,0,1480,166619,0.0,0,0,177037,148435,838,42550,282966,2173,0
Bihar,Aurangabad,262,248459,2188,0,0,508,4183,269176,7.79,60,770,284751,232729,817,59244,458391,5577,13
Bihar,Arwal,0,97518,1325,0,0,0,2063,103638,0.0,0,0,104796,96314,919,25197,175959,3172,0
Bihar,Gaya,2369,491239,3061,0,0,5582,5964,520848,2.88,229,7951,545164,466730,856,174615,837472,7979,53
Bihar,Kaimur,433,177605,1926,0,0,997,3160,155506,2.1,30,1430,185316,147730,797,39220,293891,4632,6
Bihar,Rohtas,272,336773,2271,0,0,590,4314,326685,2.09,18,862,375495,287845,767,88281,575177,5651,6
Bihar,Bhagalpur,173,449735,2285,0,0,708,3390,470957,2.16,19,881,491610,428939,873,144659,776033,4241,37
Bihar,Banka,561,245355,1357,214,0,1780,2505,229002,1.67,39,2341,248222,226043,911,65730,408627,2921,25
Bihar,Lakhisarai,134,106655,1517,0,0,214,2169,107356,0.57,2,348,111003,102972,928,28474,185537,3153,2
Bihar,Munger,29,188253,999,0,0,71,1979,193467,0.0,0,100,207630,174004,838,53190,328530,2700,2
Bihar,Muzaffarpur,295,525528,3898,0,0,481,6697,559322,5.67,44,776,591632,493039,833,162293,922557,9180,9
Bihar,Sheohar,30,113913,875,0,0,44,950,67621,8.11,6,74,90906,90598,997,33018,148516,1405,2
Bihar,Sitamarhi,0,360016,4261,0,0,0,4715,270412,0.0,0,0,324435,305920,943,93207,537221,7620,0
Bihar,Vaishali,70,403291,2921,50,0,89,4584,318444,6.92,11,159,387320,334259,863,106795,614940,6418,8
Bihar,Nalanda,224,456539,3150,18,0,382,3307,365902,2.31,14,606,427807,394489,922,144649,677792,4693,6
Bihar,Jehanabad,62,147048,1580,0,0,70,1798,137850,6.06,8,132,148958,135870,912,45645,239253,2912,3
Bihar,Nawada,1741,244024,1994,393,0,3472,3509,209113,2.05,107,5213,241883,211171,873,70202,382935,4726,43
Bihar,Sheikhpura,753,86873,1058,0,0,1512,1903,79298,1.55,35,2265,87407,78746,901,24937,141234,2595,27
Bihar,Darbhanga,1495,532505,3928,0,0,3500,6564,444156,2.1,105,4995,502302,474217,944,155298,821363,8844,36
Bihar,Madhubani,1708,513443,4770,0,0,3488,7663,428685,1.42,74,5196,472746,469233,993,153734,788394,7059,31
Bihar,Samastipur,0,455591,3321,0,0,0,5400,397047,0.0,0,0,446225,406264,910,137416,715222,7104,0
Bihar,Patna,8961,1303266,11285,462,353,22411,24188,1550672,1.08,338,31372,1599791,1253565,784,712936,2141002,24691,172
Bihar,Begusarai,0,364551,2531,0,0,0,4847,344884,0.0,0,0,378793,330536,873,93337,616098,6493,0
Bihar,Bhojpur,123,302752,2857,0,0,234,4426,285412,6.44,23,357,331503,256544,774,85358,502806,5967,18
Bihar,Buxar,21,214583,1466,0,0,109,2526,186623,0.0,0,130,226809,174332,769,61352,339854,3087,4
Bihar,Khagaria,106,170148,1933,0,0,214,3391,156991,0.0,0,320,168316,158766,943,44983,282156,4752,1
Bihar,Saran,436,547994,4124,0,0,1544,7630,483806,4.44,88,1982,562674,468910,833,181689,850111,9406,32
Bihar,Siwan,101,493807,2660,0,0,288,5922,413534,0.26,1,389,514852,392303,762,153403,753938,7330,1
Bihar,Gopalganj,0,267312,1176,0,0,0,2541,254466,0.0,0,0,313783,207924,663,66013,455765,3030,1
Bihar,East Champaran,1098,556342,5033,5,0,1958,7151,546908,0.79,24,3056,628286,474603,755,158671,944579,8040,111
Bihar,West Champaran,423,362960,2606,0,0,759,4167,408368,0.68,8,1182,443768,327402,738,77978,693350,6101,3
Bihar,Jamui,304,190573,1188,0,0,807,1970,176303,2.61,29,1111,198839,167968,845,48115,318761,2694,16
Chandigarh,Chandigarh,2431,421370,4353,272,233,5691,8744,441961,2.81,228,8122,487941,375263,769,203429,659902,9594,67
Chhattisgarh,Raipur,1134,698624,4437,0,0,5511,9910,686796,3.24,215,6645,723967,661313,913,323015,1062405,10408,72
Chhattisgarh,Balod,150,276499,800,793,0,1073,955,134050,2.21,27,1223,192907,217582,1128,92260,318289,1351,5
Chhattisgarh,Baloda bazar,163,268288,1375,6780,0,538,2008,132593,5.56,39,701,197556,203300,1029,72337,328544,2500,26
Chhattisgarh,Balrampur,147,158023,245,11123,0,375,446,65977,11.11,58,522,117356,106620,909,35237,188763,460,81
Chhattisgarh,Bastar,454,190003,621,1487,0,1296,1070,124618,11.43,200,1750,160218,154370,963,60040,254581,1216,45
Chhattisgarh,Bemetara,117,138035,973,109,0,344,1224,65922,1.95,9,461,101160,102763,1016,37392,166565,1601,157
Chhattisgarh,Bijapur,97,49895,103,309,0,340,227,52139,5.26,23,437,61029,40989,672,25566,76468,242,37
Chhattisgarh,Bilaspur,256,479511,2640,30,30,815,2772,212529,0.84,9,1071,347356,344585,992,159882,532158,3780,4
Chhattisgarh,Dantewada,201,80995,204,705,399,629,473,57323,3.61,30,830,71029,67262,947,31795,106523,482,32
Chhattisgarh,Dhamtari,26,260964,999,200,0,74,959,109071,10.0,10,100,174448,195529,1121,80631,289404,1556,6
Chhattisgarh,Durg,755,562455,2446,0,0,2555,2763,229940,4.23,140,3310,399666,392637,982,222622,569773,3527,36
Chhattisgarh,Gariaband,242,132924,507,1066,0,608,796,58264,0.0,0,850,91723,99449,1084,33855,157333,1006,18
Chhattisgarh,Janjgir-Champa,32,380429,2026,0,0,96,2641,155012,9.38,12,128,266594,268804,1008,114081,421360,3222,3
Chhattisgarh,Jashpur,160,211265,751,11481,0,730,1325,91350,4.49,40,890,142812,159762,1119,57387,245228,1488,66
Chhattisgarh,Kanker,133,191529,575,39381,0,381,1019,105108,1.17,6,514,152008,144608,951,65513,231124,1193,96
Chhattisgarh,Kondagaon,339,130346,252,12639,0,834,602,62124,18.5,217,1173,94836,97610,1029,29410,163060,663,72
Chhattisgarh,Korba,628,367327,1285,657,0,890,1807,136484,4.74,72,1518,250959,252798,1007,107036,396775,1793,31
Chhattisgarh,Koriya,240,146025,494,6291,0,567,669,66788,9.05,73,807,108380,104416,963,42031,170782,758,23
Chhattisgarh,Mahasamund,215,394297,1646,1755,0,1169,2364,164537,1.16,16,1384,268207,290556,1083,126902,431932,3169,41
Chhattisgarh,Mungeli,189,170233,952,367,0,620,1077,52746,1.36,11,809,108718,114247,1051,41526,181453,1375,13
Chhattisgarh,Narayanpur,40,22632,42,220,0,150,106,21472,0.0,0,190,25599,18502,723,11052,33052,115,7
Chhattisgarh,Raigarh,1661,626832,3700,291,0,4407,7421,439099,10.09,612,6068,536617,529184,986,221604,844327,8424,358
Chhattisgarh,Rajnandgaon,653,459122,2357,811,0,2022,3447,338715,5.42,145,2675,388518,409237,1053,145156,652681,4187,49
Chhattisgarh,Sukma,71,67954,108,50,0,253,242,66879,8.02,26,324,77683,57132,735,31126,103707,270,6
Chhattisgarh,Surajpur,394,200666,379,3766,0,787,668,65407,15.16,179,1181,134376,131658,980,43603,222470,647,87
Chhattisgarh,Surguja,332,297177,777,6602,0,1011,972,111333,8.71,117,1343,200821,207635,1034,89622,318888,1244,72
Chhattisgarh,Kawardha,121,183601,861,537,0,447,1402,109030,3.87,22,568,147576,145012,983,54419,238212,1559,6
Chhattisgarh,Gaurela Pendra Marwahi ,4,85994,452,200,0,8,450,34414,66.67,8,12,58346,62043,1063,17967,102441,710,1
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,514,93423,638,0,0,1979,2221,268830,8.3,207,2493,253135,109058,431,35053,327200,2681,59
Dadra and Nagar Haveli and Daman and Diu,Daman,245,69734,297,0,0,1237,998,160278,1.21,18,1482,151737,78210,515,29201,200811,1107,4
Dadra and Nagar Haveli and Daman and Diu,Diu,43,23235,64,0,0,55,61,25718,2.04,2,98,24510,24433,997,11472,37481,54,3
Delhi,New Delhi,2171,473639,2100,378,211,5579,5416,392018,4.77,370,7750,512716,352810,688,279342,586315,3990,97
Delhi,Central Delhi,3043,525129,2112,2778,2469,6102,1231,507572,4.65,425,9145,622611,409894,658,271986,760715,277,134
Delhi,West Delhi,3771,643154,3623,161,19,6843,5343,443148,3.64,386,10614,602319,483716,803,319184,767118,3261,131
Delhi,North West Delhi,3212,641190,4043,937,397,7709,6374,551605,4.84,529,10921,657393,535154,814,330357,862438,5156,137
Delhi,South East Delhi,1975,457883,2016,806,750,5355,4071,532956,4.23,310,7330,589715,400938,680,262601,728238,2774,84
Delhi,East Delhi,2207,388617,2356,968,867,5494,4722,381441,3.49,269,7701,428421,341452,797,189372,580686,3470,86
Delhi,North Delhi,2382,377119,2440,230,0,5752,2176,405048,6.47,526,8134,454853,327111,719,189853,592314,1690,163
Delhi,North East Delhi,1342,297666,1317,0,0,3043,1045,333351,2.62,115,4385,364904,265918,729,145809,485208,764,64
Delhi,Shahdara,2352,349868,1780,644,416,5130,3014,325120,4.38,328,7482,379017,295805,780,174901,500087,1283,108
Delhi,South Delhi,2588,493226,2803,1904,1904,6407,4827,652358,3.72,335,8995,676901,468451,692,295125,850459,3245,106
Delhi,South West Delhi,4465,602432,4353,1367,1252,8152,6546,520849,1.69,213,12617,625972,497094,794,303524,819757,3862,141
Goa,North Goa,1494,326310,2093,240,142,1848,2195,317320,3.83,128,3342,350814,292761,835,136336,507294,2771,26
Goa,South Goa,1492,376525,2426,6,0,1945,2457,330162,3.29,113,3437,371404,335217,903,143553,563134,3136,28
Gujarat,Gandhinagar,2130,371364,1936,0,0,4173,3812,284399,2.33,147,6303,353030,302651,857,139713,516050,4335,40
Gujarat,Ahmedabad,3437,560174,3771,0,0,5822,5157,356632,2.49,231,9259,521429,395249,758,151620,765186,6567,74
Gujarat,Vadodara,2686,529476,2984,2,0,5443,4535,387077,2.6,211,8129,501149,415265,829,189504,727049,4967,72
Gujarat,Kheda,2600,606987,3200,0,0,4753,4986,371342,2.12,156,7354,534740,443469,829,227963,750366,5900,57
Gujarat,Surendranagar,2580,392562,2915,0,0,5299,4851,338815,2.55,201,7879,385611,345636,896,124097,607280,6775,69
Gujarat,Aravalli,1206,402032,2131,15,0,2387,2490,180847,3.53,127,3593,300648,282121,938,162764,420115,3059,33
Gujarat,Banaskantha,2768,972251,6098,9,0,8510,9263,396625,2.68,302,11278,757281,611330,807,357977,1010899,10580,116
Gujarat,Mehsana,3420,737514,3931,0,0,4593,4492,459147,2.96,237,8013,625101,571409,914,317136,879525,4524,80
Gujarat,Patan,2817,375717,2760,218,0,5293,4555,279483,3.95,320,8110,341049,314061,921,160026,495174,5257,119
Gujarat,Sabarkantha,2492,490781,2821,1,0,4060,3422,266945,2.11,138,6552,398673,358917,900,184468,573258,4509,59
Gujarat,Dang,206,46740,213,0,0,475,372,32611,5.73,39,681,42543,36803,865,16094,63257,454,10
Gujarat,Navsari,603,481449,2499,0,0,1311,3104,277593,3.45,66,1914,382140,376819,986,210224,548818,3034,27
Gujarat,Surat,2396,424045,2627,0,0,6316,5446,409278,3.76,328,8712,458755,374472,816,176890,656433,5825,79
Gujarat,Tapi,1029,266266,1812,0,0,2112,1987,159163,4.43,139,3141,223885,201507,900,95410,330019,2343,45
Gujarat,Valsad,1136,505289,3826,381,0,2614,5610,379247,4.27,160,3750,499128,385258,772,241454,643082,6246,52
Gujarat,Devbhumi Dwaraka,1541,243166,2048,16,0,3280,2857,214040,3.09,149,4821,248545,208597,839,124502,332704,3133,54
Gujarat,Jamnagar,1675,305410,2140,0,0,4720,4288,225114,2.11,135,6395,292258,238204,815,123346,407178,4351,42
Gujarat,Kutch,1309,513102,4152,6,6,4173,7347,519139,6.35,348,5482,584134,447966,767,240823,791418,8022,83
Gujarat,Morbi,1543,248344,1741,9,9,3489,3166,198581,3.14,158,5032,239220,207647,868,94518,352407,3884,44
Gujarat,Porbandar,1127,242547,1106,0,0,2053,2159,146428,3.46,110,3180,201463,187455,930,119245,269730,1808,26
Gujarat,Rajkot,928,517243,3300,0,0,2361,4995,369452,4.59,151,3289,466175,420392,902,201852,684843,6297,70
Gujarat,Amreli,4047,460061,3552,0,0,6788,4755,233015,3.18,345,10835,352594,340398,965,194011,499065,5198,79
Gujarat,Bhavnagar,2469,439146,3720,940,0,4480,5544,329088,3.18,221,6949,406950,361183,888,172806,595428,6896,56
Gujarat,Botad,1442,151809,1729,0,0,3090,3261,163596,3.27,148,4532,163652,151717,927,56816,258589,4027,37
Gujarat,Gir Somnath,2146,317749,2198,9,0,4999,4755,252023,1.75,125,7145,310623,258974,834,119803,449969,5476,40
Gujarat,Junagadh,1708,403149,2756,0,0,4511,3693,215462,2.59,161,6219,316380,302146,955,173346,445265,4692,51
Gujarat,Anand,1530,681317,3151,1,0,3370,4014,351425,3.06,150,4900,542952,489645,902,255803,776939,4501,51
Gujarat,Bharuch,2358,480460,2355,33,2,5402,4781,431375,3.35,260,7760,522025,389652,746,197421,714414,4772,72
Gujarat,Chhotaudepur,1265,320898,2874,362,0,1717,2542,188572,2.95,88,2982,274772,234608,854,128749,380721,2750,31
Gujarat,Dahod,3371,638740,4256,413,0,4311,3555,248952,2.58,198,7682,453377,434171,958,312082,575610,4048,92
Gujarat,Mahisagar,2411,408808,3044,44,0,1628,1474,170024,3.0,121,4039,301616,277100,919,171051,407781,1627,37
Gujarat,Narmada,931,216514,1557,3,0,2296,1725,124673,3.81,123,3227,179879,161257,896,85905,255282,1678,31
Gujarat,Panchmahal,2228,491289,3000,4,0,4778,3734,274647,1.91,134,7006,411493,354316,861,189945,575991,4814,54
Haryana,Kurukshetra,3203,245905,2778,0,0,4758,3330,159955,1.62,129,7961,212474,193334,910,88323,317537,3998,31
Haryana,Panchkula,1403,218104,1499,557,377,4010,3247,195210,1.98,107,5413,219628,193600,881,106351,306963,3282,30
Haryana,Gurgaon,3168,762356,3792,802,802,12067,13193,1112481,2.59,395,15235,1136124,738345,650,435967,1438870,9947,100
Haryana,Jhajjar,832,238536,2581,170,0,1924,4484,205935,4.5,124,2756,245373,199026,811,90768,353703,5099,29
Haryana,Kaithal,2051,194072,2129,46,0,3886,3508,173911,6.28,373,5937,191215,176730,924,64691,303292,4118,78
Haryana,Hisar,1455,290372,3394,0,0,2757,5129,252223,2.09,88,4212,294016,248491,845,96138,446457,6060,118
Haryana,Rohtak,2331,245546,2615,1,0,4387,3885,206792,3.75,252,6718,245823,206440,840,97890,354448,4177,71
Haryana,Ambala,1822,453875,3237,0,0,3210,5090,378971,1.95,98,5032,438488,394166,899,228628,604218,5249,34
Haryana,Sirsa,3665,302279,2626,0,0,6502,4081,194657,3.57,363,10167,261204,235640,902,103286,393650,4521,88
Haryana,Panipat,3453,225447,2178,260,0,6915,4169,198588,1.18,122,10368,241428,182513,756,91578,332457,3882,34
Haryana,Fatehabad,2674,189909,2521,1,0,4672,3672,171137,1.96,144,7346,189684,171322,903,67204,293842,4417,29
Haryana,Yamunanagar,2335,297149,2937,0,0,3656,4360,213617,2.82,169,5991,273467,237211,867,110376,400390,4372,32
Haryana,Sonipat,2156,377745,3214,102,69,5288,6222,317024,3.17,236,7444,382360,312294,817,163192,531577,5981,58
Haryana,Faridabad,4353,607639,4702,1554,1554,11903,9693,616916,1.93,314,16256,712871,511421,717,262508,962047,9556,70
Haryana,Bhiwani,1207,255420,3011,1,0,2589,4938,207814,2.74,104,3796,244199,218956,897,86467,376767,5783,25
Haryana,Charkhi Dadri,1740,188867,2124,0,0,2703,2839,166643,1.73,77,4443,181582,173865,958,70070,285440,3441,20
Haryana,Rewari,3311,254546,2166,19,19,3343,3699,191128,1.59,106,6654,253333,192259,759,105337,340337,3544,29
Haryana,Karnal,1699,381060,3100,12,0,3719,5336,294970,2.07,112,5418,357987,317937,888,163127,512903,4732,38
Haryana,Jind,2140,211774,2337,0,0,3598,3291,157651,5.79,332,5738,193725,175637,907,64583,304842,3786,80
Haryana,Nuh,1627,64330,681,8,0,2318,1267,93446,3.17,125,3945,101157,56578,559,20049,137727,1447,27
Haryana,Mahendragarh,3136,244144,2511,0,0,3157,3159,175224,2.34,147,6293,222133,197150,888,87292,332076,3319,35
Haryana,Palwal,977,210204,1339,0,0,3004,2449,175978,2.24,89,3981,216574,169521,783,63297,322885,2870,28
Himachal Pradesh,Shimla,1866,402792,2366,1,0,3099,3104,253916,3.73,185,4965,337966,318616,943,168786,487922,3760,54
Himachal Pradesh,Solan,1834,250918,1673,27,0,3975,2922,224756,2.77,161,5809,276544,199067,720,96005,379669,3365,43
Himachal Pradesh,Lahaul Spiti,60,16864,54,0,0,21,52,13825,11.11,9,81,16482,14201,862,8254,22435,76,2
Himachal Pradesh,Kullu,698,188643,725,0,0,1697,1207,123542,3.55,85,2395,155567,156574,1006,76444,235741,1388,19
Himachal Pradesh,Sirmaur,937,168478,977,0,0,2294,1921,136477,3.06,99,3231,160975,143941,894,62053,242902,2337,26
Himachal Pradesh,Kangra,7509,734633,6251,10,0,10211,7484,434471,1.92,340,17720,546211,622611,1140,276811,892293,9331,110
Himachal Pradesh,Chamba,830,191244,800,3,0,2092,1395,118250,5.41,158,2922,151389,158040,1044,65510,243984,1628,41
Himachal Pradesh,Mandi,2515,508028,3110,1,0,3551,3817,281106,4.02,244,6066,361803,427170,1181,205233,583901,4647,56
Himachal Pradesh,Kinnaur,160,48127,108,0,0,82,39,45372,7.44,18,242,52484,41000,781,22012,71487,64,5
Himachal Pradesh,Hamirpur,1659,299220,1375,0,0,2794,2376,130623,3.08,137,4453,193080,236659,1226,126505,303338,2533,30
Himachal Pradesh,Una,1165,285151,1509,0,0,2134,2359,157276,3.67,121,3299,214952,227350,1058,112158,330269,2845,26
Himachal Pradesh,Bilaspur,890,224361,1143,1,0,1175,1256,118443,5.08,105,2065,162931,179819,1104,87852,254952,1588,31
Jammu & Kashmir,Srinagar,1602,334327,2816,28176,644,2207,2207,234027,6.85,261,3809,372640,195621,525,115719,452635,2719,64
Jammu & Kashmir,Kulgam,1297,178812,1572,662,0,1001,1028,62984,12.27,282,2298,141973,99786,703,49378,192418,1403,101
Jammu & Kashmir,Shopian,637,104578,1097,1204,0,700,825,41341,9.95,133,1337,87000,58904,677,37681,108238,1165,74
