state,district,slots,today,Total doses til date,avgdaily,slots 18-44,paid slot,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio,fully
Andaman & Nicobar,North and Middle Andaman,0,0,28752,5,0,0,294,256,5810,2.04,6,294,18282,16279,890,3292
Andaman & Nicobar,South Andaman,0,107,55755,58,23,0,396,374,19911,7.36,37,503,41058,34604,843,10250
Andaman & Nicobar,Nicobar,0,0,7671,2,0,0,162,71,1545,4.94,8,162,4973,4243,853,1907
Andhra Pradesh,Krishna,21,284,736364,7551,7,7,1225,6193,206219,5.37,81,1509,467529,475166,1016,258836
Andhra Pradesh,Guntur,0,1115,692873,7486,0,0,1348,4584,190383,5.16,127,2463,443972,439372,990,232992
Andhra Pradesh,"YSR District, Kadapa (Cuddapah)",0,397,546272,5495,0,0,470,3568,83398,7.27,63,867,300307,329328,1097,183534
Andhra Pradesh,Kurnool,0,30,530759,2608,0,0,140,4868,128232,5.88,10,170,297825,361167,1213,179648
Andhra Pradesh,Visakhapatnam,717,2269,669311,5290,1972,1972,5993,10439,320803,2.28,188,8262,509605,480755,943,235088
Andhra Pradesh,Anantapur,0,78,601727,3648,0,0,91,2875,103308,24.26,41,169,346248,358560,1036,203289
Andhra Pradesh,Chittoor,38,979,670556,3187,75,75,1823,4471,157416,4.57,128,2802,391473,436544,1115,237824
Andhra Pradesh,East Godavari,0,326,748868,2456,0,0,2767,11951,214635,3.14,97,3093,472844,490704,1038,255242
Andhra Pradesh,Prakasam,0,0,554328,2400,0,0,0,4569,112318,0.0,0,0,320593,346011,1079,195721
Andhra Pradesh,Sri Potti Sriramulu Nellore,0,30,538723,3039,0,0,260,3817,117814,6.9,20,290,316411,340140,1075,201544
Andhra Pradesh,Srikakulam,0,130,502061,5156,0,0,86,4192,99759,1.85,4,216,270475,331334,1225,132244
Andhra Pradesh,Vizianagaram,0,538,391834,3792,0,0,1103,5087,104104,3.6,59,1641,222933,272989,1225,111872
Andhra Pradesh,West Godavari,0,12,664558,6374,0,0,71,7134,128469,8.43,7,83,364989,428110,1173,217740
Arunachal Pradesh,Itanagar Capital Complex,0,98,19299,94,0,0,939,1021,42785,2.22,23,1037,35251,26833,761,7684
Arunachal Pradesh,Lower Siang,0,22,4053,14,1,0,163,120,2933,2.7,5,185,3694,3292,891,1106
Arunachal Pradesh,Pakke Kessang,40,0,3093,15,20,0,0,30,1703,0.0,0,0,2498,2295,919,1412
Arunachal Pradesh,Changlang,220,801,19230,354,1841,0,5021,1582,22809,1.34,78,5822,23688,18350,775,4681
Arunachal Pradesh,Kurung Kumey,0,0,2480,1,0,0,0,7,2284,0.0,0,0,2255,2447,1085,1949
Arunachal Pradesh,Anjaw,0,12,3170,54,0,0,84,79,2495,4.17,4,96,3046,2624,861,1268
Arunachal Pradesh,East Kameng,0,144,8266,193,0,0,24,53,3985,13.1,22,168,6273,5976,953,1876
Arunachal Pradesh,Kamle,0,0,1601,6,0,0,0,34,1047,0.0,0,0,1505,1144,760,537
Arunachal Pradesh,Dibang Valley,0,11,946,5,0,0,84,18,1215,5.26,5,95,1266,895,707,889
Arunachal Pradesh,Tirap,0,93,6337,193,0,0,386,219,6285,6.47,31,479,7420,5200,701,2627
Arunachal Pradesh,Kra Daadi,0,0,1708,21,0,0,0,23,1679,0.0,0,0,1761,1628,924,729
Arunachal Pradesh,West Kameng,0,69,13255,83,0,0,70,222,10675,22.3,31,139,13454,10477,779,6817
Arunachal Pradesh,Lohit,0,141,6387,82,0,0,104,108,5270,10.2,25,245,6792,4862,716,2042
Arunachal Pradesh,Tawang,0,8,7789,7,0,0,732,303,9084,2.7,20,740,8849,8017,906,4289
Arunachal Pradesh,Lower Dibang Valley,0,49,7133,54,0,0,497,159,6530,6.23,34,546,7238,6426,888,2587
Arunachal Pradesh,Lower Subansiri,0,8,7266,48,0,0,222,174,6564,4.35,10,230,6997,6833,977,4069
Arunachal Pradesh,Lepa Rada,0,0,3975,13,0,0,105,62,2856,4.76,5,105,3651,3180,871,2529
Arunachal Pradesh,Upper Siang,0,42,6262,88,0,0,85,54,3662,10.24,13,127,5145,4781,929,2680
Arunachal Pradesh,Shi Yomi,0,19,2041,11,0,0,0,1,975,5.26,1,19,1497,1519,1015,1435
Arunachal Pradesh,Namsai,0,18,16050,161,0,0,813,334,8218,2.29,19,831,13117,11155,850,4546
