state,district,today,Total doses til date,avgdaily,slots,paid slot,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio,fully,people,avg people,sites
Andaman & Nicobar,North and Middle Andaman,142,56813,242,247,0,1507,1016,31153,1.88,31,1649,46020,41935,911,27905,60061,1033,10
Andaman & Nicobar,South Andaman,581,111086,928,0,0,1431,1120,62811,4.87,98,2012,93791,80083,854,53822,120075,1207,20
Andaman & Nicobar,Nicobar,16,16261,106,2,0,21,164,12659,8.11,3,37,15590,13328,855,7826,21094,199,3
Andhra Pradesh,Krishna,2639,1368141,12557,2137,2137,1338,9619,600144,10.64,423,3977,921052,1046927,1137,480434,1487851,16991,140
Andhra Pradesh,Guntur,4628,1373680,13979,707,705,4880,9389,574461,4.44,422,9508,912393,1035524,1135,464668,1483473,14450,153
Andhra Pradesh,"YSR District, Kadapa (Cuddapah)",6280,1003888,8454,337,0,2577,4397,299238,4.78,423,8857,585781,717130,1224,342231,960895,5585,138
Andhra Pradesh,Kurnool,8497,1026131,14044,459,443,3540,7393,407756,2.65,319,12041,613091,820622,1338,371881,1062006,10385,90
Andhra Pradesh,Visakhapatnam,3924,1237215,11400,2665,2619,5153,14877,803409,4.77,433,9077,995597,1044768,1049,470823,1569801,15259,131
Andhra Pradesh,Anantapur,4568,1207522,14326,153,153,4706,9258,395756,4.16,386,9274,724009,878552,1213,453142,1150136,14170,107
Andhra Pradesh,Chittoor,1561,1230937,13770,698,698,2757,11477,521652,5.14,222,4318,799120,953227,1193,464459,1288130,11849,82
Andhra Pradesh,East Godavari,4303,1500775,24927,11,0,1936,10392,656214,5.15,321,6239,962222,1194512,1241,472173,1684816,28807,102
Andhra Pradesh,Prakasam,5015,1074717,12388,0,0,1487,8086,397140,2.43,158,6502,674274,797394,1183,387849,1084008,6392,66
Andhra Pradesh,Sri Potti Sriramulu Nellore,1787,1082922,10655,0,0,505,7461,375609,2.09,48,2292,678089,780145,1151,450523,1008008,10043,14
Andhra Pradesh,Srikakulam,1525,924633,8399,25,0,748,3945,268054,12.63,287,2273,517619,674956,1304,283966,908721,7038,100
Andhra Pradesh,Vizianagaram,3754,671422,3474,28,0,4439,3343,275571,3.63,297,8193,419623,527241,1256,191113,755880,4346,92
Andhra Pradesh,West Godavari,3404,1258030,6697,0,0,1244,11794,485303,2.41,112,4648,746090,997023,1336,327933,1415400,14650,267
Arunachal Pradesh,Itanagar Capital Complex,177,35997,255,0,0,689,701,78343,2.77,24,866,65464,48864,746,23601,90739,359,8
Arunachal Pradesh,Lower Siang,175,7846,77,7,0,73,52,9487,4.84,12,248,9343,7989,855,3509,13824,59,3
Arunachal Pradesh,Pakke Kessang,25,5399,47,20,0,57,60,4120,9.76,8,82,5009,4506,900,2623,6896,59,2
Arunachal Pradesh,Changlang,310,34641,373,345,0,419,552,50811,5.62,41,729,48524,36918,761,13933,71519,603,12
Arunachal Pradesh,Kurung Kumey,23,4943,25,20,0,89,74,5616,16.07,18,112,5072,5384,1062,2618,7941,82,3
Arunachal Pradesh,Anjaw,64,4998,40,0,0,71,46,7609,18.52,25,135,6910,5696,824,2086,10521,43,4
Arunachal Pradesh,East Kameng,53,12988,100,0,0,12,35,11269,23.08,15,65,12778,11476,898,4789,19468,35,3
Arunachal Pradesh,Kamle,3,2932,25,4,0,32,45,3702,14.29,5,35,3850,2784,723,1066,5568,54,2
Arunachal Pradesh,Dibang Valley,24,1586,9,198,0,50,24,3280,8.11,6,74,3017,1849,613,1100,3766,30,1
Arunachal Pradesh,Tirap,47,12183,82,0,0,57,90,20406,15.38,16,104,18851,13732,728,4646,27943,91,4
Arunachal Pradesh,Kra Daadi,6,3085,33,0,0,1,29,3744,42.86,3,7,3598,3231,898,1356,5473,38,2
Arunachal Pradesh,West Kameng,91,24335,115,2,0,174,237,34307,16.98,45,265,32672,25955,794,12078,46564,227,8
Arunachal Pradesh,Lohit,66,12129,118,0,0,151,162,19611,15.21,33,217,17840,13890,779,5417,26323,173,6
Arunachal Pradesh,Tawang,67,13920,78,0,0,98,70,19741,15.15,25,165,18160,15489,853,7662,25999,68,4
Arunachal Pradesh,Lower Dibang Valley,63,14767,85,494,0,91,142,20815,23.38,36,154,19553,16025,820,7284,28298,138,7
Arunachal Pradesh,Lower Subansiri,103,13518,120,0,0,95,147,17082,6.06,12,198,16338,14260,873,6865,23735,147,6
Arunachal Pradesh,Lepa Rada,16,7706,28,0,0,54,27,9197,0.0,0,70,9498,7402,779,4380,12523,22,3
Arunachal Pradesh,Upper Siang,40,11443,48,0,0,78,101,10555,10.17,12,118,11717,10279,877,5372,16626,92,2
Arunachal Pradesh,Shi Yomi,10,3743,19,0,0,44,19,4366,11.11,6,54,4117,3992,970,1880,6229,22,1
Arunachal Pradesh,Namsai,206,27824,232,0,0,176,154,38018,9.95,38,382,35617,30222,849,10511,55331,176,14
Arunachal Pradesh,Siang,17,8350,43,0,0,26,52,8617,16.28,7,43,8955,8009,894,3706,13261,49,3
Arunachal Pradesh,West Siang,28,20167,80,0,0,63,90,22048,9.89,9,91,22505,19705,876,10840,31375,76,1
Arunachal Pradesh,Papum Pare,51,13503,80,0,0,137,130,20817,11.7,22,188,20658,13657,661,7854,26466,106,5
Arunachal Pradesh,Longding,37,7991,43,1,0,84,61,11219,15.7,19,121,12140,7070,582,2744,16466,48,4
Arunachal Pradesh,Upper Subansiri,105,15885,133,45,0,70,180,10682,8.57,15,175,13889,12674,913,5706,20861,206,5
Arunachal Pradesh,East Siang,111,27171,112,32,0,224,144,37559,10.45,35,335,33624,31096,925,14172,50558,79,10
Assam,Dibrugarh,2673,271587,4199,0,0,3866,5742,272053,3.84,251,6539,285155,258417,906,105715,437925,7483,51
Assam,Sivasagar,776,160733,3038,0,0,1426,4978,153672,1.27,28,2202,166741,147619,885,52901,261504,6856,12
Assam,Tinsukia,3646,187679,2238,0,0,519,1542,175304,3.48,145,4165,191568,171355,894,59451,303532,1930,31
Assam,Baksa,641,96965,1075,8,0,727,1873,94342,2.34,32,1368,105161,86105,819,32883,158424,2445,10
Assam,Barpeta,96,275333,1057,0,0,239,2987,179592,10.45,35,335,239669,215197,898,120595,334330,3852,6
Assam,Darrang,651,131359,1317,0,0,705,1448,110180,2.51,34,1356,130354,111152,853,42683,198856,1958,9
Assam,Kamrup Metropolitan,3958,503047,5936,0,0,4033,5411,639642,3.62,289,7991,640110,502381,785,221321,921368,6743,66
Assam,Kamrup Rural,3080,328661,5085,198,142,4188,6718,211562,2.78,202,7268,286153,253992,888,108122,432101,8768,51
Assam,Karbi-Anglong,274,72647,628,3,0,316,815,72525,6.78,40,590,81378,63782,784,30703,114469,975,10
Assam,Nalbari,569,117009,1714,0,0,517,1171,85587,1.29,14,1086,109104,93465,857,38460,164136,1619,7
Assam,Golaghat,506,192594,3996,0,0,1183,6476,224655,0.06,1,1689,224202,192987,861,58225,359024,8798,8
Assam,Jorhat,3469,217705,4841,35,0,3780,6522,198807,2.08,151,7249,220279,196171,891,76075,340437,9285,61
