state,district,today,Total doses til date,avgdaily,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio,fully,people,avg people,sites,avgf,dcon
Andaman & Nicobar,North and Middle Andaman,1,61096,17,51,558,71214,34.62,18,52,68939,63353,919,53517,78793,10,10,565,60064
Andaman & Nicobar,South Andaman,9,130882,118,43,550,165619,15.38,8,52,159419,137032,860,107953,188548,73,2,595,120076
Andaman & Nicobar,Nicobar,0,19291,42,0,142,24660,0.0,0,0,23750,20198,850,18623,25328,3,0,180,21104
Andhra Pradesh,Krishna,12877,2389759,12208,19687,18093,1975791,2.2,716,32564,2046317,2318442,1133,1578420,2787130,11603,215,18698,1487854
Andhra Pradesh,Guntur,19024,2507664,14348,34226,23334,2093388,1.06,565,53255,2133029,2467309,1157,1644744,2956308,15925,153,21757,1483540
Andhra Pradesh,"YSR District, Kadapa (Cuddapah)",3219,1691400,4544,8081,10520,1192440,4.07,460,11300,1317740,1565606,1188,1195793,1688047,5967,122,9097,960961
Andhra Pradesh,Kurnool,6506,1792064,4348,37156,18113,1790802,1.09,478,43662,1619353,1962969,1212,1187408,2395458,13712,126,8749,1062627
Andhra Pradesh,Visakhapatnam,8470,2170010,8810,15090,14477,2273440,2.97,699,23561,2162647,2280159,1054,1564796,2878654,6292,153,16994,1570329
Andhra Pradesh,Anantapur,12203,2152043,9024,24528,18332,1758171,1.55,571,36839,1796992,2111060,1175,1419841,2490373,12574,122,14781,1150137
Andhra Pradesh,Chittoor,3649,2319107,9721,6744,18814,1921060,3.92,407,10393,1971415,2268081,1150,1613752,2626415,11762,152,16772,1288144
Andhra Pradesh,East Godavari,18800,2791920,17563,17141,17421,2291276,2.66,955,35945,2372763,2709613,1142,1646430,3436766,9180,235,25803,1684834
Andhra Pradesh,Prakasam,7431,1919279,7655,17991,18602,1491103,1.85,470,25430,1584944,1824939,1151,1346164,2064218,14419,130,11837,1084061
Andhra Pradesh,Sri Potti Sriramulu Nellore,11621,1750833,8472,24216,16402,1435081,1.02,368,35962,1495802,1689513,1130,1240722,1945192,12267,97,12607,1008024
Andhra Pradesh,Srikakulam,5755,1499865,4991,6608,6516,938586,17.18,2126,12374,1084445,1353745,1248,835832,1602619,5056,652,6451,908722
Andhra Pradesh,Vizianagaram,13070,1218513,6675,17770,9221,898177,1.1,340,30840,959469,1156889,1206,797534,1319156,3751,94,12145,756278
Andhra Pradesh,West Godavari,13030,2175291,8450,23469,14828,1688152,1.51,550,36530,1764844,2098079,1189,1463489,2399954,6090,267,17187,1415459
Arunachal Pradesh,Itanagar Capital Complex,57,42488,36,478,360,138332,8.41,45,535,103238,77563,751,72765,108055,60,7,335,90739
Arunachal Pradesh,Lower Siang,14,9716,11,57,64,16392,12.68,9,71,13977,12130,868,9592,16516,8,2,66,13829
Arunachal Pradesh,Pakke Kessang,0,6154,1,31,14,6291,29.03,9,31,6548,5890,900,4477,7968,0,1,14,6896
Arunachal Pradesh,Changlang,100,46605,40,574,196,91402,8.31,56,674,76478,61514,804,49834,88173,28,11,208,71519
Arunachal Pradesh,Kurung Kumey,0,6046,3,0,12,8275,0.0,0,0,7032,7183,1021,5231,9090,4,0,10,7941
Arunachal Pradesh,Anjaw,3,6712,3,28,19,12023,29.03,9,31,10316,8417,816,7117,11618,1,2,20,10521
Arunachal Pradesh,East Kameng,32,17713,32,132,72,20216,3.66,6,164,19919,18004,904,15092,22837,9,2,95,19468
Arunachal Pradesh,Kamle,17,4091,15,51,40,6330,2.94,2,68,5937,4484,755,3553,6868,10,1,44,5568
Arunachal Pradesh,Dibang Valley,2,1954,1,8,11,4751,100.0,10,10,4270,2435,570,2559,4146,1,2,11,3766
Arunachal Pradesh,Tirap,24,17267,14,130,75,34256,10.39,16,154,28817,22694,788,20018,31505,5,3,84,27943
Arunachal Pradesh,Kra Daadi,2,3954,3,4,9,5540,66.67,4,6,5056,4438,878,3228,6266,1,1,11,5473
Arunachal Pradesh,West Kameng,34,29029,35,302,268,63432,10.12,34,336,51155,41273,807,37112,55349,20,9,282,46564
Arunachal Pradesh,Lohit,11,15419,20,156,130,34940,7.78,13,167,27492,22855,831,19579,30780,12,2,137,26323
Arunachal Pradesh,Tawang,7,16114,6,75,51,35702,21.95,18,82,28176,23622,838,22366,29450,5,2,51,25999
Arunachal Pradesh,Lower Dibang Valley,21,18094,17,118,93,34751,15.11,21,139,28839,24001,832,20493,32352,15,9,94,28300
Arunachal Pradesh,Lower Subansiri,3,15712,11,77,101,28752,0.0,0,80,24233,20229,835,17665,26799,10,1,102,23735
Arunachal Pradesh,Lepa Rada,1,8341,2,41,29,14657,19.05,8,42,13012,9982,767,9714,13284,2,2,29,12523
Arunachal Pradesh,Upper Siang,7,13481,12,54,73,17963,14.75,9,61,16805,14637,871,12940,18504,8,2,76,16626
Arunachal Pradesh,Shi Yomi,6,4548,2,43,18,7834,22.45,11,49,6424,5958,927,5476,6906,1,3,18,6229
Arunachal Pradesh,Namsai,95,37373,82,405,265,69072,8.0,40,500,56990,49451,868,43232,63213,27,12,320,55331
Arunachal Pradesh,Siang,8,9749,8,67,48,13313,6.67,5,75,12140,10914,899,8703,14359,2,3,53,13262
Arunachal Pradesh,West Siang,8,22214,6,67,68,38467,6.67,5,75,32266,28409,880,26997,33684,5,2,68,31375
Arunachal Pradesh,Papum Pare,16,16451,12,70,93,36963,16.28,14,86,31628,21776,689,21715,31699,15,5,90,26469
Arunachal Pradesh,Longding,3,10032,13,38,45,16506,46.34,19,41,16307,10231,627,7335,19203,9,3,49,16468
Arunachal Pradesh,Upper Subansiri,84,20540,30,94,58,18934,12.36,22,178,20746,18722,902,14788,24686,4,4,83,20892
Arunachal Pradesh,East Siang,48,30363,21,341,155,59685,10.54,41,389,46410,43620,940,36530,53518,20,11,156,50558
