state,district,today,Total doses til date,avgdaily,slots,paid slot,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio,fully,people,avg people,sites
Andaman & Nicobar,North and Middle Andaman,920,52505,1720,68,0,1188,681,22162,2.47,52,2108,39002,35656,914,23753,50914,798,10
Andaman & Nicobar,South Andaman,2134,95638,2774,1,0,514,626,52287,2.72,72,2648,80390,67518,840,39332,108593,1088,21
Andaman & Nicobar,Nicobar,158,14592,335,4,0,746,121,9485,2.88,26,904,12792,11284,882,6571,17506,205,4
Andhra Pradesh,Krishna,4418,1213607,7215,0,0,4202,4729,485923,7.54,650,8620,792014,907266,1146,388539,1310991,5052,183
Andhra Pradesh,Guntur,25948,1205825,13796,460,460,17052,8619,471191,1.65,710,43000,788404,888432,1127,345615,1331401,15960,161
Andhra Pradesh,"YSR District, Kadapa (Cuddapah)",12685,912724,8951,46,0,8632,3350,249237,2.13,453,21317,518896,642878,1239,267898,894063,7475,105
Andhra Pradesh,Kurnool,8227,877354,9468,572,549,6703,4931,311158,2.68,400,14930,506030,682339,1348,253400,935112,8630,87
Andhra Pradesh,Visakhapatnam,4027,1107996,7866,2393,2352,5998,6284,649678,4.24,425,10025,864912,892541,1032,341975,1415699,9555,116
Andhra Pradesh,Anantapur,25051,1028205,14329,106,106,13905,5472,309056,1.42,554,38956,601713,734936,1221,304871,1032390,12577,126
Andhra Pradesh,Chittoor,1388,1083682,8322,1091,1081,2580,4979,398315,5.34,212,3968,675040,806751,1195,321550,1160447,9350,93
Andhra Pradesh,East Godavari,11887,1242631,14983,6,0,9362,6523,531797,2.78,590,21250,791179,983044,1243,365788,1408640,12966,145
Andhra Pradesh,Prakasam,3943,960568,6795,0,0,11152,5633,284809,2.62,395,15095,567165,678049,1196,257801,987576,9513,104
Andhra Pradesh,Sri Potti Sriramulu Nellore,7248,961660,13974,0,0,3280,4439,301269,2.01,212,10528,583636,679041,1163,349777,913152,9157,49
Andhra Pradesh,Srikakulam,3163,843421,8796,27,0,1548,1663,230725,5.92,279,4711,462274,611774,1323,219870,854276,6710,71
Andhra Pradesh,Vizianagaram,2363,627751,5018,100,67,2047,2575,235346,6.12,270,4410,380174,482815,1270,158817,704280,4434,88
Andhra Pradesh,West Godavari,1405,1169686,9218,1216,0,1685,6812,346356,3.56,110,3090,647497,868352,1341,273040,1243002,12729,136
Arunachal Pradesh,Itanagar Capital Complex,554,31026,491,0,0,771,717,66809,2.64,35,1325,56156,41668,742,14266,83569,697,8
Arunachal Pradesh,Lower Siang,77,6409,173,0,0,177,215,8072,2.36,6,254,7795,6685,858,2294,12187,250,1
Arunachal Pradesh,Pakke Kessang,53,4758,51,0,0,22,58,3415,20.0,15,75,4260,3910,918,1920,6253,63,2
Arunachal Pradesh,Changlang,292,29849,533,60,0,336,636,44694,5.1,32,628,42347,32190,760,9557,64986,783,13
Arunachal Pradesh,Kurung Kumey,24,4604,23,0,0,46,26,4729,14.29,10,70,4451,4780,1074,2299,7034,34,2
Arunachal Pradesh,Anjaw,11,4521,20,0,0,68,121,6812,1.27,1,79,6184,5148,832,1593,9740,125,1
Arunachal Pradesh,East Kameng,65,11303,115,0,0,29,87,8908,6.38,6,94,10740,9468,882,3251,16960,85,1
Arunachal Pradesh,Kamle,53,2539,50,20,0,90,78,3011,4.9,7,143,3256,2294,705,806,4744,100,3
Arunachal Pradesh,Dibang Valley,0,1457,8,0,0,0,31,3044,0.0,0,0,2797,1704,609,1025,3476,35,2
Arunachal Pradesh,Tirap,159,10824,127,0,0,376,389,18428,2.8,15,535,16967,12279,724,3456,25796,466,5
Arunachal Pradesh,Kra Daadi,10,2622,6,0,0,12,14,3375,36.36,8,22,3196,2801,876,911,5086,9,2
Arunachal Pradesh,West Kameng,207,22211,315,1,0,436,521,29832,7.31,47,643,28987,23042,795,10087,41956,608,8
Arunachal Pradesh,Lohit,154,10239,147,0,0,138,306,16931,6.16,18,292,15348,11812,770,3805,23365,328,3
Arunachal Pradesh,Tawang,88,12530,111,0,0,75,84,18800,10.43,17,163,16924,14395,851,6173,25157,82,4
Arunachal Pradesh,Lower Dibang Valley,136,13212,189,588,0,160,189,18385,8.11,24,296,17312,14281,825,5552,26045,196,8
Arunachal Pradesh,Lower Subansiri,111,11998,110,0,0,122,260,14891,11.59,27,233,14185,12702,895,5362,21527,286,9
Arunachal Pradesh,Lepa Rada,106,7047,98,0,0,118,122,8541,2.68,6,224,8706,6880,790,3704,11884,123,3
Arunachal Pradesh,Upper Siang,193,10380,159,0,0,194,164,8862,3.36,13,387,10149,9092,896,4319,14923,193,4
Arunachal Pradesh,Shi Yomi,11,3461,22,0,0,32,35,4076,16.28,7,43,3797,3740,985,1613,5924,36,2
Arunachal Pradesh,Namsai,180,23749,242,0,0,149,383,34874,15.5,51,329,31768,26852,845,6851,51772,423,9
Arunachal Pradesh,Siang,70,7680,91,2,0,251,179,7599,5.92,19,321,7991,7286,912,3112,12167,206,5
Arunachal Pradesh,West Siang,413,18200,288,0,0,263,288,20277,2.07,14,676,20392,18081,887,8652,29825,284,3
Arunachal Pradesh,Papum Pare,100,12170,85,0,0,118,148,18852,10.09,22,218,18755,12262,654,6300,24722,121,4
Arunachal Pradesh,Longding,16,7293,103,2,0,74,236,10311,22.22,20,90,11135,6469,581,2058,15546,304,4
Arunachal Pradesh,Upper Subansiri,94,13797,123,0,0,133,182,8439,1.32,3,227,11618,10615,914,3996,18240,207,5
Arunachal Pradesh,East Siang,227,25189,236,65,0,222,483,35176,9.13,41,449,31232,29124,933,11515,48850,513,12
Assam,Dibrugarh,3156,230727,1412,0,0,601,1430,223916,2.74,103,3757,239352,215235,899,78850,375793,1926,35
Assam,Sivasagar,828,128170,1642,0,0,982,2879,103431,1.66,30,1810,124537,107034,859,39428,192173,3929,9
Assam,Tinsukia,4458,163570,1097,0,0,797,779,153293,2.38,125,5255,168349,148469,882,40971,275892,1047,31
Assam,Baksa,1983,83951,665,31,0,954,838,72136,3.51,103,2937,85793,70266,819,26126,129961,1151,24
Assam,Barpeta,1344,263131,1496,0,0,3206,3108,145993,2.42,110,4550,214334,194735,909,118838,290286,4344,26
Assam,Darrang,1907,115782,870,0,0,2934,1368,91928,2.87,139,4841,112830,94852,841,33456,174254,1896,28
Assam,Kamrup Metropolitan,5038,426461,3354,31,31,4755,3698,567091,2.01,197,9793,559424,433954,776,163578,829974,4798,70
Assam,Kamrup Rural,2836,273123,1309,62,0,311,1286,144183,4.54,143,3147,224809,192438,856,72093,345213,1663,39
Assam,Karbi-Anglong,1461,63753,648,6,0,1121,827,59422,3.8,98,2582,69603,53560,770,24642,98533,1036,25
Assam,Nalbari,1047,98899,790,0,0,34,668,72326,2.68,29,1081,93461,77742,832,25832,145393,925,10
Assam,Golaghat,560,149666,2625,0,0,650,6869,154486,0.0,0,1210,164687,139426,847,39336,264816,9108,8
Assam,Jorhat,3153,173249,2336,109,0,593,3334,138943,3.31,124,3746,167484,144666,864,56583,255609,4770,26
Assam,Morigaon,804,122692,2036,0,0,1323,4258,99138,1.55,33,2127,113190,108619,960,29922,191908,5847,6
Assam,Nagaon,3299,246352,2702,8,0,241,3582,216291,2.26,80,3540,237921,224659,944,73116,389527,5087,26
