state,district,slots,today,Total doses til date,avgdaily,slots 18-44,paid slot,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio,fully,people,avg people,sites
Arunachal Pradesh,Dibang Valley,200,1,1384,4,0,0,9,30,2657,0.0,0,10,2424,1617,667,958,3083,29,1
Arunachal Pradesh,Tirap,0,32,9000,104,0,0,159,398,12967,4.71,9,191,12875,9088,706,2814,19153,480,2
Arunachal Pradesh,Kra Daadi,0,4,2421,26,10,0,13,108,3093,17.65,3,17,2942,2572,874,768,4746,131,2
Arunachal Pradesh,West Kameng,1,78,18824,93,1,0,376,574,24328,7.93,36,454,24035,19105,795,7417,35735,602,6
Arunachal Pradesh,Lohit,0,80,8594,94,0,0,172,441,13201,3.17,8,252,12370,9415,761,2422,19373,488,1
Arunachal Pradesh,Tawang,0,19,11285,97,0,0,150,265,17508,6.51,11,169,15456,13327,862,4941,23852,282,2
Arunachal Pradesh,Lower Dibang Valley,273,135,10915,130,0,0,315,388,15605,8.89,40,450,14515,12002,827,3330,23190,434,8
Arunachal Pradesh,Lower Subansiri,0,124,10716,57,0,0,292,269,12137,5.77,24,416,11828,11024,932,4359,18494,292,11
Arunachal Pradesh,Lepa Rada,0,17,5876,11,0,0,123,160,7067,0.0,0,140,7084,5857,827,2552,10391,169,3
Arunachal Pradesh,Upper Siang,0,192,8869,63,0,0,377,131,7105,1.93,11,569,8366,7607,909,3087,12887,145,3
Arunachal Pradesh,Shi Yomi,0,13,3289,8,0,0,63,113,3708,18.42,14,76,3487,3510,1007,1457,5540,119,3
Arunachal Pradesh,Namsai,0,168,21207,237,0,0,802,1607,28971,6.19,60,970,27125,23050,850,5023,45155,1790,14
Arunachal Pradesh,Siang,2,144,6893,127,1,0,79,168,5740,7.62,17,223,6510,6122,940,2566,10067,190,6
Arunachal Pradesh,West Siang,0,388,15331,225,0,0,336,361,17414,3.59,26,724,17315,15426,891,5754,26991,389,4
Arunachal Pradesh,Papum Pare,0,98,11150,89,3,0,241,208,17047,6.19,21,339,17149,11043,644,5149,23048,238,6
Arunachal Pradesh,Longding,50,64,6100,66,30,0,261,159,7096,7.69,25,325,8430,4766,565,1762,11434,223,5
Arunachal Pradesh,Upper Subansiri,170,2,12694,22,277,0,12,63,6477,42.86,6,14,9948,9220,927,3200,15971,82,3
Arunachal Pradesh,East Siang,0,110,22310,131,0,0,431,725,29046,9.06,49,541,26342,25005,949,8993,42363,794,10
Assam,Dibrugarh,0,4885,214107,2547,4,0,2647,2682,208696,3.56,268,7532,223783,198967,889,67514,355289,3552,66
Assam,Sivasagar,0,1068,115256,1167,0,0,1968,1631,80894,0.79,24,3036,106299,89833,845,34469,161681,2131,15
Assam,Tinsukia,0,3508,154675,1380,0,0,6276,2616,145695,2.0,196,9784,159896,140435,878,34676,265694,3504,51
Assam,Baksa,70,729,79111,922,72,0,1703,1796,65967,4.44,108,2432,79438,65613,826,23517,121561,2311,23
Assam,Barpeta,0,552,251266,2057,197,0,532,2823,123972,10.7,116,1084,197005,178181,904,115427,259811,3666,73
Assam,Darrang,0,291,109553,963,0,0,418,1829,82329,2.96,21,709,104685,87174,833,30901,160981,2542,5
Assam,Kamrup Metropolitan,0,2567,398921,2923,36,36,3673,4788,536599,3.37,210,6240,527152,408198,774,144495,791025,5968,62
Assam,Kamrup Rural,92,1943,262570,1290,133,0,4190,2774,132594,3.21,197,6133,213369,181742,852,65069,330095,3475,51
Assam,Karbi-Anglong,0,60,59110,676,2,0,77,1230,53532,31.39,43,137,63833,48797,764,21459,91183,1576,11
Assam,Nalbari,0,1410,91554,805,0,0,2439,1302,64393,3.14,121,3849,85634,70292,821,21636,134311,1894,29
Assam,Golaghat,0,2899,128276,1208,0,0,6376,2764,99265,0.49,45,9275,123891,103622,836,35967,191574,3509,49
Assam,Jorhat,0,2137,153644,1151,0,0,3847,2335,109840,3.78,226,5984,142628,120818,847,48953,214531,2672,42
Assam,Morigaon,0,357,108411,972,1,0,674,1964,69302,2.81,29,1031,90440,87255,965,26764,150949,2631,6
Assam,Nagaon,0,3884,221004,1880,0,0,6710,3166,179268,1.19,126,10594,206225,193992,941,62600,337672,4369,37
Assam,Bongaigaon,0,1511,96487,916,0,0,3217,1828,83748,2.37,112,4728,94046,86166,916,32642,147593,2509,27
Assam,Chirang,0,660,50906,601,258,0,1876,1380,50932,2.13,54,2536,59164,42661,721,19821,82017,1769,16
Assam,Dhubri,0,2147,126930,1366,3,0,4221,2919,103167,0.97,62,6368,125722,104341,830,40945,189152,3928,44
Assam,Goalpara,0,634,89192,873,21,0,1532,2098,91690,3.88,84,2166,95795,85013,887,28625,152257,2808,19
Assam,Kokrajhar,0,1213,77492,815,18,0,2802,1974,79768,3.61,145,4015,90533,66707,737,24279,132981,2628,33
Assam,Dhemaji,0,193,97023,741,77,0,345,1980,87843,9.67,52,538,94812,90019,949,26798,158068,2464,12
Assam,Lakhimpur,0,1970,130145,1097,3,0,4989,2594,95476,1.31,91,6959,119071,106522,895,35213,190408,3489,46
Assam,Sonitpur,0,455,205987,1947,7,0,538,2613,173053,14.8,147,993,196664,182328,927,95675,283365,3242,41
Assam,Udalguri,0,153,71618,734,0,0,311,1826,68214,7.76,36,464,75146,64663,860,20021,119811,2350,5
Assam,Cachar,0,3738,197546,1950,440,0,7175,3605,201678,1.81,197,10913,216122,183062,847,55468,343756,4751,52
Assam,Dima Hasao,0,557,33499,470,19,0,1183,1060,40222,6.32,110,1740,43105,30596,710,13021,60700,1321,24
Assam,Hailakandi,0,1397,83994,763,435,0,2358,1434,74862,1.73,65,3755,87426,71413,817,25178,133678,1972,28
Assam,Karimganj,0,2553,107454,1261,30,0,5747,2753,95637,3.73,310,8300,113911,89156,783,34085,169006,3614,77
Bihar,Madhepura,0,983,166417,759,3406,0,1289,1133,102153,2.55,58,2272,144668,123840,856,32616,235954,1533,21
Bihar,Saharsa,0,4344,184922,1095,0,0,7683,2014,116793,1.52,183,12027,157576,144064,914,36602,265113,2653,91
Bihar,Supaul,0,1765,197618,1119,2828,0,2422,1511,125474,2.46,103,4187,173646,149381,860,31024,292068,1982,32
Bihar,Purnia,0,5425,349046,2027,0,0,10348,3542,261576,2.64,417,15773,319426,291047,911,71757,538865,4695,213
Bihar,Araria,0,1917,209987,1465,36873,0,3224,1890,135729,2.33,120,5150,183797,161845,881,40370,305346,2732,37
Bihar,Katihar,0,3424,196978,1487,3,0,6160,2896,181031,1.73,166,9584,199493,178465,895,43705,334304,3975,67
Bihar,Kishanganj,0,2991,119586,926,0,0,5809,1929,101227,4.09,360,8800,121714,99067,814,29342,191471,2680,154
Bihar,Aurangabad,0,3100,181631,1702,2639,0,6278,3374,151710,2.05,192,9378,189601,143648,758,35692,297649,4649,36
Bihar,Arwal,0,3435,60630,988,0,0,5193,1514,47893,1.53,132,8628,58837,49662,844,15671,92852,2240,68
Bihar,Gaya,0,4619,392099,4813,647,0,7124,7759,341979,2.25,264,11746,405129,328823,812,134893,599185,10383,63
Bihar,Kaimur,0,128,137848,911,0,0,221,1597,89377,8.88,31,349,126877,100303,791,26206,201019,2159,5
Bihar,Rohtas,54,3312,256855,1636,923,0,5178,3009,185664,1.18,100,8490,252797,189659,750,53940,388579,3955,56
Bihar,Bhagalpur,0,1769,343975,3782,0,0,2956,7386,311345,0.53,25,4725,353499,301728,854,85855,569465,9687,29
Bihar,Banka,0,233,197297,872,719,0,563,2021,141670,0.5,4,796,178430,160478,899,45059,293908,2700,5
Bihar,Lakhisarai,0,1485,74403,1039,161,0,2428,1720,61202,1.46,57,3913,72918,62663,859,16266,119339,2474,28
Bihar,Munger,0,5973,133358,1578,1284,0,10066,2660,104214,1.37,220,16040,132784,104729,789,34798,202774,3590,143
Bihar,Muzaffarpur,0,9386,376826,3541,2617,0,12771,5223,355154,2.04,453,22157,403913,327962,812,91435,640545,6862,166
Bihar,Sheohar,98,562,85514,383,187,0,1062,551,39431,2.83,46,1624,65753,59169,900,17809,107136,771,64
Bihar,Sitamarhi,0,2985,255574,1352,5548,0,3417,1786,153867,2.0,128,6402,220624,188772,856,50993,358448,2484,48
Bihar,Vaishali,26,108,321687,1404,0,0,48,2556,183998,15.38,24,156,272076,233526,858,73831,431854,3262,21
Bihar,Nalanda,0,2582,346259,3646,707,0,4005,4702,236520,1.56,103,6587,306907,275763,899,85787,496992,6742,46
Bihar,Jehanabad,0,827,103434,1471,91,0,1010,2148,84316,1.8,33,1837,100788,86909,862,26251,161499,2947,17
Bihar,Nawada,1,2913,194698,1178,755,0,5550,2280,125954,3.39,287,8463,172777,147822,856,48986,271666,2931,142
Bihar,Sheikhpura,0,977,62231,384,72,0,1742,652,38561,1.88,51,2719,53626,47155,879,15679,85113,847,31
Bihar,Darbhanga,0,5276,415451,2127,14,14,9164,4257,273223,0.69,100,14440,359744,328829,914,95982,592692,5771,56
Bihar,Madhubani,0,1574,409138,2333,0,0,2857,4083,275950,1.78,79,4431,351405,333576,949,84435,600653,5812,33
Bihar,Samastipur,0,2801,365013,2182,0,0,4167,4556,250085,0.89,62,6968,326870,288135,881,94702,520396,5855,65
Bihar,Patna,488,16277,972562,9812,652,0,29252,16929,883770,1.32,601,45539,1067003,788965,739,398254,1458078,20509,207
Bihar,Begusarai,11,4354,282298,1819,23,0,8238,3533,192390,0.86,108,12592,257466,217161,843,58747,415941,4520,30
Bihar,Bhojpur,0,820,219971,1216,19,0,1524,2047,159418,1.96,46,2344,218656,160661,735,50325,329064,2791,15
Bihar,Buxar,0,2440,170703,1092,1554,0,4751,1998,112207,1.38,99,7191,161202,121670,755,37333,245577,2707,55
Bihar,Khagaria,0,978,125033,673,0,0,1028,1177,90401,2.19,44,2006,112965,102445,907,26270,189164,1607,17
Bihar,Saran,0,5150,427077,2461,1549,0,7761,4404,290177,1.93,249,12911,393622,323486,822,106759,610495,5544,97
Bihar,Siwan,3,3381,406172,1888,46,0,8046,5740,230588,2.13,243,11427,356578,280061,785,103527,533233,6565,138
Bihar,Gopalganj,0,550,222891,967,0,0,828,2508,162143,2.25,31,1379,229993,154997,674,44693,340341,3199,8
Bihar,East Champaran,0,4649,426163,2878,53,0,9137,5824,360342,1.55,214,13786,448386,337875,754,73522,712983,7880,298
Bihar,West Champaran,0,894,254056,3055,0,0,1247,5196,241294,1.82,39,2141,292400,202842,694,42950,452400,7559,17
Bihar,Jamui,0,2732,153128,960,1081,0,5724,2164,108828,2.53,214,8456,144125,117776,817,32068,229888,2751,96
Chandigarh,Chandigarh,195,4176,294326,2717,297,265,6307,4815,257260,2.17,227,10483,311609,239901,770,94952,456634,5619,71
Chhattisgarh,Raipur,28,13540,517456,8593,356,0,20832,18665,352429,2.73,938,34372,460163,409657,890,199090,670795,21594,311
Chhattisgarh,Balod,399,40,221677,991,9782,0,238,2624,73137,4.32,12,278,136835,157937,1154,53085,241729,2972,21
Chhattisgarh,Baloda bazar,316,2691,237684,3257,37980,0,4342,6923,97778,2.37,167,7033,163579,171865,1051,54246,281216,7795,137
Chhattisgarh,Balrampur,36060,498,148382,653,49548,0,1296,2612,51787,10.93,196,1794,103543,96604,933,27963,172206,2620,146
Chhattisgarh,Bastar,0,1122,172805,1378,418,0,1658,7055,99800,5.4,150,2780,138088,134495,974,47570,225035,7386,43
Chhattisgarh,Bemetara,98,337,120515,1327,8168,0,1361,2385,45980,0.12,2,1698,81795,84674,1035,26476,140019,2974,163
Chhattisgarh,Bijapur,840,258,45950,200,379,0,580,753,39393,13.37,112,838,52110,33221,638,22077,63266,721,58
Chhattisgarh,Bilaspur,2257,8278,418151,4093,4412,156,9308,7251,154064,2.92,514,17586,286838,285293,995,117128,455087,7885,254
Chhattisgarh,Dantewada,0,163,75353,245,273,0,688,1847,43913,1.06,9,851,61395,57846,942,27227,92039,1893,10
Chhattisgarh,Dhamtari,2818,103,230773,1615,3212,0,428,3848,76733,3.58,19,531,143209,164254,1147,62968,244538,4189,27
Chhattisgarh,Durg,594,10224,484607,4607,160,0,4829,6819,154673,3.57,537,15053,323572,315643,975,160292,478988,7554,159
Chhattisgarh,Gariaband,5650,1154,119947,1137,25548,0,2325,2399,40984,0.89,31,3479,76219,84697,1111,25322,135609,2556,115
Chhattisgarh,Janjgir-Champa,7354,2914,333514,2460,10091,0,3910,5534,97772,2.58,176,6824,212932,218324,1025,78117,353169,5989,157
Chhattisgarh,Jashpur,24978,10,195589,1038,33572,0,0,3801,68041,0.0,0,10,122222,141372,1157,46002,217628,4144,207
Chhattisgarh,Kanker,10000,0,172765,634,57197,0,0,2001,77490,0.0,0,0,127996,122241,955,51868,198387,2079,133
Chhattisgarh,Kondagaon,1700,304,124523,311,14720,0,1812,2552,47624,13.06,275,2105,83126,88998,1071,24545,147602,2580,102
Chhattisgarh,Korba,87,88,331136,1513,439,0,35,3878,96796,5.69,7,123,210136,217749,1036,73340,354592,3963,15
Chhattisgarh,Koriya,1798,126,129617,742,7505,0,372,2186,49340,14.46,72,498,90198,88748,984,30137,148820,2345,27
Chhattisgarh,Mahasamund,2167,6572,333557,1706,6147,0,6140,3345,87708,3.84,488,12712,199634,221580,1110,90032,331233,3664,307
Chhattisgarh,Mungeli,0,1705,151783,1302,4677,0,1915,2084,35647,2.49,90,3620,90572,96847,1069,29611,157819,2193,61
Chhattisgarh,Narayanpur,0,86,19415,118,180,0,179,188,15056,1.89,5,265,20284,14184,699,9197,25274,183,8
Chhattisgarh,Raigarh,213,574,511980,2878,504,100,3403,8788,284434,4.1,163,3977,403162,393170,975,144822,651592,9802,335
Chhattisgarh,Rajnandgaon,129,4695,369505,5559,10541,0,9246,13059,226824,2.72,379,13941,285449,310826,1089,83107,513222,14883,200
Chhattisgarh,Sukma,240,72,62405,194,639,0,269,1989,55203,8.5,29,341,69148,48443,701,27014,90594,2028,19
Chhattisgarh,Surajpur,749,12,186930,329,1247,0,47,1312,47585,1.69,1,59,116816,117662,1007,32156,202359,1317,13
Chhattisgarh,Surguja,9607,2634,262607,844,14051,0,211,2250,74661,2.64,75,2845,164064,173154,1055,59369,277899,2224,72
Chhattisgarh,Kawardha,1399,261,161295,1900,3800,0,343,5874,82955,4.3,26,604,122259,121954,998,39095,205155,6726,13
Chhattisgarh,Gaurela Pendra Marwahi ,0,428,77249,588,2789,0,718,1738,25012,6.46,74,1146,48830,53415,1094,13272,88989,1883,21
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,99,1983,63705,1822,380,0,7241,6023,166818,2.67,246,9224,161488,68998,427,22742,207781,6731,58
Dadra and Nagar Haveli and Daman and Diu,Daman,356,1836,54656,1475,0,0,2418,3485,137681,0.61,26,4254,126513,65768,520,17608,174729,3983,6
Dadra and Nagar Haveli and Daman and Diu,Diu,0,214,19900,175,0,0,79,280,23428,2.39,7,293,21502,21816,1015,7277,36051,301,4
Delhi,New Delhi,328,3376,417350,3212,456,456,5306,7433,289998,3.78,328,8682,423462,283785,670,205492,501856,7863,94
Delhi,Central Delhi,0,6492,449901,4278,2654,2101,12780,11560,429726,2.01,388,19272,529313,350151,662,199035,680592,12822,160
Delhi,West Delhi,0,5922,559686,4370,79,0,10576,8848,329214,1.47,242,16498,495105,393567,795,224095,664805,10007,126
Delhi,North West Delhi,0,5797,537112,4997,1908,367,11158,11141,416561,2.39,405,16955,528515,424965,804,227884,725789,12252,159
Delhi,South East Delhi,398,4487,392283,3190,1037,970,11035,9640,413212,2.11,328,15522,480466,324881,676,190713,614782,10694,90
Delhi,East Delhi,22,3801,311875,3813,186,146,7952,9319,276681,1.59,187,11753,327342,261102,798,112616,475940,10691,82
Delhi,North Delhi,187,5664,310269,3809,168,0,15349,12032,334283,2.17,457,21013,376813,267576,710,131399,513153,13741,156
Delhi,North East Delhi,0,3761,252336,2727,36,0,10968,9030,277729,0.69,101,14729,310857,219047,705,107189,422876,10243,84
Delhi,Shahdara,0,3860,294066,3316,2,0,5189,6706,251851,3.22,291,9049,310115,235681,760,112541,433376,7871,101
Delhi,South Delhi,362,4701,413247,3840,799,799,10992,10364,534277,2.78,437,15693,565946,381400,674,210976,736548,11172,129
Delhi,South West Delhi,44,4825,496498,4359,154,122,7111,11108,385159,1.29,154,11936,498329,383167,769,184896,696761,12218,88
Goa,North Goa,57,3017,228465,2443,162,62,5925,5081,230741,1.21,108,8942,248428,210739,848,62948,396258,6152,33
Goa,South Goa,0,3946,275201,3197,0,0,6775,7070,246273,1.39,149,10721,271334,250091,922,64859,456615,8780,48
Gujarat,Gandhinagar,0,2704,314120,2366,0,0,3556,3444,181402,2.4,150,6260,268441,227019,846,107496,388026,4587,42
Gujarat,Ahmedabad,0,3994,487728,2165,1,1,8298,4641,233161,1.77,218,12292,409458,311324,760,115774,605115,5954,74
Gujarat,Vadodara,5,4717,445918,3434,3,0,6447,4826,259496,2.29,256,11164,390101,315214,808,136719,568695,6632,68
Gujarat,Kheda,0,2580,531211,2219,1,0,5191,5188,245740,2.95,229,7771,418066,358801,858,183021,593930,5975,61
Gujarat,Surendranagar,0,3878,316613,3045,0,0,6484,4665,207067,3.07,318,10362,280107,243467,869,98873,424807,6361,70
Gujarat,Aravalli,0,1193,353226,923,27,0,1822,1543,118501,3.48,105,3015,241277,230363,955,129988,341739,1791,30
Gujarat,Banaskantha,2,3316,851985,4704,0,0,3814,3965,231008,1.92,137,7133,594343,488440,822,253913,829080,3889,59
Gujarat,Mehsana,0,5578,620137,4734,0,0,2875,4871,351912,3.04,257,8453,504713,467225,926,216455,755594,6170,84
Gujarat,Patan,487,3144,306369,2349,916,0,5422,3578,171826,4.13,354,8566,247999,230138,928,104434,373761,4410,142
Gujarat,Sabarkantha,0,1552,429670,1576,0,0,2934,2768,185592,3.21,144,4486,323011,292139,904,141003,474259,3450,39
Gujarat,Dang,0,280,40713,211,0,0,443,436,21298,3.73,27,723,32892,29116,885,11921,50090,499,10
Gujarat,Navsari,1,2180,418089,2058,0,0,3257,3326,198514,2.45,133,5437,306375,310166,1012,155444,461159,3990,47
Gujarat,Surat,10,3503,344796,3339,1,0,3949,5297,257432,4.27,318,7452,331160,271007,818,124328,477900,7097,77
Gujarat,Tapi,0,1974,220488,1461,0,0,2292,2194,97740,1.97,84,4266,165470,152728,923,61723,256505,2517,40
Gujarat,Valsad,48,4502,406739,2640,47,0,4104,3944,243692,3.3,284,8606,361272,289070,800,158702,491729,4412,81
Gujarat,Devbhumi Dwaraka,0,1495,190858,1343,4,0,1045,2578,143818,3.15,80,2540,183488,151142,824,78632,256044,3138,30
Gujarat,Jamnagar,0,2308,249154,1554,0,0,2249,1879,142251,3.14,143,4557,215108,176247,819,82766,308639,2339,36
Gujarat,Kutch,0,2706,418657,2830,8,0,4559,5263,352916,4.47,325,7265,433644,337817,779,163426,608147,6030,86
Gujarat,Morbi,0,3553,202880,1823,0,0,5685,3313,118133,1.75,162,9238,170428,150541,883,71099,249914,4274,37
Gujarat,Porbandar,0,971,214263,698,0,0,723,1468,105562,3.9,66,1694,165054,154728,937,86711,233114,1641,16
Gujarat,Rajkot,0,6607,421291,4937,0,0,6740,5017,234431,2.42,323,13347,344501,311123,903,147798,507924,6551,83
Gujarat,Amreli,0,2470,372861,2085,0,0,3071,2705,121574,2.87,159,5541,252650,241719,957,134338,360097,3256,38
Gujarat,Bhavnagar,1,2629,352551,2114,1210,0,4038,3373,195657,3.66,245,6685,294755,253383,860,111622,436586,3913,58
Gujarat,Botad,0,1772,112938,1157,0,0,2916,2211,82928,1.75,82,4688,103444,92403,893,40686,155180,2820,24
Gujarat,Gir Somnath,0,1260,260578,1051,197,0,3777,2861,139997,3.43,173,5037,218935,181501,829,78786,321789,3366,43
Gujarat,Junagadh,0,3173,330005,3765,0,0,2688,3114,122554,3.05,179,5861,233480,219021,938,124371,328188,3682,51
Gujarat,Anand,2,4775,600833,3257,0,0,5334,4463,248627,2.48,251,10109,440909,408432,926,200341,649119,5576,83
Gujarat,Bharuch,0,2678,414435,2826,0,0,3159,4347,318414,2.79,163,5837,415118,317630,765,145693,587156,5337,58
Gujarat,Chhotaudepur,205,679,271257,2052,627,0,3150,4620,99693,2.9,111,3829,197885,173004,874,103007,267943,5650,46
Gujarat,Dahod,12,3552,533402,2897,152,0,2878,2748,165580,2.33,150,6430,353667,345201,976,216843,482139,2959,57
Gujarat,Mahisagar,14,915,354668,521,0,0,1576,2271,130981,1.97,49,2491,252328,233234,924,117756,367893,2354,25
Gujarat,Narmada,0,842,187288,771,125,0,2115,2429,80174,2.81,83,2957,139738,127682,914,64981,202481,2912,19
Gujarat,Panchmahal,0,1054,437038,1092,12,0,3963,2690,173945,3.05,153,5017,324855,286028,880,157937,453046,3032,46
Haryana,Kurukshetra,0,1974,197816,1773,1,0,2591,2116,109806,2.74,125,4565,161629,145958,903,47130,260492,2566,31
Haryana,Panchkula,30,1844,181866,1458,114,114,3193,2401,142950,2.24,113,5037,174562,150187,860,68301,256515,2656,25
Haryana,Gurgaon,879,6963,633071,7248,1947,1947,14991,16288,842137,2.3,506,21954,894568,580364,649,258839,1216369,16710,118
Haryana,Jhajjar,194,1408,195531,1519,306,0,3858,3603,136999,2.92,154,5266,182638,149835,820,52777,279753,4010,52
Haryana,Kaithal,0,1660,154224,1445,322,0,2528,2387,112155,6.73,282,4188,138847,127500,918,37171,229208,3126,72
Haryana,Hisar,0,878,229110,2249,0,0,1074,4252,173224,5.02,98,1952,217599,184684,849,49639,352695,5362,50
Haryana,Rohtak,0,973,197182,1833,19,0,2113,3145,138398,4.34,134,3086,182499,153028,839,57193,278387,3637,30
Haryana,Ambala,0,3155,372621,3742,0,0,3990,5459,277902,2.45,175,7145,343897,306487,891,154110,496413,5615,39
Haryana,Sirsa,0,1733,257346,1691,628,0,2721,3055,126722,4.4,196,4454,201375,182623,907,69096,314972,3825,70
Haryana,Panipat,0,1821,184744,1411,0,0,3312,2700,138507,1.89,97,5133,183553,139625,761,50173,273078,2962,24
Haryana,Fatehabad,20,2641,148328,1602,1595,79,4433,2909,111102,2.06,146,7074,135863,123536,909,34897,224533,3703,29
Haryana,Yamunanagar,14,1811,245275,2355,71,71,2705,3493,147191,2.52,114,4516,209862,182536,870,64024,328442,4188,28
Haryana,Sonipat,11,2909,313492,2372,390,43,3983,4211,210425,3.74,258,6892,287219,236613,824,96947,426970,4524,59
Haryana,Faridabad,1699,4560,487910,4533,837,837,8947,8542,425648,2.09,282,13508,531171,382210,720,149524,764034,9481,71
Haryana,Bhiwani,0,2447,205014,1864,1291,0,3942,2836,132467,2.36,151,6389,177300,160121,903,47811,289670,3350,30
Haryana,Charkhi Dadri,0,2174,145684,1688,0,0,2858,3166,112927,1.75,88,5032,131244,127317,970,36377,222234,3708,19
Haryana,Rewari,159,1164,208789,1668,367,367,1650,2387,135338,2.35,66,2814,193121,150953,782,56950,287177,2563,20
Haryana,Karnal,0,1754,313361,2693,1209,0,3228,4803,201287,1.77,88,4982,273530,241039,881,93254,421394,5612,35
Haryana,Jind,200,1341,169364,1125,200,0,1814,1867,100049,5.86,185,3155,140618,128743,916,32374,237039,2235,47
Haryana,Nuh,141,215,50859,284,292,0,924,1046,60556,8.87,101,1139,68970,42413,615,9856,101559,1074,30
Haryana,Mahendragarh,0,1921,201871,1573,0,0,2885,2609,123961,2.79,134,4806,170723,155047,908,46829,279003,3019,27
Haryana,Palwal,0,1182,181375,1006,0,0,2460,2184,124291,4.34,158,3642,170209,135378,795,40995,264671,2061,35
Himachal Pradesh,Shimla,0,3724,289625,3030,0,0,84,5300,195248,3.2,122,3808,252430,232352,920,74663,410210,5813,30
Himachal Pradesh,Solan,0,2299,174637,1702,206,206,1295,5003,168482,2.67,96,3594,202979,140095,690,34920,308199,5449,35
Himachal Pradesh,Lahaul Spiti,0,220,13422,288,0,0,0,2,11473,4.55,10,220,12880,12010,932,5470,19425,12,3
Himachal Pradesh,Kullu,0,2620,141740,1148,0,0,50,3234,97106,5.99,160,2670,118987,119828,1007,36215,202631,3460,33
Himachal Pradesh,Sirmaur,0,1648,123900,1295,0,0,209,2310,96012,6.62,123,1857,118073,101805,862,30575,189337,2862,26
Himachal Pradesh,Kangra,1,8564,537160,5384,0,0,196,11331,317670,2.63,230,8760,404480,450150,1113,121167,733663,12860,68
Himachal Pradesh,Chamba,0,1834,154083,1425,0,0,151,2366,91782,5.29,105,1985,121259,124554,1027,35366,210499,2560,36
