state,district,slots,today,Total doses til date,avgdaily,slots 18-44,paid slot,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio
Telangana,Adilabad,0,183,44698,79,0,0,690,408,10965,3.09,27,873,29968,25690,857
Telangana,Bhadradri Kothagudem,0,445,106756,289,0,0,1322,568,20090,2.43,43,1767,68380,58464,855
Telangana,Jagtial,0,275,118395,140,0,0,2137,1089,17110,2.4,58,2412,65090,70404,1082
Telangana,Jangaon,0,119,52567,27,0,0,221,107,5582,8.82,30,340,27597,30551,1107
Telangana,Jayashankar Bhupalpally,0,363,73038,185,0,0,601,255,7321,2.7,26,964,38947,41398,1063
Telangana,Jogulamba Gadwal,0,115,46655,37,0,0,522,205,6704,3.61,23,637,27673,25679,928
Telangana,Kamareddy,0,310,135450,164,0,0,1312,620,16418,2.34,38,1622,72083,79793,1107
Telangana,Karimnagar,0,636,182394,369,0,0,3122,1756,29894,1.92,72,3758,108410,103848,958
Telangana,Khammam,0,1276,110175,573,0,0,3361,1626,31306,0.93,43,4637,77163,64355,834
Telangana,Kumuram Bheem,0,127,38083,59,0,0,567,318,7696,2.31,16,694,23753,22019,927
Telangana,Mahabubabad,0,201,86515,63,0,0,372,194,9006,9.95,57,573,45456,50004,1100
Telangana,Mahabubnagar,0,257,86104,112,0,0,612,323,12971,4.72,41,869,48418,50670,1047
Telangana,Mancherial,0,591,77441,380,0,0,1706,754,15560,1.44,33,2297,49691,43328,872
Telangana,Medak,0,175,100115,123,0,0,521,323,10449,6.32,44,696,54279,56247,1036
Telangana,Medchal,0,5017,378475,3358,0,0,17587,12361,175197,1.4,316,22604,306105,247675,809
Telangana,Nagarkurnool,0,242,87955,97,0,0,750,356,9247,2.82,28,992,47018,50172,1067
Telangana,Nalgonda,0,691,108709,394,0,0,1934,1081,27489,2.1,55,2625,72582,63615,876
Telangana,Nirmal,0,197,119286,111,0,0,651,350,9433,3.77,32,848,61125,67598,1106
Telangana,Nizamabad,0,582,137095,203,0,0,3214,1258,29350,1.16,44,3796,85042,81414,957
Telangana,Peddapalli,0,754,96557,293,0,0,3289,1412,18828,1.16,47,4043,60054,55336,921
Telangana,Rajanna Sircilla,0,84,100296,37,0,0,488,258,8539,3.15,18,572,51480,57325,1114
Telangana,Rangareddy,0,6275,344684,4616,0,0,24527,22805,262108,1.28,394,30806,342047,265432,776
Telangana,Sangareddy,0,1051,124763,617,0,0,3806,2477,40953,2.94,143,4857,92381,73336,794
Telangana,Siddipet,0,595,191331,270,0,0,1883,937,22924,1.29,32,2478,99106,115113,1162
Telangana,Suryapet,0,503,118532,321,0,0,1393,756,18697,3.38,64,1896,68698,68518,997
Telangana,Vikarabad,0,188,54633,95,0,0,886,462,12594,4.28,46,1074,35100,32121,915
Telangana,Wanaparthy,0,130,46957,69,0,0,645,340,7564,3.23,25,775,27213,27309,1004
Telangana,Warangal(Rural),0,363,50752,145,0,0,755,361,10265,1.07,12,1118,31790,29235,920
Telangana,Warangal(Urban),0,1475,164031,1362,0,0,4571,4526,75962,0.4,24,6046,127768,112202,878
Telangana,Yadadri Bhuvanagiri,0,906,165180,643,0,0,981,628,14670,7.05,133,1887,85764,94042,1097
Telangana,Mulugu,0,74,52960,42,0,0,1,2,4237,20.0,15,75,27559,29633,1075
Telangana,Narayanpet,0,76,28976,64,0,0,282,130,5105,0.56,2,358,17238,16842,977
Tripura,Dhalai,1100,363,84801,235,0,0,21,23,11785,19.79,76,384,51858,44713,862
Tripura,Gomati,319,1451,99082,1756,0,0,71,132,11127,3.81,58,1522,56718,53488,943
Tripura,Khowai,200,95,65890,83,0,0,23,27,7003,27.12,32,118,37548,35341,941
Tripura,North Tripura,0,185,104072,131,0,0,5,6,8447,26.32,50,190,57776,54731,947
Tripura,Sepahijala,599,123,118013,436,0,0,2,15,11098,36.0,45,125,67761,61338,905
Tripura,South Tripura,0,12,150291,1,0,0,1,0,15647,130.77,17,13,85921,80001,931
Tripura,Unakoti,239,127,61932,133,0,0,6,4,5576,20.3,27,133,34269,33234,970
Tripura,West Tripura,592,331,286192,690,0,0,138,379,94053,25.8,121,469,196705,184140,936
Uttar Pradesh,Agra,562,3860,273759,3056,162,161,7267,6142,204600,3.17,353,11127,284038,194359,684
Uttar Pradesh,Aligarh,223,1579,182168,1052,0,0,4770,4838,156262,3.8,241,6349,199248,139177,699
Uttar Pradesh,Prayagraj,124,1770,294192,1468,0,0,6631,5292,233260,3.32,279,8401,317707,209900,661
Uttar Pradesh,Ambedkar Nagar,957,3526,111558,1797,0,0,2076,1215,24906,2.23,125,5605,78951,57568,729
Uttar Pradesh,Amethi,2376,2206,136809,1643,0,0,1794,1012,18494,2.0,80,4000,83665,71661,857
Uttar Pradesh,Amroha,797,2592,101990,2133,1,0,1704,988,18180,1.72,74,4296,67995,52188,768
Uttar Pradesh,Auraiya,49,805,69821,621,0,0,1478,1100,14819,5.12,117,2283,50397,34370,682
Uttar Pradesh,Azamgarh,2563,3959,204672,3033,0,0,5240,3782,119729,3.82,351,9199,188149,136213,724
Uttar Pradesh,Badaun,1085,1053,184893,1104,52,0,2029,1213,24788,4.8,148,3082,113309,96365,850
Uttar Pradesh,Baghpat,942,4050,174463,3728,0,0,1735,920,16037,1.99,115,5785,101859,88618,870
Uttar Pradesh,Bahraich,44,5754,260523,4866,97,0,2473,1778,33417,3.53,290,8220,163695,130260,796
Uttar Pradesh,Balarampur,1321,2697,193134,2230,410,0,1372,1015,20381,4.94,201,4069,119383,94149,789
Uttar Pradesh,Ballia,220,1645,159495,1599,0,0,2079,1232,24094,3.65,136,3724,105568,78025,739
Uttar Pradesh,Banda,670,1147,88220,688,724,0,2783,1805,44699,4.07,160,3930,80705,52194,647
Uttar Pradesh,Barabanki,0,5076,205318,4544,0,0,2616,1532,32875,1.53,118,7692,136485,101715,745
Uttar Pradesh,Bareilly,1106,3851,267817,2603,612,435,6037,5664,211311,4.87,482,9888,275812,203418,738
Uttar Pradesh,Basti,486,3865,166302,2390,70,0,1968,2015,69767,3.21,187,5833,139424,96629,693
Uttar Pradesh,Bijnour,1092,5318,236026,4814,0,0,2748,1573,30506,3.89,314,8066,144185,122455,849
Uttar Pradesh,Bulandshahr,669,8985,282342,7879,0,0,3330,1863,38249,1.99,245,12315,175745,144881,824
Uttar Pradesh,Chandauli,2479,1984,108703,1613,0,0,1741,980,20088,3.36,125,3725,72313,56492,781
Uttar Pradesh,Chitrakoot,238,356,48232,281,491,0,989,836,11340,4.83,65,1345,35238,24365,691
Uttar Pradesh,Deoria,2545,2720,183300,2249,0,0,2213,1224,24204,1.76,87,4933,116304,91197,784
Uttar Pradesh,Etah,190,1169,81402,805,67,0,1379,884,16119,4.4,112,2548,56459,41062,727
Uttar Pradesh,Etawah,127,1551,93344,1213,53,0,1618,988,20839,4.76,151,3169,66456,47784,719
Uttar Pradesh,Ayodhya,119,2010,111384,1079,0,0,3394,2479,91050,5.11,276,5404,121042,81403,673
Uttar Pradesh,Farrukhabad,4329,1783,95177,1066,94,0,1739,1019,17655,5.05,178,3522,66405,46427,699
Uttar Pradesh,Fatehpur,549,913,133472,850,0,0,1207,926,20066,3.3,70,2120,87054,66469,764
Uttar Pradesh,Firozabad,542,835,129224,795,57,0,2257,1734,73371,6.4,198,3092,117576,84989,723
Uttar Pradesh,Gautam Buddha Nagar,2213,3714,325080,3125,4579,4579,14108,16130,348146,2.35,418,17822,408340,266080,652
Uttar Pradesh,Ghaziabad,190,4110,348645,3546,1599,1599,9033,8706,235405,3.48,457,13143,332579,251595,756
Uttar Pradesh,Ghazipur,11248,6350,204336,6756,81,0,7917,2952,38658,2.37,338,14272,137079,105948,773
Uttar Pradesh,Gonda,476,7863,244085,6430,306,0,3061,3132,89436,1.7,186,10924,198017,135520,684
Uttar Pradesh,Gorakhpur,581,3615,298333,2781,0,0,6342,5705,201353,3.75,373,9957,289529,210203,726
Uttar Pradesh,Hamirpur,204,1464,90880,1341,172,0,1346,998,13755,3.57,100,2800,58015,46616,804
Uttar Pradesh,Hapur,116,1759,104487,1262,0,0,1611,1034,17830,7.42,250,3370,68826,53507,777
Uttar Pradesh,Hardoi,2274,2239,154821,1936,117,0,2506,1497,29465,4.95,235,4745,104328,79942,766
Uttar Pradesh,Hathras,2699,856,116619,1034,0,0,1689,1048,15265,5.7,145,2545,71569,60318,843
Uttar Pradesh,Jalaun,1457,3442,129563,2718,7,0,1947,1063,16930,1.69,91,5389,83426,63072,756
Uttar Pradesh,Jaunpur,2175,2356,256222,1888,0,0,2477,1381,28722,7.8,377,4833,156029,128874,826
Uttar Pradesh,Jhansi,759,1407,113398,745,7,0,4367,3346,103209,2.87,166,5774,127867,88720,694
Uttar Pradesh,Kannauj,5568,1583,68308,1355,93,0,1542,986,16779,2.4,75,3125,50811,34261,674
Uttar Pradesh,Kanpur Dehat,417,1788,110483,1413,40,0,1396,858,15762,3.96,126,3184,74466,51804,696
Uttar Pradesh,Kanpur Nagar,128,3352,340239,2669,263,47,7289,6736,224655,3.19,339,10641,326294,238765,732
Uttar Pradesh,Kasganj,266,501,64149,413,89,0,1332,918,15103,6.38,117,1833,44448,34803,783
Uttar Pradesh,Kaushambi,0,991,76610,756,0,0,1089,924,14660,3.37,70,2080,52513,38754,738
Uttar Pradesh,Kushinagar,627,2019,188430,1626,0,0,2521,1461,27726,6.17,280,4540,123769,92425,747
Uttar Pradesh,Lakhimpur Kheri,1992,3102,177841,2771,13,0,2436,1411,31671,3.11,172,5538,120917,88454,732
Uttar Pradesh,Lalitpur,295,711,66931,415,3,0,1836,1028,13956,4.08,103,2527,44954,35924,799
Uttar Pradesh,Lucknow,710,5619,464445,3606,11,11,12048,11909,384323,3.13,553,17667,488329,361095,739
Uttar Pradesh,Maharajganj,888,1634,135140,1067,0,0,2171,1194,25825,4.86,185,3805,90621,70395,777
Uttar Pradesh,Mahoba,281,716,93466,486,129,0,1571,1096,12403,7.13,163,2287,57129,48736,853
Uttar Pradesh,Mainpuri,12,587,96528,436,0,0,1555,878,17026,2.24,48,2142,63205,50374,797
Uttar Pradesh,Mathura,880,2602,204430,2454,0,0,3606,2686,102790,5.03,312,6208,178678,128549,719
Uttar Pradesh,Mau,810,1089,101031,880,0,0,2407,1306,25483,3.83,134,3496,72851,53779,738
Uttar Pradesh,Meerut,126,7283,387516,5870,0,0,6007,4779,180555,2.93,390,13290,314035,254009,809
Uttar Pradesh,Mirzapur,259,2664,166936,1990,4,0,3308,3092,84417,4.49,268,5972,143511,107875,752
Uttar Pradesh,Moradabad,39,1601,164083,1448,0,0,4858,4344,140929,3.89,251,6459,176669,128400,727
Uttar Pradesh,Muzaffarnagar,2374,4461,210733,3949,0,0,2695,1379,25243,2.85,204,7156,130190,105821,813
Uttar Pradesh,Pilibhit,0,1025,167143,908,0,0,1831,1111,20199,2.24,64,2856,101611,85719,844
Uttar Pradesh,Raebareli,647,1349,125047,1001,22,0,2221,1342,26842,5.04,180,3570,83911,67984,810
Uttar Pradesh,Pratapgarh,989,1242,154496,1162,14,0,2043,1358,24154,8.98,295,3285,98730,79908,809
Uttar Pradesh,Rampur,262,1251,107408,916,30,0,1977,1101,19485,4.4,142,3228,69059,57866,838
Uttar Pradesh,Saharanpur,14,3923,250738,3471,1,0,5565,4846,147156,3.6,342,9488,224257,173550,774
Uttar Pradesh,Sambhal,420,700,91026,524,0,0,1804,1166,17273,5.43,136,2504,60172,48170,801
Uttar Pradesh,Sant Kabir Nagar,969,653,84552,610,2,0,1530,992,16892,3.07,67,2183,56296,44864,797
Uttar Pradesh,Bhadohi,48,1366,113490,1219,0,0,1840,1202,16644,4.18,134,3206,71318,58805,825
Uttar Pradesh,Shahjahanpur,717,1911,174775,1675,250,0,1625,1739,83451,3.22,114,3536,152756,105513,691
Uttar Pradesh,Shamli,100,1413,97969,1296,0,0,1585,887,14768,3.74,112,2998,64740,47988,741
Uttar Pradesh,Shravasti,2335,1661,73402,1642,622,0,606,515,10343,8.95,203,2267,49049,34699,707
Uttar Pradesh,Siddharthnagar,6197,2255,188398,1841,64,0,2152,1298,24756,5.74,253,4407,116028,97115,837
Uttar Pradesh,Sitapur,985,1262,209101,1161,0,0,2647,1507,33983,5.65,221,3909,140489,102577,730
Uttar Pradesh,Sonbhadra,256,992,84781,743,2,0,2007,1305,22400,2.37,71,2999,66760,40476,606
Uttar Pradesh,Sultanpur,124,2917,162174,2269,0,0,2209,1253,24065,3.39,174,5126,101760,84579,831
Uttar Pradesh,Unnao,0,781,179242,736,66,0,2175,1271,24219,7.58,224,2956,112437,91006,809
Uttar Pradesh,Varanasi,1117,5723,289223,2746,146,0,7118,4904,193556,4.04,519,12841,287013,195835,682
Uttarakhand,Dehradun,216,2528,383872,2409,0,0,4202,4187,123670,4.31,290,6730,267110,240535,901
Uttarakhand,Pauri Garhwal,0,313,143830,358,1,0,1443,706,31390,3.64,64,1756,82885,92320,1114
Uttarakhand,Chamoli,0,303,94441,309,0,0,1076,787,28755,7.32,101,1379,60878,62307,1023
Uttarakhand,Rudraprayag,0,172,55424,205,0,0,1207,792,25347,4.42,61,1379,37764,42986,1138
Uttarakhand,Tehri Garhwal,0,654,115016,685,0,0,1101,580,27486,5.98,105,1755,66751,75757,1135
Uttarakhand,Haridwar,106,3626,252461,1918,0,0,2056,1800,90489,6.12,348,5682,196446,146548,746
Uttarakhand,Uttarkashi,0,426,77008,264,0,0,1657,813,27325,3.7,77,2083,52894,51442,973
Uttarakhand,Almora,0,849,135880,774,0,0,1037,505,30443,9.23,174,1886,77047,89263,1159
Uttarakhand,Udham Singh Nagar,1,1170,186241,1005,0,0,969,2733,78861,6.12,131,2139,148655,116522,784
Uttarakhand,Pithoragarh,65,961,82728,989,0,0,1313,375,27157,5.54,126,2274,54060,55859,1033
Uttarakhand,Bageshwar,0,147,63109,312,0,0,1217,703,23400,0.44,6,1364,41403,45121,1090
Uttarakhand,Champawat,70,175,57857,140,0,0,875,408,25075,2.86,30,1050,41763,41149,985
Uttarakhand,Nainital,290,1027,177317,683,0,0,2300,1315,63123,2.19,73,3327,125670,114765,913
West Bengal,Alipurduar District,0,1006,165898,2384,0,0,1984,660,61189,3.34,100,2990,130802,96259,736
West Bengal,Bankura,0,766,212133,2243,0,0,3439,1695,86384,3.45,145,4205,179919,118624,659
West Bengal,Basirhat HD (North 24 Parganas),0,1722,247969,3175,0,0,497,1826,61104,6.8,151,2219,165552,143504,867
West Bengal,Birbhum,0,1766,226586,2279,0,0,2053,2091,67763,6.28,240,3820,162360,131980,813
West Bengal,Bishnupur HD (Bankura),0,1344,83111,1256,0,0,997,1226,38785,2.95,69,2341,74205,47737,643
West Bengal,Dakshin Dinajpur,0,4008,178678,2007,0,0,972,1159,66519,2.21,110,4980,131176,114012,869
West Bengal,Darjeeling,0,5861,249752,3258,0,0,3167,3809,105716,2.57,232,9028,189523,165869,875
West Bengal,Diamond Harbor HD (S 24 Parganas),0,2225,321945,5006,0,0,1714,1595,89983,4.09,161,3939,224056,187888,839
West Bengal,East Bardhaman,0,4851,485457,6137,0,0,1623,1707,128172,3.49,226,6474,343311,270343,787
West Bengal,Hoogly,61,6286,669656,9376,375,375,5384,3449,156662,3.0,350,11670,456263,370098,811
West Bengal,Howrah,0,8847,491502,8142,0,0,3784,3084,140358,2.53,319,12631,355306,276680,779
West Bengal,Jalpaiguri,0,3878,157784,2599,0,0,1486,813,76180,2.35,126,5364,138478,95484,690
West Bengal,Jhargram,0,1784,61218,1440,0,0,543,1419,43336,5.29,123,2327,68198,36375,533
West Bengal,Kalimpong,0,393,56903,378,0,0,95,513,19486,4.51,22,488,38925,37463,962
West Bengal,Kolkata,83,16281,1202366,15834,0,0,33226,31440,530121,2.96,1463,49507,983886,751178,763
West Bengal,Malda,0,5630,276249,1927,0,0,2301,2699,107658,4.65,369,7931,210489,173391,824
West Bengal,Murshidabad,0,7510,491970,4622,0,0,5441,3471,153199,2.0,259,12951,345307,299845,868
West Bengal,Nadia,0,7917,423110,6879,0,0,2115,1367,130498,2.17,218,10032,316790,236805,748
West Bengal,Nandigram HD (East Medinipore),0,860,291241,4566,0,0,1726,1727,66253,2.86,74,2586,197051,160433,814
West Bengal,North 24 Parganas,230,15894,859516,17263,1999,1999,19485,19958,357748,2.43,861,35379,685749,531895,776
West Bengal,Paschim Medinipore,0,10732,412166,6391,0,0,2633,3763,130562,3.78,505,13365,318883,223950,702
West Bengal,Purba Medinipore,0,5921,370876,5146,0,0,2217,1292,103942,2.24,182,8138,266905,207985,779
West Bengal,Purulia,0,2608,204663,1635,0,0,2236,1572,86895,5.9,286,4844,173288,118270,683
West Bengal,Rampurhat HD (Birbhum),1691,1104,151484,1631,0,0,168,919,43721,10.85,138,1272,103947,91242,878
West Bengal,South 24 Parganas,0,4800,513381,7578,0,0,3588,3235,150271,3.48,292,8388,353235,310374,879
West Bengal,Uttar Dinajpur,0,3215,180638,2771,0,0,3451,2161,80666,5.01,334,6666,144770,116487,805
West Bengal,West Bardhaman,132,6843,232636,3589,1105,1105,5631,4375,116717,2.61,326,12474,213802,135626,634
Assam,Hojai,21,402,75509,471,0,0,50,58,21233,26.11,118,452,51672,45058,872
Assam,Biswanath,0,992,59405,629,0,0,109,50,19573,5.36,59,1101,42074,36891,877
Assam,Charaideo,0,142,37743,203,0,0,8,29,12319,0.0,0,150,27509,22543,819
Assam,Majuli,0,227,30300,261,0,0,3,14,7389,0.0,0,230,20020,17666,882
Assam,South Salmara Mankachar,1066,131,7598,67,0,0,34,173,7200,21.21,35,165,10049,4749,473
Assam,West Karbi Anglong,0,55,14428,52,0,0,17,37,8463,11.11,8,72,13341,9548,716
Gujarat,Ahmedabad Corporation,109,6107,885374,5408,82,3,29196,31317,906216,2.8,987,35283,1004335,787431,784
Gujarat,Bhavnagar Corporation,0,419,99806,348,426,0,1559,1706,96729,6.17,122,1978,107168,89521,835
Gujarat,Gandhinagar Corporation,22,448,61056,402,2,1,2957,4194,107873,3.67,125,3405,96716,72197,746
Gujarat,Jamnagar Corporation,37,910,99848,644,372,0,3079,3017,118606,5.04,201,3989,118198,100327,849
Gujarat,Junagadh Corporation,0,312,55720,129,0,0,2273,1467,22191,1.35,35,2585,41368,36556,884
Gujarat,Rajkot Corporation,117,1150,253935,914,85,0,6214,6124,348237,4.83,356,7364,336022,266193,792
Gujarat,Surat Corporation,15,2841,640635,1832,18,18,10453,18117,587492,5.84,776,13294,723016,505276,699
Gujarat,Vadodara Corporation,295,2618,372207,2028,3826,49,8180,10801,428996,5.57,601,10799,431208,370105,858
Tamil Nadu,Cheyyar,0,17,28860,322,0,0,14,815,24860,61.29,19,31,30527,23198,760
Tamil Nadu,Aranthangi,0,30,36834,311,0,0,0,504,18454,0.0,0,30,29730,25551,859
Tamil Nadu,Kovilpatti,0,0,38963,319,0,0,0,555,22003,0.0,0,0,31081,29883,961
Tamil Nadu,Ranipet,100,6,46761,465,0,0,29,1071,38057,71.43,25,35,50557,34256,678
West Bengal,COOCHBEHAR,0,3321,225033,2369,0,0,3659,2421,87857,2.01,140,6980,181993,130882,719
