state,district,today,Total doses til date,avgdaily,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio,fully,people,avg people,sites,avgf,dcon
Andaman & Nicobar,North and Middle Andaman,30,61095,19,706,581,71163,5.98,44,736,68913,63327,919,53466,78792,12,10,589,58522
Andaman & Nicobar,South Andaman,174,130872,131,1091,605,165545,6.72,85,1265,159380,136987,859,107872,188545,99,18,636,118532
Andaman & Nicobar,Nicobar,50,19291,45,340,158,24660,2.56,10,390,23750,20198,850,18623,25328,3,2,200,20937
Andhra Pradesh,Krishna,9411,2376725,12561,13882,18348,1955835,2.94,685,23295,2030368,2301410,1133,1558034,2774526,12174,200,18735,1487333
Andhra Pradesh,Guntur,11987,2488312,13140,19770,21347,2058490,1.83,582,31758,2107244,2438855,1157,1615554,2931248,14816,155,19671,1480012
Andhra Pradesh,"YSR District, Kadapa (Cuddapah)",4006,1688151,4739,9529,10573,1184189,3.21,435,13535,1311872,1559975,1189,1188819,1683521,6120,126,9192,957952
Andhra Pradesh,Kurnool,11234,1785350,3789,43742,15042,1752801,0.88,482,54988,1597177,1940433,1215,1175951,2362200,11030,156,7800,1056084
Andhra Pradesh,Visakhapatnam,3799,2161348,8317,7028,13162,2258039,5.57,603,10827,2151444,2267303,1054,1548185,2871202,5693,156,15786,1564094
Andhra Pradesh,Anantapur,9298,2139732,10343,18054,22908,1733470,1.64,448,27352,1779137,2091913,1176,1400309,2472893,16744,115,16506,1149809
Andhra Pradesh,Chittoor,4104,2315381,10892,7702,20983,1914081,3.33,393,11807,1966217,2262582,1151,1606674,2622788,13620,154,18255,1287590
Andhra Pradesh,East Godavari,26722,2773103,18893,22756,18675,2274096,2.14,1059,49481,2356038,2690349,1142,1622230,3424969,9074,255,28493,1683961
Andhra Pradesh,Prakasam,4639,1911584,7658,10367,18066,1472438,2.26,340,15060,1571778,1811749,1153,1334377,2049645,13972,129,11750,1082402
Andhra Pradesh,Sri Potti Sriramulu Nellore,2255,1738549,8065,2846,15842,1409646,3.51,179,5101,1477034,1670570,1131,1216746,1931449,13109,97,10798,1007373
Andhra Pradesh,Srikakulam,0,1494099,4170,0,5572,931973,0.0,0,0,1078499,1347312,1249,828524,1597548,4332,2,5410,908574
Andhra Pradesh,Vizianagaram,2396,1205087,6390,3943,8571,879885,3.8,241,6339,945093,1139551,1206,772315,1312657,3565,89,11396,750030
Andhra Pradesh,West Godavari,4206,2161701,9340,7147,15436,1664231,4.55,517,11353,1746732,2078686,1190,1435167,2390765,6657,264,18119,1414106
Arunachal Pradesh,Itanagar Capital Complex,53,42431,35,672,364,137854,4.83,35,725,102923,77343,751,72342,107943,55,7,343,90410
Arunachal Pradesh,Lower Siang,11,9702,16,74,91,16335,5.88,5,85,13931,12105,869,9526,16511,15,1,92,13745
Arunachal Pradesh,Pakke Kessang,0,6154,1,0,10,6260,0.0,0,0,6524,5883,902,4446,7968,0,0,11,6832
Arunachal Pradesh,Changlang,39,46502,32,185,141,90815,16.07,36,224,76106,61197,804,49224,88093,20,10,153,71026
Arunachal Pradesh,Kurung Kumey,0,6046,5,0,23,8275,0.0,0,0,7032,7183,1021,5231,9090,5,0,23,7845
Arunachal Pradesh,Anjaw,4,6709,4,26,31,11995,33.33,10,30,10297,8405,816,7087,11617,1,2,32,10446
Arunachal Pradesh,East Kameng,39,17679,30,120,77,20085,6.92,11,159,19826,17932,904,14945,22819,12,3,95,19460
Arunachal Pradesh,Kamle,40,4074,14,74,47,6278,5.26,6,114,5893,4459,757,3490,6862,12,1,48,5533
Arunachal Pradesh,Dibang Valley,0,1952,2,0,12,4743,0.0,0,0,4262,2433,571,2549,4146,2,0,11,3650
Arunachal Pradesh,Tirap,17,17243,17,99,80,34126,12.07,14,116,28731,22626,788,19869,31500,5,2,92,27879
Arunachal Pradesh,Kra Daadi,3,3952,3,22,9,5536,20.0,5,25,5055,4433,877,3222,6266,1,2,11,5390
Arunachal Pradesh,West Kameng,23,28995,36,199,276,63130,8.11,18,222,50965,41127,807,36801,55324,20,9,291,46437
Arunachal Pradesh,Lohit,25,15408,21,205,120,34784,4.35,10,230,27404,22776,831,19425,30767,12,2,129,26177
Arunachal Pradesh,Tawang,2,16107,6,78,48,35627,0.0,0,80,28121,23595,839,22291,29443,6,2,48,25899
Arunachal Pradesh,Lower Dibang Valley,15,18073,19,144,90,34633,0.63,1,159,28760,23941,832,20379,32327,14,9,94,28216
Arunachal Pradesh,Lower Subansiri,8,15709,13,82,104,28675,0.0,0,90,24183,20199,835,17593,26791,10,1,106,23666
Arunachal Pradesh,Lepa Rada,4,8340,2,39,28,14616,39.53,17,43,12984,9968,768,9675,13281,2,2,28,12478
Arunachal Pradesh,Upper Siang,3,13474,13,31,84,17909,17.65,6,34,16768,14613,871,12883,18500,9,1,87,16583
Arunachal Pradesh,Shi Yomi,2,4542,1,18,12,7791,0.0,0,20,6394,5939,929,5428,6905,1,1,12,6180
