state,district,slots,today,Total doses til date,avgdaily,slots 18-44,paid slot,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio,fully,people,avg people,sites
Andhra Pradesh,Vizianagaram,626,4882,551969,16918,0,0,3625,6183,183085,2.39,203,8507,324827,410142,1263,120722,614332,5855,100
Andhra Pradesh,West Godavari,30731,14099,1008362,34289,0,0,9717,11275,277891,1.57,374,23826,558302,727793,1304,224894,1061359,13437,135
Arunachal Pradesh,Itanagar Capital Complex,0,156,24723,745,0,0,747,1334,56188,5.2,47,903,46171,34729,752,7942,72969,944,8
Arunachal Pradesh,Lower Siang,0,54,4868,113,0,0,162,232,5272,6.48,14,216,5440,4700,864,1154,8986,180,2
Arunachal Pradesh,Pakke Kessang,40,6,4249,154,50,0,25,86,2498,29.03,9,31,3504,3240,925,1509,5238,25,2
Arunachal Pradesh,Changlang,0,30,23108,374,0,0,73,530,34043,16.5,17,103,32455,24691,761,4735,52416,228,4
Arunachal Pradesh,Kurung Kumey,0,108,3749,181,0,0,201,200,3739,3.56,11,309,3503,3883,1108,1992,5496,96,3
Arunachal Pradesh,Anjaw,20,20,4267,128,12,0,254,295,4807,5.84,16,274,4878,4195,860,1430,7644,219,2
Arunachal Pradesh,East Kameng,0,44,9801,205,48,0,288,391,6911,5.42,18,332,8788,7921,901,1903,14809,324,5
Arunachal Pradesh,Kamle,11,17,1962,49,30,0,42,82,1679,1.69,1,59,2061,1580,767,537,3104,54,3
Arunachal Pradesh,Dibang Valley,100,19,1375,61,0,0,65,136,2511,7.14,6,84,2295,1591,693,949,2937,62,1
Arunachal Pradesh,Tirap,0,268,8581,251,0,0,1045,599,11369,2.06,27,1313,11716,8230,702,2684,17266,467,7
Arunachal Pradesh,Kra Daadi,12,33,2280,72,21,0,148,124,2577,4.97,9,181,2543,2314,910,745,4112,90,5
Arunachal Pradesh,West Kameng,1,126,18308,696,43,0,1253,1288,21705,1.52,21,1379,22333,17672,791,7041,32972,979,11
Arunachal Pradesh,Lohit,0,163,8097,210,0,0,886,656,11002,2.96,31,1049,10960,8131,742,2153,16946,558,7
Arunachal Pradesh,Tawang,0,139,10742,417,0,0,682,695,16420,3.53,29,821,14547,12605,867,4474,22688,472,5
Arunachal Pradesh,Lower Dibang Valley,278,191,10198,361,0,0,538,638,13787,5.62,41,729,13095,10887,831,2838,21147,593,8
Arunachal Pradesh,Lower Subansiri,0,67,10398,431,0,0,319,476,10801,6.22,24,386,10878,10320,949,4140,17059,316,6
Arunachal Pradesh,Lepa Rada,0,27,5830,260,0,0,326,441,6341,4.82,17,353,6600,5570,844,2539,9632,339,3
Arunachal Pradesh,Upper Siang,0,140,8667,331,0,0,181,348,6692,2.8,9,321,8048,7310,908,2911,12448,263,2
Arunachal Pradesh,Shi Yomi,5,0,3245,169,4,0,21,241,3098,42.86,9,21,3124,3219,1030,1442,4901,204,2
Arunachal Pradesh,Namsai,0,287,20022,561,6,0,2676,1543,21367,2.6,77,2963,22181,19207,866,4691,36698,1434,21
Arunachal Pradesh,Siang,3,115,6328,288,1,0,260,404,4999,6.67,25,375,5802,5524,952,2090,9237,393,6
Arunachal Pradesh,West Siang,0,251,14193,501,0,0,518,728,15700,2.73,21,769,15797,14093,892,4749,25144,551,6
Arunachal Pradesh,Papum Pare,2,125,10659,370,0,0,283,592,15970,5.39,22,408,16267,10358,637,4799,21830,277,8
Arunachal Pradesh,Longding,49,3,5772,124,51,0,76,246,6056,13.92,11,79,7614,4214,553,1744,10084,121,4
Arunachal Pradesh,Upper Subansiri,200,34,12573,393,198,0,91,180,6126,12.0,15,125,9688,9008,930,3184,15515,118,4
Arunachal Pradesh,East Siang,0,159,21584,1042,0,0,1376,1675,25549,2.93,45,1535,23996,23128,964,8589,38544,1490,11
Assam,Dibrugarh,0,2074,198950,6884,0,0,1971,9057,193847,3.09,125,4045,208615,184132,883,57467,335330,7731,26
Assam,Sivasagar,0,2184,109426,4403,0,0,1357,5185,71186,1.38,49,3541,98542,82053,833,31810,148802,5044,22
Assam,Tinsukia,53,1550,146587,4504,150,0,2729,6532,130135,1.66,71,4279,148328,128357,865,31628,245094,6517,23
Assam,Baksa,20,886,73530,2713,15,0,1737,3659,55090,4.46,117,2623,70428,58166,826,21169,107451,3348,25
Assam,Barpeta,600,3737,240586,14615,1094,0,1396,7843,105608,8.51,437,5133,181656,164490,906,110583,235611,6661,122
Assam,Darrang,0,1002,103816,3784,0,0,1882,4072,71405,2.64,76,2884,96495,78705,816,29447,145774,3649,17
Assam,Kamrup Metropolitan,11,3599,383099,14805,0,0,6226,18979,511625,3.1,305,9825,504364,390203,774,134821,759903,14524,82
Assam,Kamrup Rural,145,1376,254897,7611,131,124,2629,5645,115762,2.87,115,4005,200636,169973,847,61773,308886,4431,34
Assam,Karbi-Anglong,104,572,55066,1941,67,0,1022,2768,45966,6.65,106,1594,57402,43619,760,19548,81484,1917,23
Assam,Nalbari,0,1090,87009,2917,0,0,1952,3731,57234,2.24,68,3042,79716,64508,809,20285,123958,3750,25
Assam,Golaghat,0,1023,120883,4200,0,0,2439,5449,82468,0.81,28,3462,111451,91874,824,33008,170343,4934,20
Assam,Jorhat,0,884,146477,5850,0,0,2202,6703,97092,3.05,94,3086,132258,111273,841,45614,197955,6036,22
Assam,Morigaon,11,1004,102607,3740,11,0,2115,3891,57666,5.48,171,3119,81187,79070,974,24896,135377,4074,46
Assam,Nagaon,6,2568,210407,8235,7,0,4111,7980,161220,1.79,120,6690,191685,179890,938,58897,312730,7801,34
Assam,Bongaigaon,0,1308,91384,4205,0,0,2305,4298,73256,1.3,47,3613,86370,78249,906,31368,133272,4022,21
Assam,Chirang,301,930,47626,2233,300,0,1265,3147,42469,2.05,45,2195,52784,37299,707,19012,71083,2664,13
Assam,Dhubri,0,1828,119255,5347,0,0,4329,6737,87218,1.02,63,6157,112937,93505,828,38845,167628,6535,31
Assam,Goalpara,58,756,83841,3697,22,0,2434,5588,79446,3.45,110,3190,86375,76840,890,27650,135637,5335,27
Assam,Kokrajhar,33,805,72629,2629,38,0,2119,4428,68187,2.94,86,2924,81479,59318,728,23229,117587,3739,18
Assam,Dhemaji,3,904,92745,3361,2,0,2158,4856,76147,1.89,58,3062,86428,82430,954,25224,143668,4614,20
Assam,Lakhimpur,4,1158,123616,4613,8,0,2659,5854,79877,0.6,23,3817,107746,95721,888,34059,169434,5602,26
Assam,Sonitpur,17,4601,198080,12112,23,0,2820,9196,158242,4.03,299,7421,185776,170501,918,91663,264659,8214,77
Assam,Udalguri,0,690,67173,2299,0,0,1591,3506,57020,2.59,59,2281,67380,56792,843,18726,105467,3130,17
Assam,Cachar,0,1688,185982,6813,0,0,3869,8934,181027,2.21,123,5557,198460,168514,849,50817,316192,8488,28
Assam,Dima Hasao,25,653,30926,1449,23,0,1706,2336,34574,5.13,121,2359,38435,27046,704,11790,53710,2101,31
Assam,Hailakandi,412,1012,79686,3156,516,0,1909,4112,66716,3.39,99,2921,80949,65437,808,23886,122516,3855,26
Assam,Karimganj,11,1132,99912,4130,207,0,2716,5569,79388,3.95,152,3848,99994,79284,793,31843,147457,5149,33
Bihar,Madhepura,0,0,161105,3715,0,0,0,2525,94225,0.0,0,0,137681,117587,854,30106,225224,1939,0
Bihar,Saharsa,0,0,177263,4236,0,0,12,2089,102707,66.67,8,12,146595,133301,909,33414,246556,1552,13
Bihar,Supaul,0,526,190703,3737,0,0,383,4010,115655,5.61,51,909,165073,141225,856,26979,279379,3894,8
Bihar,Purnia,0,92,335961,8286,0,0,94,8209,237700,2.15,4,186,300758,272760,907,66266,507395,7029,4
Bihar,Araria,20322,1551,203670,7247,9970,0,1533,7192,125748,2.14,66,3084,175916,153431,872,37924,291494,9021,46
Bihar,Katihar,0,36,186824,5013,0,0,38,3993,161319,8.11,6,74,184131,163966,890,40940,307203,3158,2
Bihar,Kishanganj,148,85,113406,3211,0,0,192,2649,88557,4.69,13,277,111872,90061,805,28174,173789,1836,13
Bihar,Aurangabad,0,573,170903,4667,0,0,613,4743,129532,2.87,34,1186,171534,128816,751,32947,267488,4703,7
Bihar,Arwal,0,0,53715,1931,0,0,0,1304,37296,0.0,0,0,50157,40834,814,13837,77174,1259,0
Bihar,Gaya,0,2982,364430,15981,463,0,4190,14919,298197,3.32,238,7172,369165,293351,795,122337,540290,13423,71
Bihar,Kaimur,0,699,132549,3320,0,0,504,2778,80065,5.57,67,1203,118808,93763,789,24043,188571,2663,14
Bihar,Rohtas,97,66,245517,6561,0,0,43,4087,164648,10.09,11,109,234668,175444,748,49234,360931,3615,5
Bihar,Bhagalpur,0,94,318833,10231,0,0,153,9629,262412,5.26,13,247,314401,266761,848,75877,505368,9020,4
Bihar,Banka,490,208,191780,6694,1369,0,452,6216,128785,0.0,0,660,168368,152141,904,43866,276699,6644,8
Bihar,Lakhisarai,0,0,67337,1978,0,0,0,1859,49633,0.0,0,0,63928,53024,829,14315,102655,1792,0
Bihar,Munger,0,0,122340,3835,0,0,0,2298,85707,0.0,0,0,117807,90186,766,30287,177760,1806,0
Bihar,Muzaffarpur,20,626,352728,10200,100,0,800,11142,319860,3.79,54,1426,372828,299668,804,78595,593993,10114,17
Bihar,Sheohar,481,181,83413,2392,143,0,97,1023,36019,4.32,12,278,63115,56295,892,16837,102595,1010,5
Bihar,Sitamarhi,0,0,246113,6431,0,0,0,4315,141367,0.0,0,0,208464,178974,859,46422,341058,4114,0
Bihar,Vaishali,49,452,313153,10036,0,0,457,5387,167638,4.51,41,909,257739,222972,865,70057,410734,5415,12
Bihar,Nalanda,0,253,321524,10388,657,0,346,8530,205051,6.84,41,599,278966,247514,887,75197,451378,8175,17
Bihar,Jehanabad,9,87,93284,2434,504,0,54,2130,69413,20.57,29,141,89111,73539,825,21747,140950,1457,12
Bihar,Nawada,246,119,187009,5705,195,0,301,3485,110420,7.14,30,420,159840,137543,861,45470,251959,2695,185
Bihar,Sheikhpura,0,0,59545,1890,0,0,0,1102,33998,0.0,0,0,49840,43692,877,14360,79183,941,0
Bihar,Darbhanga,0,0,400630,11770,0,0,0,7750,243662,0.0,0,0,337799,306395,907,91713,552579,6418,2
Bihar,Madhubani,0,35,395950,13055,0,0,115,8360,252910,0.0,0,150,333381,315373,946,80214,568646,9956,11
Bihar,Samastipur,0,0,349748,10890,357,0,140,5987,218347,0.0,0,140,302486,265521,878,88669,479426,4210,5
Bihar,Patna,4214,7084,913431,48283,3436,158,12444,32973,782858,1.44,282,19528,981303,714701,728,359092,1337197,29957,143
Bihar,Begusarai,0,0,269630,6755,0,0,0,4119,167830,0.0,0,0,237922,199482,838,52956,384504,3309,0
Bihar,Bhojpur,0,5,211466,6171,0,0,15,3492,145107,0.0,0,20,205686,150822,733,47036,309537,2944,2
Bihar,Buxar,2,215,163376,4664,0,0,782,2932,99594,3.31,33,997,149975,112963,753,34664,228306,2644,8
Bihar,Khagaria,0,0,120443,3098,0,0,6,2214,82494,66.67,4,6,106870,96044,899,24591,178346,1798,1
Bihar,Saran,0,544,410972,11780,0,0,1207,7996,261317,7.94,139,1751,367997,304156,827,98268,574021,5737,29
Bihar,Siwan,34,245,393422,11698,0,0,922,4806,192442,1.97,23,1167,324910,260841,803,96753,489111,2682,5
Bihar,Gopalganj,0,222,216484,5790,0,0,276,4787,145189,4.42,22,498,215606,146029,677,42812,318861,4461,5
Bihar,East Champaran,156,1100,408210,10443,102,0,2215,12567,324398,1.96,65,3315,418325,314052,751,68480,664128,13227,124
Bihar,West Champaran,0,989,237565,6389,0,0,1125,8323,211938,2.65,56,2114,266914,182493,684,39904,409599,9012,14
Bihar,Jamui,0,170,147109,3908,0,0,304,3146,95216,5.49,26,474,133786,108490,811,29891,212434,2784,8
Chandigarh,Chandigarh,136,2599,279372,10144,330,248,5118,8267,232471,2.5,193,7717,290581,221196,761,84063,427780,6402,70
Chhattisgarh,Raipur,823,14106,482084,21631,481,0,24545,26990,266859,1.91,739,38651,399432,349462,875,177321,571622,23290,268
Chhattisgarh,Balod,11879,1574,219938,7309,12998,0,2786,7089,63112,2.29,100,4360,131883,151133,1146,52592,230458,6885,66
Chhattisgarh,Baloda bazar,12728,4504,222395,5377,15901,0,8561,7282,63537,2.33,305,13065,138712,147209,1061,43350,242582,6466,209
Chhattisgarh,Balrampur,42840,718,144876,2500,39337,0,3618,3706,38884,8.63,374,4336,94211,89529,950,24500,159260,2706,182
Chhattisgarh,Bastar,6639,2617,166132,3927,18443,0,20465,6734,71826,4.06,938,23082,119133,118808,997,42510,195448,4589,252
Chhattisgarh,Bemetara,6118,3167,115949,3332,5549,0,5211,4302,37438,0.5,42,8378,75570,77794,1029,23954,129433,4212,160
Chhattisgarh,Bijapur,960,169,44892,1230,500,0,613,2609,35732,13.81,108,782,49471,31141,629,20893,59731,854,79
Chhattisgarh,Bilaspur,22916,5691,401285,12234,24016,185,12143,12857,125228,2.44,436,17834,263415,263022,999,102937,423576,10386,285
Chhattisgarh,Dantewada,427,446,74316,2520,516,0,3326,3343,37182,1.54,58,3772,57297,54177,946,26388,85110,2093,80
Chhattisgarh,Dhamtari,6479,3250,224772,7864,6681,0,6551,6384,60172,1.62,159,9801,133061,151842,1141,58601,226343,5876,150
Chhattisgarh,Durg,1301,3915,462514,17742,512,0,8597,11916,123409,4.22,528,12512,298213,287653,965,142433,443490,9311,214
Chhattisgarh,Gariaband,5717,952,113806,2077,9561,0,2359,3003,28488,0.27,9,3311,67110,75173,1120,20169,122125,2199,111
Chhattisgarh,Janjgir-Champa,399,2549,320687,8264,5186,0,7596,7710,72401,3.2,325,10145,193131,199930,1035,67509,325579,6330,192
Chhattisgarh,Jashpur,13407,1529,190833,4831,12476,0,4969,4840,50138,3.72,242,6498,110821,130116,1174,43012,197959,3526,318
Chhattisgarh,Kanker,12989,818,171113,5137,33734,0,3356,7152,73025,1.82,76,4174,124827,119293,956,50491,193647,5076,210
Chhattisgarh,Kondagaon,3749,274,122741,2209,19168,0,2346,3498,34994,20.23,530,2620,74547,83166,1116,23016,134719,2419,172
Chhattisgarh,Korba,9018,3157,327148,8185,15112,0,8975,9439,86789,3.86,468,12132,202756,211137,1041,69626,344311,7678,193
Chhattisgarh,Koriya,13298,1134,126467,2983,15307,0,3739,4098,40715,3.02,147,4873,83703,83469,997,27706,139476,3124,63
Chhattisgarh,Mahasamund,1318,238,325648,11950,300,0,684,7999,71399,10.63,98,922,188346,208651,1108,83473,313574,8024,60
Chhattisgarh,Mungeli,904,1739,145854,3037,1014,0,3126,2929,26781,2.16,105,4865,83220,89404,1074,24173,148462,2513,89
Chhattisgarh,Narayanpur,380,82,18786,419,300,0,141,994,14103,7.62,17,223,19503,13384,686,8509,24380,197,10
Chhattisgarh,Raigarh,1634,6644,502504,21307,1991,399,13694,29706,248200,4.24,862,20338,377936,372693,986,138712,611992,31197,348
Chhattisgarh,Rajnandgaon,12093,10319,347515,9611,12245,0,23988,21458,178027,2.08,713,34307,250415,275085,1099,68353,457189,21305,279
Chhattisgarh,Sukma,710,148,61378,1666,2809,0,1423,3504,46160,3.76,59,1571,63960,43563,681,26240,81298,1421,31
Chhattisgarh,Surajpur,8727,583,186230,3358,6856,0,2928,4448,45212,6.81,239,3511,115101,116306,1010,31489,199953,3307,138
Chhattisgarh,Surguja,15136,838,259143,6342,17997,0,4571,7241,70042,7.41,401,5409,159895,169241,1058,55703,273482,5625,189
Chhattisgarh,Kawardha,8798,3087,154063,4390,10141,0,10781,6901,62154,1.53,212,13868,107619,108564,1009,35049,181168,6283,52
Chhattisgarh,Gaurela Pendra Marwahi ,4300,985,74694,1355,6994,0,3246,1814,17490,6.59,279,4231,43879,48290,1101,11374,80810,1544,95
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,19,2185,54137,2238,127,20,6147,4708,132996,2.86,238,8332,129997,57108,439,17030,170103,4513,64
Dadra and Nagar Haveli and Daman and Diu,Daman,699,1905,46682,1972,42,0,4698,4661,120022,0.41,27,6603,108953,57703,530,12165,154539,4895,6
Dadra and Nagar Haveli and Daman and Diu,Diu,0,203,19025,925,0,0,620,534,22624,3.28,27,823,20527,21113,1029,6331,35318,554,8
Delhi,New Delhi,289,4692,399648,20712,217,217,11299,14190,249656,2.5,399,15991,390023,259194,665,190014,459290,7757,118
Delhi,Central Delhi,729,4944,425179,19593,2142,2142,16507,18961,365937,2.23,479,21451,473782,317204,670,181753,609363,12590,165
Delhi,West Delhi,0,6100,535625,24434,0,0,11353,15362,279365,1.93,337,17453,454370,360405,793,206870,608120,10243,123
Delhi,North West Delhi,726,7232,509593,23400,685,685,16629,17141,355664,2.05,489,23861,481007,384083,798,206320,658937,11067,153
Delhi,South East Delhi,52,4223,374367,18349,50,50,11868,16269,357904,2.16,348,16092,438333,293817,670,178806,553465,9075,91
Delhi,East Delhi,146,5347,291113,12131,303,301,12618,11464,225281,1.92,345,17965,287399,228895,796,99250,417144,9417,113
Delhi,North Delhi,575,5491,289222,13506,91,0,18819,15860,268988,1.93,470,24310,326819,231287,708,119810,438400,12250,151
Delhi,North East Delhi,0,4237,237485,10684,0,0,14974,13520,229490,0.87,168,19212,276979,189857,685,98794,368181,10091,81
Delhi,Shahdara,2,4148,275172,10908,0,0,8899,10861,213845,2.63,343,13047,279104,209804,752,100295,388722,7441,80
Delhi,South Delhi,608,4886,391879,18673,836,835,13862,20556,476682,2.78,522,18748,521680,346731,665,194298,674263,11472,133
Delhi,South West Delhi,150,5516,472045,18820,104,104,11010,16080,319625,0.99,164,16526,450921,340611,755,166578,625092,11103,113
Goa,North Goa,165,2796,215646,6945,10,0,5861,7512,205387,1.77,153,8657,226549,194447,858,54785,366248,6631,31
Goa,South Goa,208,3434,258274,8442,306,296,8566,8194,212885,1.25,150,12000,242147,228970,946,56368,414791,8583,50
Gujarat,Gandhinagar,0,2164,301401,13491,0,0,2928,8896,164272,3.3,168,5092,252698,212920,843,100701,364972,8001,40
Gujarat,Ahmedabad,1,1124,475017,14974,0,0,2236,8512,206234,2.98,100,3360,386336,294812,763,110741,570510,7666,39
Gujarat,Vadodara,144,3702,427305,17047,124,50,5308,10539,234305,3.22,290,9010,366329,295195,806,127823,533787,9326,72
Gujarat,Kheda,2,1264,518246,21671,0,0,3231,10667,216125,3.0,135,4495,392258,342039,872,175175,559196,7313,45
Gujarat,Surendranagar,0,2726,300932,13861,0,0,3128,7775,181736,1.98,116,5854,259539,223027,859,92216,390452,8462,33
Gujarat,Aravalli,122,815,347896,16536,17,0,2518,5050,111311,4.71,157,3333,234482,224640,958,125989,333218,3588,37
Gujarat,Banaskantha,6,6449,831094,27489,1,0,3818,11714,210048,2.46,253,10267,570949,469997,823,232698,808444,5960,96
Gujarat,Mehsana,0,4413,594608,26673,117,0,5381,13025,328954,3.02,296,9794,480034,443421,924,197615,725947,11467,79
Gujarat,Patan,293,1621,292574,12307,465,0,2939,7376,152517,7.02,320,4560,231665,213373,921,95323,349768,6066,98
Gujarat,Sabarkantha,157,1993,421909,18175,52,0,3493,8962,172006,2.44,134,5486,311817,281989,904,136596,457319,7624,38
Gujarat,Dang,0,173,39596,1096,0,0,329,1016,19172,9.56,48,502,31097,27668,890,11126,47642,523,11
Gujarat,Navsari,16,604,407957,19813,0,0,1788,8958,183011,5.35,128,2392,293397,297513,1014,148635,442333,7538,49
Gujarat,Surat,158,3415,327241,15232,85,0,6794,11980,233255,3.63,371,10209,309153,251287,813,116260,444236,10603,92
Gujarat,Tapi,0,1880,213591,7440,0,0,2922,4230,87162,3.29,158,4802,155860,144863,929,56334,244419,3623,45
Gujarat,Valsad,8,147,390157,18095,14,0,904,10168,223273,5.61,59,1051,340175,273170,803,144600,468830,7606,19
Gujarat,Devbhumi Dwaraka,3,1387,184133,9631,15,0,3767,7414,133967,3.03,156,5154,174619,143439,821,74063,244037,6465,44
Gujarat,Jamnagar,0,1425,240489,10067,0,0,1670,3871,132291,5.33,165,3095,204812,167920,820,76592,296188,2996,35
Gujarat,Kutch,92,1670,403746,18240,68,68,4982,15746,328595,3.58,238,6652,412143,320093,777,152008,580333,12271,66
Gujarat,Morbi,1,1777,193165,9169,8,0,3697,5108,101010,3.03,166,5474,156666,137468,877,66625,227550,4759,46
Gujarat,Porbandar,5,945,210827,10705,5,0,3559,5886,101124,4.35,196,4504,161113,150796,936,83790,228161,4620,41
Gujarat,Rajkot,2,4114,394552,18018,2,0,4782,10516,207969,5.89,524,8896,317131,285299,900,129379,473142,10052,109
Gujarat,Amreli,4,1980,361805,16476,0,0,2729,6514,109890,2.36,111,4709,241035,230600,957,125936,345759,5000,35
Gujarat,Bhavnagar,3889,1598,341103,12957,3756,0,2650,8132,177738,5.23,222,4248,279693,239081,855,103028,415813,6371,62
Gujarat,Botad,1,290,106370,5123,0,0,671,3942,71232,5.1,49,961,94556,83032,878,37306,140296,3736,12
Gujarat,Gir Somnath,505,1295,255313,9729,417,0,2002,5692,124820,3.43,113,3297,208140,171859,826,76112,304021,4548,30
Gujarat,Junagadh,0,3404,309786,14359,0,0,2864,6026,107210,4.02,252,6268,215875,201068,931,107453,309543,5035,55
Gujarat,Anand,7,1648,581297,24913,4,0,1930,9498,222828,3.41,122,3578,415716,388306,934,187548,616577,7619,34
Gujarat,Bharuch,20,2148,399382,17270,25,0,3276,13732,296334,3.24,176,5424,393431,302191,768,135300,560416,11673,52
Gujarat,Chhotaudepur,1960,4271,265580,13922,2434,0,8550,6606,80338,2.12,272,12828,183164,162695,888,101026,244892,6096,68
Gujarat,Dahod,29,2419,518545,25667,59,0,960,7789,150615,2.69,91,3379,337809,331242,981,203088,466072,4444,25
Gujarat,Mahisagar,20,396,351637,14826,434,0,4441,6697,122079,2.13,103,4837,245767,227867,927,115204,358512,5066,49
Gujarat,Narmada,0,871,183402,7808,828,0,2930,4277,69503,3.13,119,3801,131769,121096,919,63521,189384,3011,39
Gujarat,Panchmahal,1,952,430556,19510,49,0,4348,8260,160858,2.64,140,5300,313486,277836,886,153391,438023,5856,47
Haryana,Kurukshetra,22,1939,187480,5543,0,0,2443,2508,97542,2.69,118,4382,150339,134650,896,39430,245592,2418,29
Haryana,Panchkula,0,1809,173527,7221,0,0,3165,4257,129518,2.33,116,4974,163233,139752,856,61478,241567,2696,27
Haryana,Gurgaon,1364,7227,592061,24348,2353,2353,11439,19601,745322,2.38,444,18666,813458,523683,644,220973,1116410,12382,111
Haryana,Jhajjar,759,1610,187191,5909,112,0,4733,4448,118702,2.95,187,6343,167333,138507,828,46459,259434,3719,44
Haryana,Kaithal,334,1670,146773,4754,285,0,2640,3404,100236,6.26,270,4310,129762,117219,903,33446,213563,3380,72
Haryana,Hisar,0,3126,217021,5758,0,0,6756,5361,151725,4.13,408,9882,200265,168434,841,43161,325585,4953,209
Haryana,Rohtak,20,2137,186921,5959,78,78,3456,3413,120813,3.52,197,5593,167992,139695,832,49626,258108,2283,46
Haryana,Ambala,225,2491,350964,15864,155,0,3940,8305,246612,2.94,189,6431,316445,281011,888,132981,464595,5172,50
Haryana,Sirsa,309,2385,248076,8821,240,88,4406,3443,110150,3.67,249,6791,188050,170107,905,64079,294147,3109,85
Haryana,Panipat,0,881,176428,5221,0,0,1675,3428,122728,2.5,64,2556,169115,129971,769,43323,255833,2460,13
Haryana,Fatehabad,1811,1164,138559,4162,2199,89,1928,2653,93724,3.17,98,3092,122240,110014,900,29953,202330,2536,29
Haryana,Yamunanagar,5,2782,231573,7129,52,52,3696,3426,126435,1.88,122,6478,191972,165972,865,54386,303622,2785,32
Haryana,Sonipat,434,2577,300891,10697,540,79,5248,6084,189779,3.26,255,7825,268696,221892,826,85602,405068,4553,67
Haryana,Faridabad,1176,3660,461232,15720,563,563,6505,9926,375329,2.71,275,10165,486232,350167,720,128664,707897,7265,62
Haryana,Bhiwani,1792,2593,195099,5550,2888,0,3007,3504,116966,3.57,200,5600,164500,147510,897,40880,271185,3214,47
Haryana,Charkhi Dadri,0,2458,136363,4396,0,0,4987,3662,95878,1.54,115,7445,118252,113945,964,30057,202184,3764,21
Haryana,Rewari,260,1478,198922,6136,172,172,2292,3188,121531,2.92,110,3770,179205,141202,788,48414,272039,2408,25
Haryana,Karnal,4297,4024,298710,10649,3274,0,6460,5207,174659,2.16,226,10484,252369,220927,875,83157,390212,3977,74
Haryana,Jind,10770,1449,163261,3979,10720,0,3040,3277,90617,6.26,281,4489,132676,121151,913,28165,225713,3232,66
Haryana,Nuh,24,363,49238,851,458,0,1224,1598,54835,7.12,113,1587,63636,40406,635,8366,95707,1254,34
Haryana,Mahendragarh,0,1925,193093,5272,0,0,3392,3293,110091,2.69,143,5317,159032,144091,906,40189,262995,2823,30
Haryana,Palwal,0,911,175714,4145,0,0,2248,2790,112377,3.2,101,3159,160470,127543,795,34583,253508,1994,30
Himachal Pradesh,Shimla,0,850,269265,6901,0,0,18983,13043,177146,1.7,337,19833,232880,213446,917,57717,388694,11699,106
Himachal Pradesh,Solan,0,1040,163777,3338,0,0,12670,8762,146186,1.75,240,13710,183658,126264,687,26753,283210,8278,85
Himachal Pradesh,Lahaul Spiti,0,120,11524,465,0,0,1,888,11460,7.44,9,121,11982,10997,918,3638,19346,833,1
Himachal Pradesh,Kullu,0,368,134069,3864,0,0,11624,7083,86100,2.99,358,11992,109989,110152,1001,29957,190212,6667,77
Himachal Pradesh,Sirmaur,1,794,115631,3533,0,0,6836,5744,86679,2.49,190,7630,108842,93434,858,25696,176614,5607,42
Himachal Pradesh,Kangra,0,50,499521,12920,0,0,41714,22452,280066,1.07,446,41764,371573,407831,1098,94178,685409,21918,194
