state,district,today,Total doses til date,avgdaily,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio,fully,people,avg people,sites,avgf
Assam,Cachar,14,550653,3529,27,7387,868960,21.95,9,41,719985,699443,971,362427,1057186,8841,6,2074
Assam,Dima Hasao,28,60232,337,54,909,106931,34.15,28,82,93321,73789,791,54852,112311,798,5,447
Assam,Hailakandi,19,208657,484,41,1095,334449,33.33,20,60,282765,260234,920,125108,417998,817,7,762
Assam,Karimganj,0,309661,1003,0,2792,528756,0.0,0,0,416715,421603,1012,167673,670744,3069,0,725
Bihar,Madhepura,136,439577,1706,384,3830,652966,15.38,80,520,533370,558955,1048,187663,904880,3538,52,1997
Bihar,Saharsa,734,459359,1989,1113,4175,611598,4.49,83,1847,516907,553859,1071,238994,831963,3532,112,2632
Bihar,Supaul,71,538368,1907,258,3819,710681,15.5,51,329,606197,642585,1060,253816,995233,2984,177,2742
Bihar,Purnia,227,851361,3563,808,9843,1193620,16.91,175,1035,1065034,979379,920,586578,1458403,6501,101,6905
Bihar,Araria,391,590480,1397,730,3046,776401,4.37,49,1121,694478,672011,968,280252,1086629,2565,21,1878
Bihar,Katihar,206,606115,2761,622,6096,1017753,14.73,122,828,820157,803382,980,278798,1345070,5714,55,3143
Bihar,Kishanganj,82,347060,1482,248,3020,519849,18.18,60,330,446353,420423,942,158542,708367,2633,38,1868
Bihar,Aurangabad,110,556436,2295,425,5313,825347,14.02,75,535,709768,671587,946,301365,1080418,3122,48,4486
Bihar,Arwal,46,170615,514,196,1050,247602,15.7,38,242,207031,211089,1020,80314,337903,400,7,1163
Bihar,Gaya,598,924405,3750,1574,7991,1443634,8.66,188,2172,1191246,1176215,987,561365,1806674,4958,69,6783
Bihar,Kaimur,226,394623,2616,698,4603,549163,8.23,76,924,492122,451398,917,179997,763789,3699,38,3520
Bihar,Rohtas,671,697280,1681,1958,4306,1047966,4.98,131,2629,911667,833130,914,337641,1407605,3295,73,2692
Bihar,Bhagalpur,274,733428,2701,807,6749,1161196,7.31,79,1081,979471,914853,934,496543,1398081,3280,91,6170
Bihar,Banka,168,476987,1886,299,2937,672307,9.21,43,467,566570,582482,1028,271472,877822,2057,20,2766
Bihar,Lakhisarai,91,222263,510,272,1123,323114,10.19,37,363,268153,277133,1033,104150,441227,890,28,743
Bihar,Munger,73,350135,1382,265,2824,539967,0.59,2,338,458790,431130,940,200250,689852,1193,37,3013
Bihar,Muzaffarpur,763,1081492,3690,2023,7958,1651185,5.17,144,2786,1348172,1383978,1027,565572,2167105,6128,61,5519
Bihar,Sheohar,28,184367,536,117,1032,196044,24.14,35,145,184031,196318,1067,90013,290398,614,17,954
Bihar,Sitamarhi,316,782989,2018,759,4155,961024,17.21,185,1075,830611,913133,1099,311244,1432769,2816,83,3357
Bihar,Vaishali,272,828993,2272,761,4882,1124207,9.39,97,1033,963372,989296,1027,372241,1580959,4126,42,3028
Bihar,Nalanda,147,844213,3296,438,5912,998175,16.24,95,585,928892,913100,983,513684,1328704,4454,53,4754
Bihar,Jehanabad,173,258064,1066,240,2410,358921,6.54,27,413,305327,311507,1020,140030,476955,1497,26,1980
Bihar,Nawada,149,477097,1909,609,4907,699184,13.46,102,758,583608,592465,1015,206739,969542,4587,27,2228
Bihar,Sheikhpura,116,147940,431,235,1069,202483,2.56,9,351,174550,175818,1007,74330,276093,673,15,827
Bihar,Darbhanga,1614,1030774,3486,3808,8044,1348874,8.63,468,5422,1123141,1256060,1118,587110,1792538,4996,348,6533
Bihar,Madhubani,345,1087295,2919,714,5690,1353498,5.76,61,1059,1102910,1337331,1213,536101,1904692,3634,18,4975
Bihar,Samastipur,323,919440,2712,935,6727,1402137,8.9,112,1258,1116499,1204624,1079,434841,1886736,5586,47,3854
Bihar,Patna,1940,2012767,4867,5289,12926,3307719,7.07,511,7229,2886436,2432864,843,1996955,3323531,4644,291,13148
Bihar,Begusarai,148,671990,2889,621,4800,1045135,11.83,91,769,846243,870571,1029,351809,1365316,3520,33,4169
Bihar,Bhojpur,356,625897,1680,965,4022,882939,20.36,269,1321,783646,724862,925,281291,1227545,3304,83,2397
Bihar,Buxar,287,461258,1249,887,3045,641585,9.88,116,1174,569918,532715,935,237967,864876,2213,37,2081
Bihar,Khagaria,71,350279,708,243,1937,541048,8.28,26,314,430980,460129,1068,160612,730715,1647,21,997
Bihar,Saran,590,997992,2662,1724,6240,1353709,11.02,255,2315,1159973,1191080,1027,566986,1784715,4337,91,4565
Bihar,Siwan,1047,918812,5028,3042,6961,1244409,6.14,251,4089,1078192,1084412,1006,533820,1629401,3479,138,8509
Bihar,Gopalganj,493,631425,4456,1761,7128,933988,2.93,66,2254,780514,784554,1005,351379,1214034,4745,18,6838
Bihar,East Champaran,555,1310148,2396,1844,6303,1913527,12.96,311,2399,1604257,1618641,1009,811025,2412650,3662,135,5036
Bihar,West Champaran,356,806754,3450,1088,7666,1250183,8.73,126,1444,1053904,1002586,951,358132,1698805,6213,57,4903
Bihar,Jamui,53,363958,936,177,2407,536597,4.35,10,230,452697,447697,989,166893,733662,1933,13,1409
Chandigarh,Chandigarh,630,534074,763,2947,3426,881527,5.12,183,3577,809870,605514,748,498484,917117,922,56,3267
Chhattisgarh,Raipur,656,857764,1244,3515,5999,1390577,8.13,339,4171,1175670,1072431,912,810457,1437884,1981,139,5261
Chhattisgarh,Balod,785,370196,778,3264,2718,365300,4.47,181,4049,347888,387485,1114,236154,499342,1244,60,2251
Chhattisgarh,Baloda bazar,283,347745,778,673,2100,358601,3.56,34,956,352955,353331,1001,170818,535528,1817,12,1060
Chhattisgarh,Balrampur,625,189993,1355,1389,3431,157056,13.21,266,2014,181642,165372,910,86823,260226,2901,188,1884
Chhattisgarh,Bastar,684,244978,1231,1992,3606,303588,17.71,474,2676,273849,274627,1003,159556,389010,2753,165,2083
Chhattisgarh,Bemetara,0,221142,1438,0,3115,231805,0.0,0,0,221877,231004,1041,110320,342627,3096,0,1457
Chhattisgarh,Bijapur,24,59544,150,102,474,78190,11.11,14,126,78062,59651,764,41971,95763,382,58,241
Chhattisgarh,Bilaspur,2,643034,2687,9,4947,690131,81.82,9,11,672041,660927,983,423939,909226,3142,2,4491
Chhattisgarh,Dantewada,66,96590,173,189,618,116727,5.88,15,255,107400,105884,986,72787,140530,267,65,524
Chhattisgarh,Dhamtari,878,342853,950,3923,3114,327537,5.19,249,4801,316837,353459,1116,201749,468641,1948,132,2115
Chhattisgarh,Durg,442,701237,1171,1639,4168,668890,6.68,139,2081,681542,688420,1010,474952,895175,3048,32,2291
Chhattisgarh,Gariaband,0,173889,721,16,1909,168884,87.5,14,16,164575,178160,1083,83687,259086,1761,19,868
Chhattisgarh,Janjgir-Champa,169,515475,923,535,2376,536752,7.95,56,704,531287,520833,980,262655,789572,2151,170,1147
Chhattisgarh,Jashpur,740,286603,949,1069,1665,265890,10.56,191,1809,267464,284958,1065,157494,394999,1211,259,1402
Chhattisgarh,Kanker,467,243628,857,1445,2515,264226,3.03,58,1912,255485,252322,988,147139,360715,1853,173,1519
Chhattisgarh,Kondagaon,1010,171597,1084,2803,2832,197851,15.92,607,3813,182766,186632,1021,83546,285902,2252,177,1664
Chhattisgarh,Korba,7,446215,699,76,2077,371657,8.43,7,83,412234,405532,984,239256,578616,1341,29,1435
Chhattisgarh,Koriya,90,210698,1427,299,3071,236837,18.25,71,389,224799,222691,991,116350,331185,3007,74,1490
Chhattisgarh,Mahasamund,252,500301,1506,491,3198,492439,3.63,27,743,481386,511236,1062,314412,678328,1130,47,3573
Chhattisgarh,Mungeli,24,203888,375,26,967,131682,0.0,0,50,163367,172182,1054,89955,245615,742,1,600
Chhattisgarh,Narayanpur,174,27469,137,514,283,36284,0.29,2,688,35033,28717,820,17007,46746,282,13,138
Chhattisgarh,Raigarh,2886,806023,4582,4397,5862,920764,8.61,627,7283,875547,851022,972,762258,964529,483,375,9960
Chhattisgarh,Rajnandgaon,989,630796,2191,3807,6579,781685,6.13,294,4796,681387,730937,1073,458713,953768,3089,132,5681
Chhattisgarh,Sukma,101,88924,367,174,817,100334,5.45,15,275,104330,84901,814,70034,119224,412,6,771
Chhattisgarh,Surajpur,439,269755,2364,1197,3990,239214,16.14,264,1636,259002,249890,965,138421,370548,3280,136,3074
Chhattisgarh,Surguja,1671,389145,2276,1670,3105,243771,9.55,319,3341,312864,319971,1023,227826,405090,2236,155,3145
Chhattisgarh,Kawardha,46,244464,740,180,2052,247527,1.77,4,226,247515,244405,987,137973,354018,1391,11,1401
Chhattisgarh,Gaurela Pendra Marwahi ,340,110454,523,1015,1474,108895,15.13,205,1355,106877,112442,1052,67206,152143,854,63,1142
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,268,115679,283,2050,2198,430133,8.28,192,2318,382798,162936,426,160850,384962,305,47,2176
Dadra and Nagar Haveli and Daman and Diu,Daman,118,84546,152,799,1106,287002,2.51,23,917,246807,124626,505,141074,230474,181,5,1076
Dadra and Nagar Haveli and Daman and Diu,Diu,67,26390,44,107,94,41526,3.45,6,174,33690,34209,1015,29261,38655,8,3,130
Delhi,New Delhi,958,581417,1100,4138,5179,866592,6.95,354,5096,862278,585424,679,569612,878397,1849,94,4429
Delhi,Central Delhi,1251,682385,1513,4849,6076,1069834,5.41,330,6100,1094269,657554,601,597117,1155102,2710,129,4878
Delhi,West Delhi,1703,855063,2307,7214,9750,1213351,4.07,363,8917,1178680,889179,754,745758,1322656,4981,131,7075
Delhi,North West Delhi,1731,870683,2042,7101,8809,1456306,7.11,628,8832,1308649,1017627,778,773576,1553413,4387,154,6464
Delhi,South East Delhi,1718,639090,2030,7932,9053,1275015,3.63,350,9650,1144221,769304,672,689399,1224706,3772,122,7312
Delhi,East Delhi,1140,541690,1422,5529,6779,999726,4.06,271,6669,878347,662614,754,566794,974622,2792,113,5409
Delhi,North Delhi,982,561506,1690,4387,8119,1146882,5.23,281,5369,1014703,693180,683,506857,1201531,4823,125,4985
Delhi,North East Delhi,1070,423259,1410,4324,6079,788478,5.49,296,5394,684384,526922,770,353611,858126,3849,80,3641
Delhi,Shahdara,954,490422,1188,3807,4768,858490,6.07,289,4761,767462,580981,757,482798,866114,2376,110,3579
Delhi,South Delhi,985,632579,1307,4588,6288,1249766,7.66,427,5573,1109628,772264,696,685100,1197245,2601,111,4994
Delhi,South West Delhi,1686,832655,2113,7684,9748,1406187,2.67,250,9370,1243685,994511,800,782271,1456571,4550,183,7311
Goa,North Goa,681,409147,936,2343,3170,555157,3.17,96,3024,535829,428384,799,372045,592259,622,25,3483
Goa,South Goa,591,471791,863,2262,3154,616322,4.45,127,2853,585339,502660,859,435110,653003,592,27,3425
Gujarat,Gandhinagar,959,553962,2214,2306,4299,678268,6.28,205,3265,665843,566205,850,427986,804244,1126,57,5388
Gujarat,Ahmedabad,5970,953936,6079,10733,9597,960300,2.32,387,16703,1080530,833412,771,664419,1249817,3045,147,12631
Gujarat,Vadodara,3405,847542,4815,6055,8368,896205,6.87,650,9460,940381,803077,854,649473,1094274,2249,153,10933
Gujarat,Kheda,5111,1057820,8729,8890,13878,1082471,3.14,439,14001,1136111,1003870,884,720488,1419803,4812,133,17795
Gujarat,Surendranagar,5263,695003,5449,12850,12091,933912,1.58,287,18113,861713,766955,890,554196,1074719,4845,68,12695
Gujarat,Aravalli,1420,612028,2048,3270,4896,564265,11.3,530,4690,602345,573738,953,461334,714959,595,144,6349
Gujarat,Banaskantha,1234,1645368,2215,5341,7208,1478915,9.35,615,6575,1696112,1427591,842,1013759,2110524,3792,163,5630
Gujarat,Mehsana,4561,1035404,6701,8300,10506,1113834,7.77,999,12861,1120156,1028764,918,762751,1386487,3544,263,13662
Gujarat,Patan,1798,598882,2671,4253,5387,702113,10.89,659,6051,668914,631921,945,458265,842730,1768,278,6288
Gujarat,Sabarkantha,2354,772493,3819,4350,6225,729127,6.95,466,6704,778901,722472,928,510688,990932,1589,142,8455
Gujarat,Dang,640,89781,1049,1338,1784,106089,1.62,32,1978,105927,89936,849,53725,142145,2087,10,746
Gujarat,Navsari,2387,743681,3429,5052,7734,781912,5.52,411,7439,769354,756028,983,582775,942818,3429,124,7733
Gujarat,Surat,1468,622085,2466,3837,6789,1001617,6.5,345,5305,928609,694870,748,470251,1153451,2486,97,6769
Gujarat,Tapi,3391,398675,2953,4816,4832,365886,2.23,183,8207,399022,365447,916,245599,518962,2529,45,5255
Gujarat,Valsad,1916,751700,1948,6886,7296,1084771,7.02,618,8802,1059320,776739,733,618632,1217839,1628,178,7615
Gujarat,Devbhumi Dwaraka,1118,315925,801,3215,2459,438021,11.24,487,4333,402852,350977,871,267700,486246,485,142,2775
Gujarat,Jamnagar,1730,433683,2823,3339,5183,511652,7.12,361,5069,522569,422653,809,314689,630646,4243,138,3762
Gujarat,Kutch,1398,743243,2453,4616,6518,1247779,14.57,876,6014,1130500,860207,761,594756,1396266,2519,232,6451
Gujarat,Morbi,3825,362465,2251,12336,7171,550537,4.99,809,16211,512198,400661,782,263479,649523,4692,179,4730
Gujarat,Porbandar,371,309301,631,1089,1402,339281,26.71,390,1460,332747,315725,949,232509,416073,594,100,1439
Gujarat,Rajkot,2335,698815,2746,5654,7233,878581,11.78,941,7989,850251,726889,855,513062,1064334,3053,294,6926
Gujarat,Amreli,2956,700064,2874,6394,5921,676199,4.81,450,9350,700982,675084,963,464137,912126,2297,128,6497
Gujarat,Bhavnagar,3609,748424,5315,11448,14784,1010049,5.0,753,15057,939485,818737,871,560276,1198197,5916,180,14182
Gujarat,Botad,636,231248,893,1811,2344,339666,7.48,183,2447,295635,275215,931,194963,375951,358,57,2879
Gujarat,Gir Somnath,1504,507541,2766,3990,5570,629826,4.3,236,5494,596221,540788,907,331826,805541,3854,51,4481
Gujarat,Junagadh,3123,658800,4072,10043,15074,839339,1.55,204,13166,788764,709127,899,438215,1059924,8853,60,10293
Gujarat,Anand,4065,1123291,3967,8196,8445,1123574,6.03,739,12261,1168975,1077548,922,827362,1419503,1328,213,11084
Gujarat,Bharuch,3525,722352,3670,6597,7600,1020892,4.92,498,10122,1014544,728394,718,571379,1171865,2993,120,8276
Gujarat,Chhotaudepur,2197,503351,2162,6276,5695,494684,2.56,217,8473,532964,464902,872,364482,633553,1909,58,5948
Gujarat,Dahod,799,899291,981,6596,4982,1147283,4.12,305,7395,1059497,986798,931,549276,1497298,2010,85,3952
Gujarat,Mahisagar,963,621012,3335,5685,9970,617727,2.44,162,6648,648807,589740,909,423370,815369,8199,46,5106
Gujarat,Narmada,858,337818,808,1876,2095,327775,4.24,116,2734,348186,317305,911,253747,411846,289,29,2614
Gujarat,Panchmahal,1293,776246,2737,5288,9568,857088,4.39,289,6581,885225,747833,845,541360,1091974,5210,61,7095
Haryana,Kurukshetra,1392,381054,888,3490,2251,447607,6.1,298,4882,424014,404530,954,228742,599919,1516,66,1623
Haryana,Panchkula,881,288538,553,1757,1757,420189,3.87,102,2638,379056,329526,869,256366,452361,530,30,1779
Haryana,Gurgaon,2167,1005613,2418,17722,18704,2369726,4.43,881,19889,2076342,1298093,625,1248429,2126910,10577,207,10545
Haryana,Jhajjar,2221,368558,1647,4000,3903,543548,4.48,279,6221,508018,403944,795,249398,662708,2145,73,3405
Haryana,Kaithal,1377,335328,716,3033,1607,457546,12.02,530,4410,399067,393715,987,190118,602756,1014,117,1308
Haryana,Hisar,1181,528238,1025,3208,2819,757639,17.11,751,4389,664221,621461,936,305356,980521,1744,226,2100
Haryana,Rohtak,3009,388571,2302,6333,4620,514899,5.22,488,9342,486730,416599,856,266190,637280,3660,118,3261
Haryana,Ambala,2576,626963,1716,3084,3208,756259,3.36,190,5660,732987,649947,887,518081,865141,917,46,4006
Haryana,Sirsa,1350,480974,1000,2991,2265,555369,14.72,639,4341,541436,494706,914,260694,775649,1570,169,1695
Haryana,Panipat,2550,383412,1217,6282,3510,667602,4.96,438,8832,606732,443909,732,242984,808030,2765,110,1962
Haryana,Fatehabad,506,316200,485,1224,1232,440856,16.76,290,1730,390096,366859,940,186990,570066,663,75,1054
Haryana,Yamunanagar,1356,484233,956,3652,2755,634295,6.83,342,5008,605795,512561,846,303469,815059,1702,70,2008
Haryana,Sonipat,2638,542209,1755,5393,4919,787408,3.85,309,8031,741181,588211,794,364743,964874,3467,83,3208
Haryana,Faridabad,8422,857802,5134,8446,8529,1453815,1.91,322,16868,1347934,963151,715,691294,1620323,3344,78,10319
Haryana,Bhiwani,1765,429865,1843,3066,3127,560565,6.4,309,4831,508823,481407,946,263880,726550,1815,155,3154
Haryana,Charkhi Dadri,909,270102,840,2617,2538,329646,3.52,124,3526,307186,292457,952,237480,362268,372,34,3006
Haryana,Rewari,2307,378120,938,4919,2843,536710,3.1,224,7226,507741,406839,801,273025,641805,1237,50,2543
Haryana,Karnal,1431,589135,1249,3905,3669,791725,7.2,384,5336,718669,661949,921,399143,981717,1875,123,3043
Haryana,Jind,2136,386722,1828,4511,3592,491026,11.03,733,6647,443190,434430,980,205190,672558,3331,181,2089
Haryana,Nuh,646,130946,774,1292,1696,268509,6.3,122,1938,250150,149207,596,69417,330038,2008,41,462
Haryana,Mahendragarh,1593,375493,881,3387,2051,433520,4.82,240,4980,414031,394778,953,243086,565927,1002,65,1929
Haryana,Palwal,754,331626,742,2080,2120,459678,10.8,306,2834,432139,359005,831,199416,591888,1386,79,1476
Himachal Pradesh,Shimla,346,476601,337,2050,1802,550161,9.77,234,2396,554511,472056,851,352864,673898,236,68,1903
Himachal Pradesh,Solan,352,348175,324,1553,1466,639486,12.34,235,1905,598039,389433,651,299370,688291,189,49,1601
Himachal Pradesh,Lahaul Spiti,5,19483,8,61,62,32553,21.21,14,66,31208,20818,667,20170,31866,8,2,62
Himachal Pradesh,Kullu,745,238053,409,1936,994,290879,6.3,169,2681,277206,251618,908,180003,348929,128,43,1275
Himachal Pradesh,Sirmaur,617,239446,439,1416,1022,347091,12.15,247,2033,320290,266150,831,165711,420826,182,51,1280
Himachal Pradesh,Kangra,1082,947258,910,3363,2538,885518,13.16,585,4445,869913,962381,1106,654380,1178396,231,178,3217
Himachal Pradesh,Chamba,337,248656,231,1228,793,273128,9.9,155,1565,257014,264657,1030,160869,360915,102,54,921
Himachal Pradesh,Mandi,788,615437,617,2719,1757,584873,16.34,573,3507,565723,634338,1121,427549,772761,156,166,2218
Himachal Pradesh,Kinnaur,382,55938,257,385,382,85102,9.52,73,767,82306,58705,713,61566,79474,16,14,623
Himachal Pradesh,Hamirpur,342,340396,250,1276,842,262769,13.1,212,1618,277062,325930,1176,227161,376004,74,49,1018
Himachal Pradesh,Una,839,349269,599,1822,1132,333568,10.86,289,2661,338813,343824,1015,249731,433106,113,60,1618
Himachal Pradesh,Bilaspur,405,290067,396,1345,937,238214,19.43,340,1750,254190,273996,1078,206303,321978,62,87,1270
Jammu & Kashmir,Srinagar,5698,583706,6060,3279,8487,773045,3.13,282,8998,832962,523384,628,415774,940977,6807,75,7740
Jammu & Kashmir,Kulgam,468,281767,1369,1030,6612,282445,18.83,282,1498,314636,249505,793,165228,398984,6428,134,1553
Jammu & Kashmir,Shopian,33,143015,117,132,2504,144619,39.39,65,165,163164,124438,763,84972,202662,2373,74,247
Jammu & Kashmir,Bandipore,504,208527,769,1742,5642,216290,9.97,224,2246,241426,183344,759,124174,300643,5156,69,1256
Jammu & Kashmir,Anantnag,1404,493431,1898,1979,3271,591286,7.6,257,3383,591412,493120,834,329550,755167,680,104,4488
Jammu & Kashmir,Baramulla,865,565758,1298,1741,12903,570045,8.17,213,2607,621959,513518,826,365912,769891,11903,167,2297
Jammu & Kashmir,Kupwara,2911,378652,2829,8168,12846,514761,1.36,151,11079,506404,386892,764,267341,626072,11599,48,4076
