state,district,slots,today,Total doses til date,avgdaily
Jammu & Kashmir,Bandipore,1050,617,71870,811
Jammu & Kashmir,Anantnag,0,734,142941,1513
Jammu & Kashmir,Baramulla,986,606,193340,1728
Jammu & Kashmir,Kupwara,0,1315,73081,1433
Jammu & Kashmir,Pulwama,0,2405,93856,1558
Jammu & Kashmir,Ganderbal,10,86,71162,159
Jammu & Kashmir,Budgam,460,370,142416,943
Jammu & Kashmir,Jammu,3231,746,388926,619
Jammu & Kashmir,Kishtwar,950,159,42720,352
Jammu & Kashmir,Doda,2096,325,69936,948
Jammu & Kashmir,Udhampur,100,389,110924,663
Jammu & Kashmir,Kathua,2390,422,125563,465
Jammu & Kashmir,Ramban,949,225,61737,631
Jammu & Kashmir,Samba,0,106,83491,102
Jammu & Kashmir,Rajouri,5398,663,97625,1192
Jammu & Kashmir,Poonch,650,612,91082,1402
Jammu & Kashmir,Reasi,0,544,62904,861
Jharkhand,Ranchi,5,396,236522,591
Jharkhand,Koderma,28,10,60937,66
Jharkhand,Bokaro,0,217,145864,213
Jharkhand,Garhwa,975,132,79914,110
Jharkhand,Latehar,457,3,48466,56
Jharkhand,Chatra,21,25,74493,54
Jharkhand,Palamu,204,60,166704,156
Jharkhand,East Singhbhum,0,0,261166,1315
Jharkhand,Seraikela Kharsawan,83,72,88586,203
Jharkhand,Simdega,900,0,46063,32
Jharkhand,Lohardaga,79,5,44161,21
Jharkhand,Gumla,529,135,85041,44
Jharkhand,Khunti,91,0,52434,55
Jharkhand,Deoghar,1993,1203,79685,727
Jharkhand,Ramgarh,468,150,77561,235
Jharkhand,Hazaribagh,106,27,135166,222
Jharkhand,Giridih,0,75,153174,131
Jharkhand,Dhanbad,0,276,224801,349
Jharkhand,Dumka,33,235,104593,215
Jharkhand,Jamtara,324,188,62676,200
Jharkhand,Sahebganj,1809,237,48719,328
Jharkhand,Pakur,18,425,60414,419
Jharkhand,Godda,432,37,72812,182
Jharkhand,West Singhbhum,301,5,111395,133
Karnataka,Belgaum,2579,2804,521335,1858
Karnataka,Bangalore Urban,0,2163,202687,1403
Karnataka,Mysore,25,2141,631607,1914
Karnataka,Gulbarga,58,1307,200236,910
Karnataka,Chitradurga,3727,3064,261127,3641
Karnataka,Dakshina Kannada,0,809,252791,1137
Karnataka,Bagalkot,48,3110,241897,1842
Karnataka,Chamarajanagar,32,727,144418,676
Karnataka,Bidar,0,2299,196753,1150
Karnataka,Chikamagalur,14,3324,192829,1881
Karnataka,Bellary,303,2182,377941,1534
Karnataka,Davanagere,0,5335,198015,1685
Karnataka,Bangalore Rural,0,2824,140758,1125
Karnataka,Kolar,49,3290,201020,2272
Karnataka,Dharwad,0,537,216549,450
Karnataka,Haveri,0,491,130506,299
Karnataka,Gadag,229,1031,147270,800
Karnataka,Uttar Kannada,0,231,207686,371
Karnataka,Koppal,347,598,198330,733
Karnataka,Kodagu,0,2248,93522,898
Karnataka,Raichur,0,260,164740,275
Karnataka,Yadgir,4471,506,126844,709
Karnataka,Udupi,5,3722,198522,1685
Karnataka,Shimoga,0,4162,239829,1649
Karnataka,Tumkur,149,3329,378581,3656
Karnataka,Hassan,98,2122,284196,1120
Karnataka,Mandya,0,2933,270480,1101
Karnataka,Chikkaballapur,0,657,215417,442
Karnataka,Ramanagara,0,2111,200354,1183
Karnataka,Vijayapura,45,821,233850,912
Karnataka,BBMP,883,21139,1440686,14850
Kerala,Kasaragod,0,11,259513,5
Kerala,Thiruvananthapuram,0,3920,685362,5253
Kerala,Kannur,0,62,437859,1165
Kerala,Kollam,0,10836,465810,2715
Kerala,Wayanad,0,2943,200820,421
Kerala,Pathanamthitta,0,5235,358849,835
Kerala,Alappuzha,0,7838,429385,2224
Kerala,Malappuram,0,2930,480914,1462
Kerala,Thrissur,0,111,578372,1233
Kerala,Kottayam,0,1215,397045,633
Kerala,Kozhikode,13,14618,530249,2835
Kerala,Idukki,0,743,214660,723
Kerala,Ernakulam,188,15562,669268,2217
Kerala,Palakkad,38,19322,395043,4038
Ladakh,Kargil,0,119,28283,55
Ladakh,Leh,0,20,37437,12
Lakshadweep,Lakshadweep,206,16,19813,53
Madhya Pradesh,Bhopal,4318,2562,389610,1063
Madhya Pradesh,Gwalior,134,1306,264115,416
Madhya Pradesh,Indore,84,5047,602790,1738
Madhya Pradesh,Jabalpur,185,2669,352674,1199
Madhya Pradesh,Rewa,4,761,256098,272
Madhya Pradesh,Sagar,2406,1022,316019,346
Madhya Pradesh,Ujjain,1865,1488,274230,575
Madhya Pradesh,Mandsaur,262,1118,101751,478
Madhya Pradesh,Agar,50,314,39299,159
Madhya Pradesh,Shajapur,1224,397,82136,151
Madhya Pradesh,Ratlam,141,2098,118381,518
Madhya Pradesh,Neemuch,0,635,76608,400
Madhya Pradesh,Dewas,0,639,129505,248
Madhya Pradesh,Tikamgarh,0,153,106437,53
Madhya Pradesh,Panna,823,324,51263,98
Madhya Pradesh,Damoh,100,206,80798,175
Madhya Pradesh,Chhatarpur,185,498,139838,243
Madhya Pradesh,Umaria,41,103,47095,160
Madhya Pradesh,Singrauli,170,96,80448,58
Madhya Pradesh,Sidhi,45,191,75605,91
Madhya Pradesh,Shahdol,0,148,125580,51
Madhya Pradesh,Satna,597,363,182232,225
Madhya Pradesh,Anuppur,0,122,57115,42
Madhya Pradesh,Mandla,0,219,77853,72
Madhya Pradesh,Dindori,196,174,58022,86
Madhya Pradesh,Chhindwara,42,911,157240,425
Madhya Pradesh,Balaghat,96,532,160150,288
Madhya Pradesh,Khandwa,0,342,101652,206
Madhya Pradesh,Jhabua,502,285,45848,113
Madhya Pradesh,Dhar,0,520,141132,145
Madhya Pradesh,Burhanpur,0,280,78437,263
Madhya Pradesh,Barwani,78,494,60542,205
Madhya Pradesh,Khargone,110,1068,116777,420
Madhya Pradesh,Shivpuri,682,293,115304,97
Madhya Pradesh,Sheopur,1190,157,42971,109
Madhya Pradesh,Morena,0,769,132284,233
Madhya Pradesh,Guna,31,489,106436,279
Madhya Pradesh,Seoni,77,1150,112123,442
Madhya Pradesh,Datia,0,506,73414,168
Madhya Pradesh,Bhind,0,352,125321,177
Madhya Pradesh,Narsinghpur,0,638,97180,345
Madhya Pradesh,Katni,36,429,114082,135
Madhya Pradesh,Ashoknagar,59,239,73377,83
Madhya Pradesh,Vidisha,187,413,128864,168
Madhya Pradesh,Sehore,396,257,157514,134
Madhya Pradesh,Alirajpur,212,56,44676,57
Madhya Pradesh,Rajgarh,103,547,114859,254
Madhya Pradesh,Raisen,121,383,97249,124
Madhya Pradesh,Hoshangabad,175,806,111158,336
Madhya Pradesh,Harda,0,127,45545,66
Madhya Pradesh,Betul,0,324,145235,102
Maharashtra,Pune,73,9381,1807966,5743
Maharashtra,Akola,0,5611,198908,2244
Maharashtra,Nagpur,517,3486,839525,3026
Maharashtra,Amravati,0,11402,289081,3405
Maharashtra,Buldhana,0,743,269898,1763
Maharashtra,Yavatmal,23,3724,258457,2971
Maharashtra,Washim,0,3440,154399,1218
Maharashtra,Bhandara,6274,1281,189012,402
Maharashtra,Kolhapur,0,6997,850119,2603
Maharashtra,Ratnagiri,0,618,141814,2902
Maharashtra,Sangli,132,14184,535213,4755
Maharashtra,Sindhudurg,0,1821,125076,1810
Maharashtra,Solapur,1016,12485,347607,5322
Maharashtra,Satara,0,12882,552035,3476
Maharashtra,Wardha,1768,1497,194082,988
Maharashtra,Gondia,59,3355,168710,2123
Maharashtra,Gadchiroli,1006,1968,85864,1466
Maharashtra,Chandrapur,0,7291,240465,1655
Maharashtra,Osmanabad,0,0,169774,3137
Maharashtra,Nanded,50,921,288515,906
Maharashtra,Latur,0,3430,244501,2531
Maharashtra,Beed,0,4229,233887,3387
Maharashtra,Parbhani,100,3212,174684,1888
Maharashtra,Hingoli,0,1857,85733,961
Maharashtra,Nandurbar,770,3472,151094,2578
Maharashtra,Dhule,0,2358,194949,2452
Maharashtra,Nashik,25,12113,636566,4032
Maharashtra,Jalgaon,29,12883,350908,6416
Maharashtra,Ahmednagar,10,15365,433079,4362
Maharashtra,Thane,232,13715,1046969,7046
Maharashtra,Raigad,0,2631,274035,4624
Maharashtra,Palghar,300,952,208256,864
Maharashtra,Mumbai,748,22933,1959856,15392
Maharashtra,Jalna,0,2659,192325,1811
Maharashtra,Aurangabad ,24,2958,365578,2629
Manipur,Bishnupur,74,48,23931,173
Manipur,Chandel,0,2,5325,3
Manipur,Churachandpur,0,14,19828,89
Manipur,Imphal East,0,331,61271,229
Manipur,Imphal West,0,547,63276,720
Manipur,Senapati,0,48,3104,28
Manipur,Tamenglong,0,6,3626,26
Manipur,Thoubal,0,297,28731,166
Manipur,Ukhrul,89,2,4472,23
Manipur,Tengnoupal,0,0,3425,13
Manipur,Kangpokpi,0,16,6237,25
Manipur,Kamjong,0,8,1465,18
Manipur,Jiribam,0,33,2621,53
Manipur,Pherzawl,0,0,2477,12
Manipur,Noney,0,3,2967,2
Manipur,Kakching,421,90,15257,150
Meghalaya,East Khasi Hills,0,311,68850,323
Meghalaya,South West Khasi Hills,0,80,6516,67
Meghalaya,West Jaintia Hills,0,57,18857,62
Meghalaya,Ri-Bhoi,0,76,17785,88
Meghalaya,East Jaintia Hills,0,13,11107,24
Meghalaya,West Khasi Hills,0,78,21111,91
Meghalaya,West Garo Hills,19,61,53742,72
Meghalaya,South Garo Hills,170,85,10142,62
Meghalaya,South West Garo Hills,0,1,19312,99
Meghalaya,North Garo Hills,0,20,11744,26
Meghalaya,East Garo Hills,350,170,10362,45
Mizoram,Aizawl East,0,32,54633,46
Mizoram,Aizawl West,98,175,38604,64
Mizoram,Mamit,0,0,13520,7
Mizoram,Kolasib,0,84,15033,20
Mizoram,Champhai,0,0,25273,18
Mizoram,Serchhip,0,59,13380,33
Mizoram,Lunglei,0,40,27922,28
Mizoram,Lawngtlai,0,0,10589,0
Mizoram,Siaha,0,0,8742,48
Nagaland,Dimapur,196,77,38623,93
Nagaland,Peren,98,19,4193,11
Nagaland,Wokha,0,6,10260,3
Nagaland,Mokokchung,0,10,19224,21
Nagaland,Longleng,0,3,5430,12
Nagaland,Mon,0,24,16322,27
Nagaland,Tuensang,100,22,7771,31
Nagaland,Kohima,193,108,18882,65
Nagaland,Zunheboto,100,2,7440,9
Nagaland,Phek,193,20,7489,40
Nagaland,Kiphire,0,2,2851,2
Odisha,Angul,0,0,109188,846
Odisha,Khurda,1949,5592,462675,2841
Odisha,Balasore,0,0,333202,2016
Odisha,Balangir,17,979,124162,648
Odisha,Ganjam,0,2164,512126,1370
Odisha,Kandhamal,164,312,86614,206
Odisha,Koraput,0,996,192902,953
Odisha,Sambalpur,0,317,130174,785
Odisha,Sundargarh,0,9,218297,721
Odisha,Bhadrak,0,0,175515,472
Odisha,Kendujhar,0,0,185185,814
Odisha,Mayurbhanj,0,0,234524,737
Odisha,Cuttack,0,601,333344,1732
Odisha,Dhenkanal,0,522,129677,849
Odisha,Jagatsinghpur,0,0,131766,308
Odisha,Jajpur,0,0,184675,509
Odisha,Kendrapara,0,0,170110,1392
Odisha,Nayagarh,0,1470,109506,959
Odisha,Puri,0,5978,224033,2245
Odisha,Kalahandi,0,163,169087,128
Odisha,Nuapada,0,172,61672,105
Odisha,Subarnapur,0,92,70031,431
Odisha,Gajapati,0,320,61259,220
Odisha,Boudh,0,103,49127,151
Odisha,Malkangiri,164,76,60656,164
Odisha,Nabarangpur,389,383,109759,247
Odisha,Rayagada,154,580,108042,513
Odisha,Bargarh,0,1325,163223,962
Odisha,Deogarh,0,44,33777,145
Odisha,Jharsuguda,0,412,70723,563
Puducherry,Puducherry,655,469,111320,434
Puducherry,Karaikal,295,72,20045,114
Puducherry,Mahe,0,20,12847,69
Puducherry,Yanam,0,27,5457,27
Punjab,Kapurthala,0,502,92841,582
Punjab,Ferozpur,37,379,61278,500
Punjab,Hoshiarpur,0,904,237666,1069
Punjab,Mansa,4591,207,37972,163
Punjab,Barnala,1897,381,45475,342
Punjab,Fatehgarh Sahib,0,378,39861,281
Punjab,Amritsar,1147,1448,225277,1490
Punjab,Pathankot,14,306,128503,402
Punjab,Fazilka,689,335,65499,340
Punjab,Ludhiana,132,1311,435356,3111
Punjab,Gurdaspur,596,996,250913,1251
Punjab,Sri Muktsar Sahib,545,456,63667,456
Punjab,Moga,598,390,70777,452
Punjab,Jalandhar,0,466,348738,1969
Punjab,Bathinda,38,532,84106,591
Punjab,Patiala,0,760,199801,1309
Punjab,Tarn Taran,889,299,83139,348
Punjab,SAS Nagar,40,1077,164123,1247
Punjab,Rup Nagar,0,289,55222,476
Punjab,Sangrur,0,435,95206,530
Punjab,Faridkot,557,239,68524,442
Punjab,SBS Nagar,0,354,97619,316
Rajasthan,Bikaner,0,869,403165,1371
Rajasthan,Jodhpur,0,3161,564254,2770
Rajasthan,Kota,0,669,352349,790
Rajasthan,Udaipur,1903,1098,412301,1077
Rajasthan,Jaipur I,0,1615,706257,2020
Rajasthan,Jaipur II,0,1200,423815,1095
Rajasthan,Ajmer,0,3293,476943,1406
Rajasthan,Bharatpur,0,267,359701,1121
Rajasthan,Sri Ganganagar,0,1208,322163,989
Rajasthan,Jhunjhunu,7,244,416940,1364
Rajasthan,Dausa,227,1423,195003,1160
Rajasthan,Alwar,24,6,670060,1822
Rajasthan,Sikar,0,3049,431640,2628
Rajasthan,Bundi,35,123,242724,190
Rajasthan,Jhalawar,0,153,205593,172
Rajasthan,Baran,0,120,194064,432
Rajasthan,Hanumangarh,0,6099,251398,1937
Rajasthan,Rajsamand,0,371,193704,517
Rajasthan,Banswara,0,228,271721,691
Rajasthan,Dungarpur,9,165,174409,189
Rajasthan,Chittorgarh,0,233,278384,392
Rajasthan,Pratapgarh,188,314,92112,367
Rajasthan,Bhilwara,45,920,370028,1019
Rajasthan,Dholpur,0,180,193321,187
Rajasthan,Karauli,394,242,229395,336
Rajasthan,Tonk,0,868,188602,1231
Rajasthan,Jaisalmer,479,283,85232,287
Rajasthan,Barmer,0,520,407638,1114
Rajasthan,Pali,10,861,322554,1032
Rajasthan,Churu,0,4513,287081,1784
Rajasthan,Sirohi,0,132,156148,283
Rajasthan,Nagaur,10,682,677497,1103
Rajasthan,Jalore,0,283,231962,650
Rajasthan,Sawai Madhopur,0,447,184456,485
Sikkim,East Sikkim,0,73,70334,49
Sikkim,West Sikkim,0,0,31235,32
Sikkim,North Sikkim,0,0,8561,6
Sikkim,South Sikkim,0,21,37420,42
Tamil Nadu,Coimbatore,104,4500,320280,2347
Tamil Nadu,Madurai,0,3300,176704,1403
Tamil Nadu,Thanjavur,87,1137,104222,811
Tamil Nadu,Viluppuram,180,494,89163,584
Tamil Nadu,Vellore,626,1347,106059,355
Tamil Nadu,Kanyakumari,0,2564,86437,762
Tamil Nadu,Salem,266,503,141205,396
Tamil Nadu,Pudukkottai,1732,574,46266,509
Tamil Nadu,Cuddalore,266,871,116531,638
Tamil Nadu,Tirunelveli,0,788,54459,457
Tamil Nadu,Virudhunagar,19,314,67183,294
Tamil Nadu,Tirupattur,0,772,56119,438
Tamil Nadu,Tenkasi,1534,84,44437,231
Tamil Nadu,Kallakurichi,115,541,43271,323
Tamil Nadu,Tiruvannamalai,0,271,41826,227
Tamil Nadu,Thoothukudi (Tuticorin),50,789,36874,615
Tamil Nadu,Ariyalur,476,365,34554,355
Tamil Nadu,Dindigul,551,697,59232,320
Tamil Nadu,Kanchipuram,331,186,49368,228
Tamil Nadu,Namakkal,275,1216,117508,689
Tamil Nadu,Karur,0,695,50814,610
Tamil Nadu,Tiruchirappalli,43,2533,173136,1388
Tamil Nadu,Sivaganga,1463,323,50043,382
Tamil Nadu,Krishnagiri,0,1147,112279,752
Tamil Nadu,Erode,0,806,115855,808
Tamil Nadu,Palani,0,804,46981,370
Tamil Nadu,Chengalpet,0,1491,196539,745
Tamil Nadu,Dharmapuri,0,1045,67519,643
Tamil Nadu,Ramanathapuram,740,115,25269,223
Tamil Nadu,Tiruppur,1,1876,113001,1053
Tamil Nadu,Theni,410,658,45099,342
Tamil Nadu,Perambalur,1188,293,28499,307
Tamil Nadu,Chennai,746,5522,1025161,5006
Tamil Nadu,Tiruvallur,0,670,92847,501
Tamil Nadu,Paramakudi,0,0,36866,318
Tamil Nadu,Tiruvarur,2193,324,34204,315
Tamil Nadu,Poonamallee,148,761,47324,476
Tamil Nadu,Nagapattinam,246,451,46020,440
Tamil Nadu,Nilgiris,3236,792,112857,529
Tamil Nadu,Attur,1640,637,113813,605
Tamil Nadu,Sivakasi,260,669,82064,479
Telangana,Hyderabad,45,3560,568135,984
Telangana,Adilabad,0,439,43801,18
Telangana,Bhadradri Kothagudem,0,1115,103121,249
Telangana,Jagtial,0,1373,117071,35
Telangana,Jangaon,0,687,52162,17
Telangana,Jayashankar Bhupalpally,0,793,70412,108
Telangana,Jogulamba Gadwal,0,94,46225,2
Telangana,Kamareddy,0,556,133677,36
Telangana,Karimnagar,0,689,178714,115
Telangana,Khammam,0,1302,104130,76
Telangana,Kumuram Bheem,0,382,37516,12
Telangana,Mahabubabad,0,652,85538,35
Telangana,Mahabubnagar,0,555,84740,50
Telangana,Mancherial,0,166,74063,2
Telangana,Medak,0,697,98162,170
Telangana,Medchal,0,2066,340541,256
Telangana,Nagarkurnool,0,128,86958,3
Telangana,Nalgonda,0,226,104430,37
Telangana,Nirmal,0,849,117919,115
Telangana,Nizamabad,0,431,134850,16
Telangana,Peddapalli,0,666,93682,17
Telangana,Rajanna Sircilla,0,666,99878,80
Telangana,Rangareddy,0,1842,299142,696
