state,district,today,Total doses til date,avgdaily,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio,fully,people,avg people,sites,avgf,dcon
Assam,Bongaigaon,962,311941,906,2585,2567,564811,11.93,423,3547,431377,445229,1032,360500,516252,101,110,3372,442157
Assam,Chirang,407,170564,527,971,1306,322783,21.19,292,1378,249782,243505,975,186224,307123,143,62,1690,262771
Assam,Dhubri,2619,539676,2860,5721,6523,1008725,4.44,370,8340,770896,777321,1008,525471,1022930,446,136,8936,730414
Assam,Goalpara,1740,383721,1843,4161,4459,736943,9.3,549,5901,546928,573554,1049,415468,705196,273,171,6029,601108
Assam,Kokrajhar,1215,310346,1242,2886,2808,571082,8.51,349,4101,440371,440966,1001,319957,561471,379,84,3671,477523
Assam,Dhemaji,493,267944,822,1519,1665,494527,22.27,448,2012,369367,392981,1064,300869,461602,360,106,2127,399433
Assam,Lakhimpur,926,464492,1056,2306,2634,758209,7.67,248,3232,597767,624767,1045,489372,733329,412,81,3277,625410
Assam,Sonitpur,1458,503356,1063,3764,2813,943183,13.18,688,5222,695232,751084,1080,634048,812491,316,165,3560,720078
Assam,Udalguri,820,294580,1117,1926,2388,535844,10.34,284,2746,405865,424470,1046,270542,559882,435,73,3069,385812
Assam,Cachar,2502,674115,3739,5620,8140,1144603,4.9,398,8122,907533,910933,1004,658212,1160506,609,108,11270,831788
Assam,Dima Hasao,99,72766,132,381,399,141415,20.83,100,480,117323,96797,825,80838,133343,123,36,408,97153
Assam,Hailakandi,836,260553,1061,2314,2725,467231,6.67,210,3150,369328,358302,970,282920,444864,0,71,3785,402862
Assam,Karimganj,1333,398994,2218,2978,4481,740544,9.02,389,4311,555511,583889,1051,421845,717693,403,114,6295,537553
Bihar,Madhepura,7601,625308,2552,20018,6453,1029949,2.39,659,27621,781771,873154,1117,606913,1048344,1196,195,7809,740931
Bihar,Saharsa,1420,671319,1625,3952,4784,1113671,9.64,518,5372,866388,918281,1060,663907,1121083,1902,248,4507,719639
Bihar,Supaul,4345,768609,3236,9971,7152,1174692,2.35,339,14441,923085,1019781,1105,730399,1212902,2197,136,8190,848055
Bihar,Purnia,10293,1085521,4071,36274,13724,1973905,2.39,1112,46578,1620525,1438044,887,1171846,1887580,4456,440,13338,1272895
Bihar,Araria,8021,832550,2804,20915,7235,1335082,3.12,904,28936,1096627,1070256,976,754539,1413093,2971,231,7068,956680
Bihar,Katihar,9462,886322,6168,22184,14225,1629447,3.57,1132,31688,1252159,1263087,1009,853802,1661967,3011,266,17381,1120926
Bihar,Kishanganj,5531,506024,4068,11547,7504,812611,4.47,768,17172,663054,655367,988,493915,824720,1785,180,9786,603366
Bihar,Aurangabad,14317,828935,5409,35303,12833,1495691,1.39,691,49709,1198486,1125368,939,859455,1465171,3234,286,15007,964301
Bihar,Arwal,1073,226672,817,2281,1842,363349,6.14,206,3354,285324,304569,1067,220180,369841,610,67,2049,319779
Bihar,Gaya,7240,1343279,3587,16574,8820,2427902,1.62,386,23814,1893353,1876801,991,1243477,2527704,2123,362,10284,1644487
Bihar,Kaimur,5051,534067,2446,11244,5348,806643,1.5,249,16631,684182,656136,959,480093,860617,1682,112,6111,655539
Bihar,Rohtas,9359,921489,4326,20850,9600,1555067,4.57,1380,30230,1254648,1221231,973,863480,1613076,1466,450,12460,1189366
Bihar,Bhagalpur,9419,973391,4726,23540,10539,1735173,2.73,904,33146,1373026,1335098,972,1061423,1647141,2764,573,12500,1285252
Bihar,Banka,6195,700158,3628,12128,7551,1093900,1.68,307,18323,884987,908658,1027,678999,1115059,975,105,10203,803623
Bihar,Lakhisarai,7813,302123,3346,11774,5588,478823,3.43,672,19588,376378,404451,1075,287253,493693,1376,211,7557,389632
Bihar,Munger,2860,498031,2776,6101,6213,867819,2.56,229,8961,693312,672276,970,547274,818576,835,315,8154,640675
Bihar,Muzaffarpur,15486,1442668,8377,29804,16917,2426347,6.34,2870,45290,1848669,2019540,1092,1397383,2471632,4540,824,20753,1887389
Bihar,Sheohar,1828,233870,974,3844,2105,299777,7.9,448,5672,252384,281169,1114,202749,330898,443,130,2637,266718
Bihar,Sitamarhi,9157,1083072,6869,15108,11564,1470444,6.23,1512,24268,1176955,1376134,1169,935336,1618180,2156,461,16277,1292097
Bihar,Vaishali,9651,1146143,8349,20698,16564,1789466,5.14,1561,30349,1416538,1518158,1072,1075723,1859886,4098,541,20815,1363092
Bihar,Nalanda,9092,1131012,4433,18457,9314,1559853,2.19,604,27576,1357166,1333083,982,1025831,1665034,4624,308,9123,1171019
Bihar,Jehanabad,1184,361569,912,3132,2047,577136,7.74,334,4316,455301,483160,1061,339532,599173,544,109,2415,436603
Bihar,Nawada,6446,783581,4200,14662,8822,1163926,4.31,911,21129,934468,1012672,1084,747830,1199677,1454,322,11568,838056
Bihar,Sheikhpura,1122,202850,1136,2599,2353,317365,7.23,269,3721,252850,267276,1057,197961,322254,878,165,2610,252339
Bihar,Darbhanga,8060,1416458,5716,14836,11317,2160108,3.01,690,22900,1666597,1909225,1146,1396779,2179787,2123,347,14911,1633324
Bihar,Madhubani,11293,1538041,9494,21196,17520,2183332,2.52,820,32490,1637391,2083060,1272,1442941,2278432,7111,223,19903,1685774
Bihar,Samastipur,6720,1267826,7344,14576,15997,2200273,5.28,1124,21296,1613393,1853986,1149,1244974,2223125,4484,401,18856,1630190
Bihar,Patna,4600,2347470,3558,13076,10913,4221105,4.27,754,17676,3512899,3054198,869,2961505,3607070,4216,284,10254,3155747
Bihar,Begusarai,13274,884734,4824,32575,10449,1551151,1.73,796,45944,1169870,1265527,1082,870595,1565290,1741,420,13532,1200349
Bihar,Bhojpur,7141,882282,7224,13344,12869,1361568,8.65,1777,20553,1127569,1115766,990,826895,1416955,2793,496,17300,1081909
Bihar,Buxar,5336,613858,3603,11294,7386,951600,4.5,749,16641,783716,781441,997,602029,963429,956,182,10031,709269
Bihar,Khagaria,5834,483627,2668,13254,5882,838966,3.89,742,19088,619598,702648,1134,480971,841622,1158,203,7391,648038
Bihar,Saran,11630,1328330,5609,27143,12555,2066259,3.22,1247,38773,1620039,1773570,1095,1302842,2091747,3340,340,14825,1607574
Bihar,Siwan,15751,1258197,5716,42554,15549,2027446,2.39,1402,58698,1597869,1686579,1056,1340440,1945203,7769,472,13495,1445171
Bihar,Gopalganj,8171,862143,4740,18172,10666,1449784,5.89,1553,26347,1102606,1208758,1096,936818,1375109,1884,339,13521,998889
Bihar,East Champaran,10729,1798753,12309,23389,25946,2944485,2.61,891,34119,2323666,2418508,1041,2081800,2661438,3723,282,34532,2183105
Bihar,West Champaran,8537,1232929,10218,17253,20359,2108499,5.12,1320,25790,1683709,1657004,984,1315113,2026315,4232,464,26344,1460237
Bihar,Jamui,4716,507498,5619,9229,11326,867566,9.21,1285,13945,668870,705960,1055,493248,881816,3578,416,13366,654928
Chandigarh,Chandigarh,715,575886,701,3161,3136,1060636,3.46,134,3876,929029,707234,761,681003,955519,862,45,2974,881183
Chhattisgarh,Raipur,1998,988835,2417,7914,9286,1945909,6.84,678,9912,1522694,1411693,927,1259705,1675039,3681,260,8022,1348749
Chhattisgarh,Balod,614,423381,740,2339,2743,540897,7.69,227,2953,458355,505764,1103,382145,582133,576,92,2907,459395
Chhattisgarh,Baloda bazar,288,452055,4952,1113,13019,637991,7.78,109,1401,540602,549345,1016,341408,748638,9289,60,8682,463733
Chhattisgarh,Balrampur,164,377517,3540,853,5841,500177,10.13,103,1017,451569,426023,943,296382,581312,3515,69,5865,218939
Chhattisgarh,Bastar,80,316825,1724,290,4733,502409,13.51,50,370,400615,418486,1045,286463,532771,3076,56,3380,322211
Chhattisgarh,Bemetara,1252,322295,997,3262,2500,439454,3.68,166,4514,371876,389776,1048,221985,539764,457,173,3039,279080
Chhattisgarh,Bijapur,315,67260,305,1199,807,99919,4.95,76,1534,92119,75035,815,55426,111753,463,61,649,85036
Chhattisgarh,Bilaspur,1377,857253,1688,6002,7566,1109547,7.33,541,7379,980447,986054,1006,835301,1131499,2889,204,6364,808617
Chhattisgarh,Dantewada,219,125196,782,565,1624,181762,7.14,56,784,151124,155781,1031,130914,176044,609,38,1797,128985
Chhattisgarh,Dhamtari,310,391213,731,1253,2819,470210,8.13,127,1563,407518,453788,1114,311409,550014,817,101,2734,416681
Chhattisgarh,Durg,460,794446,1403,1956,5393,1019591,5.96,144,2416,892726,921091,1032,705012,1109025,2374,77,4421,784719
Chhattisgarh,Gariaband,314,222478,1214,1089,3545,309287,3.35,47,1403,257605,274101,1064,161704,370061,2468,126,2291,208600
Chhattisgarh,Janjgir-Champa,1054,646880,3075,3123,8289,865444,5.82,243,4177,751371,760785,1013,482796,1029528,3156,210,8208,676924
Chhattisgarh,Jashpur,813,412448,4701,2200,8937,479308,13.18,397,3013,435132,456511,1049,332719,559037,6683,274,6954,354189
Chhattisgarh,Kanker,487,331684,636,1236,1440,456941,3.89,67,1723,393272,395266,1005,288546,500079,656,192,1419,314384
Chhattisgarh,Kondagaon,234,218901,2287,672,6321,316487,12.58,114,906,263190,272131,1034,174068,361320,2358,55,6250,222243
Chhattisgarh,Korba,580,590440,703,2666,2863,667818,10.6,344,3246,630323,627771,996,444902,813356,1913,155,1652,514074
Chhattisgarh,Koriya,151,300736,256,631,1033,371422,20.2,158,782,336969,335114,994,267459,404699,273,88,1016,231288
Chhattisgarh,Mahasamund,966,688384,997,4272,4162,769909,4.89,257,5253,708339,749777,1059,697707,760586,560,247,4598,612649
Chhattisgarh,Mungeli,306,284698,718,1041,1792,315511,9.13,123,1347,294838,305330,1036,184821,415388,1396,79,1114,220624
Chhattisgarh,Narayanpur,65,35780,63,268,237,52194,8.11,27,333,46760,41211,881,28420,59554,170,9,130,39008
Chhattisgarh,Raigarh,86,966209,115,682,709,1213905,10.68,82,768,1104053,1075775,974,1100679,1079435,143,67,680,943455
Chhattisgarh,Rajnandgaon,254,741153,791,924,3126,1093600,10.36,122,1178,886880,947645,1069,713126,1121627,665,99,3252,857925
Chhattisgarh,Sukma,100,99496,84,379,441,132660,4.38,21,479,125885,106241,844,91396,140760,254,16,270,111298
Chhattisgarh,Surajpur,507,373718,6452,1774,12251,424024,16.62,379,2281,401653,395978,986,279304,518438,8409,148,10294,283077
Chhattisgarh,Surguja,585,508043,756,978,1288,562578,10.68,167,1563,536334,534147,996,383212,687409,648,135,1395,363554
Chhattisgarh,Kawardha,413,348144,1064,1199,2239,462169,5.88,96,1634,403255,406915,1009,293952,516361,1400,42,1903,313652
Chhattisgarh,Gaurela Pendra Marwahi ,23,137415,410,122,1154,175609,24.14,35,145,152356,160627,1054,108143,204881,526,8,1036,131544
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,403,131178,584,3145,2332,521016,4.85,172,3548,454036,198065,436,251106,401088,538,50,2379,375870
Dadra and Nagar Haveli and Daman and Diu,Daman,220,94108,174,1955,1574,345629,3.91,85,2175,292940,146666,501,193014,246723,545,18,1203,223309
Dadra and Nagar Haveli and Daman and Diu,Diu,8,28298,5,27,24,46795,14.29,5,35,37834,37242,984,36004,39089,3,3,26,38419
Delhi,New Delhi,1113,634905,1059,5044,4919,1105891,6.55,403,6157,1033115,707281,685,778898,961898,1809,120,4169,822018
Delhi,Central Delhi,2434,767381,2219,8275,7916,1391922,3.46,371,10709,1340872,817906,610,844511,1314792,4724,150,5410,1067452
Delhi,West Delhi,2450,966712,2233,10158,9292,1666456,3.11,392,12608,1488072,1144341,769,1091030,1542138,4236,138,7288,1184661
Delhi,North West Delhi,2593,980145,2349,10548,9610,1895863,4.03,529,13141,1596044,1279020,801,1129802,1746206,4121,180,7838,1396958
Delhi,South East Delhi,1817,729431,1859,7513,7358,1646969,4.18,390,9330,1397561,978086,700,984430,1391970,3554,104,5663,1101986
Delhi,East Delhi,1735,617885,1626,7248,6809,1324773,4.2,377,8983,1099285,842759,767,832202,1110456,3023,133,5411,881170
Delhi,North Delhi,2970,652638,2460,12897,10916,1548944,2.79,443,15867,1300660,900221,692,836735,1364847,4096,165,9280,1026320
Delhi,North East Delhi,2892,519707,2606,12009,11353,1201724,1.74,259,14901,950965,769875,810,594054,1127377,7358,92,6600,737564
Delhi,Shahdara,2216,561575,1639,8841,6663,1132263,2.11,233,11057,956141,737106,771,686657,1007181,3685,120,4617,789929
Delhi,South Delhi,1496,692833,1277,6190,5534,1514260,4.74,364,7686,1284442,922099,718,899890,1307203,2296,108,4515,1110973
Delhi,South West Delhi,2504,950204,2484,10439,10291,1895631,1.6,207,12943,1556086,1288881,828,1201196,1644639,3752,197,9023,1294911
Goa,North Goa,339,444603,286,1449,1254,671473,5.7,102,1788,629883,486084,772,500578,615498,325,19,1214,572750
Goa,South Goa,411,508222,337,1381,1288,739564,4.35,78,1792,679429,568227,836,569504,678282,352,19,1272,632436
Gujarat,Gandhinagar,1892,661477,1752,5175,4666,937091,6.13,433,7067,858270,740045,862,764922,833646,315,101,6103,763578
Gujarat,Ahmedabad,378,1145962,1501,1252,4945,1444477,12.27,200,1630,1455118,1134936,780,1277160,1313279,347,58,6099,1164309
Gujarat,Vadodara,1942,993911,2165,5590,5507,1221686,7.14,538,7532,1187017,1028201,866,1082102,1133495,356,116,7315,1030543
Gujarat,Kheda,652,1294235,4218,1547,8222,1586877,13.65,311,2279,1520994,1359673,894,1370888,1510224,3121,90,9318,1307931
Gujarat,Surendranagar,2579,897455,2576,7420,7410,1449747,2.61,261,9999,1246191,1100637,883,1151141,1196061,2514,65,7472,999824
Gujarat,Aravalli,629,683342,917,1600,2338,745230,14.85,331,2229,730709,697608,955,705499,723073,86,96,3169,687804
Gujarat,Banaskantha,1348,1905834,2947,4316,9837,2370684,8.23,466,5664,2303656,1972093,856,2092623,2183895,926,163,11857,2018907
Gujarat,Mehsana,4081,1188523,3919,10442,9650,1471337,5.49,797,14523,1384702,1274772,921,1218429,1441431,817,196,12752,1296082
Gujarat,Patan,1455,708746,1669,3559,4142,975304,13.88,696,5014,866416,817423,943,812977,871073,404,426,5407,795157
Gujarat,Sabarkantha,745,910743,1551,1782,4076,1070342,15.55,393,2527,1025316,955442,932,958911,1022174,495,95,5133,943359
Gujarat,Dang,146,104191,206,672,815,155007,3.91,32,818,140566,118621,844,94488,164710,121,10,900,115247
Gujarat,Navsari,1243,841929,2346,2868,4599,1013152,6.06,249,4111,938375,916443,977,894038,961043,323,70,6621,885811
Gujarat,Surat,3843,753370,3929,9500,10546,1370183,4.1,547,13343,1214379,908871,748,891167,1232386,2422,131,12052,1086462
Gujarat,Tapi,825,475043,1513,1950,3520,520654,6.31,175,2775,520939,474643,911,449022,546675,498,45,4534,447884
Gujarat,Valsad,3353,914522,2721,9469,8140,1551749,5.76,738,12822,1426698,1038973,728,1185124,1281147,1157,208,9703,1159409
Gujarat,Devbhumi Dwaraka,1861,389038,1186,5442,3355,621113,5.44,397,7303,541867,468123,864,457324,552827,980,112,3561,470358
Gujarat,Jamnagar,668,530129,849,1961,2593,724277,10.31,271,2629,690074,564182,818,592367,662039,336,84,3106,563845
Gujarat,Kutch,4088,924773,4958,15490,17712,1791598,9.15,1792,19578,1544347,1171550,759,1240880,1475491,1419,602,21251,1312867
Gujarat,Morbi,4000,452391,1596,14502,5257,804320,4.22,785,18605,708132,548367,774,533987,722724,1415,195,5437,577601
Gujarat,Porbandar,364,344722,359,1022,1027,430413,24.82,344,1386,397104,377898,952,348704,426431,126,78,1260,390110
Gujarat,Rajkot,3348,838701,2878,7443,6999,1217119,16.39,1769,10791,1112401,943073,848,908476,1147344,2016,471,7861,990486
Gujarat,Amreli,1351,841589,2491,3343,6215,1028261,8.44,396,4694,959868,909723,948,898508,971342,985,117,7720,857668
Gujarat,Bhavnagar,3610,947119,6012,8550,15532,1580368,5.43,660,12160,1364454,1162649,852,1221198,1306289,1281,154,20263,1077129
Gujarat,Botad,540,279083,854,1432,2179,464567,12.07,238,1972,383082,360477,941,355026,388624,261,61,2772,362637
Gujarat,Gir Somnath,6213,662437,3977,16713,9562,1017440,1.89,434,22926,870009,809388,930,776447,903430,545,108,12993,722351
Gujarat,Junagadh,417,828277,736,1090,1810,1335669,10.15,153,1507,1150841,1012712,880,1087587,1076359,141,40,2405,876954
Gujarat,Anand,1228,1324392,1500,3077,3714,1633022,10.34,445,4305,1532956,1423985,929,1439004,1518410,270,131,4944,1378559
Gujarat,Bharuch,6677,909799,4650,15735,10045,1469475,1.99,447,22413,1378379,1000422,726,1084153,1295121,1736,117,12958,1101807
Gujarat,Chhotaudepur,1102,586969,1850,2006,3171,668761,5.53,172,3108,664513,591007,889,606511,649219,806,49,4214,600927
Gujarat,Dahod,1042,1062509,3936,3883,11485,1862945,3.96,195,4925,1516334,1408739,929,1418021,1507433,279,50,15142,1410434
Gujarat,Mahisagar,828,678105,1275,2537,3494,840786,4.86,165,3395,795997,722674,908,703036,815855,5,39,4763,661886
Gujarat,Narmada,689,373635,751,1728,2035,435477,4.68,113,2417,422910,386081,913,393052,416060,51,29,2735,395571
Gujarat,Panchmahal,1804,913570,2503,4690,6739,1232097,3.94,256,6494,1155676,989620,856,1021350,1124317,260,66,8981,995055
Haryana,Kurukshetra,2120,430005,1514,4692,3758,569657,2.76,188,6812,505076,494452,979,363991,635671,787,58,4485,548903
Haryana,Panchkula,599,314612,490,2386,1957,514584,4.52,135,2985,439315,389707,887,356483,472713,403,28,2043,434198
Haryana,Gurgaon,1565,1101228,1800,9563,10725,2941714,4.42,492,11128,2490913,1550859,623,1739610,2303332,2794,120,9731,1966183
Haryana,Jhajjar,1357,428818,1058,3883,3481,719382,4.77,250,5240,636488,511518,804,431418,716782,819,63,3720,590832
Haryana,Kaithal,2041,412771,1614,4535,3586,623096,9.49,624,6576,517709,518040,1001,380641,655226,726,135,4473,552329
Haryana,Hisar,3005,600386,2338,7000,5702,940072,8.45,845,10005,786122,754096,959,505370,1035088,1477,236,6562,892600
Haryana,Rohtak,1442,468498,1505,3934,3846,691792,8.07,434,5376,621925,538176,865,433623,726667,1151,109,4200,569463
Haryana,Ambala,2014,706628,1740,5710,5140,957719,2.67,206,7724,883510,780484,883,764878,899469,722,51,6158,830266
Haryana,Sirsa,2158,563266,2054,5361,4939,733405,8.26,621,7519,669572,626856,936,446190,850481,1811,187,5181,710609
Haryana,Panipat,2046,458588,1899,7158,6434,910058,3.87,356,9204,780577,587570,753,461619,907027,1901,101,6432,701254
Haryana,Fatehabad,1199,352050,1078,2770,2292,524876,9.91,395,3985,448510,428297,955,283918,593008,449,98,2920,531249
Haryana,Yamunanagar,1690,538569,1548,5019,4519,786595,4.78,321,6709,709741,615226,867,471505,853659,676,74,5391,739898
Haryana,Sonipat,1744,615606,1359,6156,4831,1010687,3.3,261,7919,906034,719985,795,585750,1040543,1246,65,4943,875723
Haryana,Faridabad,1965,988074,1894,9238,8831,1894951,3.19,357,11203,1669513,1212818,726,1127404,1755621,2374,81,8350,1476209
Haryana,Bhiwani,1804,527156,1812,4621,4613,784587,6.15,395,6425,668398,643089,962,540710,771033,501,150,5924,671257
Haryana,Charkhi Dadri,315,292651,288,932,847,398237,10.67,133,1247,355190,335577,945,317704,373184,175,34,960,352931
Haryana,Rewari,1885,428729,1689,5100,5084,706616,2.08,145,6985,621032,513987,828,450923,684422,811,33,5961,590207
Haryana,Karnal,2149,674586,1612,7001,5224,998642,5.46,500,9150,859090,813851,947,626288,1046940,1094,128,5741,895114
Haryana,Jind,1895,478992,2006,4735,4597,669811,8.9,590,6630,577075,571557,990,396483,752320,1168,188,5434,566136
Haryana,Nuh,306,233765,700,1232,2603,532009,5.98,92,1538,441771,323870,733,134355,631419,2286,92,1016,263950
Haryana,Mahendragarh,906,425641,1003,2449,2657,556304,5.51,185,3355,495756,485944,980,377096,604849,502,39,3158,525811
Haryana,Palwal,1523,411667,1409,4520,4044,633868,4.58,277,6043,561473,483854,862,361984,683551,1685,61,3768,525679
Himachal Pradesh,Shimla,302,555491,209,1497,1025,787807,11.73,211,1799,736164,606882,824,644453,698845,200,73,1034,662095
Himachal Pradesh,Solan,294,404565,298,1643,1792,911930,9.45,183,1937,792866,523357,660,605871,710624,303,50,1787,680348
