state,district,today,Total doses til date,avgdaily,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio,fully,people,avg people,sites,avgf,dcon
Andaman & Nicobar,North and Middle Andaman,0,63088,7,0,35,91698,0.0,0,0,80556,74207,921,75296,79490,5,0,37,78437
Andaman & Nicobar,South Andaman,0,143457,68,0,450,239433,0.0,0,0,206226,176594,856,188687,194203,53,0,465,186287
Andaman & Nicobar,Nicobar,0,22513,2,0,5,29964,0.0,0,0,28472,24001,843,26977,25500,1,0,6,25275
Andhra Pradesh,Krishna,4907,3126967,6562,10509,14759,3279009,4.18,644,15416,3065502,3339281,1089,2806035,3599941,4923,258,16397,2553442
Andhra Pradesh,Guntur,2910,2965463,3159,15413,12827,3378819,2.38,437,18323,2983074,3360226,1126,2474378,3869904,9467,150,6518,2624384
Andhra Pradesh,"YSR District, Kadapa (Cuddapah)",558,1973738,2101,1201,4887,1864353,5.74,101,1759,1798149,2039227,1134,1594029,2244062,4159,125,2830,1571706
Andhra Pradesh,Kurnool,3,2121843,2362,17,14037,3013883,150.0,30,20,2405261,2729662,1135,2133739,3001987,5397,17,11002,2064710
Andhra Pradesh,Visakhapatnam,1412,2612502,5326,3058,13086,3257335,7.16,320,4470,2871344,2997600,1044,2493719,3376118,10819,141,7593,2773444
Andhra Pradesh,Anantapur,0,2625987,4891,0,14654,2937262,0.0,0,0,2619439,2940831,1123,2320640,3242609,11634,0,7910,2160515
Andhra Pradesh,Chittoor,1277,2908625,8322,3117,19461,3184493,1.96,86,4394,2905957,3186141,1096,2704922,3388196,16571,124,11211,2424071
Andhra Pradesh,East Godavari,215,3526107,7659,421,18910,3417998,11.64,74,636,3311562,3631350,1097,2869010,4075095,3789,69,22779,3218520
Andhra Pradesh,Prakasam,572,2313322,2009,1833,5921,2438497,5.59,135,2415,2260461,2490621,1102,2052482,2699337,679,160,7251,1804983
Andhra Pradesh,Sri Potti Sriramulu Nellore,1000,2051295,2312,3063,7435,2201713,5.33,217,4073,2041568,2210643,1083,1862753,2390255,626,94,9121,1777060
Andhra Pradesh,Srikakulam,0,1908188,4383,0,13024,1561361,0.0,0,0,1591108,1878023,1180,1381356,2088193,4131,0,13276,1534954
Andhra Pradesh,Vizianagaram,6594,1637162,2256,13117,4247,1584488,1.9,374,19716,1513986,1707131,1128,1318367,1903283,813,110,5690,1264019
Andhra Pradesh,West Godavari,9446,2715986,6625,23102,18541,2862558,1.69,550,32570,2650416,2927347,1104,2347683,3230861,14055,197,11111,2277203
Arunachal Pradesh,Itanagar Capital Complex,0,45232,18,0,181,165185,0.0,0,0,120241,90155,750,94905,115512,39,0,159,106150
Arunachal Pradesh,Lower Siang,1,10010,1,6,8,18009,42.86,3,7,15080,12938,858,11186,16833,2,1,7,16337
Arunachal Pradesh,Pakke Kessang,0,7037,3,7,11,8122,42.86,3,7,7928,7223,911,6709,8450,5,1,9,7938
Arunachal Pradesh,Changlang,0,53006,38,0,130,113987,0.0,0,0,91974,74999,815,73089,93904,17,0,151,86668
Arunachal Pradesh,Kurung Kumey,0,6740,5,0,17,10414,0.0,0,0,8431,8617,1022,6950,10204,8,0,13,8955
Arunachal Pradesh,Anjaw,0,7144,0,0,6,14547,0.0,0,0,12187,9502,780,9566,12125,2,0,4,11556
Arunachal Pradesh,East Kameng,0,18737,3,0,29,23685,0.0,0,0,22381,20034,895,18856,23566,2,0,30,22567
