state,district,today,Total doses til date,avgdaily,slots,paid slot,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio,fully,people,avg people,sites,avgf
Uttar Pradesh,Bulandshahr,5071,635946,4711,2976,199,14813,13136,486194,1.92,381,19889,599994,521890,870,153971,968169,16390,126,1457
Uttar Pradesh,Chandauli,1511,230181,2847,85,0,3727,5400,203476,1.76,92,5238,244324,189244,775,56889,376768,7647,23,599
Uttar Pradesh,Chitrakoot,871,123807,2039,954,0,1790,3581,133136,4.85,129,2661,142259,114631,806,22474,234469,5313,35,307
Uttar Pradesh,Deoria,3452,388947,3819,29,0,7496,8721,309775,1.85,202,10948,409763,288670,704,121089,577633,10910,65,1630
Uttar Pradesh,Etah,2378,187376,2663,175,0,5048,4969,175939,2.61,194,7426,206796,156427,756,47886,315429,7104,49,527
Uttar Pradesh,Etawah,921,214296,2275,504,0,2444,4546,178960,2.23,75,3365,221685,171465,773,59479,333777,6248,18,573
Uttar Pradesh,Ayodhya,1583,273949,3568,107,0,3526,6773,345190,1.78,91,5109,350320,268459,766,93030,526109,9269,28,1071
Uttar Pradesh,Farrukhabad,1248,223158,2630,875,0,3260,5480,183415,1.57,71,4509,230757,175702,761,61339,345234,7600,23,509
Uttar Pradesh,Fatehpur,7192,329499,5011,49,0,11714,7845,277999,2.51,474,18906,331602,275780,832,89377,518121,11520,142,1336
Uttar Pradesh,Firozabad,2821,271066,3816,60,0,6702,6784,282227,1.33,127,9523,310366,242785,782,74980,478313,9773,39,827
Uttar Pradesh,Gautam Buddha Nagar,2107,634871,3785,2049,1040,9089,15379,1051668,2.36,264,11196,1040596,645369,620,310725,1375814,14461,66,4703
Uttar Pradesh,Ghaziabad,6143,716892,6389,3201,3201,20832,16941,867272,1.28,345,26975,895995,687616,767,287033,1297131,19980,84,3349
Uttar Pradesh,Ghazipur,5506,453906,5194,595,0,13336,11244,402700,1.58,298,18842,478626,377548,789,105923,750683,15452,80,986
Uttar Pradesh,Gonda,1462,597357,5408,6046,0,3639,10604,443653,0.96,49,5101,578788,461893,798,115205,925805,14828,51,1184
Uttar Pradesh,Gorakhpur,6153,647787,6596,87,87,13676,12759,748385,1.69,336,19834,781953,613617,785,225082,1171090,16919,79,2435
Uttar Pradesh,Hamirpur,1125,197124,2170,326,0,2201,3463,146093,1.92,64,3326,186570,156603,839,45480,297737,5011,16,622
Uttar Pradesh,Hapur,1764,215389,1738,249,150,5692,4810,187048,1.93,144,7456,220058,182292,828,67350,335087,5831,33,716
Uttar Pradesh,Hardoi,4519,444372,6570,203,0,8107,10858,404137,1.93,244,12626,473711,374633,791,93081,755428,16539,73,889
Uttar Pradesh,Hathras,2899,225541,2420,1496,0,6418,4907,181940,1.85,172,9318,221404,186001,840,62943,344538,6571,62,757
Uttar Pradesh,Jalaun,946,279325,2586,165,0,1631,4884,177485,2.06,53,2577,253601,203093,801,58816,397994,6680,27,790
Uttar Pradesh,Jaunpur,4322,572291,5974,0,0,10618,13159,454266,1.6,239,14941,565982,460125,813,163004,863553,17328,94,1805
Uttar Pradesh,Jhansi,1683,279028,2936,206,0,3260,5238,345144,2.37,117,4943,348807,275160,789,107341,516831,7563,36,610
Uttar Pradesh,Kannauj,1762,195783,2504,1260,0,3918,4956,196605,2.82,160,5680,224589,167668,747,39085,353303,7113,76,346
Uttar Pradesh,Kanpur Dehat,2013,245564,2515,36,0,4104,4711,169622,1.85,113,6117,236011,179068,759,54425,360761,6811,35,414
Uttar Pradesh,Kanpur Nagar,4326,713191,7299,0,0,7098,9363,610375,3.03,346,11424,747710,575551,770,259933,1063633,13470,79,3192
Uttar Pradesh,Kasganj,1600,147781,2265,1551,0,3394,4332,152319,1.52,76,4994,166277,133777,805,40269,259831,6132,24,465
Uttar Pradesh,Kaushambi,2800,168630,2160,0,0,4966,3755,154242,3.53,274,7766,185257,137567,743,48572,274300,5223,65,692
Uttar Pradesh,Kushinagar,4239,384857,4421,0,0,10003,9811,357489,1.67,238,14242,446153,295899,663,124227,618119,12370,64,1862
Uttar Pradesh,Lakhimpur Kheri,3033,402964,4228,10,0,5655,9166,350768,2.9,252,8688,434600,318117,732,87962,665770,12721,84,672
Uttar Pradesh,Lalitpur,1784,146532,1722,142,0,4493,4016,150916,1.96,123,6277,162269,135079,832,32103,265345,5419,34,318
Uttar Pradesh,Lucknow,9647,996784,8088,2417,2401,18986,16766,1086184,1.63,467,28633,1184067,898183,759,484959,1598009,19573,106,5281
Uttar Pradesh,Maharajganj,1405,281835,3567,7,0,2473,6222,274864,2.37,92,3878,326199,230346,706,85499,471200,8187,24,1601
Uttar Pradesh,Mahoba,2730,178818,2364,566,0,4829,4002,152937,2.79,211,7559,179765,151901,845,42978,288777,5602,49,763
Uttar Pradesh,Mainpuri,1791,206976,2999,31,0,4127,5551,184649,2.23,132,5918,220422,171107,776,53567,338058,7940,38,609
Uttar Pradesh,Mathura,1543,405248,3352,860,338,2883,6980,391075,2.12,94,4426,456214,339897,745,128008,668315,8716,27,1616
Uttar Pradesh,Mau,4334,250130,3634,5,0,5155,6110,227684,1.7,161,9489,275981,201639,731,82251,395563,9053,44,691
Uttar Pradesh,Meerut,3309,767451,5013,797,43,10113,13210,661293,1.92,258,13422,779816,648459,832,285676,1143068,15255,71,2967
Uttar Pradesh,Mirzapur,2841,366156,4085,154,0,5903,7545,382326,0.75,66,8744,409216,339038,829,95417,653065,10530,20,1099
Uttar Pradesh,Moradabad,2834,353869,3926,253,0,5191,7215,415781,3.93,315,8025,440555,328826,746,132886,636764,9550,88,1591
Uttar Pradesh,Muzaffarnagar,3946,445290,3782,60,0,9532,8356,324521,1.87,252,13478,424790,344800,812,119238,650573,11080,59,1058
Uttar Pradesh,Pilibhit,1895,301767,3071,547,0,3808,5587,214432,1.17,67,5703,287088,228987,798,82262,433937,7723,25,935
Uttar Pradesh,Raebareli,4415,273663,4098,832,0,8241,6921,251712,2.24,284,12656,288479,236778,821,74270,451105,10204,269,814
Uttar Pradesh,Pratapgarh,3569,327718,3925,0,0,7846,7991,274523,1.53,175,11415,329372,272660,828,98343,503898,11090,74,826
Uttar Pradesh,Rampur,2061,224950,2815,286,0,4738,6062,209323,1.49,101,6799,246393,187779,762,69803,364470,8048,32,828
Uttar Pradesh,Saharanpur,4239,552823,5526,2733,0,4872,7980,513731,3.83,349,9111,587275,478883,815,169913,896641,11759,90,1746
Uttar Pradesh,Sambhal,2310,198094,2614,80,0,5080,5395,195147,1.22,90,7390,220374,172792,784,57063,336178,7187,33,821
Uttar Pradesh,Sant Kabir Nagar,1604,170159,2061,325,0,3421,4023,160487,1.09,55,5025,185257,144916,782,49528,281118,5647,24,437
Uttar Pradesh,Bhadohi,1378,225181,1997,44,0,2857,4431,189538,2.01,85,4235,231175,183391,793,59742,354977,5790,19,638
Uttar Pradesh,Shahjahanpur,2821,359844,3643,186,0,6603,7024,298594,0.7,66,9424,379133,279132,736,91977,566461,9887,25,780
Uttar Pradesh,Shamli,2311,206694,2151,152,0,4328,4614,148585,2.73,181,6639,202027,153112,758,60601,294678,6097,42,667
Uttar Pradesh,Shravasti,1036,189235,2021,2253,0,1854,3519,145264,2.77,80,2890,190425,144011,756,32252,302247,5159,41,381
Uttar Pradesh,Siddharthnagar,3089,437671,4708,694,0,6663,8819,337438,2.03,198,9752,432295,342664,793,95441,679668,12262,49,1264
Uttar Pradesh,Sitapur,7253,422881,5652,215,0,15660,11578,376412,2.21,506,22914,451394,347681,770,106517,692776,16043,145,1187
Uttar Pradesh,Sonbhadra,1333,184599,1997,24,0,3235,4697,190712,2.67,122,4568,224686,150564,670,68309,307002,5530,32,1163
Uttar Pradesh,Sultanpur,1216,311592,2698,0,0,3049,6505,243217,2.46,105,4265,304781,249869,820,95587,459222,8181,19,1022
Uttar Pradesh,Unnao,5578,365359,4810,441,299,11214,7990,282785,2.67,448,16792,353307,294709,834,100350,547794,11339,193,1461
Uttar Pradesh,Varanasi,5299,624609,5786,226,56,12954,13107,681350,1.3,237,18253,759746,545805,718,261664,1044295,16045,63,2847
Uttarakhand,Dehradun,3644,732779,4683,543,543,16427,15506,530487,2.39,479,20071,649795,613132,944,360226,903040,16224,124,3965
Uttarakhand,Pauri Garhwal,3965,266695,3099,43,0,4572,3149,145092,3.67,313,8537,194352,217307,1118,113816,297971,4018,69,2230
Uttarakhand,Chamoli,1096,169173,1341,114,0,3473,2860,132219,5.93,271,4569,145892,155365,1065,75313,226079,3092,59,1110
Uttarakhand,Rudraprayag,437,101407,710,331,0,1217,905,97830,7.01,116,1654,91513,107653,1176,40650,158587,1128,27,486
Uttarakhand,Tehri Garhwal,2188,218117,1746,117,0,4137,3517,151719,3.24,205,6325,174685,194968,1116,91093,278743,4119,46,1144
Uttarakhand,Haridwar,3143,489740,3393,1,0,11330,8822,452097,1.98,287,14473,539859,401736,744,191786,750051,9938,80,2276
Uttarakhand,Uttarkashi,374,140550,501,0,0,1293,901,123510,10.38,173,1667,132546,131440,992,64731,199329,956,55,446
Uttarakhand,Almora,988,253573,2175,1790,0,2644,3100,144153,4.35,158,3632,180692,216907,1200,104908,292818,3825,41,1450
Uttarakhand,Udham Singh Nagar,4473,410357,3987,163,54,13684,13826,412150,1.28,233,18157,455943,366271,803,160058,662449,16270,55,1543
Uttarakhand,Pithoragarh,1010,161614,1218,246,0,2224,1955,132194,5.13,166,3234,143114,150558,1052,67183,226625,2191,41,981
Uttarakhand,Bageshwar,392,120706,617,199,0,840,1106,104311,2.27,28,1232,104156,120792,1160,51811,173206,1369,40,354
Uttarakhand,Champawat,1250,109285,1022,315,0,1734,1166,101526,4.89,146,2984,105024,105708,1007,48478,162333,1301,47,886
Uttarakhand,Nainital,2430,355178,2660,276,0,6911,5536,313009,1.06,99,9341,339195,328671,969,157374,510813,6373,48,1822
West Bengal,Alipurduar District,1495,330407,1482,5,0,8021,3692,183893,2.35,224,9516,255500,258718,1013,146260,368040,4284,50,890
West Bengal,Bankura,1398,432600,1577,12,0,6927,5908,273296,3.18,265,8325,361452,344374,953,215779,490117,6806,65,677
West Bengal,Basirhat HD (North 24 Parganas),1914,499355,2494,24,0,3285,4142,179309,6.17,321,5199,356710,321873,902,214889,463775,5632,94,1004
West Bengal,Birbhum,3683,482014,3110,44,0,9423,6504,300867,3.01,394,13106,399998,382759,957,220059,562822,7673,106,1941
West Bengal,Bishnupur HD (Bankura),1027,185598,920,28,0,5486,3674,129129,2.56,167,6513,161134,153571,953,83898,230829,4041,39,552
West Bengal,Dakshin Dinajpur,2288,368162,2277,168,0,2319,1703,167122,5.06,233,4607,275668,259491,941,174470,360814,2654,56,1326
West Bengal,Darjeeling,3963,563059,3465,190,189,9449,6860,381415,2.67,358,13412,469787,474429,1010,250904,693570,8476,84,1849
West Bengal,Diamond Harbor HD (S 24 Parganas),4237,691299,3876,20,0,11339,7672,279063,1.89,294,15576,508723,461521,907,303436,666926,8763,85,2784
West Bengal,East Bardhaman,2161,974177,3580,25,21,4314,5516,319008,3.63,235,6475,695707,597349,859,447682,845503,6774,54,2322
West Bengal,Hoogly,6391,1380472,9723,0,0,11794,14053,527717,2.23,405,18185,1011571,896354,886,625435,1282754,20383,88,3393
West Bengal,Howrah,4451,1037477,4622,510,510,12616,10377,591358,2.0,342,17068,881176,747413,848,443879,1184956,12940,92,2059
West Bengal,Jalpaiguri,2857,330286,2079,181,0,9001,6769,265337,2.29,272,11858,301809,293713,973,140690,454933,7366,66,1482
West Bengal,Jhargram,1048,160859,875,3,0,2272,2097,130000,4.52,150,3320,162359,128464,791,67823,223036,2336,33,636
West Bengal,Kalimpong,375,113162,437,8,0,1664,1646,72300,2.5,51,2039,89051,96385,1082,52624,132838,1546,9,536
West Bengal,Kolkata,14855,2818612,15583,6529,6529,31726,28914,2010016,3.07,1429,46581,2692688,2135155,793,1289356,3539272,32451,362,12045
West Bengal,Malda,4820,594927,4707,462,30,6564,5287,302072,3.13,356,11384,478725,418073,873,247871,649128,7521,80,2472
West Bengal,Murshidabad,6464,995435,8702,246,0,16717,13577,516817,1.25,289,23181,796907,715162,897,467373,1044879,17851,105,4427
West Bengal,Nadia,5872,906124,5417,3,0,14335,13875,408299,1.7,343,20207,693733,620488,894,413257,901166,16720,90,2571
West Bengal,Nandigram HD (East Medinipore),3112,624213,2731,9,0,8576,8036,255645,3.95,462,11688,451372,428396,949,300062,579796,8866,111,1901
West Bengal,North 24 Parganas,17230,1914396,18356,1988,1944,28080,25021,1236408,1.96,890,45320,1722494,1427848,829,755189,2395615,36237,191,7139
West Bengal,Paschim Medinipore,5406,896097,6194,0,0,6168,6065,352975,3.25,376,11574,699447,549493,786,374578,874494,11022,121,1237
West Bengal,Purba Medinipore,2204,781379,2627,0,0,12867,11387,380925,2.58,389,15071,599472,562684,939,356934,805370,12608,95,1406
West Bengal,Purulia,1943,445880,3384,25,0,4516,5430,258126,4.2,271,6459,379600,324294,854,187632,516374,7417,87,1398
West Bengal,Rampurhat HD (Birbhum),1471,294452,2299,29,0,4473,3822,176514,2.79,166,5944,232942,237947,1021,122888,348078,4002,40,2119
West Bengal,South 24 Parganas,8377,1122671,7485,102,0,28184,18234,491394,2.13,779,36561,841232,772568,918,462227,1151838,24481,214,1237
West Bengal,Uttar Dinajpur,1679,361410,2110,2,0,5309,5784,284520,1.89,132,6988,349302,296492,849,162633,483297,7156,38,737
West Bengal,West Bardhaman,4295,553586,4347,1543,968,9307,7036,388272,3.37,458,13602,540533,401177,742,244052,697806,9128,96,2255
Assam,Hojai,2887,164906,1466,0,0,4166,2661,147866,1.93,136,7054,170425,142291,835,61021,251751,3508,48,619
Assam,Biswanath,2396,146779,1775,0,0,4927,3325,197803,2.01,147,7323,177039,167485,946,43332,301250,4615,39,485
Assam,Charaideo,1391,91473,1112,20,0,3255,2458,109618,2.67,124,4646,104587,96475,922,28220,172871,3301,31,269
Assam,Majuli,535,60396,608,0,0,752,805,57754,3.34,43,1287,61551,56585,919,23452,94698,1084,17,329
Assam,South Salmara Mankachar,1762,43781,1415,3538,0,4095,3248,75092,2.27,133,5857,66455,52405,789,6992,111881,4557,28,105
Assam,West Karbi Anglong,267,33562,334,5600,0,697,754,45848,5.81,56,964,45725,33673,736,12005,67405,994,25,93
Gujarat,Ahmedabad Corporation,14145,1835518,12714,1074,1074,26916,21722,2120358,1.53,629,41061,2239090,1716206,766,937607,3018269,20830,159,13605
Gujarat,Bhavnagar Corporation,2199,206667,1309,0,0,3976,2137,225888,1.21,75,6175,230581,201927,876,120962,311593,2078,20,1368
Gujarat,Gandhinagar Corporation,1321,158438,1637,64,64,2505,2180,241750,2.46,94,3826,224790,175323,780,94509,305679,2439,23,1377
Gujarat,Jamnagar Corporation,1367,193654,953,0,0,3139,1839,222590,1.86,84,4506,221771,194405,877,101761,314483,1112,21,1679
Gujarat,Junagadh Corporation,1048,127251,1012,0,0,1954,1655,104741,1.6,48,3002,121763,110192,905,63406,168586,1994,10,674
Gujarat,Rajkot Corporation,4644,519590,3250,0,0,11343,6846,642461,2.46,393,15987,640754,521133,813,298678,863373,5576,90,4520
Gujarat,Surat Corporation,10967,1300869,8662,1004,1004,29273,17308,1560805,1.59,640,40240,1700109,1161138,683,719493,2142181,15639,162,10331
Gujarat,Vadodara Corporation,4691,772471,4618,174,39,8287,8064,851576,2.4,311,12979,876532,747263,853,417389,1206658,7089,75,5593
Tamil Nadu,Cheyyar,1744,108806,2269,0,0,2057,2803,131527,2.6,99,3801,102971,137329,1334,26494,213839,4596,23,475
Tamil Nadu,Aranthangi,1039,94541,1049,0,0,1573,1497,99456,3.75,98,2612,89986,103980,1156,23237,170760,2081,18,465
Tamil Nadu,Kovilpatti,1013,110335,1031,1386,237,1102,1285,106068,2.13,45,2115,90125,126255,1401,33523,182880,1787,11,529
Tamil Nadu,Ranipet,1069,111196,907,0,0,2053,1757,155565,4.42,138,3122,148165,118564,800,40123,226638,2124,32,540
West Bengal,COOCHBEHAR,1617,439984,2081,1013,0,5767,3913,211284,2.65,196,7384,358579,292608,816,198251,453017,4724,53,1270
