state,district,today,Total doses til date,avgdaily,slots,paid slot,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio,fully,people,avg people,sites,avgf
Andaman & Nicobar,North and Middle Andaman,100,57675,104,7,0,10,231,34241,27.27,30,110,48011,43893,914,28549,63367,260,10,75
Andaman & Nicobar,South Andaman,268,116076,640,0,0,518,754,69199,11.96,94,786,99640,85609,859,57031,128244,1009,18,384
Andaman & Nicobar,Nicobar,15,16753,57,0,0,20,45,13070,42.86,15,35,16089,13732,854,7977,21846,85,2,16
Andhra Pradesh,Krishna,10251,1471433,13945,1707,1707,13577,10138,672928,5.72,1362,23828,1005566,1138466,1132,525164,1619197,18700,378,5382
Andhra Pradesh,Guntur,6934,1476776,11460,1022,1021,8042,9177,652657,3.3,494,14976,991474,1137699,1147,522402,1607031,14114,134,6523
Andhra Pradesh,"YSR District, Kadapa (Cuddapah)",2380,1056524,7029,103,0,2072,4710,333780,6.69,298,4452,626555,763522,1219,378547,1011757,7033,126,4705
Andhra Pradesh,Kurnool,5328,1107504,10712,467,454,2554,4828,444902,4.54,358,7882,665865,886351,1331,433419,1118987,7508,97,8031
Andhra Pradesh,Visakhapatnam,16837,1307262,9263,2810,2724,5492,6711,857034,2.66,595,22355,1055529,1108487,1050,534317,1629979,7797,151,8177
Andhra Pradesh,Anantapur,4226,1291780,11854,139,139,2734,4968,431429,4.6,320,6960,781974,940479,1203,508552,1214657,9193,122,7628
Andhra Pradesh,Chittoor,4517,1379731,21252,921,921,5951,12304,607822,3.16,331,10469,906833,1080440,1191,609892,1377661,12788,146,20767
Andhra Pradesh,East Godavari,5525,1625429,16442,2086,0,4479,3517,684271,4.26,426,10004,1039588,1269837,1221,528495,1781205,13682,132,6276
Andhra Pradesh,Prakasam,5277,1148598,9394,0,0,4597,6386,443778,4.42,436,9874,728509,863659,1186,453461,1138915,7720,142,8060
Andhra Pradesh,Sri Potti Sriramulu Nellore,12233,1159359,8316,9,0,13922,9034,443651,1.45,379,26161,744610,858076,1152,505322,1097688,12551,96,4799
Andhra Pradesh,Srikakulam,4471,1021983,13727,178,177,1831,4363,300022,7.27,458,6302,569967,751917,1319,322322,999683,12880,111,5209
Andhra Pradesh,Vizianagaram,2016,692153,2433,527,0,3063,3157,301825,5.34,271,5079,441061,552784,1253,201269,792709,4464,82,1125
Andhra Pradesh,West Godavari,8499,1359599,11515,0,0,11454,8948,550104,2.69,537,19953,825700,1083752,1313,409972,1499731,11989,266,8474
Arunachal Pradesh,Itanagar Capital Complex,88,36946,118,0,0,307,359,81412,11.39,45,395,67751,50595,747,25513,92845,257,8,219
Arunachal Pradesh,Lower Siang,82,8649,82,4,0,136,103,10248,5.5,12,218,10174,8722,857,4174,14723,127,2,58
Arunachal Pradesh,Pakke Kessang,13,5562,20,40,0,13,48,4484,15.38,4,26,5314,4728,890,2777,7269,49,4,19
Arunachal Pradesh,Changlang,130,36079,175,569,0,330,290,53216,6.52,30,460,50709,38576,761,15180,74115,319,11,145
Arunachal Pradesh,Kurung Kumey,32,5146,26,10,0,75,42,5940,12.15,13,107,5323,5660,1063,2759,8327,50,3,19
Arunachal Pradesh,Anjaw,3,5114,7,0,0,32,32,7855,42.86,15,35,7134,5834,818,2221,10748,29,2,10
Arunachal Pradesh,East Kameng,85,13463,63,0,0,64,40,11594,14.09,21,149,13237,11818,893,5326,19731,32,4,70
Arunachal Pradesh,Kamle,39,3212,29,59,0,82,28,3935,7.44,9,121,4140,3007,726,1257,5890,41,4,15
Arunachal Pradesh,Dibang Valley,0,1643,8,198,0,0,13,3369,0.0,0,0,3127,1885,603,1162,3850,12,2,8
Arunachal Pradesh,Tirap,18,12565,42,0,0,29,73,20989,6.38,3,47,19378,14168,731,4979,28575,81,3,33
Arunachal Pradesh,Kra Daadi,7,3275,24,0,0,3,36,4026,0.0,0,10,3862,3439,890,1486,5815,43,1,17
Arunachal Pradesh,West Kameng,132,25167,106,2,0,265,188,35829,13.35,53,397,34026,26954,792,12768,48228,209,13,85
Arunachal Pradesh,Lohit,109,12628,57,0,0,217,117,20574,13.5,44,326,18684,14509,777,5932,27270,113,7,60
Arunachal Pradesh,Tawang,43,14474,77,0,0,180,85,20368,7.62,17,223,18841,15989,849,8339,26503,69,4,93
Arunachal Pradesh,Lower Dibang Valley,23,15092,42,1393,0,47,70,21365,28.57,20,70,20074,16379,816,7510,28947,83,8,28
Arunachal Pradesh,Lower Subansiri,20,13881,44,0,0,44,79,17775,25.0,16,64,16932,14722,869,7313,24343,70,5,53
Arunachal Pradesh,Lepa Rada,7,7871,21,0,0,13,43,9579,0.0,0,20,9888,7559,764,4589,12861,38,2,26
Arunachal Pradesh,Upper Siang,40,11922,59,0,0,103,63,11135,4.9,7,143,12299,10756,875,5953,17104,56,2,65
Arunachal Pradesh,Shi Yomi,9,3949,25,0,0,23,31,4584,56.25,18,32,4351,4182,961,2074,6459,33,2,23
Arunachal Pradesh,Namsai,117,28718,114,0,0,150,164,39271,12.36,33,267,36712,31274,852,11229,56760,187,8,90
Arunachal Pradesh,Siang,21,8701,47,2,0,22,40,8929,62.79,27,43,9297,8330,896,3965,13665,53,4,34
Arunachal Pradesh,West Siang,52,20684,69,104,0,82,69,22602,11.94,16,134,23129,20152,871,11541,31745,45,7,92
Arunachal Pradesh,Papum Pare,87,13784,31,1,0,262,168,22232,8.88,31,349,21866,14145,647,8830,27186,91,6,108
Arunachal Pradesh,Longding,9,8233,32,2,0,48,74,11805,22.81,13,57,12645,7393,585,2988,17050,79,3,27
Arunachal Pradesh,Upper Subansiri,58,16517,79,98,0,179,153,11962,9.7,23,237,14900,13574,911,6232,22247,172,3,60
Arunachal Pradesh,East Siang,42,27722,54,54,0,85,88,38364,25.98,33,127,34357,31719,923,15098,50988,47,10,95
Assam,Dibrugarh,6112,294734,3240,5,0,10959,4832,306668,2.63,449,17071,313954,287374,915,119384,482018,6157,115,1914
Assam,Sivasagar,2637,178043,2111,4,0,4659,3413,181889,1.56,114,7296,188703,171175,907,57666,302266,4951,37,573
Assam,Tinsukia,3511,208290,2673,182,0,3608,3971,205384,2.54,181,7119,216658,196944,909,68445,345229,5547,41,1097
Assam,Baksa,3088,113974,2308,41,0,6173,4043,124044,2.9,269,9261,128349,109623,854,38323,199695,5641,58,709
Assam,Barpeta,3319,295986,2852,0,0,7886,7089,231041,2.1,235,11205,279279,247680,887,123024,404003,9603,68,337
Assam,Darrang,1739,146609,1951,1,0,2233,2745,130819,2.47,98,3972,148897,128494,863,49276,228152,3919,21,777
Assam,Kamrup Metropolitan,4733,541070,4675,47,47,7622,5438,683422,3.44,425,12355,685102,539173,787,251559,972933,6398,113,3715
Assam,Kamrup Rural,5625,362526,4405,333,205,10521,7419,268288,2.94,474,16146,331463,299256,903,122983,507831,9918,109,1907
Assam,Karbi-Anglong,439,79625,840,8,0,1092,1805,86845,6.47,99,1531,92513,73937,799,34009,132461,2285,19,360
Assam,Nalbari,3369,135247,2426,0,0,5847,4159,115792,1.24,114,9216,132371,118635,896,44332,206707,5853,44,731
Assam,Golaghat,5827,218931,3514,0,0,13067,7570,280958,0.24,46,18894,265087,234728,885,64360,435529,10287,68,797
Assam,Jorhat,2659,249758,4162,15,14,4710,6557,248182,2.18,161,7369,259553,238311,918,86171,411769,9489,40,1230
Assam,Morigaon,2708,166003,2144,24,0,5469,3874,178112,2.97,243,8177,177146,166935,942,44060,300055,5460,57,558
Assam,Nagaon,4098,320865,3838,0,0,8147,5088,319650,1.59,195,12245,333497,306937,920,112889,527626,6820,46,2106
Assam,Bongaigaon,1662,131787,1833,1,0,2838,3193,134566,2.89,130,4500,137894,128422,931,49329,217024,4442,29,583
Assam,Chirang,1456,70250,933,339,0,3108,1751,85847,3.61,165,4565,87813,68265,777,28928,127169,2352,30,333
Assam,Dhubri,3024,176818,2909,0,0,5987,4706,167996,1.31,118,9012,188894,155875,825,68293,276521,6495,52,1120
Assam,Goalpara,3349,130878,2257,0,0,6503,3991,157659,2.72,268,9852,150952,137504,911,46291,242246,5486,69,762
Assam,Kokrajhar,2520,114793,2464,38,0,4514,4284,131945,2.22,156,7034,137529,109180,794,44324,202414,5855,41,892
Assam,Dhemaji,2309,133297,1552,439,0,5125,3061,149674,2.64,196,7434,143439,139481,972,46990,235981,3911,36,701
Assam,Lakhimpur,5148,208901,3128,117,96,8249,5209,228968,0.84,113,13397,227555,210260,924,63106,374763,7487,69,849
Assam,Sonitpur,2640,274751,2081,10,0,6906,5295,343596,3.29,314,9546,318158,300105,943,105217,513130,7084,77,290
Assam,Udalguri,2768,103132,1890,0,0,5947,4038,111922,2.81,245,8715,114427,100596,879,38772,176282,5334,59,594
Assam,Cachar,3099,254062,2690,7,7,3886,3222,263326,1.79,125,6985,279399,237931,852,88088,429300,4605,32,1307
Assam,Dima Hasao,301,43898,264,257,0,294,341,54696,14.29,85,595,57486,41075,715,19505,79089,446,15,159
Assam,Hailakandi,2197,114556,1567,155,0,4601,3037,122462,1.35,92,6798,128101,108890,850,39238,197780,4088,36,516
Assam,Karimganj,2925,141722,1850,14,0,5317,3014,147415,3.13,258,8242,162639,126460,778,51959,237178,4126,61,738
Bihar,Madhepura,6549,230740,3554,124623,0,11061,5069,189711,2.61,460,17610,217398,202967,934,60463,359988,7364,141,1259
Bihar,Saharsa,4270,243790,1927,0,0,7102,2912,200158,2.0,228,11372,227966,215877,947,66849,377099,3990,113,849
Bihar,Supaul,3905,265754,2313,5,0,6303,2883,206038,1.49,152,10208,247439,224265,906,65542,406250,4140,35,1055
Bihar,Purnia,4112,445791,3624,0,0,6743,6656,411525,2.26,245,10855,446624,410475,919,132494,724822,7992,96,2288
Bihar,Araria,4717,312243,3740,27367,0,7523,4947,258966,1.75,214,12256,293954,277113,943,88339,482870,7353,56,1334
Bihar,Katihar,7582,293780,3356,0,0,15574,6632,343395,1.31,304,23156,333945,303129,908,78742,558433,8877,98,1111
Bihar,Kishanganj,3987,163446,1322,0,0,7917,2267,176070,3.83,456,11904,185380,154088,831,44263,295253,3183,163,405
Bihar,Aurangabad,3932,255601,2733,1085,0,8133,5317,284219,1.52,184,12066,296197,243462,822,62736,477084,7007,40,1043
Bihar,Arwal,3530,102024,1519,0,0,6201,2482,111782,1.12,109,9731,110923,102836,927,26039,187767,3755,55,246
Bihar,Gaya,6664,500499,3465,1234,0,14024,7034,542094,0.88,182,20688,560363,482028,860,178677,863916,9142,55,1357
Bihar,Kaimur,1751,182695,2171,0,0,3349,3658,165225,1.18,60,5100,193090,154764,802,40532,307388,5337,15,492
Bihar,Rohtas,9094,350149,3596,1495,0,17178,6842,352974,1.4,368,26272,396301,306695,774,93824,609299,8990,121,1447
Bihar,Bhagalpur,9000,462498,3617,0,0,19096,6332,498852,1.05,294,28096,512868,448334,874,152607,808743,7819,183,2129
Bihar,Banka,3084,249761,1634,1345,0,5678,3045,238171,1.57,138,8762,255920,231918,906,68255,419677,3654,79,1025
Bihar,Lakhisarai,3475,111037,1796,0,0,5396,2638,114729,1.12,99,8871,116601,109128,936,30003,195763,3813,46,621
Bihar,Munger,5748,196069,1829,18,0,10268,3332,207606,0.65,104,16016,219174,184409,841,57481,346194,4345,137,816
Bihar,Muzaffarpur,13381,545004,5411,0,0,20497,8694,590425,1.69,572,33878,617351,517887,839,172680,962749,11769,179,2335
Bihar,Sheohar,1636,116155,955,0,0,2290,1124,70808,2.9,114,3926,93470,93460,1000,34120,152843,1643,60,435
Bihar,Sitamarhi,11464,378833,6031,0,0,14654,7043,294639,1.81,472,26118,343618,329772,960,98994,574478,11285,117,1789
Bihar,Vaishali,7035,413799,3791,827,0,11705,6092,336780,2.0,375,18735,401623,348793,868,111646,638933,8357,117,1525
Bihar,Nalanda,5074,465509,3472,1288,0,7913,4331,380575,2.33,303,12987,440230,405700,922,150444,695640,5921,124,1882
Bihar,Jehanabad,4988,153708,2262,3,0,8138,2914,148944,2.09,274,13126,157282,145296,924,48056,254596,4486,120,690
Bihar,Nawada,8216,255765,3381,8125,0,13747,5859,229605,2.67,587,21963,256680,228603,891,75148,410222,7840,226,1399
Bihar,Sheikhpura,1750,89663,1322,392,0,2891,2230,83741,1.06,49,4641,91056,82328,904,26180,147224,3046,47,506
Bihar,Darbhanga,12505,551156,5348,0,0,20667,9018,476959,1.52,503,33187,526768,501197,951,163762,864353,12165,184,2200
Bihar,Madhubani,12941,531239,5810,0,0,20688,9465,458740,1.31,441,33629,495390,494429,998,164302,825677,10494,152,4781
Bihar,Samastipur,15493,478999,5752,0,0,30773,10762,444554,0.97,448,46122,481415,441967,918,148920,774633,13817,213,2697
Bihar,Patna,13210,1326978,11297,668,425,32119,24387,1608524,1.02,461,45329,1642391,1292509,787,734022,2201480,25629,185,10055
