state,district,slots,today,Total doses til date,avgdaily,slots 18-44,paid slot,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio,fully
Andaman & Nicobar,North and Middle Andaman,0,0,28755,3,0,0,0,186,5904,0.0,0,0,18336,16322,890,3292
Andaman & Nicobar,South Andaman,0,0,55863,56,0,0,0,368,20764,0.0,0,0,41538,35085,845,10307
Andaman & Nicobar,Nicobar,0,0,7670,1,0,0,0,170,2242,0.0,0,0,5318,4594,864,1907
Andhra Pradesh,Krishna,39694,91588,825976,13419,0,0,47190,8422,255422,0.81,1125,138835,515518,565993,1098,267926
Andhra Pradesh,Guntur,23771,73351,766010,15070,0,0,32614,7857,225959,0.6,635,105965,483787,508282,1051,246907
Andhra Pradesh,"YSR District, Kadapa (Cuddapah)",44197,39574,581413,7805,1148,0,37093,8501,119234,0.73,557,76743,317262,383349,1208,190339
Andhra Pradesh,Kurnool,689,40502,569366,6984,89,0,37722,7840,165657,0.74,585,78655,316667,418350,1321,183468
Andhra Pradesh,Visakhapatnam,48507,67898,739940,13064,705,705,43433,14210,376810,0.35,393,111557,552240,564779,1023,243961
Andhra Pradesh,Anantapur,17141,42606,642053,7701,0,0,41454,7572,144447,0.69,576,84084,367876,418326,1137,209640
Andhra Pradesh,Chittoor,37976,56897,724574,9749,1438,448,42834,8645,200531,0.6,602,99738,419539,505604,1205,249013
Andhra Pradesh,East Godavari,31377,87773,835484,14054,13891,0,66328,16203,281982,1.29,1986,154224,514017,603479,1174,258891
Andhra Pradesh,Prakasam,67013,63489,615712,8803,6078,0,34306,5393,146360,0.4,389,98061,348969,413055,1184,201778
Andhra Pradesh,Sri Potti Sriramulu Nellore,12433,42985,582992,6985,160,159,30927,6219,152927,0.48,379,78761,342726,393207,1147,211439
Andhra Pradesh,Srikakulam,4919,59007,560097,12849,0,0,29491,7617,129137,1.54,1362,88498,297292,391931,1318,139564
Andhra Pradesh,Vizianagaram,31282,31728,423036,7193,266,0,27213,6919,131467,0.63,374,59006,242738,311748,1284,113468
Andhra Pradesh,West Godavari,124531,98263,758969,17137,0,0,62464,12371,188197,0.32,518,160822,409518,537724,1313,219254
Arunachal Pradesh,Itanagar Capital Complex,16,25,19464,79,13,0,799,1056,46077,3.16,26,824,37126,28415,765,7709
Arunachal Pradesh,Lower Siang,0,0,4075,16,0,0,0,133,3278,0.0,0,0,3916,3437,878,1107
Arunachal Pradesh,Pakke Kessang,200,9,3106,8,320,0,58,29,1779,6.06,4,66,2549,2333,915,1415
Arunachal Pradesh,Changlang,0,0,20429,433,0,0,0,2583,29942,0.0,0,0,28269,22105,782,4683
