state,district,today,Total doses til date,avgdaily,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio,fully,people,avg people,sites,avgf,dcon
Andaman & Nicobar,North and Middle Andaman,34,62402,46,337,295,89005,10.51,39,371,78797,72587,921,72082,79325,11,10,330,76291
Andaman & Nicobar,South Andaman,205,138397,301,1067,1024,220603,6.13,78,1272,193140,165795,858,166487,192513,96,16,1229,170839
Andaman & Nicobar,Nicobar,0,21924,17,0,38,28753,0.0,0,0,27517,23156,842,25212,25465,2,0,53,22373
Andhra Pradesh,Krishna,15488,2928376,12432,37934,26056,2862984,1.73,924,53476,2753594,3036682,1103,2507779,3283581,24083,254,14405,2122796
Andhra Pradesh,Guntur,6634,2886210,5490,24629,18540,3094216,6.8,2126,31274,2803593,3175924,1133,2302595,3677831,11297,1084,12733,2145298
Andhra Pradesh,"YSR District, Kadapa (Cuddapah)",12313,1877845,5274,26888,12548,1635464,1.14,446,39254,1636798,1875870,1146,1508567,2004742,11859,127,5963,1313071
Andhra Pradesh,Kurnool,5739,2048234,3678,27274,17264,2600532,1.35,447,33013,2143835,2504205,1168,1763441,2885325,7019,120,13923,1628276
Andhra Pradesh,Visakhapatnam,6663,2456661,4679,18070,13616,2887750,2.37,586,24734,2601107,2742510,1054,2241090,3103321,3991,158,14303,2450195
Andhra Pradesh,Anantapur,10575,2503069,9225,32241,26748,2566938,1.29,553,42817,2371119,2696104,1137,2105410,2964597,17849,145,18124,1799008
Andhra Pradesh,Chittoor,7892,2696712,6269,24584,15833,2654921,1.83,596,32504,2525892,2824895,1118,2365906,2985727,10330,155,11771,1994996
Andhra Pradesh,East Godavari,5381,3278077,5291,16215,14957,2890302,3.95,854,21596,2917784,3249594,1114,2535908,3632471,4795,231,15452,2354408
Andhra Pradesh,Prakasam,1342,2229794,3072,4188,8539,2207461,7.05,390,5530,2096899,2339677,1116,1851905,2585350,6137,159,5474,1502994
Andhra Pradesh,Sri Potti Sriramulu Nellore,2122,1966781,1723,6546,5649,1978821,3.25,282,8668,1882447,2062421,1096,1677173,2268429,1924,93,5448,1462453
Andhra Pradesh,Srikakulam,7579,1741258,5542,12923,10237,1219600,3.21,658,20502,1329878,1630642,1226,1201912,1758946,10781,147,4998,1269463
Andhra Pradesh,Vizianagaram,13700,1521592,10968,21943,18403,1400984,1.34,477,35643,1362930,1559163,1144,1237652,1684924,25860,108,3511,1139065
