state,district,today,Total doses til date,avgdaily,slots,paid slot,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio,fully,people,avg people,sites
Andaman & Nicobar,North and Middle Andaman,1824,47434,1915,1,0,1240,181,18646,1.5,46,3064,34449,31623,918,19390,46690,207,10
Andaman & Nicobar,South Andaman,2014,84525,2382,2,0,617,601,49893,3.38,89,2631,73164,61241,837,31206,103212,687,19
Andaman & Nicobar,Nicobar,232,13296,351,2,0,1,50,8669,7.3,17,233,11633,10331,888,5842,16123,62,3
Andhra Pradesh,Krishna,3877,1167365,3494,313,313,4701,3449,459477,6.2,532,8578,754154,872444,1157,347889,1278953,4190,171
Andhra Pradesh,Guntur,2667,1118841,3229,69,69,3698,4274,423782,2.59,165,6365,731101,811356,1110,306497,1236126,5724,67
Andhra Pradesh,"YSR District, Kadapa (Cuddapah)",242,851379,1306,10,0,132,620,226642,6.95,26,374,481556,596287,1238,235035,842986,879,21
Andhra Pradesh,Kurnool,10701,821845,1735,196,189,4973,969,281882,2.02,316,15674,473202,630395,1332,221805,881922,1308,79
Andhra Pradesh,Visakhapatnam,1495,1060580,2514,2262,2256,3464,3412,616110,4.05,201,4959,827935,848545,1025,318278,1358412,3191,66
Andhra Pradesh,Anantapur,909,931247,1383,0,0,1504,1486,275423,8.99,217,2413,542667,663434,1223,254519,952151,2729,82
Andhra Pradesh,Chittoor,306,1026446,498,845,830,1748,1335,369762,3.21,66,2054,636545,759476,1193,294607,1101601,1475,22
Andhra Pradesh,East Godavari,39745,1185296,8639,3,0,7797,2747,498915,1.43,678,47542,749326,934685,1247,335439,1348772,5698,175
Andhra Pradesh,Prakasam,2744,917566,3070,441,0,2752,2071,250723,2.62,144,5496,531568,636571,1198,241804,926485,3410,55
Andhra Pradesh,Sri Potti Sriramulu Nellore,40313,905212,6668,0,0,8697,3009,282082,0.9,440,49020,548512,638552,1164,319489,867805,4363,97
Andhra Pradesh,Srikakulam,1118,785617,3333,6,0,810,1105,221428,7.37,142,1928,433795,573162,1321,196415,810630,1704,28
Andhra Pradesh,Vizianagaram,314,594958,1000,57,44,518,992,219484,8.17,68,832,358514,455825,1271,138468,675974,1346,32
Andhra Pradesh,West Godavari,29586,1134881,6433,12333,0,17614,2984,316620,1.25,589,47201,624847,826466,1323,261826,1189675,6644,135
Arunachal Pradesh,Itanagar Capital Complex,490,28753,403,143,0,851,635,63835,2.91,39,1341,52879,39698,751,12004,80584,596,8
Arunachal Pradesh,Lower Siang,97,5639,87,15,0,134,186,7281,3.9,9,231,6979,5941,851,1705,11215,205,2
Arunachal Pradesh,Pakke Kessang,51,4494,29,14,0,44,67,3128,5.26,5,95,3998,3621,906,1703,5919,71,1
Arunachal Pradesh,Changlang,172,28753,666,798,0,253,850,43772,8.24,35,425,41144,31375,763,8778,63747,1002,13
Arunachal Pradesh,Kurung Kumey,22,4475,60,0,0,27,66,4591,2.04,1,49,4318,4646,1076,2215,6851,109,1
Arunachal Pradesh,Anjaw,40,4477,19,0,0,33,112,6619,23.29,17,73,6072,5023,827,1557,9539,116,3
Arunachal Pradesh,East Kameng,162,10932,143,0,0,46,122,8526,10.58,22,208,10318,9137,886,2850,16608,139,5
Arunachal Pradesh,Kamle,111,2366,43,39,0,114,58,2709,2.22,5,225,3005,2070,689,741,4334,74,5
Arunachal Pradesh,Dibang Valley,0,1414,4,197,0,0,32,2881,0.0,0,0,2637,1658,629,1013,3282,28,2
Arunachal Pradesh,Tirap,101,10362,195,0,0,480,612,17249,3.27,19,581,16040,11565,721,3285,24326,739,6
Arunachal Pradesh,Kra Daadi,2,2593,25,0,0,8,34,3329,0.0,0,10,3136,2786,888,864,5058,45,2
Arunachal Pradesh,West Kameng,324,20901,297,2,0,462,514,27928,4.33,34,786,27242,21574,792,9265,39564,547,10
Arunachal Pradesh,Lohit,108,9615,146,0,0,204,400,16003,2.56,8,312,14481,11127,768,3238,22380,430,2
Arunachal Pradesh,Tawang,6,11968,98,0,0,65,136,18463,12.68,9,71,16487,13934,845,5579,24852,143,1
Arunachal Pradesh,Lower Dibang Valley,111,12371,208,473,0,145,292,17678,1.56,4,256,16441,13604,827,4755,25294,297,8
Arunachal Pradesh,Lower Subansiri,108,11525,116,0,0,302,268,14013,4.88,20,410,13409,12127,904,4986,20552,294,9
Arunachal Pradesh,Lepa Rada,62,6758,126,0,0,140,141,8057,3.96,8,202,8209,6604,804,3413,11402,144,3
Arunachal Pradesh,Upper Siang,100,9732,123,0,0,147,150,8156,1.21,3,247,9386,8501,906,3818,14070,169,3
Arunachal Pradesh,Shi Yomi,95,3417,18,0,0,69,38,3977,9.76,16,164,3718,3676,989,1571,5823,40,3
Arunachal Pradesh,Namsai,339,22767,221,0,0,528,684,33858,6.11,53,867,30677,25945,846,5985,50640,767,14
Arunachal Pradesh,Siang,152,7381,70,1,0,211,162,6873,1.93,7,363,7428,6824,919,2968,11286,174,4
Arunachal Pradesh,West Siang,215,16918,227,0,0,274,239,19088,0.2,1,489,19051,16951,890,7358,28648,237,3
Arunachal Pradesh,Papum Pare,82,11875,104,0,0,224,189,18370,4.58,14,306,18328,11912,650,5807,24438,199,4
Arunachal Pradesh,Longding,68,6885,112,3,0,114,297,9172,9.89,18,182,10171,5886,579,1856,14201,395,6
Arunachal Pradesh,Upper Subansiri,101,13311,88,7,0,86,176,7734,12.3,23,187,10990,10052,915,3553,17492,214,5
Arunachal Pradesh,East Siang,246,24380,296,80,0,792,729,34148,5.97,62,1038,30191,28328,938,10790,47738,768,12
Assam,Dibrugarh,2413,223601,1355,0,0,2006,1066,216174,3.87,171,4419,231956,207765,896,74718,365057,1392,41
Assam,Sivasagar,2087,119069,545,0,0,3399,920,87332,2.26,124,5486,111597,94784,849,36334,170067,1198,27
Assam,Tinsukia,43,157739,433,0,0,83,658,150389,11.11,14,126,163810,144277,881,36264,271864,865,2
Assam,Baksa,1404,80726,229,32,0,3160,484,69400,2.06,94,4566,82380,67719,822,24195,125931,617,25
Assam,Barpeta,191,254913,518,0,0,51,614,128282,28.1,68,242,201094,182048,905,118131,265064,748,52
Assam,Darrang,594,110954,200,0,0,901,269,84213,1.67,25,1495,106431,88710,833,31656,163511,361,9
Assam,Kamrup Metropolitan,4096,411468,1787,142,142,5535,2340,553072,2.59,249,9631,543355,421013,775,153449,811091,2849,73
Assam,Kamrup Rural,1406,265634,436,45,0,923,535,136368,6.05,141,2329,217039,184909,852,67117,334885,679,30
Assam,Karbi-Anglong,703,60275,166,9,0,771,132,54454,6.51,96,1474,65018,49699,764,22464,92265,154,19
Assam,Nalbari,1187,95269,530,0,0,1262,766,69760,3.72,91,2449,90284,74723,828,23091,141938,1089,20
Assam,Golaghat,1255,133607,757,0,0,3200,1794,111860,0.56,25,4455,132946,112491,846,37006,208461,2403,26
Assam,Jorhat,3143,159957,894,0,0,5948,1631,121374,2.52,229,9091,151934,129359,851,50834,230497,2257,60
Assam,Morigaon,2491,113690,754,23,0,5757,1661,80929,2.21,182,8248,99269,95332,960,28155,166464,2216,52
Assam,Nagaon,1175,230319,1330,0,0,1720,2365,195830,1.21,35,2895,219437,206654,942,65736,360413,3247,13
Assam,Bongaigaon,850,98235,250,0,0,1859,534,87487,1.88,51,2709,96847,88851,917,33234,152488,699,11
Assam,Chirang,535,51724,117,285,0,1528,305,53065,2.28,47,2063,60929,43847,720,20213,84576,365,12
Assam,Dhubri,684,131139,601,0,0,997,1185,111468,2.32,39,1681,132728,109840,828,42107,200500,1621,13
Assam,Goalpara,776,91080,267,0,0,1396,482,95107,2.67,58,2172,98365,87748,892,28994,157193,698,14
Assam,Kokrajhar,1024,79114,232,26,0,2125,478,83116,3.21,101,3149,93296,68914,739,25017,137213,605,26
Assam,Dhemaji,966,98185,166,0,0,2388,422,90794,1.97,66,3354,97123,91820,945,27146,161833,538,15
Assam,Lakhimpur,2101,132662,359,15,0,5496,963,102218,0.96,73,7597,124038,110811,893,35696,199184,1253,45
Assam,Sonitpur,2908,212205,888,0,0,8266,2309,189220,2.65,296,11174,207644,193732,933,97485,303940,2939,70
Assam,Udalguri,1373,73016,200,0,0,2309,332,70535,2.12,78,3682,77121,66406,861,20820,122731,417,37
Assam,Cachar,1153,202559,705,0,0,1431,979,208680,2.94,76,2584,222707,188492,846,57973,353266,1330,19
Assam,Dima Hasao,204,34707,166,92,0,516,331,42613,6.94,50,720,45241,32057,709,13538,63782,424,12
Assam,Hailakandi,759,86460,351,398,0,1477,740,80053,1.97,44,2236,91359,75134,822,25706,140807,1016,16
Assam,Karimganj,424,109501,267,148,0,1085,552,99930,2.72,41,1509,117512,91895,782,34876,174555,708,9
Bihar,Madhepura,938,173271,975,3382,0,1041,1307,111368,3.08,61,1979,152906,131668,861,36377,248262,1746,24
