state,district,today,Total doses til date,avgdaily,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio,fully,people,avg people,sites,avgf,dcon
Andaman & Nicobar,North and Middle Andaman,0,61455,11,0,317,79307,0.0,0,0,73103,67640,925,61777,78985,6,0,322,68043
Andaman & Nicobar,South Andaman,0,133113,81,0,963,184176,0.0,0,0,170291,146944,863,127233,190056,56,0,987,142805
Andaman & Nicobar,Nicobar,0,19895,10,0,42,26172,0.0,0,0,24927,21136,848,20656,25411,2,0,49,22081
Andhra Pradesh,Krishna,1,2677034,9351,14,15440,2383031,100.0,15,15,2381865,2677264,1124,2045861,3014204,6086,7,18704,1758850
Andhra Pradesh,Guntur,24,2752216,6556,78,14927,2730051,27.45,28,102,2557408,2924030,1143,1976705,3505562,9349,133,12133,1758913
Andhra Pradesh,"YSR District, Kadapa (Cuddapah)",378,1798186,3248,1091,7813,1431987,7.56,111,1469,1490893,1738712,1166,1374509,1855664,4519,122,6542,1043453
Andhra Pradesh,Kurnool,0,1887392,4165,1,9144,2168951,900.0,9,1,1848831,2206893,1194,1352222,2704121,4480,2,8829,1244590
Andhra Pradesh,Visakhapatnam,354,2348165,3398,828,7993,2595966,15.91,188,1182,2400617,2542789,1059,1920526,3023605,3453,140,7938,1882904
Andhra Pradesh,Anantapur,0,2314852,4889,0,10604,2095155,0.0,0,0,2040080,2367508,1160,1684934,2725073,4999,0,10494,1386893
Andhra Pradesh,Chittoor,3,2527469,9828,10,10130,2253096,130.77,17,13,2230830,2548966,1143,1918245,2862320,4190,151,15767,1565758
Andhra Pradesh,East Godavari,4,3108300,10634,23,8584,2549026,48.15,13,27,2647398,3009016,1137,2107093,3550233,2573,5,16645,1927587
Andhra Pradesh,Prakasam,2446,2091839,6158,4769,13202,1885884,2.6,188,7222,1865466,2111660,1132,1591653,2386070,9291,156,10068,1235949
Andhra Pradesh,Sri Potti Sriramulu Nellore,1060,1900899,5087,3387,12877,1771491,3.89,173,4447,1738463,1933244,1112,1477442,2194948,7364,93,10600,1158525
Andhra Pradesh,Srikakulam,0,1628592,4073,0,2643,1023397,0.0,0,0,1177086,1474616,1253,1015001,1636988,963,0,5752,1028570
Andhra Pradesh,Vizianagaram,0,1368511,6809,0,8806,1130384,0.0,0,0,1145469,1353035,1181,1062098,1436797,6187,1,9428,921497
Andhra Pradesh,West Godavari,377,2383070,4660,895,10286,2025674,8.49,108,1272,2033874,2374254,1167,1862741,2546003,2955,262,11990,1642936
Arunachal Pradesh,Itanagar Capital Complex,0,43287,45,0,501,147129,0.0,0,0,108665,81731,752,80634,109782,81,0,464,95084
Arunachal Pradesh,Lower Siang,0,9822,5,0,20,16914,0.0,0,0,14327,12408,866,10138,16598,5,0,21,15692
Arunachal Pradesh,Pakke Kessang,58,6352,13,92,32,6961,6.67,10,150,6993,6313,903,5294,8019,2,4,42,7668
Arunachal Pradesh,Changlang,14,49000,142,40,529,99917,11.11,6,54,82447,66451,806,59000,89917,151,1,519,75591
Arunachal Pradesh,Kurung Kumey,0,6202,9,0,38,8849,0.0,0,0,7395,7550,1021,5885,9166,6,0,40,8574
Arunachal Pradesh,Anjaw,0,6831,3,0,18,12969,0.0,0,0,10987,8811,802,8082,11718,3,0,17,10935
Arunachal Pradesh,East Kameng,0,17947,16,0,62,21173,0.0,0,0,20587,18527,900,16111,23009,11,0,66,20529
Arunachal Pradesh,Kamle,0,4246,9,0,21,6778,0.0,0,0,6274,4750,757,4063,6961,2,0,27,6200
Arunachal Pradesh,Dibang Valley,0,1959,0,0,0,4800,0.0,0,0,4310,2449,568,2603,4156,0,0,0,3915
Arunachal Pradesh,Tirap,24,17690,25,58,92,35898,21.95,18,82,29966,23610,788,21988,31600,5,3,112,29033
Arunachal Pradesh,Kra Daadi,0,3964,1,0,4,5621,0.0,0,0,5112,4473,875,3304,6281,1,0,4,5837
Arunachal Pradesh,West Kameng,11,29625,24,41,150,67623,34.62,18,52,53856,43358,805,41324,55924,31,2,143,50178
Arunachal Pradesh,Lohit,0,15901,10,0,91,37928,0.0,0,0,29368,24448,832,22616,31213,13,0,87,27886
Arunachal Pradesh,Tawang,0,16267,7,0,51,36974,0.0,0,0,29052,24171,832,23655,29586,5,0,52,27681
Arunachal Pradesh,Lower Dibang Valley,0,18499,13,5,67,36788,100.0,5,5,30250,25031,827,22524,32763,18,1,62,29771
Arunachal Pradesh,Lower Subansiri,1,15911,9,19,88,30508,0.0,0,20,25374,21043,829,19358,27061,21,1,75,24814
Arunachal Pradesh,Lepa Rada,0,8432,6,0,32,15338,0.0,0,0,13511,10255,759,10424,13346,3,1,35,12956
Arunachal Pradesh,Upper Siang,44,13767,24,23,82,19244,4.48,3,67,17704,15305,864,14343,18668,11,1,96,17475
Arunachal Pradesh,Shi Yomi,0,4571,1,0,16,8123,0.0,0,0,6597,6097,924,5773,6921,2,1,15,6720
Arunachal Pradesh,Namsai,0,38261,39,0,199,74047,0.0,0,0,60165,52139,867,48651,63657,17,0,221,57846
Arunachal Pradesh,Siang,0,9917,10,0,25,13806,0.0,0,0,12492,11223,898,9289,14434,4,0,31,13879
Arunachal Pradesh,West Siang,0,22345,6,0,56,39726,0.0,0,0,33099,28965,875,28262,33809,5,0,56,32651
Arunachal Pradesh,Papum Pare,0,16717,12,0,90,38828,0.0,0,0,32792,22743,694,23477,32068,16,0,85,28262
Arunachal Pradesh,Longding,0,10350,27,0,65,17378,0.0,0,0,17001,10727,631,8352,19376,17,1,75,17969
Arunachal Pradesh,Upper Subansiri,0,21167,25,0,61,20665,0.0,0,0,21995,19831,902,16939,24893,7,0,78,23117
Arunachal Pradesh,East Siang,0,30938,31,0,215,64225,0.0,0,0,49180,45964,935,40958,54205,29,0,217,51321
Assam,Dibrugarh,1422,509103,1369,4146,3593,871071,6.32,352,5568,689679,690321,1001,461550,918624,569,83,4392,570943
Assam,Sivasagar,85,294137,736,338,1665,425542,4.02,17,423,362863,356705,983,239802,479877,132,11,2268,350843
Assam,Tinsukia,4,406441,970,13,2430,698583,17.65,3,17,551928,552903,1002,294894,810130,2153,1,1246,402409
Assam,Baksa,75,258244,631,229,1659,448328,25.0,76,304,353448,352984,999,150951,555621,236,40,2053,271137
Assam,Barpeta,321,616684,1913,860,4276,969687,18.54,219,1181,787106,799057,1015,486180,1100191,735,221,5453,512589
Assam,Darrang,66,321217,1249,180,2740,487209,13.82,34,246,404942,403376,996,202320,606106,1332,8,2656,287841
Assam,Kamrup Metropolitan,475,766268,868,1578,2887,1382157,3.75,77,2053,1197435,950596,794,898768,1249657,488,24,3267,1025379
Assam,Kamrup Rural,190,636661,1386,562,3796,888330,10.37,78,752,773308,751478,972,441302,1083689,657,13,4524,616705
Assam,Karbi-Anglong,21,140172,622,77,1770,263972,12.24,12,98,208221,195864,941,112387,291757,1022,59,1369,151082
Assam,Nalbari,353,274786,1123,905,2528,402242,5.72,72,1258,335580,341367,1017,188993,488035,708,22,2943,266558
Assam,Golaghat,89,378785,845,327,2195,660802,3.37,14,416,526124,513277,976,325998,713589,289,9,2750,497105
Assam,Jorhat,656,401300,1528,1571,3320,579621,5.07,113,2227,490205,490567,1001,329108,651813,364,38,4483,511752
