state,district,today,Total doses til date,avgdaily,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio,fully,people,avg people,sites,avgf,dcon
Andaman & Nicobar,North and Middle Andaman,0,61037,21,0,507,69457,0.0,0,0,68009,62467,919,51743,78751,14,0,513,57135
Andaman & Nicobar,South Andaman,0,130392,116,0,476,163080,0.0,0,0,157848,135575,859,105218,188254,111,0,481,115661
Andaman & Nicobar,Nicobar,0,19122,33,0,129,24040,0.0,0,0,23334,19825,850,17845,25317,3,0,159,20485
Andhra Pradesh,Krishna,2188,2341563,11018,3402,17374,1906346,7.32,409,5591,1990048,2257100,1134,1503675,2744234,12335,177,16057,1405999
Andhra Pradesh,Guntur,6455,2449689,13013,9035,21176,1995832,2.13,330,15490,2059136,2385696,1159,1556283,2889238,15986,141,18202,1400795
Andhra Pradesh,"YSR District, Kadapa (Cuddapah)",0,1673072,6665,0,13318,1147999,0.0,0,0,1286390,1534199,1193,1158069,1663002,7549,1,12434,930935
Andhra Pradesh,Kurnool,2,1764968,4077,10,19065,1681640,66.67,8,12,1553763,1892323,1218,1132221,2314387,16134,1,7007,1006480
Andhra Pradesh,Visakhapatnam,1089,2137777,8775,1318,13041,2215711,8.43,203,2407,2121186,2231671,1052,1500980,2852508,5657,145,16158,1477541
Andhra Pradesh,Anantapur,642,2104370,6314,1853,16657,1671413,9.02,225,2495,1732468,2041229,1178,1341989,2433794,13578,81,9393,1067671
Andhra Pradesh,Chittoor,6,2282402,12893,26,26737,1858678,56.25,18,32,1925614,2214817,1150,1541472,2599608,20268,3,19362,1210148
Andhra Pradesh,East Godavari,8,2708152,14819,20,16079,2216928,78.57,22,28,2300794,2623490,1140,1532450,3392630,7094,5,23804,1505510
Andhra Pradesh,Prakasam,1153,1887703,6493,2718,14358,1413977,4.23,164,3876,1530913,1770288,1156,1297062,2004618,11346,127,9504,1042677
Andhra Pradesh,Sri Potti Sriramulu Nellore,839,1705900,6910,2039,14625,1354770,6.67,192,2878,1434392,1625706,1133,1170152,1890518,12129,93,9406,942598
Andhra Pradesh,Srikakulam,0,1475812,2807,0,3760,908137,0.0,0,0,1057966,1325729,1253,806442,1577507,2642,0,3924,872529
Andhra Pradesh,Vizianagaram,0,1187342,4790,0,5990,852899,0.0,0,0,924401,1115520,1207,738186,1302055,2663,0,8115,735573
