state,district,slots,today,Total doses til date
Uttar Pradesh,Moradabad,0,1261,140696
Uttar Pradesh,Muzaffarnagar,0,617,150327
Uttar Pradesh,Pilibhit,0,831,151008
Uttar Pradesh,Raebareli,24,406,113202
Uttar Pradesh,Pratapgarh,160,821,132693
Uttar Pradesh,Rampur,0,858,95803
Uttar Pradesh,Saharanpur,0,2984,204510
Uttar Pradesh,Sambhal,0,486,83798
Uttar Pradesh,Sant Kabir Nagar,179,1391,74137
Uttar Pradesh,Bhadohi,73,919,95035
Uttar Pradesh,Shahjahanpur,0,1506,148586
Uttar Pradesh,Shamli,0,1214,78905
Uttar Pradesh,Shravasti,0,555,50996
Uttar Pradesh,Siddharthnagar,2277,1831,161938
Uttar Pradesh,Sitapur,334,1667,190019
Uttar Pradesh,Sonbhadra,0,289,76119
Uttar Pradesh,Sultanpur,0,1715,130695
Uttar Pradesh,Unnao,0,1378,165843
Uttar Pradesh,Varanasi,0,3186,249664
Uttarakhand,Dehradun,315,2000,351171
Uttarakhand,Pauri Garhwal,143,21,138326
Uttarakhand,Chamoli,0,62,88971
Uttarakhand,Rudraprayag,0,104,52391
Uttarakhand,Tehri Garhwal,206,116,106317
Uttarakhand,Haridwar,20,183,222757
Uttarakhand,Uttarkashi,0,0,74064
Uttarakhand,Almora,0,157,121762
Uttarakhand,Udham Singh Nagar,0,222,171105
Uttarakhand,Pithoragarh,0,113,71105
Uttarakhand,Bageshwar,20,179,58860
Uttarakhand,Champawat,0,0,55699
Uttarakhand,Nainital,0,55,165437
West Bengal,Alipurduar District,0,589,134297
West Bengal,Bankura,0,1041,187150
West Bengal,Basirhat HD (North 24 Parganas),0,249,217209
West Bengal,Birbhum,0,180,198435
West Bengal,Bishnupur HD (Bankura),98,628,67498
West Bengal,Cooch Behar,0,0,0
West Bengal,Dakshin Dinajpur,0,239,153295
West Bengal,Darjeeling,0,1288,219317
West Bengal,Diamond Harbor HD (S 24 Parganas),0,2810,263164
West Bengal,East Bardhaman,20,328,417200
West Bengal,Hoogly,0,2693,568395
West Bengal,Howrah,0,2630,410677
West Bengal,Jalpaiguri,0,579,125270
West Bengal,Jhargram,0,763,45036
West Bengal,Kalimpong,0,386,48281
West Bengal,Kolkata,0,7950,1034329
West Bengal,Malda,0,1785,252473
West Bengal,Murshidabad,0,1391,433042
West Bengal,Nadia,0,1011,353257
West Bengal,Nandigram HD (East Medinipore),0,273,238191
West Bengal,North 24 Parganas,0,2616,695137
West Bengal,Paschim Medinipore,0,617,341187
West Bengal,Purba Medinipore,0,596,310586
West Bengal,Purulia,222,2344,177778
West Bengal,Rampurhat HD (Birbhum),0,1949,131612
West Bengal,South 24 Parganas,0,1250,423194
West Bengal,Uttar Dinajpur,0,902,151720
West Bengal,West Bardhaman,0,1184,196411
Assam,Hojai,0,1969,63356
Assam,Biswanath,0,1031,44443
Assam,Charaideo,0,0,29179
Assam,Majuli,0,127,25612
Assam,South Salmara Mankachar,272,79,6314
Assam,West Karbi Anglong,0,68,13016
Gujarat,Ahmedabad Corporation,0,4877,799444
Gujarat,Bhavnagar Corporation,0,218,94187
Gujarat,Gandhinagar Corporation,0,507,52933
Gujarat,Jamnagar Corporation,0,582,89702
Gujarat,Junagadh Corporation,0,217,53383
Gujarat,Rajkot Corporation,0,1156,236792
Gujarat,Surat Corporation,0,2022,611343
Gujarat,Vadodara Corporation,41,1972,337168
Tamil Nadu,Cheyyar,0,297,23517
Tamil Nadu,Aranthangi,60,490,30642
Tamil Nadu,Kovilpatti,200,578,30490
Tamil Nadu,Ranipet,956,172,38637
West Bengal,COOCHBEHAR,0,119,197119
