state,district,today,Total doses til date,avgdaily,slots,paid slot,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio,fully,people,avg people,sites
Andaman & Nicobar,North and Middle Andaman,2233,40450,1168,3,0,3,3,17394,1.97,44,2236,30129,27708,920,12518,45326,23,10
Andaman & Nicobar,South Andaman,2779,76043,1590,2,0,741,560,47904,2.27,80,3520,67664,56270,832,22986,100961,670,20
Andaman & Nicobar,Nicobar,335,12245,316,4,0,6,132,8638,5.57,19,341,11029,9853,893,4811,16072,148,4
Andhra Pradesh,Krishna,2309,1163100,9024,1948,1948,2127,6613,452814,5.28,234,4436,748165,867506,1160,340289,1275625,11455,53
Andhra Pradesh,Guntur,2995,1109239,6977,76,76,3367,6983,410848,2.48,158,6362,722938,796985,1102,300429,1219658,11243,44
Andhra Pradesh,"YSR District, Kadapa (Cuddapah)",1841,850047,5173,6,0,947,2957,225784,5.09,142,2788,480462,595191,1239,234095,841736,5602,42
Andhra Pradesh,Kurnool,283,811077,4651,472,472,297,4329,276644,6.9,40,580,466649,620945,1331,213019,874702,7413,10
Andhra Pradesh,Visakhapatnam,2235,1052926,6438,2536,2536,3678,7625,605674,3.16,187,5913,818298,840093,1027,309803,1348797,10600,64
Andhra Pradesh,Anantapur,480,927893,5521,119,119,661,4091,270733,6.92,79,1141,540230,657828,1218,254302,944324,8127,25
Andhra Pradesh,Chittoor,674,1025368,3776,542,542,719,4920,363458,5.53,77,1393,630752,757887,1202,293830,1094996,7229,17
Andhra Pradesh,East Godavari,1739,1137710,6670,15,14,1570,6561,486124,3.66,121,3309,721207,902438,1251,305959,1317875,10365,38
Andhra Pradesh,Prakasam,1676,912755,6031,80,31,834,3123,245248,7.17,180,2510,527222,630632,1196,237196,920807,7125,94
Andhra Pradesh,Sri Potti Sriramulu Nellore,261,863829,5834,757,757,531,3143,270192,4.8,38,792,524241,609557,1163,284986,849035,4789,15
Andhra Pradesh,Srikakulam,7771,781779,6734,28,0,1302,2545,219086,2.94,267,9073,430596,570181,1324,193574,807291,5611,67
Andhra Pradesh,Vizianagaram,1302,592580,3803,106,89,907,3548,217258,4.12,91,2209,356504,453232,1271,136668,673170,5779,39
Andhra Pradesh,West Godavari,259,1105159,9490,7,0,534,2389,298669,7.19,57,793,608557,795092,1307,249928,1153900,9600,11
Arunachal Pradesh,Itanagar Capital Complex,497,27586,359,0,0,579,626,61787,4.09,44,1076,51026,38336,751,10684,78689,629,8
Arunachal Pradesh,Lower Siang,48,5198,35,0,0,244,140,6569,2.74,8,292,6364,5403,849,1331,10436,157,2
Arunachal Pradesh,Pakke Kessang,12,4401,20,40,0,6,68,3002,11.11,2,18,3872,3528,911,1597,5806,75,2
Arunachal Pradesh,Changlang,1274,26041,345,780,0,1365,572,39992,1.93,51,2639,37486,28542,761,6799,59234,635,15
Arunachal Pradesh,Kurung Kumey,113,4441,94,0,0,55,99,4546,7.14,12,168,4274,4611,1079,2194,6793,164,3
Arunachal Pradesh,Anjaw,14,4381,13,0,0,35,116,5962,22.45,11,49,5637,4705,835,1478,8865,124,2
Arunachal Pradesh,East Kameng,116,10419,80,0,0,25,126,8286,6.38,9,141,9937,8765,882,2353,16352,142,4
Arunachal Pradesh,Kamle,47,2188,31,0,0,57,97,2467,5.77,6,104,2736,1919,701,614,4041,117,4
Arunachal Pradesh,Dibang Valley,0,1404,4,0,0,0,35,2828,0.0,0,0,2595,1637,631,998,3234,32,1
Arunachal Pradesh,Tirap,357,9894,158,0,0,896,479,15667,4.55,57,1253,14910,10645,714,3110,22451,581,10
Arunachal Pradesh,Kra Daadi,18,2580,28,0,0,27,56,3280,11.11,5,45,3096,2764,893,834,5026,73,2
Arunachal Pradesh,West Kameng,232,19972,220,1,0,368,518,26146,6.67,40,600,25708,20397,793,8459,37659,548,10
Arunachal Pradesh,Lohit,187,9209,130,0,0,529,360,14791,1.96,14,716,13611,10379,763,2934,21066,388,3
Arunachal Pradesh,Tawang,35,11750,133,0,0,30,199,18210,7.69,5,65,16206,13744,848,5377,24583,212,1
Arunachal Pradesh,Lower Dibang Valley,273,11842,200,442,0,368,376,17022,2.96,19,641,15771,13090,830,4230,24634,394,8
Arunachal Pradesh,Lower Subansiri,185,11226,110,0,0,253,238,13069,7.31,32,438,12653,11640,920,4767,19528,261,10
Arunachal Pradesh,Lepa Rada,140,6334,70,39,0,285,139,7649,1.18,5,425,7715,6266,812,3004,10979,143,3
Arunachal Pradesh,Upper Siang,23,9265,85,0,0,111,146,7713,4.48,6,134,8883,8094,911,3405,13573,161,2
Arunachal Pradesh,Shi Yomi,6,3306,7,0,0,38,66,3832,13.64,6,44,3580,3558,994,1468,5670,70,1
Arunachal Pradesh,Namsai,81,22058,230,0,0,440,1080,32192,5.57,29,521,29393,24854,846,5445,48805,1212,11
Arunachal Pradesh,Siang,12,7041,85,0,0,48,155,6343,16.67,10,60,6935,6447,930,2661,10723,169,3
Arunachal Pradesh,West Siang,176,16187,224,0,0,169,272,18263,1.45,5,345,18235,16211,889,6616,27834,285,2
