state,district,today,Total doses til date,avgdaily,slots,paid slot,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio,fully,people,avg people,sites,avgf
Mizoram,Aizawl West,21,78605,439,20,20,20,204,83743,21.95,9,41,77239,85091,1102,38809,123539,313,3,330
Mizoram,Mamit,146,25750,124,0,0,303,137,25947,2.45,11,449,27428,24259,884,11859,39838,159,3,102
Mizoram,Kolasib,61,27975,165,0,0,149,75,28134,0.0,0,210,27635,28464,1030,12626,43483,118,1,122
Mizoram,Champhai,78,48095,564,2,0,46,129,41954,12.9,16,124,44821,45204,1009,22129,67920,263,3,430
Mizoram,Serchhip,72,27486,110,1,0,48,28,27191,0.0,0,120,28634,26029,909,14193,40484,44,1,94
Mizoram,Lunglei,0,56364,104,0,0,0,156,56917,0.0,0,0,58658,54594,931,28341,84940,186,0,73
Mizoram,Lawngtlai,4,20386,166,597,0,27,166,26242,29.03,9,31,24485,22136,904,8735,37893,243,1,88
Mizoram,Siaha,259,17465,110,1,0,428,138,21117,1.89,13,687,19487,19089,980,7167,31415,175,5,73
Nagaland,Dimapur,561,95461,499,1037,0,988,935,170808,5.81,90,1550,154209,112006,726,44105,222164,1080,28,353
Nagaland,Peren,20,8779,34,109,0,40,51,13473,16.67,10,60,13292,8959,674,5030,17222,47,3,37
Nagaland,Wokha,108,21497,67,3,0,203,104,21591,12.54,39,311,23169,19910,859,11241,31847,108,10,63
Nagaland,Mokokchung,39,43252,326,0,0,77,235,40759,12.07,14,116,44080,39920,906,19775,64236,327,4,234
Nagaland,Longleng,53,11729,70,0,0,19,58,13450,25.0,18,72,14054,11122,791,5583,19596,61,4,66
Nagaland,Mon,156,36898,322,0,0,143,227,43094,7.02,21,299,45202,34781,769,16652,63340,308,8,241
Nagaland,Tuensang,63,18032,32,0,0,99,23,25463,4.94,8,162,26617,16877,634,9012,34483,18,3,36
Nagaland,Kohima,277,43142,198,0,0,334,218,75125,14.57,89,611,66943,51303,766,22538,95729,261,18,155
Nagaland,Zunheboto,16,19257,74,0,0,26,72,24049,42.86,18,42,23988,19318,805,7614,35692,94,3,52
Nagaland,Phek,11,15769,22,299,0,33,38,22374,36.36,16,44,23150,14989,647,9031,29112,38,5,21
Nagaland,Kiphire,13,6316,32,40,0,22,57,9254,42.86,15,35,10161,5408,532,3426,12144,72,4,16
Odisha,Angul,1679,248694,1327,154,20,4227,2720,153259,1.83,108,5912,234845,167005,711,74950,327003,3416,27,631
Odisha,Khurda,4848,1034816,4173,5,5,16227,15402,1288520,2.44,515,21075,1301859,1020924,784,932222,1391114,7684,119,11891
Odisha,Balasore,81,677942,3823,9,9,161,2759,157164,3.31,8,242,441532,393459,891,248353,586753,4703,3,1879
Odisha,Balangir,1459,297034,2548,55,0,2923,4259,218884,3.61,158,4382,277168,238651,861,85953,429965,6314,43,493
Odisha,Ganjam,2878,1097818,7434,685,0,2524,5424,774443,3.48,188,5402,924034,947852,1026,372342,1499919,9046,49,3812
Odisha,Kandhamal,160,164402,909,292,0,537,1179,84848,6.17,43,697,120442,128759,1069,48487,200763,1686,11,402
Odisha,Koraput,318,352379,3846,119,0,699,5282,215181,5.21,53,1017,275300,292114,1061,104016,463544,7656,21,1471
Odisha,Sambalpur,466,304835,1513,0,0,1611,2467,287985,7.85,163,2077,319081,273649,858,95398,497422,3352,41,627
Odisha,Sundargarh,2248,430713,1659,294,0,5484,3968,340239,3.34,258,7732,408618,362192,886,158238,612714,4578,60,1049
Odisha,Bhadrak,2710,391799,3085,509,0,12062,6569,186921,2.09,308,14772,312049,266535,854,118002,460718,8910,64,743
Odisha,Kendujhar,2195,380286,2683,0,0,4622,4686,203572,1.66,113,6817,312730,271030,867,110671,473187,6628,29,741
Odisha,Mayurbhanj,1405,452065,2964,122,0,3336,4887,266052,3.99,189,4741,367373,350642,954,145998,572119,6753,42,1098
Odisha,Cuttack,3672,684935,3349,2270,2070,8906,6673,433481,2.0,252,12578,619694,498449,804,256319,862097,8533,73,1489
Odisha,Dhenkanal,2927,279478,2333,9,0,7390,3858,162787,2.55,263,10317,247511,194687,787,86632,355633,5506,64,684
Odisha,Jagatsinghpur,1852,295965,1541,0,0,401,1288,96409,10.08,227,2253,218864,173424,792,113479,278895,2141,41,688
Odisha,Jajpur,7451,416395,4362,0,0,8521,4871,180546,0.8,127,15973,335541,261295,779,140393,456548,8127,25,1106
Odisha,Kendrapara,2868,367334,2184,0,0,8414,5005,174435,3.53,398,11282,283288,258396,912,125611,416158,6497,77,692
Odisha,Nayagarh,1705,255240,1952,0,0,5214,2503,90143,1.46,101,6919,180894,164450,909,79875,265508,4007,24,447
Odisha,Puri,2913,480565,1844,566,0,8209,4085,267545,2.68,298,11122,399292,348642,873,153896,594214,5043,60,885
Odisha,Kalahandi,1575,338124,2500,0,0,2747,3261,166261,3.66,158,4322,265179,239130,902,116345,388040,4803,39,958
Odisha,Nuapada,726,138804,1631,15,0,1543,2304,109269,4.01,91,2269,128079,119952,937,37725,210348,3634,25,301
Odisha,Subarnapur,0,145466,1357,0,0,0,2488,90663,0.0,0,0,123859,112236,906,46039,190090,3512,0,333
Odisha,Gajapati,499,127532,624,266,0,1146,1555,87326,5.78,95,1645,104427,110377,1057,40423,174435,1865,21,314
Odisha,Boudh,169,100333,923,389,0,640,997,39871,3.83,31,809,76547,63637,831,26845,113359,1720,6,200
Odisha,Malkangiri,425,108947,620,66,0,964,1344,82581,4.39,61,1389,97376,94109,966,33274,158254,1683,14,280
Odisha,Nabarangpur,2324,195833,1480,797,0,5388,2935,139139,3.6,278,7712,164939,169989,1031,53140,281832,4035,60,379
Odisha,Rayagada,1047,196218,1388,767,0,2631,2457,135201,4.68,172,3678,165169,166178,1006,62908,268511,3425,41,419
Odisha,Bargarh,934,315905,1377,269,99,2266,2475,151420,2.81,90,3200,248986,218240,877,102211,365114,3346,21,506
Odisha,Deogarh,143,66968,414,450,0,531,962,45632,5.34,36,674,61171,51420,841,20705,91895,1257,13,119
Odisha,Jharsuguda,889,148508,858,583,0,2777,2256,121151,3.38,124,3666,152148,117464,772,50428,219231,2818,29,295
Puducherry,Puducherry,1128,284042,1459,389,0,1754,1828,272781,6.18,178,2882,275250,281456,1023,112818,444005,2722,39,565
Puducherry,Karaikal,387,55937,426,2793,0,627,644,49155,8.48,86,1014,49359,55712,1129,18316,86776,966,15,103
Puducherry,Mahe,118,26465,173,0,0,164,147,15757,9.93,28,282,18827,23393,1243,12317,29905,207,4,113
Puducherry,Yanam,78,13221,87,0,0,170,147,15831,4.84,12,248,14462,14587,1009,4606,24446,195,6,39
Punjab,Kapurthala,298,182790,1171,0,0,627,4446,94371,5.95,55,925,149614,127517,852,66011,211150,4657,7,959
Punjab,Ferozpur,55,118291,598,0,0,126,1022,79158,4.97,9,181,111084,86347,777,38264,159185,1201,3,419
Punjab,Hoshiarpur,1275,525456,4276,0,0,2232,13014,363311,4.65,163,3507,457251,431396,943,200191,688576,13441,40,3848
Punjab,Mansa,127,73864,534,3137,0,210,1518,72490,3.86,13,337,85636,60705,709,23835,122519,1499,12,553
Punjab,Barnala,269,90849,642,1865,0,427,1015,64176,6.32,44,696,87510,67506,771,30178,124847,1189,27,468
Punjab,Fatehgarh Sahib,674,113358,1171,0,0,963,2676,96539,6.29,103,1637,113585,96295,848,33348,176549,3027,87,819
Punjab,Amritsar,287,429283,2720,304,304,584,9442,305864,9.07,79,871,408184,326879,801,164945,570202,9779,38,2383
Punjab,Pathankot,93,208334,1170,4161,197,379,3021,110999,10.17,48,472,166170,153126,922,71993,247340,3205,10,985
Punjab,Fazilka,146,122202,858,392,0,487,2901,94112,9.0,57,633,123423,92864,752,40854,175460,2949,20,811
Punjab,Ludhiana,500,822941,5470,1609,1609,1506,23173,623301,8.18,164,2006,861499,584539,679,330257,1115985,22846,49,5797
Punjab,Gurdaspur,273,427916,3129,4959,197,691,5859,200420,11.0,106,964,334001,294269,881,159724,468612,6729,32,2258
Punjab,Sri Muktsar Sahib,523,142411,1172,1217,0,979,2781,124357,3.86,58,1502,152268,114459,752,45667,221101,3065,37,888
Punjab,Moga,99,152129,888,0,0,209,3099,105723,3.9,12,308,140993,116833,829,43747,214105,3426,2,560
Punjab,Jalandhar,2723,628173,4439,0,0,4395,9607,338356,1.29,92,7118,520372,446041,857,229889,736640,9986,33,4060
Punjab,Bathinda,444,172482,1087,417,0,1417,5482,180543,5.32,99,1861,209568,143387,684,73351,279674,5358,27,1210
Punjab,Patiala,400,366194,3472,0,0,973,14053,278780,7.79,107,1373,358678,286221,798,123326,521648,14750,29,2775
Punjab,Tarn Taran,153,161755,1070,748,0,225,3055,116903,8.47,32,378,155852,122771,788,47883,230775,3479,13,647
Punjab,SAS Nagar,1634,303134,1422,194,194,3850,7782,474928,5.22,286,5484,466270,311705,669,161661,616401,5132,69,4072
Punjab,Rup Nagar,113,140131,871,0,0,380,4216,110060,5.48,27,493,136349,113812,835,42088,208103,4242,11,846
Punjab,Sangrur,275,193826,1539,1484,0,520,4994,149150,10.69,85,795,196939,145999,741,64373,278603,5137,20,1396
Punjab,Faridkot,328,123489,748,4273,0,513,1202,68354,14.15,119,841,103735,88063,849,44725,147118,1383,35,566
Punjab,SBS Nagar,71,162600,700,0,0,130,1780,81135,4.48,9,201,127166,116540,916,53373,190362,1883,2,596
Rajasthan,Bikaner,2050,694100,3336,1078,0,11018,9081,553276,1.78,232,13068,680358,566785,833,318591,928785,6007,66,6410
Rajasthan,Jodhpur,3737,1100208,6442,0,0,29581,18881,752365,1.42,472,33318,1001320,850965,850,512678,1339895,13517,130,11806
Rajasthan,Kota,2861,608414,3603,0,0,9571,6608,442024,2.79,347,12433,568677,481559,847,287104,763334,4967,92,5243
Rajasthan,Udaipur,3395,773869,6559,0,0,12698,10371,662699,2.47,397,16093,742548,693810,934,324299,1112269,11339,109,5591
Rajasthan,Jaipur I,4415,1184371,5149,3662,3662,19623,16703,997122,1.55,372,24038,1221488,959510,786,516477,1665016,11153,90,10698
Rajasthan,Jaipur II,3393,734162,4716,411,411,21242,14505,731431,1.6,394,24636,805317,660035,820,366281,1099312,8921,99,10300
Rajasthan,Ajmer,3527,847423,3076,0,0,18762,9241,669644,1.8,401,22289,771341,745454,966,354501,1162566,8229,118,4087
Rajasthan,Bharatpur,800,659941,5552,0,0,1917,7227,456762,3.42,93,2717,596512,519995,872,212270,904433,9471,27,3308
Rajasthan,Sri Ganganagar,1863,574658,6029,0,0,4489,8321,324723,2.17,138,6352,477104,422123,885,239776,659605,7856,48,6494
Rajasthan,Jhunjhunu,2379,719278,2243,11,0,19363,7294,377538,1.55,338,21742,551439,545211,989,304823,791993,6268,98,3268
Rajasthan,Dausa,144,390003,2388,101,0,837,5646,352044,3.98,39,981,401311,340628,849,125247,616800,6442,8,1593
Rajasthan,Alwar,1150,1175066,5238,201,134,5746,9750,647257,6.73,464,6896,983201,838819,853,476770,1345553,7466,116,7523
Rajasthan,Sikar,4217,871589,4402,0,0,40641,13060,546223,1.48,662,44858,730456,687151,941,387051,1030761,12293,158,5168
Rajasthan,Bundi,169,384694,2130,0,0,1228,3807,231686,10.24,143,1397,319204,297031,931,147887,468493,3986,53,1949
Rajasthan,Jhalawar,174,380433,2202,0,0,745,2795,294744,6.64,61,919,359118,315965,880,125434,549743,3668,12,1328
Rajasthan,Baran,401,334855,1925,0,0,1274,3203,232847,2.69,45,1675,298764,268821,900,113743,453959,3969,12,1159
Rajasthan,Hanumangarh,2921,500593,4945,0,0,17877,10777,364110,2.08,432,20798,457040,407547,892,193346,671357,9436,106,6285
Rajasthan,Rajsamand,555,327309,2872,0,0,1389,3479,242254,4.42,86,1944,283633,285824,1008,108730,460833,5096,19,1256
Rajasthan,Banswara,858,493423,3630,0,0,3940,5511,362411,2.33,112,4798,427332,428354,1002,175123,680711,6565,31,2575
Rajasthan,Dungarpur,1236,358897,3920,0,0,2571,4245,271821,5.59,213,3807,294799,335819,1139,126254,504464,6456,63,1709
Rajasthan,Chittorgarh,457,470326,3515,43,43,1545,5116,300800,5.39,108,2002,407523,363502,892,170632,600494,7474,19,1156
Rajasthan,Pratapgarh,758,199144,1944,0,0,1989,2687,215303,3.75,103,2747,211470,202911,960,64026,350421,3782,41,849
Rajasthan,Bhilwara,929,655776,3822,0,0,1877,4260,450027,4.06,114,2806,566653,538877,951,231261,874542,3984,35,4098
Rajasthan,Dholpur,187,310435,1668,0,0,752,2779,253299,9.69,91,939,297275,266372,896,105000,458734,2474,29,1972
Rajasthan,Karauli,751,396422,3737,0,0,1581,4268,285823,6.78,158,2332,357904,324225,906,128224,554021,6043,49,1961
Rajasthan,Tonk,218,378259,1676,0,0,1189,3323,292834,4.48,63,1407,350024,320954,917,142237,528856,3414,11,1585
Rajasthan,Jaisalmer,228,169134,1017,0,0,810,1749,163942,8.86,92,1038,190077,142954,752,71410,261666,1956,23,810
Rajasthan,Barmer,668,724308,5656,0,0,2821,9821,500071,3.18,111,3489,660836,563349,852,272184,952195,10299,44,5178
Rajasthan,Pali,176,587646,4716,0,0,843,5134,367868,3.04,31,1019,497100,458254,922,222577,732937,5637,9,4213
Rajasthan,Churu,22,561961,4713,0,0,563,8259,369520,5.98,35,585,479119,452199,944,205714,725767,8197,8,4775
Rajasthan,Sirohi,927,317301,3405,0,0,2230,4289,213281,8.96,283,3157,270701,259804,960,129299,401283,5854,59,1839
Rajasthan,Nagaur,1547,1170194,9383,330,0,15220,13103,560737,3.15,529,16771,873025,857577,982,516610,1214321,9466,137,13020
Rajasthan,Jalore,629,465712,4454,9,0,1544,6679,346347,4.46,97,2173,421263,390596,927,161767,650292,8860,29,2273
Rajasthan,Sawai Madhopur,1615,340652,2746,22,0,3644,3542,263504,7.05,371,5259,329501,274580,833,115873,488283,4248,121,2039
Sikkim,East Sikkim,301,143459,396,0,0,590,729,179426,7.74,69,891,177470,145321,819,74473,248412,795,12,329
Sikkim,West Sikkim,16,60564,94,0,0,65,70,68418,11.11,9,81,68902,60031,871,30051,98931,87,1,77
Sikkim,North Sikkim,9,17423,31,0,0,2,34,23681,81.82,9,11,23120,17970,777,9494,31610,38,2,26
Sikkim,South Sikkim,68,74767,77,39,0,130,117,77024,21.21,42,198,81931,69800,852,35840,115951,135,12,58
Tamil Nadu,Coimbatore,5605,904266,8705,1564,1564,10767,13446,811305,4.02,658,16372,906296,808920,893,319554,1396017,16465,155,5686
Tamil Nadu,Madurai,3524,483800,3902,156,0,5978,6702,406681,4.82,458,9502,451604,438754,972,172329,718152,8448,101,2155
Tamil Nadu,Thanjavur,2168,320040,3437,197,197,3205,4511,310922,2.92,157,5373,312987,317845,1016,93319,537643,6308,37,1639
Tamil Nadu,Viluppuram,1653,227994,3159,0,0,2686,4597,228854,4.17,181,4339,210757,245986,1167,62460,394388,6883,67,873
Tamil Nadu,Vellore,2293,253781,1882,0,0,3106,2473,228702,1.87,101,5399,234547,247878,1057,112998,369485,3393,25,961
Tamil Nadu,Kanyakumari,2294,300925,5167,132,132,3398,7763,299798,2.42,138,5692,297954,302667,1016,107467,493256,10293,31,2637
Tamil Nadu,Salem,4083,405680,4529,280,280,6924,7597,422239,3.06,388,12672,437562,390171,892,149421,678498,9295,86,2830
Tamil Nadu,Pudukkottai,1116,120526,1220,0,0,1682,1972,123148,1.86,52,2798,118584,125036,1054,35037,208637,2528,15,663
Tamil Nadu,Cuddalore,3151,311661,3569,310,0,4935,5388,295996,4.63,374,8086,326496,281101,861,102223,505434,7063,75,1894
Tamil Nadu,Tirunelveli,1660,185959,1913,0,0,2590,2840,216832,5.18,220,4250,210906,191834,910,66061,336730,3440,51,1312
Tamil Nadu,Virudhunagar,859,168541,1368,0,0,1436,1843,131378,1.96,45,2295,130435,169394,1299,60559,239360,2352,13,858
Tamil Nadu,Tirupattur,1121,144039,1144,0,0,2681,1985,161149,4.42,168,3802,141512,163635,1156,52327,252861,2511,45,617
Tamil Nadu,Tenkasi,2237,154905,2247,0,0,3091,3167,181615,0.98,52,5328,160493,175986,1097,50298,286222,4288,14,1126
Tamil Nadu,Kallakurichi,807,142167,1594,0,0,2007,2708,184603,6.61,186,2814,156524,170206,1087,41006,285764,3428,51,873
Tamil Nadu,Tiruvannamalai,1662,169397,3232,0,0,2265,4363,193442,2.11,83,3927,160935,201836,1254,42280,320559,6757,19,837
Tamil Nadu,Thoothukudi (Tuticorin),1093,113779,1088,185,0,1594,1725,135951,3.83,103,2687,131183,118522,903,40600,209130,2081,22,732
Tamil Nadu,Ariyalur,518,92647,741,0,0,970,1095,107118,2.82,42,1488,101553,98183,967,30353,169412,1454,11,382
Tamil Nadu,Dindigul,2070,171410,2268,0,0,3113,3145,181364,1.68,87,5183,167405,185299,1107,58531,294243,4016,20,1397
Tamil Nadu,Kanchipuram,714,111882,894,187,187,1963,2990,205192,3.47,93,2677,192241,124792,649,42582,274492,3330,20,554
Tamil Nadu,Namakkal,1536,324940,3364,240,240,2077,4176,272184,4.9,177,3613,293830,303150,1032,107590,489534,5182,41,2358
Tamil Nadu,Karur,1109,161235,2168,245,245,1941,3211,173105,2.62,80,3050,167187,167073,999,48397,285943,4403,16,975
Tamil Nadu,Tiruchirappalli,1815,471141,4874,1877,1877,2752,6676,428985,3.13,143,4567,447308,452685,1012,168458,731668,8277,39,3273
Tamil Nadu,Sivaganga,2009,176133,2455,154,154,3046,3343,195612,1.88,95,5055,176502,195174,1106,50293,321452,4696,24,1102
Tamil Nadu,Krishnagiri,2340,270434,2659,25,25,5427,6176,359032,1.58,123,7767,345434,283917,822,91774,537692,7199,28,1636
Tamil Nadu,Erode,918,399321,5861,1802,1802,1317,6442,357842,8.28,185,2235,383711,373319,973,110081,647082,10180,35,2123
Tamil Nadu,Palani,1499,141265,2278,0,0,2035,2473,132083,1.3,46,3534,131264,142063,1082,44155,229193,3867,9,884
Tamil Nadu,Chengalpet,1348,426899,2852,1225,1225,3362,6101,424719,6.62,313,4727,450139,401351,892,180040,671578,6740,72,2212
Tamil Nadu,Dharmapuri,3395,199917,2710,0,0,6206,4310,238517,2.59,249,9601,219190,219153,1000,61663,376771,5600,65,1420
Tamil Nadu,Ramanathapuram,710,92224,1178,0,0,1276,1845,113344,1.21,24,1986,96374,109155,1133,27324,178244,2492,6,532
Tamil Nadu,Tiruppur,4338,393236,4616,2508,2508,5965,6228,408383,3.26,336,10304,421524,379951,901,122085,679534,8419,75,2425
Tamil Nadu,Theni,2050,166862,1953,0,0,2807,2288,170738,1.71,83,4857,162438,175092,1078,46196,291404,3147,22,1093
Tamil Nadu,Perambalur,649,88655,779,0,0,1219,1119,97620,7.07,132,1868,85503,100739,1178,27464,158811,1284,31,613
Tamil Nadu,Chennai,8494,2190384,12772,7648,7648,17668,24893,1900632,1.6,418,26162,2229676,1860851,835,1101271,2989745,26125,117,11539
Tamil Nadu,Tiruvallur,1699,242945,2215,328,328,3959,4929,323760,2.16,122,5658,319256,247312,775,98529,468176,5884,26,1259
Tamil Nadu,Paramakudi,804,108727,1347,0,0,1163,1535,98473,2.19,43,1967,86841,120320,1386,30595,176605,2307,10,574
Tamil Nadu,Tiruvarur,1945,159836,2367,0,0,2678,3162,181852,1.67,77,4623,171205,170444,996,41049,300639,4416,18,1113
Tamil Nadu,Poonamallee,919,119726,1183,8,8,1768,2076,126393,4.21,113,2687,135527,110559,816,45668,200451,2547,26,711
Tamil Nadu,Nagapattinam,2219,181177,2471,0,0,3371,3536,216284,2.33,130,5590,199659,197745,990,50836,346625,4732,29,1274
Tamil Nadu,Nilgiris,1427,261979,2913,0,0,2378,3366,186569,4.6,175,3805,215325,233165,1083,90058,358490,4703,44,1576
Tamil Nadu,Attur,1675,210954,1523,0,0,2511,2125,129255,2.72,114,4186,162167,177997,1098,72248,267961,2433,31,1214
Tamil Nadu,Sivakasi,1112,192018,1862,0,0,1624,2843,158385,1.24,34,2736,163923,186386,1137,60057,290346,3891,9,813
Telangana,Hyderabad,1795,1406502,6755,4322,4322,4026,10514,1846027,5.14,299,5821,1779770,1472292,827,795604,2456925,2765,73,14504
Telangana,Adilabad,0,81444,616,0,0,0,158,49983,0.0,0,0,69560,61849,889,31650,99777,272,0,501
Telangana,Bhadradri Kothagudem,0,202657,1367,0,0,0,1456,124147,0.0,0,0,167829,158922,947,77051,249753,1893,1,930
Telangana,Jagtial,0,206886,1930,0,0,0,-98,79176,0.0,0,0,138702,147305,1062,83652,202410,-101,0,1933
Telangana,Jangaon,0,101818,601,0,0,0,71,40768,0.0,0,0,65659,76905,1171,41009,101577,53,0,618
Telangana,Jayashankar Bhupalpally,0,112612,1400,0,0,0,910,50321,0.0,0,0,79502,83398,1049,33570,129363,1243,0,1067
Telangana,Jogulamba Gadwal,0,73577,355,0,0,0,298,30964,0.0,0,0,55181,49343,894,24955,79586,364,0,289
Telangana,Kamareddy,0,226681,1103,0,0,0,244,76334,0.0,0,0,145946,157015,1076,85854,217161,149,0,1198
Telangana,Karimnagar,68,317517,6424,0,0,269,2387,165668,3.86,13,337,241843,241245,998,128107,355078,2252,3,6559
Telangana,Khammam,33,260590,2412,0,0,47,2735,205150,0.0,0,80,234738,230946,984,98007,367733,3490,1,1656
Telangana,Kumuram Bheem,0,61216,198,0,0,0,21,30816,0.0,0,0,48085,43926,914,22318,69714,26,0,193
Telangana,Mahabubabad,0,166054,850,48,48,0,108,78787,0.0,0,0,109310,135381,1239,61175,183666,158,1,799
Telangana,Mahabubnagar,10,148395,659,0,0,65,476,68983,20.0,15,75,108254,109085,1008,60245,157133,394,3,740
Telangana,Mancherial,15,149227,1333,0,0,6,1202,106432,42.86,9,21,132083,123533,935,59914,195745,1444,2,1090
Telangana,Medak,0,161417,1045,0,0,0,454,62546,0.0,0,0,111440,112444,1009,51854,172109,606,0,893
Telangana,Medchal,978,898876,7662,3264,3264,2504,9675,1039252,4.54,158,3482,1011900,925816,915,454838,1483290,8344,42,8993
Telangana,Nagarkurnool,0,144868,568,0,0,0,112,46372,0.0,0,0,92134,99030,1075,49568,141672,71,0,608
Telangana,Nalgonda,2,225576,2547,0,0,43,2326,158704,11.11,5,45,195272,188962,968,74947,309333,3459,1,1414
Telangana,Nirmal,0,191212,1765,0,0,0,294,43756,0.0,0,0,111873,123059,1100,70934,164034,248,0,1810
Telangana,Nizamabad,29,253824,1987,0,0,97,801,141542,3.17,4,126,203507,191811,943,108796,286570,706,1,2082
Telangana,Peddapalli,17,184433,2142,0,0,5,1255,137442,36.36,8,22,166871,154960,929,61607,260268,1648,2,1749
Telangana,Rajanna Sircilla,0,151636,2449,0,0,0,76,48385,0.0,0,0,95474,104493,1094,48624,151397,18,5,2506
Telangana,Rangareddy,891,796790,4786,8962,8962,2750,7314,1221455,5.47,199,3641,1108725,909202,820,470879,1547366,5388,46,6712
Telangana,Sangareddy,66,236820,1385,152,152,229,1548,202738,8.47,25,295,232590,206898,890,105307,334251,920,6,2013
Telangana,Siddipet,0,288654,2877,0,0,0,389,96256,0.0,0,0,179352,205475,1146,92660,292250,440,0,2825
Telangana,Suryapet,0,212952,1841,0,0,0,1350,99037,0.0,0,0,150886,161026,1067,71662,240327,1778,0,1412
Telangana,Vikarabad,0,99732,606,0,0,0,147,57807,0.0,0,0,80239,77273,963,38587,118952,270,4,482
Telangana,Wanaparthy,0,84261,416,0,0,0,46,36955,0.0,0,0,60055,61139,1018,32149,89067,79,0,383
Telangana,Warangal(Rural),0,98484,948,0,0,0,717,60981,0.0,0,0,76964,82453,1071,30160,129305,982,0,682
Telangana,Warangal(Urban),65,332194,1863,445,445,136,2225,264935,4.48,9,201,299322,297701,995,130387,466742,2654,2,1433
Telangana,Yadadri Bhuvanagiri,0,284061,2541,0,0,0,429,72347,0.0,0,0,166657,189656,1138,112079,244329,567,0,2403
Telangana,Mulugu,0,82986,830,0,0,0,375,32474,0.0,0,0,54788,60648,1107,25379,90081,748,0,457
Telangana,Narayanpet,0,48886,299,0,0,0,262,26332,0.0,0,0,37683,37521,996,16122,59096,393,0,167
Tripura,Dhalai,28,155224,622,2200,0,42,1704,151659,57.14,40,70,163390,143451,878,62244,244639,2074,23,250
Tripura,Gomati,248,196875,795,2759,0,372,1045,140033,16.13,100,620,172709,164162,951,76171,260737,1637,71,202
Tripura,Khowai,260,129757,811,758,0,325,1277,107249,57.26,335,585,121285,115684,954,56744,180262,1768,97,320
Tripura,North Tripura,0,197564,463,18,0,0,674,160366,0.0,0,0,184140,173727,943,87602,270328,880,49,256
Tripura,Sepahijala,264,230364,767,519,0,517,1147,193301,22.05,168,762,217810,205781,945,102170,321495,1440,155,473
Tripura,South Tripura,126,249071,307,120,0,238,410,146009,20.88,76,364,201040,193987,965,98964,296116,558,25,159
Tripura,Unakoti,110,118541,646,184,0,151,854,95693,18.77,49,261,107726,106485,988,47418,166816,1289,10,210
Tripura,West Tripura,774,531268,1642,2236,0,1163,2519,383504,12.55,243,1937,462870,451767,976,262246,652526,2829,126,1332
Uttar Pradesh,Agra,4602,594567,6154,106,4,8040,12008,685090,3.15,398,12642,734056,544825,742,194247,1085410,16400,114,1761
Uttar Pradesh,Aligarh,1594,401758,5004,5,0,3590,9366,461989,1.85,96,5184,484436,379107,783,137586,726161,13004,34,1365
Uttar Pradesh,Prayagraj,3499,617846,6845,401,0,7059,15421,708422,1.91,202,10558,793066,532792,672,239688,1086580,19826,43,2439
Uttar Pradesh,Ambedkar Nagar,586,284352,3128,0,0,1340,5878,245222,0.73,14,1926,293044,236291,806,74338,455236,8611,6,394
Uttar Pradesh,Amethi,273,281260,2465,157,0,515,4507,225823,4.06,32,788,272014,234948,864,76278,430805,6061,16,912
Uttar Pradesh,Amroha,1130,216648,2099,655,0,3116,5256,201468,0.8,34,4246,234867,183120,780,61116,357000,6660,16,695
Uttar Pradesh,Auraiya,577,174281,1974,0,0,1055,3503,143703,3.55,58,1632,180956,136951,757,48563,269421,5243,19,233
Uttar Pradesh,Azamgarh,2119,507350,5641,210,0,4571,10230,553943,1.6,107,6693,600002,460891,768,141481,919812,14517,37,1353
Uttar Pradesh,Badaun,466,328348,3519,82,0,974,6215,233308,2.78,40,1440,307495,254039,826,86627,475029,8748,21,986
Uttar Pradesh,Baghpat,643,322867,2512,616,0,1852,5259,206662,0.6,15,2495,287130,242247,844,81340,448189,6382,15,1388
Uttar Pradesh,Bahraich,2216,580396,5044,1078,0,5338,10347,413381,2.99,226,7554,539951,453674,840,120706,873071,14146,78,1245
Uttar Pradesh,Balarampur,1183,385377,3248,2372,0,2833,5279,205321,2.09,84,4016,331450,259153,782,100741,489957,7527,23,1000
Uttar Pradesh,Ballia,3126,353732,5150,24,0,3914,6800,225907,2.98,210,7040,333547,245854,737,105991,473648,10708,46,1241
Uttar Pradesh,Banda,1904,202243,2807,1060,0,3344,4620,216244,1.75,92,5248,238682,179678,753,44791,373696,6863,26,564
Uttar Pradesh,Barabanki,1593,425684,4027,0,0,3306,9361,364682,1.45,71,4899,442816,347270,784,90495,699871,12614,31,774
Uttar Pradesh,Bareilly,2958,548764,5893,471,0,7302,11614,629340,2.05,210,10260,666818,510939,766,194957,983147,15240,58,2266
Uttar Pradesh,Basti,2977,381089,3649,448,0,6723,7202,327729,1.96,190,9700,395201,313445,793,91201,617617,9965,44,886
Uttar Pradesh,Bijnour,1964,508039,4585,96,0,5541,11637,410123,0.76,57,7513,494052,423849,858,136674,781488,14934,14,1287
Uttar Pradesh,Bulandshahr,2366,630829,4364,3251,0,6182,12008,471422,1.9,162,8548,589976,512027,868,152052,950199,14976,113,1396
Uttar Pradesh,Chandauli,732,228581,2694,40,0,1670,4981,199611,2.41,58,2402,241344,186759,774,56519,371673,7089,17,585
Uttar Pradesh,Chitrakoot,503,122714,2012,458,0,945,3510,131003,5.66,82,1448,140698,112969,803,22265,231452,5217,21,305
