state,district,slots,today,Total doses til date,avgdaily,slots 18-44,paid slot,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio,fully,people,avg people,sites
Andaman & Nicobar,North and Middle Andaman,0,3,31090,334,0,0,1651,1115,13708,2.78,46,1654,23532,21260,903,3445,41353,956,10
Andaman & Nicobar,South Andaman,0,1,62744,983,0,0,4,2490,38194,100.0,5,5,55822,45106,808,10903,90035,1915,2
Andaman & Nicobar,Nicobar,47,0,9184,216,0,0,0,595,6405,0.0,0,0,8326,7262,872,1958,13631,531,1
Andhra Pradesh,Krishna,0,78,1074814,35189,0,0,1199,15184,363425,1.02,13,1277,683598,754430,1104,287074,1151165,9362,4
Andhra Pradesh,Guntur,318,250,1013498,35200,147,147,671,13932,324007,2.06,19,921,658575,678790,1031,265203,1072302,11246,5
Andhra Pradesh,"YSR District, Kadapa (Cuddapah)",4,123,784680,28471,0,0,75,8608,182091,16.16,32,198,439563,527045,1199,201633,765138,8273,12
Andhra Pradesh,Kurnool,59,59,746785,25194,0,0,188,8083,223339,5.26,13,247,426782,543235,1273,191224,778900,5959,5
Andhra Pradesh,Visakhapatnam,617,171,960464,31465,1066,1066,1124,17366,499144,2.7,35,1295,731197,728237,996,258057,1201551,11965,9
Andhra Pradesh,Anantapur,0,1460,854619,29790,0,0,416,7606,200207,5.54,104,1876,495906,558466,1126,226894,827932,4982,108
Andhra Pradesh,Chittoor,562,38,962402,33643,342,342,254,12680,291084,2.74,8,292,574220,679111,1183,268079,985407,8026,4
Andhra Pradesh,East Godavari,0,354,1065743,32802,11,0,28332,15560,391895,1.3,374,28686,672305,785166,1168,272846,1184792,9384,113
Andhra Pradesh,Prakasam,11,1116,834910,30571,70,64,671,7954,204712,0.17,3,1787,482236,557253,1156,213532,826090,8021,15
Andhra Pradesh,Sri Potti Sriramulu Nellore,9,1181,781461,28303,1,0,1208,11039,230598,4.23,101,2389,475208,536651,1129,228646,783413,6678,93
Andhra Pradesh,Srikakulam,0,0,706347,20886,0,0,0,7678,183004,0.0,0,0,387582,501690,1294,153447,735904,6643,0
Andhra Pradesh,Vizianagaram,0,0,547088,17146,0,0,0,6450,179463,0.0,0,0,321343,405125,1261,119590,606961,6511,0
Andhra Pradesh,West Godavari,0,0,994324,32655,0,0,0,10413,268192,0.0,0,0,550650,711710,1292,223852,1038664,11089,133
Arunachal Pradesh,Itanagar Capital Complex,47,41,24567,729,0,0,570,1336,55441,4.75,29,611,45657,34341,752,7863,72145,942,8
Arunachal Pradesh,Lower Siang,0,39,4814,106,0,0,3,262,5110,19.05,8,42,5311,4613,869,1151,8773,203,1
Arunachal Pradesh,Pakke Kessang,200,25,4204,155,250,0,69,86,2417,17.02,16,94,3447,3171,920,1476,5145,30,6
Arunachal Pradesh,Changlang,0,0,23078,378,0,0,0,574,33970,0.0,0,0,32404,24639,760,4719,52329,279,1
Arunachal Pradesh,Kurung Kumey,0,24,3641,166,0,0,90,173,3538,5.26,6,114,3346,3734,1116,1961,5218,59,1
Arunachal Pradesh,Anjaw,0,27,4247,131,0,0,357,280,4553,1.56,6,384,4748,4051,853,1415,7385,209,2
Arunachal Pradesh,East Kameng,0,16,9744,205,47,0,395,353,6525,2.19,9,411,8523,7743,908,1900,14369,286,4
Arunachal Pradesh,Kamle,0,0,1945,48,0,0,0,80,1637,0.0,0,0,2034,1548,761,537,3045,51,0
Arunachal Pradesh,Dibang Valley,0,0,1356,59,0,0,0,137,2446,0.0,0,0,2231,1571,704,920,2882,64,0
Arunachal Pradesh,Tirap,0,40,8313,241,0,0,128,487,10271,1.19,2,168,11018,7563,686,2665,15919,347,2
Arunachal Pradesh,Kra Daadi,0,14,2250,69,0,0,95,104,2431,10.09,11,109,2445,2236,915,742,3939,67,3
Arunachal Pradesh,West Kameng,0,11,18182,693,0,0,139,1294,20452,0.0,0,150,21520,17107,795,6965,31669,992,1
Arunachal Pradesh,Lohit,0,0,7934,193,0,0,0,597,10116,0.0,0,0,10412,7631,733,2096,15954,491,0
Arunachal Pradesh,Tawang,0,0,10603,399,0,0,0,742,15738,0.0,0,0,14057,12274,873,4373,21968,516,0
Arunachal Pradesh,Lower Dibang Valley,0,0,10007,374,0,0,258,663,13249,0.78,2,258,12689,10564,833,2738,20518,646,1
Arunachal Pradesh,Lower Subansiri,0,15,10331,430,0,0,226,495,10482,7.88,19,241,10659,10153,953,4123,16690,336,8
Arunachal Pradesh,Lepa Rada,0,2,5803,258,0,0,68,437,6015,0.0,0,70,6391,5426,849,2539,9279,332,2
Arunachal Pradesh,Upper Siang,0,84,8477,306,0,0,319,406,6506,6.7,27,403,7849,7133,909,2745,12238,319,4
Arunachal Pradesh,Shi Yomi,5,9,3245,169,5,0,161,253,2915,5.88,10,170,3034,3126,1030,1442,4718,216,2
Arunachal Pradesh,Namsai,0,192,19738,525,0,0,1079,1272,18800,3.07,39,1271,20696,17841,862,4650,33888,1133,8
Arunachal Pradesh,Siang,1,178,6163,267,0,0,144,398,4768,5.59,18,322,5593,5337,954,1964,8967,384,3
Arunachal Pradesh,West Siang,0,14,13942,473,0,0,295,835,15182,0.32,1,309,15363,13758,896,4540,24584,659,1
Arunachal Pradesh,Papum Pare,3,2,10534,361,0,0,44,649,15687,8.7,4,46,16070,10147,631,4735,21486,333,2
Arunachal Pradesh,Longding,10,102,5739,136,12,0,0,261,5980,7.84,8,102,7562,4157,550,1744,9975,148,2
Arunachal Pradesh,Upper Subansiri,100,0,12539,399,0,0,0,176,6036,0.0,0,0,9614,8958,932,3179,15396,121,1
Arunachal Pradesh,East Siang,0,35,21425,1022,0,0,199,1727,24173,6.84,16,234,23157,22432,969,8559,37039,1527,4
Assam,Dibrugarh,0,544,196854,7059,0,0,1838,11665,191807,2.85,68,2382,206351,182260,883,56094,332567,10710,17
Assam,Sivasagar,0,159,107228,4363,0,0,357,6049,69811,2.71,14,516,96704,80318,831,29883,147156,6143,5
Assam,Tinsukia,0,0,145039,4916,0,0,0,8286,127407,0.0,0,0,146177,126232,864,31251,241195,8738,0
Assam,Baksa,0,0,72659,2798,0,0,0,4346,53396,0.0,0,0,69153,56876,822,20666,105389,4192,0
Assam,Barpeta,0,0,236870,14386,100,0,0,9220,104218,0.0,0,0,179309,161732,902,106938,234150,8329,10
Assam,Darrang,0,0,102814,3878,0,0,0,4845,69523,0.0,0,0,95071,77245,812,29150,143187,4559,1
Assam,Kamrup Metropolitan,76,1002,379532,15137,65,65,1873,20827,505178,1.57,45,2875,498759,385795,774,132746,751964,17000,17
Assam,Kamrup Rural,0,0,253545,7717,0,0,0,6940,113188,0.0,0,0,198507,168176,847,60948,305785,5951,0
Assam,Karbi-Anglong,2,93,54485,1901,3,0,0,2968,44947,7.53,7,93,56578,42843,757,19229,80203,2123,3
Assam,Nalbari,0,0,85919,3089,0,0,0,4461,55282,0.0,0,0,78063,63120,809,20145,121056,4672,0
Assam,Golaghat,0,39,119860,4376,0,0,111,6570,80029,0.0,0,150,109617,90246,823,32726,167163,6271,1
Assam,Jorhat,0,0,145626,6067,0,0,1188,7533,94921,2.69,32,1188,130579,109930,842,44593,195954,7230,12
Assam,Morigaon,0,0,101605,3875,0,0,0,4516,55555,0.0,0,0,79428,77717,978,24628,132532,4873,0
Assam,Nagaon,0,0,207842,8530,0,0,0,9146,157109,0.0,0,0,188246,176653,938,57863,307088,9409,0
Assam,Bongaigaon,0,0,90076,4233,0,0,0,4884,70951,0.0,0,0,84570,76436,904,30997,130030,4688,0
Assam,Chirang,0,0,46699,2192,0,0,0,3399,41270,0.0,0,0,51557,36400,706,18333,69636,2972,0
Assam,Dhubri,0,5,117427,5454,0,0,55,7656,82892,0.0,0,60,109808,90482,824,38509,161810,7609,4
Assam,Goalpara,0,0,83086,3801,0,0,35,6290,77005,14.29,5,35,84586,75433,892,27483,132608,6165,1
Assam,Kokrajhar,0,0,71824,2642,0,0,0,4814,66087,0.0,0,0,79811,58082,728,23155,114756,4149,0
Assam,Dhemaji,0,0,91841,3444,0,0,0,5596,73989,0.0,0,0,84839,80959,954,24999,140831,5469,0
Assam,Lakhimpur,0,0,122466,4711,0,0,0,6844,77318,0.0,0,0,105826,93932,888,33797,165987,6727,0
Assam,Sonitpur,1,1064,193462,12014,5,0,598,10691,155398,4.69,78,1662,182340,166476,913,87503,261357,10205,21
Assam,Udalguri,0,0,66483,2319,0,0,0,4006,55429,0.0,0,0,66284,55607,839,18548,103364,3676,0
Assam,Cachar,0,237,184224,7383,0,0,584,10759,177206,3.53,29,821,195417,165980,849,49865,311565,11019,23
Assam,Dima Hasao,0,0,30273,1410,0,0,0,2472,32901,0.0,0,0,37091,26065,703,11566,51608,2230,1
