state,district,today,Total doses til date,avgdaily,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio,fully,people,avg people,sites,avgf,dcon
Andaman & Nicobar,North and Middle Andaman,37,61368,27,138,359,76906,14.29,25,175,71879,66376,923,59336,78938,14,10,371,63384
Andaman & Nicobar,South Andaman,128,132356,154,1022,1168,176300,6.96,80,1150,165774,142829,862,119089,189567,108,16,1214,129090
Andaman & Nicobar,Nicobar,40,19825,40,151,114,25835,9.95,19,191,24690,20967,849,20267,25393,9,3,144,21859
Andhra Pradesh,Krishna,20190,2583124,20325,22825,25873,2244770,2.04,879,43041,2269317,2557683,1127,1866644,2961250,13474,226,32724,1670209
Andhra Pradesh,Guntur,15625,2689335,19626,47917,55705,2578746,0.93,588,63562,2455488,2811792,1145,1864633,3403448,49955,158,25376,1654528
Andhra Pradesh,"YSR District, Kadapa (Cuddapah)",7794,1766728,6668,16062,14400,1357847,1.92,459,23871,1437173,1686855,1174,1310426,1814149,9424,120,11644,1015025
Andhra Pradesh,Kurnool,3877,1850888,5520,20697,28216,2073988,1.64,404,24576,1785343,2138936,1198,1275149,2649727,24182,105,9554,1121995
Andhra Pradesh,Visakhapatnam,14639,2310417,16383,28934,26958,2511150,1.56,682,43748,2340220,2480641,1060,1831927,2989640,9812,157,33528,1700732
Andhra Pradesh,Anantapur,15730,2265860,10370,25220,20427,1991800,1.23,504,40966,1964867,2290486,1166,1585186,2672474,12649,122,18148,1250013
Andhra Pradesh,Chittoor,16335,2446204,10789,18509,19581,2162844,1.71,598,34922,2148570,2459734,1145,1784753,2824295,12447,155,17923,1431801
Andhra Pradesh,East Godavari,25271,3014392,25073,14499,18701,2474732,3.04,1212,39808,2563175,2925069,1141,1961600,3527524,6485,279,37290,1872253
Andhra Pradesh,Prakasam,11836,2037337,11422,26979,27807,1766962,1.33,519,38931,1779138,2024598,1138,1499796,2304503,20529,160,18699,1148390
Andhra Pradesh,Sri Potti Sriramulu Nellore,11557,1858300,10641,28367,22289,1665940,0.97,388,39962,1663959,1859626,1118,1391107,2133133,15350,99,17579,1107996
Andhra Pradesh,Srikakulam,11159,1588930,12081,6369,7245,998368,3.54,621,17529,1148886,1438136,1252,959579,1627719,2529,150,16796,1004263
Andhra Pradesh,Vizianagaram,10294,1311995,9491,18306,16730,1053064,1.46,419,28601,1079249,1285437,1191,977394,1387665,7309,95,18911,822844
Andhra Pradesh,West Godavari,7139,2340904,17662,13428,26239,1934528,3.66,755,20605,1964127,2310706,1176,1760394,2515038,11075,267,32824,1519503
Arunachal Pradesh,Itanagar Capital Complex,42,42917,48,484,502,143033,6.46,34,526,106166,79765,751,76873,109077,120,7,430,93051
Arunachal Pradesh,Lower Siang,20,9779,8,98,41,16742,10.17,12,118,14215,12305,866,9958,16563,5,2,43,14923
Arunachal Pradesh,Pakke Kessang,7,6259,11,57,45,6706,9.38,6,64,6808,6150,903,4961,8004,4,1,52,7393
Arunachal Pradesh,Changlang,117,47955,148,459,448,96060,7.64,44,576,79840,64157,804,55188,88827,45,10,551,74557
Arunachal Pradesh,Kurung Kumey,0,6137,12,0,31,8585,0.0,0,0,7230,7386,1022,5601,9121,4,0,38,8398
Arunachal Pradesh,Anjaw,12,6805,9,35,75,12782,27.66,13,47,10844,8741,806,7905,11682,7,2,76,10810
Arunachal Pradesh,East Kameng,28,17831,15,100,52,20706,9.38,12,128,20242,18289,904,15612,22925,11,3,56,19807
Arunachal Pradesh,Kamle,1,4169,6,17,30,6599,66.67,12,18,6130,4638,757,3833,6935,5,3,32,5963
Arunachal Pradesh,Dibang Valley,0,1959,0,0,2,4800,0.0,0,0,4310,2449,568,2603,4156,0,1,2,3852
Arunachal Pradesh,Tirap,9,17488,18,88,92,35177,23.71,23,97,29428,23225,789,21109,31556,5,3,104,28637
Arunachal Pradesh,Kra Daadi,1,3956,0,7,3,5583,25.0,2,8,5087,4452,875,3266,6273,1,1,2,5812
Arunachal Pradesh,West Kameng,22,29409,39,164,315,66321,18.28,34,186,52922,42774,808,40054,55676,40,8,314,48457
Arunachal Pradesh,Lohit,56,15789,34,254,203,37177,12.9,40,310,28880,24073,834,21874,31092,30,6,207,27373
Arunachal Pradesh,Tawang,4,16217,12,54,108,36612,20.69,12,58,28793,24018,834,23276,29553,13,2,106,26763
Arunachal Pradesh,Lower Dibang Valley,15,18396,29,86,144,36243,18.81,19,101,29870,24763,829,22032,32607,27,7,145,28988
Arunachal Pradesh,Lower Subansiri,5,15835,14,55,117,29808,0.0,0,60,24898,20743,833,18735,26908,13,1,118,24422
Arunachal Pradesh,Lepa Rada,2,8381,4,38,45,15043,0.0,0,40,13296,10124,761,10106,13318,5,2,44,12872
Arunachal Pradesh,Upper Siang,5,13577,10,52,59,18534,22.81,13,57,17183,14926,869,13528,18583,7,2,62,17143
Arunachal Pradesh,Shi Yomi,2,4564,2,28,23,8003,33.33,10,30,6524,6043,926,5657,6910,0,2,25,6513
Arunachal Pradesh,Namsai,83,37951,56,550,331,72429,7.42,47,633,59120,51256,867,46873,63507,29,12,358,56866
Arunachal Pradesh,Siang,24,9845,12,54,33,13629,28.21,22,78,12345,11121,901,9068,14406,6,3,39,13722
Arunachal Pradesh,West Siang,15,22300,10,172,89,39276,1.6,3,187,32811,28758,876,27808,33768,9,3,90,31953
Arunachal Pradesh,Papum Pare,20,16623,20,192,134,38138,3.77,8,212,32372,22379,691,22824,31937,30,2,124,27277
Arunachal Pradesh,Longding,9,10117,10,37,41,16854,30.43,14,46,16562,10409,628,7728,19243,5,3,45,17064
Arunachal Pradesh,Upper Subansiri,35,20954,47,124,119,20108,6.92,11,159,21567,19489,904,16233,24829,14,3,152,22337
Arunachal Pradesh,East Siang,56,30704,39,355,316,62520,9.49,39,411,48119,45086,937,39250,53974,54,11,301,51033
Assam,Dibrugarh,2023,495966,1858,5040,4727,836813,5.34,377,7063,667821,664789,995,420312,912467,1217,100,5367,493892
Assam,Sivasagar,900,288071,1204,2394,2884,411303,5.95,196,3294,353603,345664,978,220702,478672,290,60,3797,308665
Assam,Tinsukia,3628,393006,1947,9503,5298,664690,3.8,499,13131,529962,527552,995,280745,776951,4338,143,2907,351809
Assam,Baksa,1106,253191,728,2682,1878,435083,11.14,422,3788,345262,342881,993,134561,553713,447,87,2158,210714
Assam,Barpeta,2595,600544,2482,5975,5853,933226,8.98,770,8570,762451,771119,1011,440453,1093317,1528,283,6806,420432
