state,district,slots,today,Total doses til date,avgdaily,slots 18-44,paid slot,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses,male,female,gratio,fully
Bihar,Saharsa,0,1019,133128,1005,521,0,1548,1145,46224,4.01,103,2567,95415,83912,879,31972
Bihar,Supaul,0,656,139448,1662,0,0,35,902,48953,7.09,49,691,104844,83573,797,23426
Bihar,Purnia,0,1422,250769,2663,1916,0,3464,2854,100042,5.81,284,4886,188508,162275,861,52345
Bihar,Araria,125,489,148086,746,3486,0,1848,1309,59371,3.55,83,2337,115121,92355,802,28950
Bihar,Katihar,679,1797,130398,1423,0,0,2346,1998,79458,1.13,47,4143,114909,94970,826,39267
Bihar,Kishanganj,0,546,83541,626,49,0,1954,1050,42515,2.4,60,2500,70166,55911,797,27325
Bihar,Aurangabad,0,1284,120871,1698,2227,0,2495,1564,56882,6.38,241,3779,102980,74764,726,30215
Bihar,Arwal,0,213,36017,183,0,0,344,416,16420,2.33,13,557,28899,23540,815,12687
Bihar,Gaya,5640,1720,233087,1173,1,0,4278,3321,125708,6.2,372,5998,199124,159743,802,96289
Bihar,Kaimur,0,348,99907,593,463,0,1559,1213,40702,0.68,13,1907,78403,62198,793,21590
Bihar,Rohtas,155,759,180183,1468,43,0,4498,2048,74529,1.39,73,5257,145272,109474,754,45963
Bihar,Bhagalpur,0,1094,222560,842,494,0,4287,3349,103643,2.03,109,5381,177733,148449,835,60369
Bihar,Banka,18,453,130365,630,597,0,1272,1068,46704,2.61,45,1725,92737,84343,909,37715
Bihar,Lakhisarai,8,474,49045,369,0,0,562,513,23171,1.35,14,1036,39744,32463,817,13263
Bihar,Munger,0,427,87617,402,54,0,1244,1039,41556,0.54,9,1671,74076,55089,744,28522
Bihar,Muzaffarpur,0,1682,253975,1742,1289,0,8823,4395,145471,2.33,245,10505,227073,172415,759,60154
Bihar,Sheohar,0,458,57708,149,523,0,877,468,16415,2.62,35,1335,39614,34516,871,13443
Bihar,Sitamarhi,0,656,185730,779,94,0,2871,1421,71596,2.64,93,3527,140110,117248,837,43955
Bihar,Vaishali,0,922,227117,858,1,0,2277,1330,73332,3.78,121,3199,160020,140573,878,61489
Bihar,Nalanda,1158,470,229841,513,1566,0,2897,2299,89952,2.17,73,3367,170149,149679,880,59515
Bihar,Jehanabad,0,370,65460,361,1570,0,817,749,33424,4.47,53,1187,54241,44658,823,15946
Bihar,Nawada,0,561,138182,751,1050,0,2082,1056,53561,5.56,147,2643,101820,89935,883,39174
Bihar,Sheikhpura,0,144,42150,86,0,0,356,338,15880,2,10,500,30949,27084,875,13583
Bihar,Darbhanga,0,1619,287379,2758,58,0,5971,3361,113088,2.11,160,7590,212738,187756,883,78623
Bihar,Madhubani,0,1280,274881,1710,368,0,7054,3368,105764,0.79,66,8334,202978,177764,876,77865
Bihar,Samastipur,0,1317,257967,943,1166,0,7308,2603,106258,0.75,65,8625,196285,167981,856,79055
Bihar,Patna,270,5991,529656,3425,6082,0,20061,20989,373052,2.6,678,26052,527472,375588,712,281786
Bihar,Begusarai,0,799,209174,921,65,0,4625,2374,85309,2.32,126,5424,159404,135121,848,50130
Bihar,Bhojpur,0,726,154971,887,69,0,267,1408,67022,7.75,77,993,126230,95885,760,44250
Bihar,Buxar,965,1095,117074,805,1,0,3159,1199,41156,2.96,126,4254,88698,69534,784,31627
Bihar,Khagaria,185,291,91111,316,689,0,1362,959,38095,4.05,67,1653,69271,59961,866,23236
Bihar,Saran,0,1989,295254,1349,19,0,6285,2952,116945,4.79,396,8274,223699,188602,843,82891
Bihar,Siwan,1552,1071,296378,1312,0,0,6360,2959,92101,2.14,159,7431,206504,182065,882,82742
Bihar,Gopalganj,0,1331,161261,1800,0,0,3208,1690,58036,3.11,141,4539,124585,94760,761,40484
Bihar,East Champaran,0,2749,284704,3178,0,0,3352,3577,127967,3.43,209,6101,238396,174139,730,57263
Bihar,West Champaran,0,1017,176768,1842,1,0,868,2675,91782,3.45,65,1885,158454,110151,695,35674
Bihar,Jamui,74,817,110246,873,143,0,1062,1046,43822,5.38,101,1879,84763,69344,818,27810
Chandigarh,Chandigarh,165,490,201085,562,857,857,1790,3151,110615,5.7,130,2280,175709,136074,774,75413
Chhattisgarh,Raipur,162,869,326002,266,0,0,502,147,64004,11.6,159,1371,206964,183063,885,126180
Chhattisgarh,Balod,2640,215,165498,129,0,0,10,0,9629,6.67,15,225,83444,91667,1099,34557
Chhattisgarh,Baloda bazar,140,57,184268,30,0,0,15,2,9963,11.11,8,72,91449,102881,1125,29837
Chhattisgarh,Balrampur,3399,16,126815,34,0,0,18,2,12182,47.06,16,34,69159,69826,1010,20013
Chhattisgarh,Bastar,828,99,138126,58,0,0,83,15,22453,15.38,28,182,76456,84126,1100,36517
Chhattisgarh,Bemetara,2900,73,92176,13,0,0,17,0,6254,0,0,90,48200,50224,1042,16818
Chhattisgarh,Bijapur,680,33,36191,6,0,0,59,8,17236,19.57,18,92,30966,22454,725,18945
Chhattisgarh,Bilaspur,39,391,314166,125,0,0,112,23,30488,17.3,87,503,167966,176667,1052,76338
Chhattisgarh,Dantewada,180,44,56549,10,0,0,6,3,13676,0,0,50,34681,35533,1025,24879
Chhattisgarh,Dhamtari,186,71,168206,22,0,0,10,3,10421,11.11,9,81,84392,94214,1116,43407
Chhattisgarh,Durg,1198,448,335838,170,0,0,148,45,36193,14.09,84,596,189220,182795,966,106193
Chhattisgarh,Gariaband,449,10,99044,10,0,0,11,0,6787,42.86,9,21,49273,56552,1148,15477
Chhattisgarh,Janjgir-Champa,0,96,261332,36,0,0,3,3,14893,21.21,21,99,131917,144303,1094,54062
Chhattisgarh,Jashpur,1735,167,156041,64,0,0,12,1,14844,6.15,11,179,78572,92293,1175,35917
Chhattisgarh,Kanker,4300,63,134610,28,0,0,7,1,21225,0,0,70,78270,77555,991,41264
Chhattisgarh,Kondagaon,979,136,106845,118,0,0,15,1,10103,5.96,9,151,53731,63204,1176,20942
Chhattisgarh,Korba,1509,302,268847,203,0,0,119,22,18482,9.26,39,421,139834,147479,1055,50021
Chhattisgarh,Koriya,2796,142,104796,122,0,0,25,11,10691,13.77,23,167,56898,58585,1030,21505
Chhattisgarh,Mahasamund,0,262,237665,75,0,0,8,6,10436,0,0,270,116646,131428,1127,63081
Chhattisgarh,Mungeli,100,32,124373,13,0,0,10,3,6056,42.86,18,42,62164,68264,1098,16254
Chhattisgarh,Narayanpur,10,22,15804,6,0,0,56,2,7061,2.56,2,78,12811,10054,785,7384
Chhattisgarh,Raigarh,552,293,351588,70,0,0,36,22,25913,15.5,51,329,184360,193126,1048,111669
Chhattisgarh,Rajnandgaon,576,123,278584,56,0,0,49,10,20572,4.65,8,172,143051,156089,1091,42458
Chhattisgarh,Sukma,0,36,49346,8,0,0,14,12,21297,0,0,50,39806,30832,775,25373
Chhattisgarh,Surajpur,0,86,162418,21,0,0,1,3,12945,14.94,13,87,85685,89652,1046,24931
Chhattisgarh,Surguja,40,556,212682,116,0,0,242,12,16597,5.26,42,798,110017,119230,1084,46387
Chhattisgarh,Kawardha,3600,246,120806,208,0,0,64,20,12431,9.68,30,310,65061,68156,1048,24993
Chhattisgarh,Gaurela Pendra Marwahi ,0,129,64422,64,0,0,2,0,4042,37.4,49,131,32208,36246,1125,8675
Dadra and Nagar Haveli,Dadra and Nagar Haveli,0,115,35607,101,0,0,2047,2096,63082,4.53,98,2162,67630,31057,459,12004
Daman and Diu,Daman,0,251,29896,164,0,0,2165,1806,57114,1.41,34,2416,56568,30520,540,8582
Daman and Diu,Diu,0,55,11830,74,0,0,275,379,16366,0,0,330,13647,14552,1066,5579
Delhi,New Delhi,95,1606,247545,969,100,100,1687,1073,117599,5.98,197,3293,221852,143672,648,155412
Delhi,Central Delhi,855,2759,278129,951,8193,8193,3982,3040,212364,4.14,279,6741,289928,200833,693,146924
Delhi,West Delhi,303,775,355947,674,0,0,568,-163,132213,5.73,77,1343,271916,216311,796,163377
Delhi,North West Delhi,2501,864,334200,714,132,132,1958,1668,189537,4.18,118,2822,292142,231844,794,156054
Delhi,South East Delhi,21,1718,234946,1101,17,17,7085,3337,202125,2.58,227,8803,264490,172749,653,132535
Delhi,East Delhi,0,663,192954,809,0,0,3510,2329,107284,3.76,157,4173,167396,132934,794,75683
Delhi,North Delhi,315,748,186333,728,0,0,1202,-131,120258,6.67,130,1950,178080,128511,722,90282
Delhi,North East Delhi,38,1434,153260,1197,0,0,1627,253,107298,2.58,79,3061,154520,106188,687,83064
Delhi,Shahdara,117,598,193192,353,0,0,1674,16,113342,2.99,68,2272,173469,133211,768,79866
Delhi,South Delhi,615,1350,251771,1014,88,88,6282,5581,254419,4.56,348,7632,305857,200994,657,152707
Delhi,South West Delhi,101,1081,322770,1209,0,0,4835,3839,159966,2.27,134,5916,275896,207408,752,127479
Goa,North Goa,115,491,156872,610,109,109,3353,3498,81508,4.32,166,3844,125836,112575,895,47162
Goa,South Goa,145,570,188462,599,0,0,4118,4079,76980,4.31,202,4688,131965,133470,1011,49781
Gujarat,Gandhinagar,0,1161,194567,984,0,0,3307,2788,49589,4.07,182,4468,129159,115002,890,87425
Gujarat,Ahmedabad,0,1366,358586,546,4,0,6078,5338,64802,3.04,226,7444,234092,189282,809,94609
Gujarat,Vadodara,190,1629,288058,1372,27,0,5357,4534,91104,3.21,224,6986,209314,169905,812,101079
Gujarat,Kheda,0,3273,336592,1992,137,0,4348,3954,86112,3.14,239,7621,223441,199292,892,146793
Gujarat,Surendranagar,0,1706,178953,1359,151,0,5667,4565,50245,2.81,207,7373,121396,107788,888,67891
Gujarat,Aravalli,135,1126,227355,434,0,0,2906,2417,38713,2.68,108,4032,135256,130792,967,111642
Gujarat,Banaskantha,0,2491,633348,858,0,0,4006,3282,74710,3.43,223,6497,384803,323385,840,180015
Gujarat,Mehsana,0,1782,388838,1725,0,0,5525,5526,158320,4.15,303,7307,284384,262750,924,160203
Gujarat,Patan,0,1069,193710,935,121,0,4217,3710,55880,4.81,254,5286,130254,119448,917,78633
Gujarat,Sabarkantha,0,1383,281751,1135,0,0,3768,3160,54516,3.67,189,5151,175330,160905,918,119386
Gujarat,Dang,0,62,31113,77,126,0,426,343,7812,6.56,32,488,20230,18694,924,9573
Gujarat,Navsari,82,798,261455,367,0,0,4049,3268,52293,3.36,163,4847,153360,160441,1046,131657
Gujarat,Surat,67,812,203767,1243,102,0,4844,4172,66082,3.78,214,5656,149124,120802,810,99052
Gujarat,Tapi,0,1251,148694,1514,0,0,2204,1908,28286,3.62,125,3455,91035,85941,944,37640
Gujarat,Valsad,84,699,253665,716,0,0,4605,4670,75238,3.51,186,5304,180044,148868,827,133337
Gujarat,Devbhumi Dwaraka,0,472,109741,295,0,0,3358,2518,34914,2.61,100,3830,78711,65951,838,64411
Gujarat,Jamnagar,0,433,164216,316,110,0,3396,3225,66197,3.42,131,3829,130515,99943,766,69273
Gujarat,Kutch,781,912,268955,820,0,0,5047,5430,146540,3.37,201,5959,233627,181962,779,124752
Gujarat,Morbi,0,987,121887,651,0,0,1617,2354,28574,5.61,146,2604,80599,69857,867,56168
Gujarat,Porbandar,0,96,134173,73,0,0,1977,1647,29437,1.78,37,2073,84323,79292,940,79187
Gujarat,Rajkot,0,1720,255841,843,0,0,5495,4424,55068,4.78,345,7215,162570,148353,913,98538
Gujarat,Amreli,0,968,242440,607,13,0,2920,2329,36116,3.91,152,3888,141906,136664,963,105857
Gujarat,Bhavnagar,0,984,236782,1163,1225,0,3012,3028,66298,4.6,184,3996,165647,137460,830,83871
Gujarat,Botad,0,574,64461,421,3,0,1858,1567,19568,6.5,158,2432,44840,39188,874,30121
Gujarat,Gir Somnath,61,1114,179820,861,176,0,3430,2777,39979,3.43,156,4544,119964,99774,832,68186
Gujarat,Junagadh,0,1144,200971,774,35,0,2861,2416,36821,5.12,205,4005,124104,113675,916,58829
Gujarat,Anand,0,3113,390951,1223,0,0,6780,5185,74624,2.4,237,9893,235624,229952,976,155888
Gujarat,Bharuch,20,2214,246749,2765,0,0,5031,4180,132287,2.69,195,7245,211789,167277,790,107935
Gujarat,Chhotaudepur,8,1595,164725,702,1019,0,883,875,20410,5.73,142,2478,95921,89188,930,70028
Gujarat,Dahod,16,2261,329753,680,1022,0,3265,2230,46647,2.61,144,5526,188998,187407,992,166606
Gujarat,Mahisagar,0,600,244868,246,295,0,2536,2044,29609,2.36,74,3136,140620,133890,952,102500
Gujarat,Narmada,0,401,126729,223,0,0,1197,1100,20860,4.51,72,1598,75404,72176,957,53868
Gujarat,Panchmahal,0,774,290282,380,0,0,287,2756,45713,12.16,129,1061,172210,163768,951,142646
Haryana,Kurukshetra,0,235,140265,643,0,0,1178,1112,46035,4.03,57,1413,97975,88354,902,29875
Haryana,Panchkula,0,324,118590,268,0,0,957,934,66812,4.61,59,1281,100116,85403,853,50552
Haryana,Gurgaon,75,2005,401566,1767,565,565,18216,14834,395312,2.67,539,20221,481538,316955,658,166434
Haryana,Jhajjar,0,509,139372,631,0,0,1559,775,46787,4.45,92,2068,97859,88310,902,38671
Haryana,Kaithal,8,244,109179,400,0,0,2002,1028,52908,5.52,124,2246,85333,76874,901,27396
Haryana,Hisar,0,421,163845,524,0,0,652,880,62482,6.24,67,1073,122014,104347,855,31309
Haryana,Rohtak,0,219,137262,443,0,0,1499,841,55141,3.61,62,1718,103439,89715,867,38725
Haryana,Ambala,0,1116,222161,691,46,0,5483,2413,129448,3.2,211,6599,187706,164136,874,94709
Haryana,Sirsa,0,409,177864,550,1,0,1744,705,51578,7.76,167,2153,119146,110293,926,53224
Haryana,Panipat,73,284,134080,381,0,0,827,1271,57096,2.61,29,1111,106030,85196,804,34102
Haryana,Fatehabad,0,172,101969,353,0,0,1454,760,45874,2.71,44,1626,78028,69841,895,22590
Haryana,Yamunanagar,0,649,173986,491,0,0,1933,947,55434,3.8,98,2582,121713,107702,885,45105
Haryana,Sonipat,1,474,216636,664,3,0,4314,1685,94325,2.55,122,4788,168192,142919,850,64890
Haryana,Faridabad,82,1388,330777,1672,79,79,12061,5118,184965,1.57,211,13449,298783,217989,730,100847
Haryana,Bhiwani,0,216,149017,305,0,0,3164,912,52381,4.14,140,3380,105914,95506,902,30577
Haryana,Charkhi Dadri,0,6,100444,419,0,0,4924,1113,37119,1.42,70,4930,70852,66733,942,23309
Haryana,Rewari,0,226,148190,601,0,0,1651,821,54190,2.29,43,1877,109605,92833,847,38261
Haryana,Karnal,177,128,214781,231,0,0,4885,1470,80433,1.93,97,5013,155992,139291,893,63656
Haryana,Jind,0,473,128702,718,0,0,24,621,43630,12.68,63,497,89855,82485,918,20092
Haryana,Nuh,0,26,42429,137,0,0,385,439,32231,9.49,39,411,42858,31849,743,7459
Haryana,Mahendragarh,0,376,146242,790,0,0,20,756,45536,13.64,54,396,99239,92572,933,30321
Haryana,Palwal,0,252,141692,361,0,0,582,783,63562,7.91,66,834,113231,92096,813,23447
Himachal Pradesh,Shimla,0,383,218487,371,0,0,957,1444,48284,4.48,60,1340,140489,126266,899,53742
Himachal Pradesh,Solan,39,358,136687,545,0,0,1351,1234,40621,5.32,91,1709,104192,73131,702,23551
Himachal Pradesh,Lahaul Spiti,0,0,8208,9,0,0,0,78,2161,0,0,0,5352,5016,937,3369
Himachal Pradesh,Kullu,0,62,106413,83,0,0,165,245,16776,14.54,33,227,62858,60327,960,28332
Himachal Pradesh,Sirmaur,0,231,90069,209,0,0,312,538,24530,8.66,47,543,63324,51281,810,24028
Himachal Pradesh,Kangra,47,1467,403914,1550,0,0,956,931,54474,5.65,137,2423,221620,236743,1068,86837
Himachal Pradesh,Chamba,0,441,118628,593,0,0,416,361,20418,9.68,83,857,69317,69718,1006,24185
Himachal Pradesh,Mandi,0,136,279971,313,0,0,393,617,37977,11.53,61,529,150657,167314,1111,73730
Himachal Pradesh,Kinnaur,0,59,24132,49,0,0,135,335,7082,13.4,26,194,16598,14617,881,8749
Himachal Pradesh,Hamirpur,0,98,160108,97,0,0,182,277,17123,10.71,30,280,82525,94695,1147,34561
Himachal Pradesh,Una,0,168,150243,278,0,0,94,229,18474,29.77,78,262,84435,84273,998,38598
Himachal Pradesh,Bilaspur,0,37,123917,70,0,0,117,124,13991,10.39,16,154,67524,70378,1042,35265
Jammu & Kashmir,Srinagar,330,1284,151077,1431,1010,278,2009,1904,97556,6.59,217,3293,167959,80668,480,47082
Jammu & Kashmir,Kulgam,0,1160,95667,740,0,0,12,7,7649,7.51,88,1172,59423,43878,738,12479
Jammu & Kashmir,Shopian,0,19,64220,19,0,0,7,4,4457,15.38,4,26,39164,29510,753,10685
Jammu & Kashmir,Bandipore,0,378,81605,545,0,0,7,16,7729,32.47,125,385,53920,35408,657,11966
Jammu & Kashmir,Anantnag,248,1838,170588,2206,0,0,14,770,39679,11.23,208,1852,123245,87000,706,23502
Jammu & Kashmir,Baramulla,110,1764,215165,1880,0,0,83,193,44155,4.49,83,1847,150851,108364,718,47549
Jammu & Kashmir,Kupwara,0,1689,91614,1752,0,0,66,55,13447,7.69,135,1755,64931,40124,618,18490
Jammu & Kashmir,Pulwama,0,926,112240,1855,0,0,51,103,16026,5.42,53,977,76887,51377,668,23115
Jammu & Kashmir,Ganderbal,0,48,71668,36,0,0,451,479,10533,8.22,41,499,48220,33975,705,14096
Jammu & Kashmir,Budgam,499,450,148826,626,186,0,1859,1229,49416,7.41,171,2309,119040,79193,665,30183
Jammu & Kashmir,Jammu,0,0,393617,365,0,0,80,1361,112754,0,0,80,281894,224569,797,145980
Jammu & Kashmir,Kishtwar,90,93,44647,101,0,0,46,41,8560,0.72,1,139,31518,21682,688,11974
Jammu & Kashmir,Doda,20,362,83358,1170,0,0,14,50,8923,9.04,34,376,51033,41238,808,23773
Jammu & Kashmir,Udhampur,0,171,116974,514,0,0,270,287,41826,6.58,29,441,89016,69773,784,28317
Jammu & Kashmir,Kathua,3750,308,133342,552,0,0,29,69,34183,18.69,63,337,91822,75691,824,30882
Jammu & Kashmir,Ramban,169,20,62512,18,0,0,25,31,7769,55.56,25,45,42072,28206,670,19114
Jammu & Kashmir,Samba,0,51,84071,35,0,0,97,91,11417,8.11,12,148,53314,42156,791,21413
Jammu & Kashmir,Rajouri,3698,1333,111503,1206,0,0,879,509,38905,6.24,138,2212,86605,63803,737,23046
Jammu & Kashmir,Poonch,4900,347,99060,328,0,0,32,47,8971,13.46,51,379,60363,47663,790,17094
Jammu & Kashmir,Reasi,5,113,66966,205,0,0,9,17,10746,6.56,8,122,46023,31686,688,14058
Jharkhand,Ranchi,1291,1256,247869,1084,1331,1331,1761,5796,161244,6.73,203,3017,228896,180324,788,102273
Jharkhand,Koderma,500,1844,68334,810,0,0,1018,942,27360,9.36,268,2862,49028,46682,952,12920
Jharkhand,Bokaro,0,746,153672,798,24,0,2182,2269,67279,1.78,52,2928,127049,93942,739,54312
Jharkhand,Garhwa,914,596,92486,1056,612,0,873,1412,49531,6.19,91,1469,79301,62713,791,26260
Jharkhand,Latehar,1326,114,49876,143,1487,0,518,844,31247,10.76,68,632,45850,35288,770,14208
Jharkhand,Chatra,0,455,79706,425,104,0,888,774,28994,7.97,107,1343,58870,49820,846,14631
Jharkhand,Palamu,20,1158,181713,1458,684,20,1267,1243,55537,8.45,205,2425,129160,108106,837,41266
Jharkhand,East Singhbhum,58,4400,283815,2260,0,0,767,3530,101080,2.96,153,5167,214114,170881,798,80396
Jharkhand,Seraikela Kharsawan,34,499,94603,456,4,4,564,1426,37732,3.74,40,1070,73730,58616,795,24391
Jharkhand,Simdega,6639,526,50524,507,5997,0,1754,1382,31000,5.7,130,2280,39945,41590,1041,10262
Jharkhand,Lohardaga,0,187,45499,130,174,0,642,883,22229,10.98,91,829,34921,32802,939,10205
Jharkhand,Gumla,1048,1281,94902,1047,198,0,494,1351,34332,4.23,75,1775,61406,67884,1105,17927
Jharkhand,Khunti,1167,217,53993,133,12,0,298,680,29423,8.74,45,515,43714,39707,908,14269
